"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent"
"1993-01-01",291.628834355828,0.0351435982036772,0.0347341679983846,0.0133443361421397,0.0380265093238755,0.0199259215247191,0.0170844704507845,0.0244025219608126,0.02853831788675,0.0188179173440497,0.0428415903962603,0.0305264191827313,0.0201263210094731,0.0388125625912562,0.0305388245439812,0.0243055979336331,0.0286794597786224,0.0171481462311155,0.0318536837414303,0.0152122546830264,0.0299703593777054,0.0302665667132681,0.020928979802916,0.0142638430321028,0.0430688324747933,0.0259902027866603,0.051688250849416,0.034000352504527,0.0220861074878644,0.0154429562588199,0.0226430736083625,0.0310615663126187,0.025342794917575,0.0409843889843839,0.0132819723211092,0.0212382662975354,0.0251278102698932,0.0225510550737262,-0.00811238321661746,0.00874413497892273,0.00262714173449309,0.0155288914815104,0.00384372874974063,0.00347605667203068,0.00748863980659949,0.000332024652493578,0.00612370360888246,0.000467450202428883,-0.00458449420506245,0.00318977806764075,0.0157482302336885,0.0108852164553181,0.00568892917183445,0.00534646004137244,0.00203108849265024,-0.00336159264744196,0.00323059581676638,0.000604401107409432,-0.00252005088334653,0.00268795966282935,0.00425025854631103,0.00646777620330743,-0.00441724890343054,-0.00951875029900425,0.0113952800603026,-0.000664913500029615,0.00225414236813305,0.000650494259359653,0.00134639137806785,-0.00648169031149482,-0.00374322738936256,0.00259469223643687,0.0121306907464145,0.00916986122414189,0.00325932188315755
"1993-04-01",284.365296803653,0.0378959636902542,0.0323905713716552,0.0134744357934119,0.0461306972407399,0.027501168924308,0.0203227309495704,0.0266415735395424,0.0304695897681055,0.0212628417299561,0.0397934444467992,0.02852321287972,0.0226952931971847,0.0441051994813784,0.0288660113022254,0.0219495355707966,0.0331870549106541,0.0142501362368128,0.0280729864801484,0.014590246699059,0.0308987369381884,0.0360571680585648,0.0189206848234688,0.0135241968469317,0.0350196833829479,0.0283296937769998,0.0370652165559108,0.0288513042030902,0.0194098581333355,0.0132245366493995,0.0243453929960842,0.0319227409214934,0.0261448260217262,0.0401854797791426,0.0130800464728902,0.0217790998060692,0.0258773039514163,0.0232413364700184,-0.0116453215691306,-0.00261263042137069,4.34283677170914e-05,0.00486452320825346,0.0042250229306817,0.00331090020102694,0.00248969664379377,0.000140139248567789,0.00485203313189794,-0.00589537659019797,-0.000342277555352316,0.00250526670832802,0.0198119354018341,0.0054395947183572,0.00480344140660214,-0.00183128183814523,-0.0016106363630145,-0.00263103654261019,-0.000134223472033242,-0.00581995778420858,-0.0129212844510841,0.00326324517532375,0.00181292897438347,0.00239543806650557,-0.000953438733915878,-0.00799397672190631,0.00546039901825563,-0.000599439388037976,0.0017212949695025,0.00149317567081015,0.00138249460680896,-0.0036791440605741,-0.00853170941371957,0.00118611502572807,0.00491619889499838,0.00659789229572123,-0.00107411210181466
"1993-07-01",287.547134935305,0.0269600496273732,0.0304480581208616,0.0139250348670775,0.0397492227337265,0.0251517709661957,0.017891028016646,0.0240749178644981,0.0269124376340144,0.0217562437446724,0.0458158547001684,0.0339274369046325,0.0189170691556763,0.0373834442076229,0.0268367109178419,0.0233911998386083,0.0374371794383437,0.0156050439507927,0.0297248909261222,0.0142341850512544,0.0340201026289536,0.031175786093875,0.0204660274545828,0.0140098569879756,0.0391790936267782,0.0255135458972078,0.0494911402341457,0.0322484301792719,0.0190892691931988,0.014923682743445,0.0328943443561667,0.0321363590850921,0.0240640720961797,0.0356256914285902,0.013881166312691,0.0229307891448832,0.0241914222316561,0.0240174416391779,-0.000976302901975652,0.00394828362825701,0.00172072466361902,0.0103287026376668,0.0033422954868093,0.00379601706939878,0.00326155667131882,0.000733325506330775,0.00711349765103841,0.00179085706353384,0.00329554729273956,0.00426534022754487,0.0145774889017444,0.00458222810742892,0.006633465600267,0.0106069207411563,0.00142338682400846,0.000743771929297986,0.00181312844603106,0.00155973917502016,-0.00182726186111849,0.00288622924546931,0.0027023995964922,0.00611709403202845,0.00253871371424808,-0.00595922024198254,0.0114295812900966,0.00137875375502187,0.00230269319008235,0.00101221913200289,0.00426534172926491,-0.000779789484133864,-0.00221225302667222,0.00319356243600865,0.00863869274011863,0.00852635912021683,0.000910091741363931
"1993-10-01",305.452574525745,0.0231046897310188,0.0373172024813453,0.0138674179177164,0.0458899870181445,0.0203631157097444,0.017434067652949,0.0252589282377548,0.0344951543549348,0.0238286498045529,0.0397520091708118,0.0260729466360014,0.0178409023195057,0.0325459473174058,0.0267839597731364,0.0231505841957604,0.0341012558835922,0.0144435079963903,0.0271177653261799,0.0137556947639044,0.0286388523174485,0.029055185793245,0.0249590019316872,0.0135021119586278,0.0424692845308724,0.023066549788854,0.0487587400516963,0.0336091858466298,0.0196612292525845,0.0146707460668926,0.0478659164848065,0.0319685246743178,0.0220738797138325,0.036915806355748,0.0136435145317551,0.0256471849586178,0.0226505942898793,0.0237199051616557,-0.000332749298050478,0.00971081968858615,0.00338240718377108,0.018456346989684,0.00513665311897457,0.00706806945690193,0.00664798445134615,0.00193765205607442,0.00961595502716375,0.00453281008787962,0.00302898541607482,0.00555093926651501,0.0157162466233325,0.0118903701630483,0.00780112433484941,0.013267304623748,0.00423115942844566,0.00373276530434825,0.0050319664150746,0.00635989906605116,0.00130176835402116,0.00515767652332342,0.00538094635399889,0.0100715567539494,0.00404947627178434,-0.00333108717627764,0.0152960469167369,0.00281751575396326,0.00589510745398419,0.0129494157783266,0.00733619093588095,0.00365121864746233,0.00121933289085663,0.00463287929526437,0.0186775579611409,0.00753196192725339,0.00104496459466032
"1994-01-01",279.795731707317,0.0283177291585998,0.0345750405479505,0.0132734815279927,0.0478737483862936,0.0237026894957415,0.0193412950159165,0.025745806355275,0.0240505105294938,0.0223358129025969,0.0404668904190486,0.0275196189106477,0.0182061258661466,0.0341868966146257,0.0285232862455274,0.0224652156854179,0.0331127519368399,0.01592374560222,0.0285450762148635,0.014144113768309,0.033034132703138,0.0286093764342767,0.022963386455128,0.0135826162474725,0.0399200752799835,0.0439119769009792,0.0476274299588046,0.0336839167869237,0.0188814516577015,0.0132884710398793,0.0269735965976573,0.0304816082161255,0.0191786551766637,0.0381848832166214,0.0132930287455426,0.0213776220536029,0.030116114121959,0.0225818232240341,-0.00585428015581892,0.00976956912562949,0.0025889514591459,0.0157742341751821,0.00522574490289857,0.00651323629245904,0.00478055177392933,0.00177323804371696,0.0110901742788065,0.00369018681514111,0.00323176865752658,0.00432491611786971,0.0149682979424504,0.0124314734634092,0.00947682422053828,0.00797821660833072,0.00326074722053987,0.000757333597971541,0.00427068565239507,0.00170548614802449,0.00124594676939535,0.00452392182757709,0.0054921126098366,0.00699990885855176,0.00798456000272894,-0.00681540574239607,0.0157699121259851,0.00158224389515331,0.00426046087881408,0.00486440288620082,0.00325191237609558,0.00176161604498853,-0.00125883489374874,0.00318641921229842,0.0106084152025031,0.00884958243008552,-0.00093981430400811
"1994-04-01",298.204188481675,0.0198628300558286,0.036399970086877,0.012939030995803,0.0453928362595795,0.0293869215156901,0.0208309156496234,0.0235560610503563,0.0267036998817672,0.0219185659436183,0.0316389666307051,0.0350437228204507,0.0184325076319569,0.0411252490988183,0.0251939874798426,0.0329599220780289,0.0391745636375719,0.0153745948987335,0.0277480554951807,0.0137064227192394,0.0339392057892928,0.0306628618931785,0.0198863318572977,0.0141677716362874,0.0385547194065712,0.0472359963258327,0.0373337786069842,0.0367111198761452,0.0198738756988327,0.015317363349828,0.0244674698442854,0.028171785408269,0.0187262353396363,0.0286563962100156,0.0148427440788323,0.0213264467296778,0.0349499779810182,0.0177870960383438,0.000765719777472994,0.00992057903909709,0.00308757060010872,0.0150318263576356,0.00687327747377307,0.00689254246866284,0.00609569505649446,0.00518110471338945,0.0115266278107938,0.00488178449649751,0.0109894878767255,0.00891646993523583,0.0175545217746192,0.00930513390685798,0.0166792927128025,0.0177810972515292,0.00466002291928614,0.00333004166036784,0.00453439094457457,0.00549433950269852,0.00145698937537244,0.00578329963455042,0.00686204694784775,0.0102618149276981,0.0111031327286048,-0.0109096667108213,0.0216520404330728,0.00204740023175627,0.00462380119187283,0.00679304263483685,0.00720003465431616,0.00496679138977748,0.00172084488874627,0.00414923638083754,0.00914049658351764,0.0090068671655563,0.00235662106758628
"1994-07-01",283.186893203883,0.0251115986075882,0.0285954181050174,0.0147074273042642,0.0492170357670235,0.0247642022915242,0.0203883382098337,0.0250988116642899,0.022818951384148,0.0206467674711872,0.0347305305069715,0.0325810916672186,0.0178964021282086,0.0396792889062731,0.0312491132902812,0.0265592661264228,0.0360175749663064,0.0155134784671939,0.0271850980743659,0.0143661448923991,0.029760811790806,0.0282766675814803,0.0201552947336689,0.0146184444569907,0.0384518819132234,0.0445792281322775,0.0409142393621259,0.033036298436469,0.0185890406451248,0.014767470377425,0.0295457110367121,0.0330380845369978,0.0220735017922461,0.0362621393381398,0.0132278731291205,0.0223570372874684,0.033228792632622,0.0199909429865842,0.000109466143440557,0.00704251984192217,0.00415937383104226,0.0173982290035484,0.00400033689756308,0.00737740828031737,0.00681749308357556,0.00278574696225906,0.0097110944707406,0.00556402204430921,0.00749780630400796,0.00636289210307111,0.0175737501654175,0.0115812231993982,0.00392728291048997,0.0149376525378101,0.00361264743339917,0.00491951922106432,0.00400561710348714,0.0055341747203196,-0.000214138725935455,0.0064894081236584,0.0049638289887421,0.00749680504335353,0.0131048099034367,-2.3061135209852e-05,0.0156532604867011,0.00358659181310211,0.00535327536879903,0.00643155860294525,0.00811816552407559,0.0046539187799654,0.00582081765638591,0.00393312951807403,0.00868165384488524,0.00419404980565502,0.00275008165247711
"1994-10-01",279.700748129676,0.0282608455411973,0.0307124632992948,0.0139971903864145,0.0488547144195197,0.0215644411412273,0.0191140898781775,0.0240426624468402,0.0248961919936169,0.021943719060039,0.0362984863575073,0.027789202447978,0.0181805334116232,0.044122529366868,0.0261312255002211,0.0321426022321361,0.0368079485155778,0.0148750392762439,0.028366161802227,0.0143236958812731,0.030746441507181,0.0320963829017072,0.0236267122070875,0.0137000179236186,0.0371802807774591,0.0334037587560451,0.0371904993449229,0.0301488091517572,0.0216887571716906,0.0138771889214134,0.0345836660234194,0.0316764174676969,0.0171312338904266,0.0371667667015817,0.0147221846792676,0.0233213595989802,0.0378930559873288,0.0174227240304333,-0.00779518946319181,0.00645472584351152,0.00303012279090328,0.0155438809819522,0.00521664765745639,0.00548221479454069,0.00126843239621971,-0.000606875438186678,0.00572838602671484,0.00209381353145532,0.00421262134797984,0.00509493658755219,0.0151838869174658,0.00921688557989477,0.00476730006930946,0.00987105171889946,0.00191988653006486,0.000569773460669971,0.00228750718165243,-0.00128242530012622,-0.00858937706926878,0.00562776523096616,0.00324500784770667,0.00524214941296899,0.00465853394696116,0.000965281580131913,0.0129679425526345,0.000877718143069694,0.00262036949001344,0.00629469330951712,0.0034674548219438,0.00269982853607457,0.0024687522933161,0.00264915544515046,0.0108223215391824,0.00102116094602062,0.000193998068328669
"1995-01-01",292.047619047619,0.0278402329480198,0.0333895646524284,0.0129472543562541,0.0472916309493433,0.0183428133370023,0.0157318264754659,0.0223981524598469,0.0239679342871473,0.0226729998692932,0.0357244663001559,0.0303728262361534,0.0210201082398295,0.0410803686466208,0.0308638361915556,0.0323414031882991,0.0320289124561769,0.0139418899385551,0.0328996818713764,0.0134907279124954,0.0329582303930277,0.0321219633968405,0.0150465624933465,0.0143997337344901,0.040655759007513,0.0350987934638574,0.0366477951187959,0.0319581950801082,0.0275792206082889,0.0152355770436504,0.0375094816004617,0.0327492286353481,0.0194541351485785,0.029238235611014,0.0130089330657599,0.0222378452170503,0.0323374804029874,0.0234161996628619,-0.00767098013562536,0.00140215941599373,0.000834445223313364,0.0167781541470378,-0.0014312419455214,0.00278736472469135,0.00182219918365007,-0.002493073698409,0.00302701544729782,-0.00312699448397204,-0.000287993068506729,-0.00226838079123306,0.0135251206164663,0.00246370672504407,0.00524770063402239,0.00629162462332336,-0.00025630191298332,-0.00771466490745534,0.00065110423748752,-0.00192719260883047,-0.0082943426529036,0.00121482124490365,0.00227782893333771,-0.0010971039249851,0.00572647335021729,-0.0074021262493545,0.00790306294372546,-0.00472015078813562,0.00233991464668769,-0.00699006722048078,-0.000852846532305331,0.000768615975664201,-0.000797676741792019,0.0013079292794666,0.00519815764040043,-0.00384140473985705,-0.00344809460554703
"1995-04-01",299.375,0.0371139570810638,0.0358336178375704,0.0127838752928057,0.0508964486516643,0.017946440483179,0.0134209240770854,0.0224661030694784,0.0255808094158651,0.0308479479729879,0.0363427588452726,0.0384528996409547,0.0188144155337605,0.0390770089695799,0.0331039200367821,0.0264434702080629,0.0350263282290425,0.0147086039239751,0.0291721689429436,0.0137708999717171,0.0273264223658478,0.0333429851865692,0.0193169239986758,0.0150289213106427,0.0368630487370426,0.0299238105131042,0.0326013272735037,0.0317031880903036,0.0193813525638822,0.0166748638142185,0.0323992845760317,0.0331201391446365,0.024200179249494,0.0313034802959635,0.0122155326901063,0.0272188659572549,0.0270218327347322,0.0185552433141996,-0.0111847330680672,0.00468867744415395,-0.000493337897275719,0.00260599089675146,-0.00276747653496964,-0.000199322893308563,0.000549823582391634,-0.00585185796679287,0.0118463396196982,-0.00995202719196876,-0.00370886749043792,0.000391299419981228,0.00874963054545456,0.00840700345164664,0.000647507227618853,0.00701993161519197,-0.000687998953433229,-0.00412125264245362,-0.000917977562374015,-0.00261603183885527,-0.0138888429328131,-0.00187439115623604,0.000487925651472474,0.000868273239530659,-0.000190237887745538,-0.0131170648717835,0.00651120598144297,-0.0027668096143914,0.00187813493077091,-0.00719148335144849,-0.000635668347334529,-0.000710939288641778,-0.00949419282302935,-0.000154804039177914,0.00375754529628758,-0.000314769553842852,-0.00183328736948763
