"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0194142444107708,0.019605729261897,0.0453493713636806,0.0186035195070346,0.0234873795783101,0.018813988344665,0.0187673875665729,0.0283891689902694,0.0259963001065867,0.02663692073532,0.0192772467846834,0.0186609489993862,0.0229714152075924,0.0243846911962721,0.0196977075594794,0.0266219303915884,0.0174442594647779,0.0289311092236907,0.0261722836722137,0.0223799589213163,0.0371482040090828,0.0256628803850346,0.0280056295398247,0.0402963297645748,0.0511599301129397,0.0270008580327378,0.0278637689569181,0.0254981989854095,0.0601431940311942,0.0189525068773025,0.022062508274434,0.0901031756003156,0.0271426286430582,0.0259572179192451,0.0213974075818209,-0.00167446154541342,-0.00125449713958543,-0.00712484534447081,-5.80460673539542e-05,-0.00022152262255707,0.000939882730490522,-0.00218167869233061,-0.00206208934203697,-0.000672893730671704,-0.00277399676286331,-0.000853789802985441,0.000333340891264912,0.00148284360223899,-0.00109710567023527,-0.000528555704665967,0.00366244356745329,-0.00166047565090077,0.0005727536208554,0.00102819820116215,-0.00052855665491349,0.000514090834853203,-0.00159554572487802,-0.00310056319219141,0.00174387815578733,-0.00652772911752793,0.000791972734769733,0.000627513684483948,0.00340447574503928,-0.0229153114864725,0.000210160023603378,-0.00062015362567591,-0.0240897757935442,-0.00115804897281757,0.00199806370423326,0.00155474491791358
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0166784476161355,0.0408490492192739,0.0340042568188559,0.0166686282098899,0.0461118872443267,0.0184403075630698,0.0181906493114856,0.0407506181678334,0.0262678432682583,0.0447509026403584,0.0165258978752638,0.0161257732228071,0.0243942870095162,0.0199913759997843,0.0205372017235846,0.0334072130451839,0.0147868319832018,0.049689199503584,0.01832030956579,0.020058300018663,0.0300036759012105,0.0280552067489654,0.0195374679851887,0.0249752229666916,0.0794076766350702,0.0146471082056522,0.0207502509975039,0.0228891414834353,0.0564536022329704,0.0181656117122369,0.0263141242119197,0.0574758232086537,0.021059725800274,0.0241092786621152,0.0196071032412465,0.00743704857196955,0.0105902442895852,0.00748183766269331,0.00692909077339248,0.018754341828202,0.00530112113298216,0.00552432793574767,0.0154690214578853,-0.00347546219847799,0.00575362884170296,0.00424525453618362,0.00536491617672481,0.0004379862104205,0.00730126862067346,0.00931529605429054,0.015014383333534,0.00633237204062708,0.0209839255446887,0.00953713529434923,0.00459373485341613,0.00466906282545359,0.00514749517715693,0.00552484841251381,0.00454006024130918,0.00904568410450117,0.00516248092809354,0.00833258749123934,0.00589795448517678,0.0226639862866686,0.0075386554710628,0.010015655068383,0.0198557759269936,0.00768582030037876,0.00743232681262477,0.00936124497258684
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0271483117789534,0.0228836840633134,0.07549409846125,0.018596263635388,0.0241462885889837,0.0216246981216105,0.0216370323157229,0.0255004755512498,0.0384132732906253,0.0178866293706841,0.051516784493087,0.0189084503433795,0.0222759617957374,0.0187163056177246,0.0243776967530563,0.0205033395189057,0.022602684061614,0.0442783468211319,0.0221425295067039,0.029335434152543,0.0408354874994264,0.0373895348123066,0.0225009755586957,0.0222529220212875,0.0262744256504716,0.0227862331550948,0.0291746874236871,0.0179272976852738,0.0618422266909141,0.0329546655808988,0.0265902140457306,0.0182636238148995,0.0181154183608259,0.0212628105776006,0.0338411888812225,-0.0165461278190727,-0.00839438291677449,-0.0346455583955868,-0.0101528345823433,-0.0102385083477183,-0.00990673176710633,-0.0089949037980923,-0.0113663846489743,-0.0179767408588125,-0.00879776929143908,-0.0120887914100765,-0.0125639117612601,-0.00811262938145654,-0.00981852432954562,-0.0100367136819784,-0.00918044364901576,-0.0115762510626544,-0.0129364129025198,-0.00980726638161613,-0.012671119303584,-0.0181983492167773,-0.0182227976630004,-0.0103399633270874,-0.0123596957581508,-0.0106837929188809,-0.013552120430084,-0.0123925042308646,-0.00720715002562706,-0.0171127390645011,-0.0172494659319351,-0.0119050587310181,-0.00945149151582292,-0.0090508429364092,-0.00953099422810169,-0.0109602075822786
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0205599112851098,0.0340878339239459,0.0260929656146703,0.0195362054393858,0.0315706694293842,0.0181429039121232,0.0196268124781583,0.0345237047381125,0.0231517749976443,0.0453311418616517,0.0244541904421649,0.0314690865782501,0.0203905268767806,0.0234736231018862,0.0213979370362544,0.0276147785836052,0.0181830677989322,0.0270997246185464,0.0252699990170441,0.0263985736512486,0.0305473740286364,0.0278145634102688,0.0374904151888188,0.0304418520154739,0.0383606866348138,0.0258005285453232,0.0235932803127542,0.0314694154868612,0.0569044405721194,0.0194932745838957,0.0249101979374957,0.0662171905708897,0.0253308796437396,0.0238018912851954,0.0194485783988157,0.00126397083335873,0.00863935984815075,0.00706762472737349,0.00243799946151233,0.00764450189709348,0.0026473833782153,0.00254313774449504,0.00891396298009527,0.00363377991666241,0.0141077326813569,0.00280116957064136,0.00203709657263618,0.00409946518119997,0.00177576636554837,0.00437809338445308,0.00204690324661006,0.00281342993594565,0.00489099874657111,0.00365576365856722,0.00482123210036666,0.00182579064685849,0.00185066703560432,0.0078441045424457,0.00953299164981554,0.00700270727415552,0.00712989027635014,0.00415712756876624,0.00867972723264376,0.00633561239996547,0.00292740697254068,-0.00075741570763343,-0.00674750726948864,0.00345145015430821,0.00580174324896301,0.00426393478875487
"SPEECH_574","1996-10-02","1996-10-01",49,0.0245670399982525,0.0441952427649155,0.0204351653749463,0.0185954158291141,0.0291621572765727,0.0222935159899981,0.0266511603941799,0.0305579204805154,0.0220024517913967,0.0575002793537635,0.0189617137320697,0.0181997442859867,0.0224848077398901,0.0310286421274677,0.0273925296082573,0.035989202822762,0.0268668532493895,0.0257564130409462,0.0216095693230379,0.0194515740196877,0.0249979133351924,0.0230443769051288,0.0232782861254273,0.0352077858145726,0.0339745358581291,0.0226691738252838,0.0231473628779879,0.0200848086689363,0.0420856813455747,0.0323153591862018,0.0274678471157054,0.0421978958324263,0.0224695518526012,0.03130761654158,0.0520504055121031,0.00196130893045582,0.00950056035539014,0.00474730465376408,0.00347467635961119,0.009136749084336,0.00463129025880214,0.00215673981504316,0.00637553966024065,-0.00223413043202998,0.00297393369752623,0.00517094916386666,0.00499599873098172,0.00409557830963616,0.00873770901984662,0.00949276138342217,0.0115785938873985,0.00114804975684096,0.0137645393364778,0.00841439733328567,0.00808973939893193,0.00829212679080609,0.00208281008436997,0.00510398339934021,0.0123738203339255,0.00803440959573705,0.0026324595532982,0.00166747279346937,0.00716179454219796,0.00898749682407293,0.00457254661369144,0.00220244622000024,0.0058671194178848,0.00857380531548636,0.00787929488775933,0.0139811879707262
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0200796958643469,0.0232102747510102,0.0462044867181146,0.0191850813928827,0.0271844748113152,0.0197011964757303,0.0178989209915205,0.0310742768035022,0.0235717627958613,0.0325416124549882,0.0201263767562276,0.0170766808452102,0.0242450691194664,0.0264710584126127,0.0188211606610595,0.024336336335464,0.0188502358730321,0.0279931275852309,0.0198927498203321,0.0230668044714807,0.0348198622976172,0.0255614784632097,0.0195375029203771,0.0434458112408516,0.0550977316517688,0.0242083696474229,0.0303620149091723,0.0211624594445443,0.0640411374826253,0.0189352172960721,0.0239943000419395,0.0862192417435872,0.0193457381144987,0.0314352378580438,0.020302513948881,-0.00671937831359955,-0.0056466442016891,-0.014529422410182,-0.00442912037143421,-0.00913503446838225,-0.00613962391642168,-0.00502296087857584,-0.00660410213509453,-0.00234966858956692,-0.00184351313606541,-0.00592702557773231,-0.00458609376249704,-0.00814848493875567,-0.00740834996428295,-0.00669622642208989,-0.00728272993353863,-0.00505472790248642,-0.00926546091559077,-0.00378172213699578,-0.00758818353693641,-0.0118848799374896,-0.0056326480611057,-0.00544398746390029,-0.0111349725341192,-0.00719908195078994,-0.00779875894115629,-0.0115720129373243,-0.00452612058883042,-0.00729379660558186,-0.00590505778597414,-0.00345618459905017,-0.0241260270273863,-0.00642694612457239,-0.00646039678138497,-0.0051077826385527
"SPEECH_478","1996-10-07","1996-10-01",40,0.0278618874552247,0.0245477686727241,0.0269601652559898,0.0189516049748551,0.02578037645073,0.0210809492652163,0.018430833373575,0.0315710356295445,0.0283205052502374,0.0417119792618652,0.0249681754690375,0.0650815695878989,0.0331372582169826,0.0230371572061332,0.0213660082044757,0.0323103511749047,0.0216746166010431,0.0281492763831893,0.0289796868986629,0.0331332534517279,0.0249643835133773,0.0225298980268324,0.032510070059956,0.0247429090813766,0.0376931432282288,0.0307909972404003,0.0342838568866861,0.0220941386673151,0.0492756823355688,0.0182598932026349,0.0339719718728381,0.0239939201426413,0.0207178037519234,0.025602592875843,0.0215142803303598,0.0115616405344268,0.0084779476757338,0.0116665950699281,0.00770915299022138,0.0129238218100868,0.0060684024950579,0.00795414987502573,0.00789709931573059,0.0110051550295158,0.0118532544785254,0.0130415693893402,0.0242590128071505,0.0116278588398317,0.0100728659675425,0.00895701630858993,0.0141057471341085,0.00937613564810857,0.0113513732279918,0.00965506348597978,0.0135307420287937,0.0112695113686241,0.00871925306740159,0.0114646891540384,0.0115775189862105,0.0119145638021603,0.010590774874733,0.0149532938690886,0.00910079714840078,0.0178556051262871,0.00831291367670631,0.00820262112176673,0.008830104307198,0.0100381440116034,0.0110293437582172,0.0105943651970346
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0359694262586795,0.0264544063330593,0.0244668318035277,0.0214027138824047,0.0202760303025123,0.0203757605539556,0.0388901202846837,0.0291463903687486,0.0281956500195188,0.0574114979013394,0.0212308782653614,0.0178987818943634,0.0255024234330062,0.0511312058071281,0.0243597385577373,0.0350470962700535,0.0300499766279615,0.0269965411314267,0.0235399768923089,0.0273819342740382,0.032473435311632,0.0226481163378001,0.0261712711271175,0.0246222965900131,0.0309056356278128,0.0188054784069816,0.0321248621730332,0.0231549366494872,0.0571989987315716,0.0176595201187696,0.0294050954799282,0.033816698937444,0.0241054308202594,0.0188175071616329,0.0223633356647021,-0.00163936336218865,-0.00105685343199037,0.000504777903086834,0.000582308159960189,0.00049745485335706,0.00158722482058195,0.00176746747038697,-0.000579656208024672,0.00422124755740845,-0.00390600702649908,0.0012574058217789,-0.000301926958362969,0.00315755017815786,0.00548515448402672,0.000646366362758088,0.00454321770400619,0.000827108604320649,0.00249125474439312,0.000863232914227083,0.00022513055709552,0.00458614111269554,0.000544187861704055,-0.000329338475455264,-0.00205632568029948,0.00354746505644758,0.00153864953444506,-0.00023295389052881,-0.00396035848755327,0.00154286078558893,0.000950189679031988,0.00139272606650724,-0.000305335230731734,0.00299275741728818,0.000412077355341278,0.00215939601079799
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0246445276831361,0.0252618980953296,0.027073051911363,0.0185237284959573,0.0315538163681088,0.0200492802427237,0.0214461308559269,0.0617801203362113,0.0223655601493112,0.0226745161738971,0.0209571937533609,0.0208732734060022,0.0315383727869187,0.0472454952211325,0.0286596766094564,0.0241838171351135,0.031253163163953,0.0247790243493343,0.0214148879608204,0.0241393841769804,0.0302430009091198,0.0240530613351116,0.0293842680049793,0.0316714800026131,0.0331108421305003,0.0216985859385479,0.0338625557094543,0.0205692209469564,0.0604769344783522,0.0377390407102248,0.0306697161242976,0.0222589493709263,0.0205687906425572,0.0188388023257962,0.0344378324955259,-0.000593869964259548,0.00175652809685278,0.00623369952628029,0.000474253982074636,0.00593302498091808,0.000156946389644851,-0.000595552824135089,0.00169459498157638,-0.00319292514771604,0.000116166658229153,0.000815143591328183,0.00102326153928968,-0.00187460997612301,-0.0146777703548704,-0.00215797297054826,0.00130451191046818,-0.0049880081996509,0.0039861284402458,0.000796252630225037,0.000588335764282806,-0.000178760700088196,-0.000853284315797944,-0.00162244383223607,0.00062712204060496,-0.000715884848822754,0.00140990877199317,0.00157641188927396,-0.000753187737427772,0.00622281943582233,0.000582335190358841,-0.00243126670897841,0.00180873863345023,0.00161493858353231,0.000303694074377697,-0.00109134227792412
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0238774062165578,0.0270103992155331,0.0218420851945575,0.0248617668023996,0.0562889457755305,0.0212298665025221,0.0230761200095386,0.033162305430287,0.0293163130107191,0.0229337047567662,0.0329022525274567,0.0217429588490172,0.0234853576158216,0.0309593109233853,0.0257042463731063,0.031763766884469,0.0232307050911595,0.0259115537324955,0.0352143888545496,0.0277229097326269,0.0277381077775545,0.0284870500954322,0.0237199985419948,0.0231042951008624,0.0341786020612175,0.0222517720402021,0.0312812342433349,0.0249266176249444,0.0631804234386262,0.028411876168807,0.0285690615257999,0.0185214967359955,0.0276425047281829,0.0281414850963383,0.0276091113222082,0.00918796995382019,0.0070498040322363,-0.00094453374804579,-0.000235668717479151,0.0250182964833055,0.00309501099010967,0.00652294736981273,0.00470330850723775,0.00755664294371212,0.00282830208281787,0.00616806883269514,0.00404425899637992,0.00563566173651751,0.00317508310276783,0.00432693068785626,0.0134383610888116,0.00599805584075017,0.00384582249505086,0.0101317039781874,0.00455154873320225,0.00420057211528068,0.00655353626945473,0.00217081588535623,0.0024812368529568,0.013158310790055,0.00519631702989024,0.000269545705200313,0.00604915417988234,0.0198345759980427,0.00683566900723343,0.00127685800598261,0.00395310498836384,0.00666492683594955,0.00583346403218552,-0.00143461715965368
