"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent"
"1993-01-01",0.038571035069988,0.171789548493796,0.0333643303670406,0.0624573829454357,0.0489408532361699,0.0441154454334822,0.0428942884703471,0.0653494846627394,0.0338134216421217,0.158809031082408,0.0822266189695601,0.0419234808772096,0.0481200860946821,0.0417581924507229,0.0440779034888856,0.0417888967154102,0.00657072536626912,0.0354657019477006,0.00524841633936296,0.0129080925554709,-0.0040342106006383,-7.61561324034514e-05,0.0106159754149717,0.000296868131731158,0.0054854104697056,0.0424415910554113,0.0160311469111122,0.00241618314828825,-0.00781729520207491,0.00471329888376819,0.00742126161933762,0.00791294747226551
"1993-04-01",0.0346724751716791,0.17658873486504,0.0393314552700971,0.0608114943438639,0.0434771538560534,0.0413577806949928,0.0423359542468721,0.0604930883534342,0.040137391282535,0.154750549617374,0.086805013845001,0.0392441549797215,0.0509831113574837,0.0408150599741243,0.0476684903125639,0.0405280918291644,0.00601617020731273,0.0301369566147072,0.00439753986002534,0.0170272196396577,0.00264900130879211,0.00104278049738553,0.0115436174845818,-0.00794372974461059,0.000565625442471614,0.0260348824950671,-0.00700137001844554,-0.00134914725911552,-0.00879281435604523,-0.00470704131179511,0.00626222590681849,0.00477904244270336
"1993-07-01",0.0430114776726309,0.169340718107007,0.0362863627384084,0.0625974856181165,0.0466702695803732,0.0456621810550309,0.0408052123988324,0.0584441665772746,0.0358305764385045,0.156930851626009,0.0880220903985457,0.0378263705214698,0.0496611545616642,0.048091221961327,0.040434384475533,0.0403854762692723,0.00824470710407571,0.0521598348061284,0.00653821151880017,0.00998541657966925,0.00746941756508207,0.00706745905844785,0.012910760622584,0.00429374771328136,0.00754187923570764,0.0346514180722895,0.0118017150272313,0.00710643242174919,-0.00385422595312926,0.000677483480483343,0.0104385136815114,0.00536243258198865
"1993-10-01",0.0384973510034494,0.167605306327984,0.0362163901282586,0.0584556209150815,0.046313158623629,0.0415521564038629,0.0436915064046671,0.0663797129331706,0.0380055489314996,0.154405618417144,0.0863657130068613,0.0390822304298413,0.0503682297347495,0.0451000426233943,0.0430764526787163,0.0448849614376903,0.0263726973099018,0.0774356005501438,0.0196919014834905,0.0382178980765963,0.0265408021261734,0.0223398182963732,0.0293665902282747,0.0276967307461581,0.0192542744745301,0.115550295901628,0.0578978879905841,0.0190022614681067,0.019712401520257,0.0267647441023034,0.0244537172260854,0.0265904049254399
"1994-01-01",0.0397935374810632,0.176116068225215,0.0352758488443192,0.0623828193049949,0.0422125648342239,0.0377806293240094,0.0401608106375999,0.0656634761834166,0.0398604965090908,0.162465483675448,0.0778468867612241,0.0408072932890493,0.046721528374437,0.0463926037241694,0.0451704058850036,0.0413495469467356,0.0153964437023941,0.0753541851869767,0.0128858774949121,0.0213348822855288,0.009447564127201,0.0151978082508628,0.0189103615345416,0.0153710881927026,0.0149374942670929,0.0599163938655208,0.0235587868216287,0.0123406603970346,0.0128322829981953,0.0106329131755078,0.0192934145844942,0.0143489219272191
"1994-04-01",0.0404030013880817,0.147624873785447,0.0338652773244432,0.060338731790292,0.0465445795098662,0.0352510396760059,0.0398036722823014,0.0584228014290096,0.0355793977503869,0.180268239097041,0.0888759023795525,0.0396574416401983,0.0552276290760562,0.044508338747358,0.0477970648200046,0.0458320093039556,0.00582230067154667,0.047073109443381,0.00533614060082826,-0.000264043379951301,0.00883833241245864,0.00494245436730998,0.0088676278757544,0.00556034643898799,0.00544247640586914,0.0146483744355185,0.0132395202982968,0.00790142226829793,0.00300940376926221,0.00306527457186317,0.0135993126383449,0.00373092699950304
"1994-07-01",0.0394623098393307,0.165696752802711,0.0361957725916401,0.0538188894984898,0.0430231822254964,0.0367196930736942,0.0401654979017718,0.0604091397966428,0.0379968546697306,0.176174593863759,0.0873336434870382,0.0393930900979672,0.0502806855915016,0.0468880354552053,0.0444406292964576,0.0420012298085634,0.0111828210357251,0.0436810275184675,0.0079698610353263,0.011878689689554,0.00518459953436547,0.00847852717640863,0.00964689489416477,0.00135091526198107,0.00772311141988563,0.0564802100261782,0.0128255275043963,0.00907856164652493,0.0123071924241772,0.00537395706956818,0.0144238871273302,0.00734845216329654
"1994-10-01",0.0412025991071142,0.169363129903565,0.0335885542782922,0.0578685658764686,0.0475914454019533,0.0389930515862897,0.0374418790449029,0.0654035819498673,0.0377401568584738,0.168454127929889,0.0831824846867006,0.036314205982095,0.0473088941101671,0.0442602568524521,0.0463556430737239,0.0449314233580458,0.0229060921590779,0.0674112855024661,0.0188220104597417,0.0379273173190266,0.0195663600406255,0.0216762310355117,0.0227488878131565,0.0302477822794656,0.0176768912275656,0.116146838730876,0.0342852807118498,0.0158593894328496,0.027425253094018,0.0212556221684583,0.0232412820092382,0.0247434142910141
"1995-01-01",0.0393168525224914,0.163763327609083,0.0359256990910347,0.0588206617117089,0.0433051472211503,0.0378897203899132,0.0404991729274436,0.0667045531946808,0.0379350050181686,0.168718600586753,0.0791384493101268,0.0370471322099728,0.0567267631407414,0.0463836414431064,0.0485565341322328,0.039268739491393,0.0114940241205418,0.0165160181526003,0.00722553849015406,0.0114392407160924,0.00417941898309352,0.00672212093788904,0.00956581552349631,-0.0130711375928351,0.00459728023043206,0.0676325018754706,0.0151135942850948,0.00179163462183439,-0.00914444705447825,0.00399217042158033,0.0107313859420713,0.011492927425674
"1995-04-01",0.0396896207138206,0.160793338025487,0.035242172107876,0.0626459319827111,0.0413556945008881,0.039727649535171,0.0424544534572996,0.0637292434153523,0.0378428845622595,0.168760780863308,0.0805744039810028,0.0393342384481896,0.0536218306902134,0.0470933137411772,0.0455763887064704,0.0415580552687737,0.00643989016759876,0.0292296385374856,0.0012951067736972,-0.00242883981603523,0.00615347210256827,-0.000702785465187942,0.00837259238026919,-0.00789207537565415,0.00219926461391819,0.00493041840336723,0.00683073757754312,0.0049416325165484,-0.00407622339876175,0.00130685775064081,0.00975157148550204,0.00171688090026752
