"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent"
"1996-04-01",0.0620979308699039,0.035866478569508,0.0642576876230417,0.0532183089752304,0.117844969561241,0.0761494338829604,0.0443696367379913,0.0417549930136114,0.0435290475791821,0.0539341290805046,0.0520543320819084,0.0397365407238105,0.0732439747361934,0.048012698136995,0.0454350072631507,0.0490688263619419,0.0656686423728382,0.0337573624299871,0.00527282442862599,0.00649266119501813,-0.00387966783054525,0.00427162349299329,-0.00122512125044107,0.00955920729423189,0.00245946283681872,0.00647653209917295,0.00646004877819341,0.00157893959083998,0.000694085180047949,0.00263574292687338,-0.00153016044383901,0.00386248195509112,0.00695278724072148,-0.00154028069465205,0.011474919238391,0.00754108454403158
"1996-07-01",0.0686377820678198,0.0389721024450068,0.0623154269447682,0.0523514235175595,0.0743057909244145,0.0880134492931729,0.0593231741536505,0.0434025340029472,0.0500664274824902,0.0588876172977129,0.0499182446644937,0.0714744299185788,0.0546719980506222,0.0462729590634148,0.0485738393067273,0.0453991559112548,0.049849527400598,0.0375641175547679,-0.00707275502550729,-0.00917359710502209,-0.0154376728034476,-0.00856215248682407,-0.00380693639400303,-0.016066950898241,-0.0133821666923309,-0.00336127344959161,-0.00790924558943635,-0.00935516358791583,-0.0082858691366456,-0.0125075489559532,-0.00990533055337779,-0.00712273780031906,-0.00566716011077848,-0.00616028412687071,-0.00551405316305314,-0.00730450178493365
"1996-10-01",0.0690924293781469,0.0402579366987194,0.0616999082553722,0.0580409137949708,0.101879428983262,0.0603811939963503,0.0493467873824793,0.0488155779484894,0.0460144010259135,0.0572999598093492,0.0522789726496741,0.043394775004638,0.0556128180119974,0.0560363142037692,0.0463823970722809,0.0565086966387364,0.0563251402798275,0.0406323488660233,0.00310837309241046,0.00376647948786254,0.00218982940641803,0.0050449084828807,0.00354759036713267,0.00880072571226729,0.0024263925846076,0.00471830799649026,0.004855805016353,0.00434704911534735,0.00492712008026278,0.00377537865727721,0.00251677356870367,0.00403431227218599,0.00508211966400985,0.0039295032427004,0.00873927830059634,0.00458024154372665
"1997-01-01",0.0667020959963123,0.0388769108941749,0.0661182992372511,0.0512605988164106,0.10663793871543,0.068165022427425,0.0493550240734861,0.0470887075629138,0.0442574953839936,0.0593439818639055,0.0505344056242324,0.0491163250595322,0.0584321787672966,0.0496968007838073,0.0462547719519711,0.0546934108104591,0.0556657556192723,0.0378002764121261,-0.0012306686179382,-0.00088030410666576,-0.00627501659278948,-0.00376298663270258,0.00186977298256797,0.000435154312695606,-0.00515940267382906,0.0027292670475299,0.000230502322242247,-0.00190701001682346,-0.000770736439048363,-0.00602333803790884,-0.00187082635402059,-0.00212096221638261,-0.00312233069967273,-0.00254609615965893,0.00396387879903731,-0.00249110573773842
"1997-04-01",0.0693989718608718,0.0391451616110848,0.0674240497360661,0.0539900521639908,0.0933379803350054,0.0663480421794372,0.0573180249265177,0.0490090651450207,0.0458612645635762,0.0581609618120125,0.0532010796618088,0.0501671912713229,0.0576557306336197,0.050477677880684,0.0430000390964881,0.0513643175845625,0.0557279829487408,0.0384124065891902,0.00388021294005059,0.00281339511755586,0.00313445923876053,0.00531449260508893,0.00435272580033667,0.00283168098472968,0.00171490215901391,0.00556270679583771,0.00326253626576555,0.00207683955598472,0.00392393900723495,-0.00117709036128614,0.00379197650595138,0.00494193995586094,0.00224759397925423,0.0038849310402525,0.0112778332076367,0.00213736388863259
"1997-07-01",0.066884080367648,0.0427259563611803,0.0717366305643516,0.0550915142887877,0.0803809928472217,0.0819942687067549,0.0592835018516878,0.048924246414493,0.051491715576412,0.0560005923825945,0.0489525246576851,0.0551591203585341,0.0485934028170362,0.0475245504607539,0.0434348885732037,0.0494344165691909,0.0520782084535761,0.0403093887488883,0.00877263857874584,0.00484789898833013,0.000975422819375808,0.00660080536010813,0.010735579726961,0.00960610307613757,-7.80606273414515e-06,0.00692702338186159,0.00469000284689755,0.00604055735406863,0.00633935104345149,0.000157718880139768,0.00517806528002415,0.00537388776664049,0.00529734567437856,0.00587853906630015,0.0107806734721621,0.00464656192698156
"1997-10-01",0.0635744042604995,0.0402676015800906,0.06199075833232,0.0602718055446709,0.0820320456279263,0.0629790422200942,0.0502819363537123,0.0569549104981383,0.0475257791228542,0.053818330348652,0.0582216047470232,0.0481570100505038,0.0555270246440752,0.0509415832230756,0.0565591532223561,0.0504868028370242,0.0610373055125408,0.0393729018744427,0.0103984961924068,0.00751381873923859,0.00983169436008362,0.0110130805915781,0.0137670252242579,0.0119652281385957,0.00527286488619896,0.0125378180329687,0.00969692870745317,0.00671974432920387,0.00837594380027235,0.00887145110617781,0.00557408624807873,0.00864123735941593,0.00672820465110602,0.00650732883149706,0.0138416772836239,0.0067815797356786
"1998-01-01",0.0722752154466453,0.0404500220451717,0.0643269603841063,0.0550271789465076,0.0827145334249992,0.0676768719590314,0.0562455942197927,0.0488415809174387,0.0487884657893296,0.0611067641513314,0.0537026612420308,0.050545848456902,0.0574355574384998,0.049419955106021,0.0473094988388374,0.0513438448576651,0.0530795964450037,0.0397098503306865,-0.00380961016065407,-0.00228669914691215,-0.00867362143279637,-0.00102700258423232,-0.00606967749759632,-0.00122834924132675,-0.00701615739066025,-0.000231020762660669,-0.00273172392556008,-0.00277465777656517,-0.00462521224535968,-0.00514345465746912,-0.00549657921098051,-0.00483444231912688,-0.00526995815226921,-0.00183165344137365,0.000287286159436573,-0.000971263898046316
"1998-04-01",0.0721230689978467,0.0397781379757277,0.0636861796112203,0.0530909668199896,0.0843780222568338,0.0685120003080751,0.0573014286907801,0.051386809738016,0.046045381105698,0.0612778639407518,0.0554299721722359,0.0465479875695945,0.0587892692889269,0.0464597832714216,0.0484861125372703,0.0536943378367902,0.0533631957718454,0.0396494821069762,-0.00262793633392966,-0.000634251466484284,-0.00394800301667989,0.00144484579875514,-0.00336380505791875,0.0028550669854784,-0.00357892689372199,0.00235225500268325,0.000516025888219265,-0.000749582223847272,-0.00468705932272998,-0.00279252663904349,-0.00683293689340672,-0.00143235301153999,-0.00245056893549056,2.74494497483193e-05,0.00453015967104524,0.000245078894484392
"1998-07-01",0.0675426567715502,0.0413849767500861,0.0660855475430769,0.0572067160998644,0.0828490877321947,0.0599393946880427,0.0583737335647765,0.0459068273275593,0.0549165059575193,0.0522546498049077,0.0555086391162726,0.0513775067600695,0.0554792615679846,0.0474869309902134,0.0527973499924154,0.0512819182581643,0.0578075714506272,0.0418007256246752,-0.00194513757972802,0.000402544431547098,-0.00259250975511988,0.00600711681859693,-0.0019353676809894,1.07157819508485e-05,-0.00524375274192868,-0.00136538787515581,0.00283039047314118,-0.000557044060522982,0.000715326146800604,0.000965347197475069,-0.00468158733465924,-0.000487975501495531,-0.00130676697876079,0.0021428024508355,0.00312750391964161,-0.00197932998775907
