"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent"
"1996-04-01",0.0640014892601006,0.0763274413835782,0.0664757308926853,0.0517292980084481,0.0412441039893978,0.053019736224205,0.0375089192131,0.042488969988838,0.0483462885545305,0.0487612308813401,0.0414830040065712,0.0655940996272678,0.11948467770552,0.0519411877321693,0.0466902158362419,0.10924072424531,0.0356628824506964,0.0117538559347839,0.00727388836049068,-0.00438218476816414,0.00603071000861762,0.00449893707272388,0.00378059583586123,0.00199637573378242,0.00611887770837155,-0.00233608175666137,0.00542683434370443,0.00466542465544543,0.00996100962890588,0.00260318412668419,0.00453561215464784,0.00128789121790354,-0.00354423064169664,0.00788647096617307
"1996-07-01",0.0550895296680599,0.0889442371850584,0.0695818260826278,0.0545625988129411,0.0708057036186719,0.0514692516361873,0.0395137579959059,0.0457911873301284,0.0611347508391179,0.0603458394065283,0.0514643752451289,0.0698366044456571,0.0727255301820334,0.0486057983976484,0.0484807259836961,0.0691664260570141,0.0424818571135952,-0.00274936083959105,-0.0153917674527466,-0.0218295468928793,-0.00790272422912562,-0.0112643756429283,-0.00971919013638226,-0.0103816099385354,-0.00739571020000229,-0.0113581199288422,-0.0048463209189183,-0.00881067736740649,-0.00826757312830287,-0.00690424539300734,-0.00521697022079663,-0.00693007082664081,-0.00809160573714165,-0.00953553081100424
"1996-10-01",0.0593753915121604,0.0623447469275328,0.064551410839666,0.0594519836029196,0.0468150296445323,0.0582443353163294,0.0421965949699103,0.0486078075852018,0.0554651026430532,0.0553008356065826,0.0485291578354415,0.068078341013347,0.095236784629662,0.0476837239421799,0.0539494540136366,0.0912440284094735,0.0429252715083712,0.0105118766359171,0.00785475513682493,0.00388082743605329,0.00289628929145062,0.00418512782358338,0.00490399875595614,0.00356258673975189,0.00551347550651202,0.00155320486968683,0.00107051549251876,0.00512615263585508,0.00304697816962903,0.000897179317083307,0.00506437723585261,0.00301497310918928,0.0125831369226254,0.00472473351274317
"1997-01-01",0.0544939863788372,0.0678708981412981,0.0689444612851764,0.0528377891462908,0.0523715630987083,0.0542632211283505,0.0407340430921094,0.0472183781801106,0.056201141507781,0.0548290730029729,0.0456941963667357,0.0693242702456416,0.0933816166846499,0.0491009087950604,0.049379392751243,0.103356814921586,0.039998245273448,0.00200487902909317,0.00135212279599658,-0.00641139581004113,-0.00367082364065722,-0.00832445837052377,-0.00163871812904716,-0.000470211380522898,0.00302731667557078,-0.00653623445641015,-0.00213625425354587,0.000596812237933641,-0.000508045466628353,0.00216035379595748,-0.000181345563445148,-0.00162999736811865,-0.00389222014897822,-0.00267398876773909
"1997-04-01",0.0607989705735468,0.067430275598351,0.0709958381663544,0.056783775220093,0.0522917780494326,0.053399194006471,0.0409320198127944,0.0494945089397952,0.0624447592369922,0.0557772073892414,0.0490016866595045,0.0691142761232778,0.0894060911980743,0.0468401274372221,0.0499656468743606,0.0848514633627377,0.040472381351751,0.00979168003602124,0.00413283659250243,0.00265735593407393,0.00548244970712825,-0.000502607213272017,0.0050295543829234,0.00281434658851533,0.00483064242621086,0.000851884111268905,0.00151979069637458,0.00312764346965156,0.00335351276228194,0.00568236887304749,0.00473228401775682,0.00472217303404681,0.00571281536918653,0.00203370789894323
"1997-07-01",0.0546994254569219,0.0856573775136084,0.0732392709947545,0.0581839174425701,0.057004789503671,0.0527415588503073,0.0432045391607705,0.0506515375164805,0.0653570197352971,0.0539903091884078,0.0547204398100667,0.0684676000199468,0.0721648578777773,0.043623483183217,0.0489871230180299,0.0750029631266016,0.0423037876015715,0.0126564639861599,0.0113689780018851,0.0014515460082737,0.00492696059518465,0.00140944073081191,0.00642958731069226,0.00488120788712831,0.0067325047909521,0.0007138419077448,0.00530413003512632,0.00351812298693785,0.0094829767016908,0.00920006370822917,0.00588691826335614,0.00461534568444994,0.00958848422311664,0.00467379635809082
"1997-10-01",0.0641268062667072,0.0635901902903268,0.0654266436959269,0.064030597007261,0.0514763694889396,0.0540601538311529,0.0426088375443061,0.0583405267207315,0.0553699134926378,0.0534538218074578,0.0513251188933589,0.0648719542263108,0.0802242040035326,0.0599559604947418,0.0487537022100303,0.0804982713331428,0.0418869286934353,0.0156100825049391,0.0120763993428071,0.0105355517761561,0.0140159256349846,0.00912866741781126,0.0104527085155922,0.00646254778909631,0.0125145412735926,0.00531790792641037,0.00528538479294425,0.0105983209987196,0.00968455964472099,0.0102825758096705,0.00604143985210599,0.00620798196831968,0.0127200061489229,0.00710360682104235
"1998-01-01",0.0544258161394202,0.0709890794111443,0.0656735052158826,0.0558552215622746,0.05274952820716,0.0532547036126947,0.043225131755722,0.050811404888924,0.0615166326161072,0.0564478486927719,0.0508746234453193,0.0715863403085917,0.0794312055209868,0.0520761647129221,0.0506559258780612,0.0883675132072449,0.0420593548247725,-0.000503411311088156,-0.00197069490043201,-0.00818709023149079,-0.00132934830890727,-0.0046353718820909,-0.00323049577917084,-0.00263797413143385,-0.000705997873420111,-0.00864963056982887,-0.00365357656366557,-0.00374536501108529,-0.00364673155943772,-0.00682077750836083,-0.00837759979352167,-0.00174142608766309,-0.00259404552589895,-0.00130426064665705
"1998-04-01",0.055701029043358,0.0716863187209901,0.0649787644353116,0.0553436415726342,0.0495603930206527,0.0496460209622406,0.0433913568636882,0.05336004901863,0.0624989913939841,0.0571163409191641,0.0484005647262316,0.0742406274585398,0.0842020070405816,0.0523659306153022,0.0531543863356461,0.0820368518833512,0.0423167259896938,0.00272986059673887,0.00326349922773389,-0.00344851202743692,0.00140107628061293,-0.00226330378668405,-0.00158298002426639,0.00141728523266182,0.00246466291030517,-0.00471569052149023,-0.0019986640992436,0.000673089397362179,-0.00361176649235623,-0.00766825189892246,-0.00669760080285844,-4.46689163696297e-06,-0.00101334556300243,-7.19596418957069e-05
"1998-07-01",0.0602828149879727,0.0612489060413855,0.0698242738513302,0.0616587946395472,0.0549264338741201,0.0522729767085733,0.0439627405673693,0.0470459130983835,0.0620720935309706,0.0504448515228575,0.0574014629447935,0.0707890883755372,0.0802074312181756,0.0566841484903695,0.0499114931474549,0.0771477455915719,0.0441188314095873,0.00452792659689666,-0.00037474336965292,-0.00309363910992117,0.00606432882346849,0.00049841289107492,-0.000571947911713293,0.000876884873707949,0.00024941201925514,-0.00332263960767878,-0.0025836829657184,0.00216886839862869,-0.00421621151996929,-0.00293941401902486,-0.00297750536573212,0.000787572046490694,0.000729812825275463,-0.00171654688151772
"1998-10-01",0.0577699627354852,0.0611188214787861,0.0700860307645371,0.0544140019798532,0.049515667906239,0.0516591643899761,0.0439397048005518,0.0485097279459551,0.0662084881291377,0.0555437204261267,0.0525180209234548,0.0686335793217281,0.0802133246128958,0.0583744675583195,0.0508857741341763,0.0845886630960137,0.0460208797967639,0.00419760526771315,-0.000618167734425632,-0.0118152250100259,0.000933665696606976,-0.00131376549578636,-0.00200234472581877,7.84297567997263e-05,0.00175251362033301,-0.0151662146210932,-0.0022363992916122,-0.000197685395224676,-0.00200671044915911,0.00432223942257481,-0.00778378387427078,0.00379777063832665,0.00669047062519037,-0.000744119674745886
"1999-01-01",0.0603841806876864,0.0636451423856839,0.0721625512867761,0.0568653368923661,0.0521629587233265,0.0527727739701054,0.0417012468250541,0.0499335629374612,0.0600616133244517,0.0555558493260579,0.0523797127592396,0.0687965207035059,0.084170801342289,0.0556492749461982,0.0479298735103948,0.0829912900448498,0.0428373103345533,0.0146177373139902,0.0103323212073395,0.00760472472328717,0.0130009048888121,0.00732503729723512,0.00748995885404639,0.00829254216257374,0.0108891329636733,0.00583839524271767,0.00732160683075578,0.00973135714972925,0.0111316458666702,0.0128883402123612,0.0080165986100494,0.00793249310840003,0.0148064142332702,0.00772526707457485
"1999-04-01",0.0516237635050031,0.0677039214547231,0.0681114644298704,0.0600564765945428,0.052064727197792,0.0513056047265756,0.0441446140785306,0.0480764755388148,0.0670159318473205,0.0551507572201233,0.0507935588003656,0.0688561583713645,0.0702309145123281,0.0678439574024505,0.0555603526335112,0.0774459675579949,0.0440153541286891,0.00703120623258984,0.00410370145468827,-0.000282299906288318,0.00370015033427461,0.0020131766515673,0.00229892640440575,0.00283850868692922,0.00498959155382273,-0.00405492931483705,0.00273980115436768,0.00186509699545156,0.0066147684810917,-0.00201264618303082,-0.00425009658707565,0.00344275937938511,0.00566775668134859,0.00281791091193414
"1999-07-01",0.0615204388857287,0.0707381000826387,0.0694955452343654,0.058702137856539,0.0522672061367553,0.0533782408233886,0.0440428901119981,0.0504754452310015,0.0606297332689398,0.0552064342146883,0.0529057243957952,0.0683232526951514,0.0718824745152169,0.0558541214372812,0.0495685791049689,0.0811955399351379,0.0438141360704052,0.0110216334851792,0.00912496614147991,0.000313161567172466,0.00894919146182668,0.00278672111230044,0.00314578399531238,0.00547909533913538,0.00628429136136631,0.0013205742838025,0.00679399016841651,0.00688756677779112,0.00784464797351551,0.00274207346864123,0.00888101951358224,0.00500769049914259,0.00820052578295301,0.00547186217600101
"1999-10-01",0.0528078823018966,0.0747341463308389,0.0702366545360099,0.0522080944086939,0.053146060773391,0.0573774405821231,0.0434895541100502,0.0472387593191361,0.0643006921514254,0.0531194289675638,0.0527825119182912,0.0639956841698649,0.0838214290815445,0.0541289792276993,0.0487913984998307,0.0832052183343867,0.0446160652872538,0.000108113206548162,-0.000550179729754585,-0.00401278444222318,-0.00313046805530017,-0.000814544143243337,-0.00825462293583625,-0.001843042314956,-0.000946931596222552,-0.00724509409018952,-0.00404532067936011,-0.000860001110904308,-0.00421276922036956,-0.0104446298507592,-0.00612530436221312,-0.0030811893298693,-0.00247637483606435,-0.0021398947286937
"2000-01-01",0.0526393893810711,0.0729227083078496,0.0713713319301597,0.0642407871727035,0.0509084101533788,0.0537042156783449,0.0440341870318671,0.0476433511565616,0.0645139816942326,0.0542840836023806,0.0536371494107994,0.0670186188535414,0.0638465261375599,0.0552389165987953,0.0564804821960535,0.0837168600803768,0.043799000614324,0.00601593474826338,0.00431173718255606,-0.00362751037701636,0.00297882950659215,0.000758058712327347,0.00327786166499869,0.0018733722540451,0.0037383794099715,-0.00313482078750714,0.00130872343356657,0.0033741819548511,0.00313135649902507,0.00301114992321927,-0.0036962601092113,0.00437874710208505,0.00416400709409263,0.00205186763534924
"2000-04-01",0.0636802844147108,0.0676676231213581,0.0734452395041349,0.0631212212343005,0.0560569697121426,0.051763662179126,0.0427390064324013,0.0495101287916946,0.060600668896818,0.0533309897365411,0.0594942683508796,0.0648293012108822,0.0749341480063657,0.0479128279986383,0.0477083822060922,0.0792545052313282,0.0439507729725858,0.0239278467882912,0.0179611800842296,0.014567877031256,0.0196602816699764,0.0130508755839937,0.00946704943167309,0.0113446605305261,0.0171043775424208,0.0121193332873725,0.0124820756825298,0.0193220609715865,0.0170929260892445,0.00911369325297021,0.0137483532793144,0.0113935236475017,0.0177814003883329,0.0115349651319614
"2000-07-01",0.0618427090402549,0.0592698345858988,0.0734115636434823,0.0710996851858438,0.0455662840694754,0.0566983245645844,0.0406754679889485,0.046698708606712,0.06008006483089,0.0600382109584985,0.0504175222619907,0.0655649911316408,0.0880209562960933,0.0545471851762632,0.047562808169241,0.0774965512311022,0.04100913225908,0.016359945508617,0.012942191613558,0.0100641568698888,0.0170309786033857,0.00705641795954279,0.00569828139638531,0.00644377677271293,0.00937414422442237,0.00148382320635658,0.00606722586933194,0.0103579246003744,0.00944111170510297,0.000655894812150843,-0.00090615392138568,0.0051359124845054,0.0108123655512875,0.00641163618989084
"2000-10-01",0.0597520669693536,0.0795801728670665,0.0695040851514877,0.0552815584110115,0.0586843312023427,0.0500656083589856,0.0438213351505105,0.0500031804689434,0.0618366032837359,0.0569084664948889,0.0556915015662786,0.0629907599646454,0.0725208856121071,0.0473888095181785,0.0520056741209862,0.079146690483254,0.0448182703762241,0.0171391380298404,0.0200485538933009,0.0123806912923876,0.0145872878661406,0.00977872156186974,0.0106274887304702,0.010502085997807,0.0132636445928909,0.00965062880954874,0.0119700966918884,0.0128619275063709,0.0150254287689166,0.0142454098432934,0.0124722225333746,0.0116131748203907,0.0194967289984457,0.0107084121615818
"2001-01-01",0.0597998797821252,0.0750420157807019,0.0684805838785273,0.0550205209163521,0.0528496489380066,0.0526676232072665,0.0435539525940279,0.0476116222094654,0.0594305629153816,0.050547164670202,0.0570088465222795,0.0642345539154293,0.0856659956322308,0.0472685183747587,0.0504350184545211,0.0867178649803193,0.0436656272284048,0.0180972903092399,0.0125879099080847,0.0135934916401543,0.0111591872949135,0.00954568086995335,0.00971342218648819,0.00921377522780977,0.00857523673254734,0.0092877504548709,0.00941581293235322,0.0129871340934186,0.0128773486214243,0.011101590137895,0.00793663584524266,0.00928265691953892,0.0150404917432452,0.00845007231252777
"2001-04-01",0.0554754804756325,0.0701536893844075,0.0700511744389266,0.0674275666139268,0.0532675620163659,0.0594608752499812,0.0431377571279228,0.0458072734205753,0.0642383967257483,0.0526609330965261,0.0564498384010116,0.0633757036160771,0.0713423506073486,0.0498475193887416,0.0569245146186164,0.0773338313778863,0.0430455334403055,0.00979051417143445,0.00253624850824929,0.000727495120409058,0.0106115543218825,0.00131127877196352,0.00265966440387402,0.00148257939382678,0.00381682607458418,-0.00386022240597218,0.00324306140536296,0.00172727314032116,0.00202202067797281,0.000954643593156275,-0.000188988675864454,0.00494686046530621,0.00806810390970444,0.00292408917812102
"2001-07-01",0.0570904104981564,0.107280843276652,0.063697172780498,0.0567149203365801,0.0557010896488749,0.0487830081240401,0.046001641807069,0.0462142460663264,0.0611279611569502,0.0490440094502062,0.065707226682416,0.0595977680393558,0.0642020754933567,0.0457558883194281,0.0519490005486392,0.0780536507547634,0.043079087016687,0.0267412118718713,0.0278930720066642,0.0256193917415182,0.0263128323041211,0.0213457157023794,0.0203191175345771,0.0185183095567323,0.0204644976784144,0.0212918835104205,0.0175642508266935,0.029695286082859,0.0237976730879287,0.0289478162916684,0.0171391363239966,0.0243293029943659,0.0292256986447828,0.0178418967803546
"2001-10-01",0.0541843807847541,0.069425252123953,0.069132232331525,0.0532248243266309,0.0528494645172308,0.0621732474837205,0.044614642230527,0.0489426016695611,0.0618327055327206,0.0562395533409952,0.0497093378921501,0.0655425136717681,0.0792651520300894,0.0589637234302888,0.051609278917834,0.0809045790530387,0.0413865106632127,0.00222991219395823,0.00438011121888162,-0.00158334115067568,0.00168400381260428,0.000717435360307594,-0.000802142776987693,0.00191388577051055,0.00221162431058063,-0.00489459539606547,-0.00188254204047132,0.00275514596569281,0.0002809571993534,0.00088231947035027,-0.00156037796900403,0.00147699380670944,0.00385620486341578,0.00110942593738713
"2002-01-01",0.0557867863601464,0.0727404172174198,0.0711888098008424,0.059163928720928,0.0525658269367019,0.0553062997467219,0.0455998474741687,0.0486374531295183,0.0646599048342061,0.0517395322142096,0.0577447538867971,0.0621226775387384,0.0772484810999693,0.0436894013627112,0.052738971888329,0.0820804616631533,0.0469864461254385,0.0050209591972464,0.00758457150027578,0.00277945517386415,0.00525368202524351,0.00285913517996784,0.00443420073285235,0.00242321384939126,0.00422204608547206,-0.000649923910592389,0.0021894819946141,0.00302098342844099,0.00374202159206665,-0.000980080759333545,0.00256534774371157,0.00214692095982879,0.00817344065067766,0.000479025416202766
"2002-04-01",0.06440968375674,0.0611251799825898,0.065687573738078,0.0604892998393433,0.0447005014937205,0.0608497044181128,0.0448890754553599,0.0520687609515016,0.0513613738041689,0.0537309033012077,0.046460532544108,0.0631377581624843,0.0940544113122108,0.0465728467898012,0.0506121561412025,0.0957719531853742,0.0440782851239966,0.0186165511870392,0.0188774033640187,0.0135755968825438,0.0175187359268827,0.0110911178856224,0.0143504173368882,0.0103630894868549,0.0150779343003325,0.00807258233705032,0.0137696853027712,0.0117663701841047,0.0162501482464341,0.0256917667996478,0.00995432538453968,0.0109924787025898,0.0257308974883405,0.0102353061915595
