"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent"
"1996-04-01",0.0414213244129869,0.0664084670977671,0.0321607123878856,0.0426984546251877,0.0367058096992961,0.0324654489072892,0.0424612029796896,0.0551167960450609,0.0577211647023264,0.036877023537639,0.0384400523093759,0.0976292987870998,0.10680349689824,0.0434095761053394,0.0435571910209689,0.03998313581714,0.0490261968911651,0.0537685527882862,0.0530618178641658,0.030284277123091,0.00551066913382947,0.00716723678310377,0.003248467937215,0.00107958892893031,0.00140796940330034,0.00412960620597826,-0.000479153546636935,0.00391813317832235,-0.000775465394833989,0.0051169639285162,0.00506655018242974,0.00470691573222094,-0.00434891331388365,0.0046509441736962,0.0027885309336239,0.00639183472788597,0.00392424959179077,-0.00175315739387841,0.00937474385977866,0.00643145553018461
"1996-07-01",0.0435713283388824,0.0815158282595764,0.0343866992519063,0.0545120990332762,0.0651537129410135,0.0381640464837664,0.0412289413563105,0.0660603944634915,0.0631563420589133,0.044064617969768,0.0398984140539268,0.0675438277332633,0.0583581141951747,0.0454740714526255,0.044527913811043,0.0384860975782955,0.0489677049574473,0.0473292335142044,0.0426213830700709,0.0349792294770439,-0.00677613650787889,-0.0142961756255341,-0.00777633973947612,-0.0148804430001343,-0.0103665050331775,-0.00879561337858498,-0.0027182972396861,-0.00344336246654023,-0.0214354620877222,-0.00770167380711194,-0.00444301541007793,-0.00495193179360453,-0.00681111177432419,-0.00928448248985046,-0.0060504606606888,-0.00335119724503729,-0.00812504169407886,-0.00438646928382116,-0.00428357018724223,-0.00671811023967954
"1996-10-01",0.0497088609319104,0.0541344322928405,0.0364432204856648,0.046810833006065,0.0406469525167919,0.0387474324625935,0.0491164227269223,0.0583191441087936,0.0557450937891377,0.0420723816774487,0.0450484755124858,0.0829687380771723,0.0829557388924821,0.0467381479282877,0.0503818443572467,0.0392588032439525,0.0509837354431845,0.0457427369215411,0.0470865601167881,0.0370904455086909,0.00487027172417492,0.00720719969291922,0.00332556106012009,0.00234640668776124,0.0029554891432893,0.00314514848640768,0.00222783633415627,0.00191194940933972,0.00234374419175218,0.00473708591386067,0.00541118084423248,0.0109132281034835,0.000362538160451039,0.00191193120933683,0.00380979962679273,0.00480656492037572,0.00310636794629261,0.00401461057249624,0.00738188944253283,0.00360138512145754
"1997-01-01",0.043192454029143,0.0596896433645207,0.0361961950459834,0.0463147909769294,0.0452578534283981,0.0360788481744771,0.043295486199543,0.0601321990341486,0.0613242559908584,0.0396982800124418,0.0437184211130632,0.0951224795924669,0.0826746168228682,0.0440788146824109,0.0446895626380086,0.039599650207635,0.0501926709432908,0.049265550878514,0.0453887624321104,0.0340894644331884,-0.00381712505094946,0.00152454542568904,-0.00143395183337703,-0.00651336338436346,-0.00675884889001266,-0.000178073997500705,-0.000495801719391289,-0.000331034903416862,-0.00575575111313406,0.000478624521574213,0.0030903055790157,-0.00388378726377236,0.00217190468153648,-0.00174280752375743,-0.0011871423090944,-0.000309698979655694,-0.00164810032123437,-0.00210756577077935,0.0024030342619495,-0.00243757023043181
"1997-04-01",0.0463056652823313,0.0583396219138826,0.0353487089398806,0.0539951315055532,0.0463416093141187,0.0379578053018305,0.042981304490526,0.0601926726634425,0.0638695763219585,0.0429954307701545,0.0449262954590996,0.0759432446006297,0.0814260966064006,0.0474355390401634,0.0442231183711099,0.0369842083861333,0.0514639981389514,0.0459421187112806,0.0487553850206804,0.0345724691618728,0.00444682983256263,0.00286478132384558,0.00240185686244224,0.00212802503845855,-0.000746538283977114,0.00246233496361902,0.00282327035867092,0.00334145630602685,0.000702394865800479,0.00242288346292642,0.00571678767981336,0.00425808101727601,0.0057094048745047,0.00293649403346582,0.00438939006770549,0.00323090225155049,0.00202033996199056,0.00364708755311011,0.00950158921224748,0.00171506730462165
"1997-07-01",0.0476257957847435,0.0769898716347242,0.0383881230895215,0.05943778601054,0.0503648262413795,0.0441292005981925,0.0417040155787964,0.060280675879552,0.0638266115222894,0.0468371254261709,0.044409461767047,0.067156053547562,0.0635078096226092,0.0474993029007304,0.0427817736885263,0.0369702970852013,0.0461900686877919,0.041758458576056,0.0449028307860224,0.0352399115725436,0.00497872213337486,0.0104660724362295,0.0048442039868871,-0.000351875584004718,-2.73900266577737e-05,0.00481369337920702,0.00500423392976542,0.00838769160039107,0.00073002265030925,0.00229182789927776,0.00730429802098198,0.00943083917737051,0.00828073150231433,0.00478539327177492,0.00422437648161598,0.00466315245582692,0.00459406088645629,0.00484946186832793,0.00927675640536597,0.00429409670501605
"1997-10-01",0.0521389617071698,0.0558367306850954,0.0368658023922262,0.0466567973470483,0.0453693875615221,0.0402077876119358,0.0427879580676481,0.0558935175530563,0.0551446998834505,0.0437159404334603,0.0537582262292243,0.0716001684683384,0.072179939449447,0.0432324889110521,0.045997449901328,0.0497111598130412,0.055205735057416,0.0466774089408845,0.051359362044352,0.0356604779423036,0.0105165801626391,0.0103940064453827,0.00673952921234421,0.00552473473030069,0.00871982439489771,0.00647315229657774,0.00454706498608016,0.0101871299686519,0.00789842125258601,0.00958373126215614,0.0118647399276469,0.0112567115241958,0.0107003480309878,0.00577373491798849,0.00764015186049328,0.00467768325970731,0.00763658784226731,0.00628482444266437,0.0114762086273323,0.00614304307293597
"1998-01-01",0.0473608855232228,0.0618911945498639,0.0365380683673262,0.0525446143475238,0.0478901580222614,0.0385998905412316,0.0438414688439427,0.061944245149461,0.0578872484996701,0.0440266095405514,0.0460811608918772,0.0812137059812173,0.0694861592801548,0.0476900880271046,0.0436023884720497,0.0422431616817933,0.049965761945709,0.0463567402600754,0.0450912195998398,0.0357452304751238,-0.000837478652413545,-0.00145164489570272,-0.001427346356678,-0.00700648609429781,-0.00516986462118177,-0.0024788578908718,-0.00233448876183497,-0.00263743662952777,-0.00791678419866951,-0.00167454580743482,-0.00031843518182064,-0.00405339725185195,-0.00699199659285823,-0.000283576807029228,-0.00311624720660077,-0.00578261034525556,-0.00464825488425537,-0.00461578705278062,5.93743724732478e-05,-0.00104793282556112
"1998-04-01",0.0447720666363687,0.0632265393419015,0.0366725859154881,0.053456463046958,0.0438081155024712,0.0415705465657337,0.0454495236842503,0.0648974563524861,0.0569244211771746,0.0411264311236235,0.0464395271509462,0.0721750398262294,0.074463003752828,0.0498035682499369,0.0411070397790319,0.0440553360732619,0.0503964132036201,0.0477457493348989,0.046649014674484,0.0352611586083068,-0.000674046420515291,0.00416656424267384,-0.000219827369217389,-0.00236393752704042,-0.0019371792836207,0.00168667468997821,0.000198715630672671,-0.00150655854478687,-0.00400395215180577,0.000271415666957299,0.00109646546902621,0.000354942191554837,-0.00773032268588764,-0.000632979753396033,-0.000880594215426287,-0.0045121445083388,-0.00300656403783903,-0.00492868852630828,0.00346819103233161,2.67579966092574e-05
"1998-07-01",0.0500942886198171,0.0536768609652478,0.0377235599573119,0.052861645643699,0.0485532392694309,0.0378670145614365,0.0416601002744838,0.0613987624806359,0.062646811854276,0.0492031327679083,0.0428122213912192,0.0698603158205683,0.0734195273299112,0.0428290391369026,0.0428045411609507,0.0464104970028327,0.0533114685929537,0.044013456357187,0.0506729182275974,0.0381805985856303,0.00411717394371976,3.83891994527736e-05,0.000954935068130732,-0.00428542824986163,0.000588927580569983,-0.000267840092096404,0.000368326525696302,-0.00155152950376128,-0.00110154938426218,0.00162168643260661,0.000283994204408423,0.00090906387458532,-0.0020720067506871,-0.00047974939456904,-0.00158115409772835,-0.000856891761177928,-0.000358457840953832,-0.00343711335624279,0.00303668419273678,-0.00182057286669672
