"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent"
"FEDm_11","1994-05-17","1994-07-08","1994-04-01",74.3030303030303,0.0317351738869274,0.0413677603134222,0.109923446334766,0.0396056403464715,0.0388073518842159,0.128271344184273,0.0462045192543505,0.0352124559078863,0.139734352529642,0.0327256847361508,0.0352640580163219,0.077997003295902,0.0342347253379729,0.037242594557228,0.0534111615727135,0.0314228618128113,0.0396223608613685,0.0472175051675756,0.00902413765384577,0.00355983839046017,0.013200055440571,-0.000383505045052768,0.00721115797691664,0.0480506649788911,0.00655598370475608,0.00819790940234933,0.00397265390204685,0.00399975887665823,0.00528276248449154,0.0130988143128682,0.00636660219955008,0.00660403459898723,0.00109606197346997,0.006188620358631,0.00417805667954353,0.00460937192828732
"FEDm_12","1994-07-06","1994-08-19","1994-07-01",76.9428571428571,0.0337080807870311,0.0387724264538134,0.116449434527627,0.0373301264114772,0.037250526066845,0.144238334469723,0.0440266082210802,0.0346049779607703,0.134231223421058,0.0331825613100304,0.0303226928734014,0.0765285491964936,0.0326557423450997,0.0349962057025084,0.0582160961935091,0.0321541263020781,0.0348473068278124,0.0464849809296416,0.000422826859658931,-0.000964273289043728,-0.0171097943876509,0.000525433344024297,0.00201380250202529,0.0278360302828804,-0.00897175384691275,0.00336942339054024,0.0332385745335323,-0.00128807475244419,0.00129482261542769,-0.00718224983659025,0.000274456367580564,-0.00160123792214213,0.0108645618995882,0.0013950711336196,0.00577367113289735,-0.00154469492560294
"FEDm_13","1994-08-16","1994-09-30","1994-07-01",70.1470588235294,0.0329346938704527,0.036932901332866,0.10945430367975,0.0351877799925717,0.0399073272695054,0.126538669310708,0.0420737657403779,0.0383416045003924,0.161245448748861,0.0352080678772797,0.0318996535385552,0.0738562440552754,0.031810525283469,0.0375994851070766,0.0543412218692855,0.0358068446914039,0.0365122287043235,0.0403492344278466,0.0152319094661785,0.0147900274020021,0.0254912623589472,0.0153036292402313,0.0181990971038252,0.0789279308157942,0.0159022187634266,0.0173844304000878,0.0979796571288832,0.0139655690960244,0.0137243488503376,0.0305578530630376,0.0162729732651637,0.015672788908384,0.0119930563366556,0.0170006760702688,0.0147205391642166,0.0184709868704753
"FEDm_14","1994-09-27","1994-11-18","1994-07-01",75.9090909090909,0.0337686092284818,0.0394150952751341,0.11884068696107,0.0347990915827731,0.0402030173068062,0.136699612253331,0.0436617759534576,0.0332874979388199,0.146457475275899,0.0337736030787503,0.0316530250789439,0.0792253047886859,0.0295957908055221,0.0376691091877414,0.047965461917445,0.0340370730638323,0.0350640680545759,0.0438837022487316,0.00759578280218358,0.00397718490228522,-0.0145505108801137,0.00474458309351947,0.00212067943724123,0.0592427008967057,-0.00175338463878519,0.00620322860461451,0.043125138792015,0.0057274567729061,0.00632857866411144,0.0229305566131046,0.00563048576485579,-0.00429706926708849,0.0069040076694135,0.00642287616501057,0.0094090194777559,0.00893979873351296
"FEDm_15","1994-11-15","1994-12-22","1994-10-01",74.1764705882353,0.0319594352558802,0.0392791544120867,0.125602213631237,0.0339956921230452,0.0406854194199717,0.13007792286312,0.0497690920856627,0.034797130595364,0.149555552358211,0.0318577546303822,0.0330752641893793,0.0690058639594172,0.0328421388401167,0.0330801025101551,0.0550031915616238,0.0329505744590464,0.0357672898983297,0.040696207206971,0.0183624490777944,0.0247316203823695,0.0610313740425784,0.0195481274817748,0.0259974288144034,0.0812163746144953,0.0285751917720515,0.0248118666765239,0.113793773510531,0.0208394987997507,0.0190561193161147,0.0359213678386846,0.0192196303382104,0.0199256317401199,0.0400910186821367,0.0208641951726087,0.0225775272904711,0.0277001412674106
"FEDm_16","1994-12-20","1995-02-03","1994-10-01",76.2857142857143,0.0349667079771089,0.0384854710639412,0.116064845620767,0.0366744802375255,0.0338880224287516,0.145505603245865,0.0473761654796151,0.0373710403499177,0.1347118412771,0.0375809694631906,0.0333690770519565,0.0643513481575781,0.0335082112618352,0.038320131029975,0.0500884175877917,0.0367409526786547,0.0348204366678804,0.046176278420546,0.013364515929061,0.0153518463411918,0.0216746089983101,0.0177528819741555,0.013507481482356,0.0549961702458716,0.0164784061656982,0.0208750274793207,0.102541712809612,0.0133887522831403,0.0144479146286133,0.0256043046535645,0.0103271494717742,0.00770126527001191,0.022684444601404,0.0144315087293696,0.0167233944337887,0.0206886799072686
"FEDm_17","1995-02-01","1995-03-31","1995-01-01",76.1388888888889,0.0332650301340342,0.0423542848231934,0.123145020596605,0.0335159048267533,0.0374278233160314,0.127262900329048,0.0477602081426519,0.0349967949791829,0.148178896213649,0.0342606638375456,0.0312929234790616,0.0641830844786592,0.0343602970636853,0.0343542302684201,0.0595539196698761,0.0361130890107992,0.0332432113033658,0.0447317175274376,0.00701048119343017,0.0100909029748406,-0.0194484808899193,0.0111301337897105,0.00606877163208324,0.0197391301727897,-0.0076376930648093,0.0141986153449646,0.129129855441804,0.00412085266048648,0.0105343980448809,0.0263417293987323,0.00265658502311097,0.00665925081311922,-0.0150568284854835,0.00630340156163545,0.0141457753401651,0.0145296310987005
"FEDm_18","1995-03-28","1995-05-26","1995-01-01",71.3235294117647,0.0309521108217467,0.0474375703447637,0.113021141867242,0.032661866423801,0.0386250078889563,0.135035347035919,0.0453022934828743,0.0363450054337854,0.143026128497734,0.0322143610595666,0.0328538580150192,0.0658802689950768,0.0332936988331657,0.0331236299364619,0.0640771588841973,0.0350118175295199,0.035671890890324,0.0454668440598461,0.00230344877005404,-0.00115227258720773,0.00121996944195054,0.00486560656901311,-0.00394117522837715,0.048443946140589,-0.000584684750057989,0.0039914934390236,0.00666422674339816,0.00226259615908232,0.00506330787683486,0.0020586906130289,0.000876089578969978,-0.000750133405612353,-0.00961597268704994,0.0037852097480246,0.00585801992555648,0.0039713884086945
"FEDm_19","1995-05-23","1995-07-07","1995-04-01",72.6363636363636,0.0341857925157217,0.0426056681831238,0.12281908819972,0.0331230455304727,0.0382848850882277,0.12307552865714,0.045078103529973,0.039545092185924,0.143452623901897,0.0311506035136403,0.0312662158587739,0.0677774942843822,0.0320084428996695,0.0348945400862551,0.0633805826876141,0.0379868794337703,0.0345680020170814,0.044797411426613,0.0007249846798994,0.00103554895889841,-0.011460013613512,0.00198151577323775,0.00470248365919975,0.0433059567251109,-0.00425959882165638,0.00699974614195779,0.00856905683805683,0.00301150126920487,0.00402363855721448,0.0059891732513902,0.00383693029168266,0.0052172068547721,-0.0230175043891372,0.0077094212405097,0.00495701279266836,0.00474107894426959
"FEDm_20","1995-07-06","1995-08-25","1995-07-01",76.1142857142857,0.0318541023556407,0.03738927249189,0.133466667536851,0.0316282753957258,0.035072731307549,0.134407634898797,0.0478219496281752,0.0366889281045156,0.133369279086319,0.0298095166134902,0.0344487908117472,0.0803299095346047,0.036111835688729,0.0369680023963547,0.0484951180726539,0.0349437329517306,0.0331267056553116,0.0440675474699148,0.0065475903829271,0.00462328012501057,0.0116338014358386,0.00550947746292457,0.00914891029617535,0.0480472623295235,0.0112564506163635,0.0106824646564078,0.0252631673145668,0.00665011408574302,0.0072732857069053,0.00276077452049609,0.00877070833925471,0.00674841665398042,-0.00713994442259296,0.00703830544349252,0.0110126291940192,0.00831487276474673
"FEDm_21","1995-08-22","1995-09-29","1995-07-01",71.741935483871,0.0323703287089776,0.0369492712408984,0.126842625521538,0.0343852303031574,0.0378412304685894,0.134669194723784,0.0426540910779927,0.0432412728448524,0.149802855375633,0.0310202917019504,0.031511676597243,0.0708495336539424,0.0321291794192773,0.0334833789865406,0.0493833075041953,0.038437742603504,0.0331302602351201,0.0412985290328037,0.0126171775695259,0.0125508302206899,0.0288789759429624,0.0105772812055431,0.0171483925329119,0.0775270789481845,0.0174272816513024,0.0225574768264019,0.0497157649814305,0.0126259493954433,0.0144351664988612,0.0125882886374999,0.0124341544098301,0.0127698802496202,0.0124311026580295,0.013930177870831,0.0145876174304689,0.0129959531208535
"FEDm_22","1995-09-26","1995-11-17","1995-07-01",68.6969696969697,0.0353781511081267,0.0420510143255237,0.131410912746494,0.0358501428586162,0.0384334691743251,0.122225718589174,0.0401071558366418,0.0392990223925051,0.130737427310223,0.0331161414063758,0.0315765556054804,0.0743579040068498,0.0336839035363458,0.0360239140896324,0.0549459253465435,0.0382184319993734,0.0371101317201135,0.0454740779476562,0.00853463767479539,0.00933258599223902,0.0274430274635378,0.0111432706169722,0.0106242627395263,0.0700166578595603,0.0142849733264005,0.00995116351472412,0.0729449888834687,0.00840564138049743,0.00937473982477301,0.0155532270870963,0.00331771781621342,0.0110076325378881,4.36567169738954e-05,0.0122289462879351,0.0126710153768601,0.0126630081520636
"FEDm_23","1995-11-15","1995-12-22","1995-10-01",79.0967741935484,0.0318792304557979,0.0360743832952196,0.137987583020861,0.0368699035476575,0.033561440025954,0.1409949671253,0.0430721866645757,0.0356196328386723,0.151287746717506,0.0328267130862887,0.0316396804188583,0.0653849995132624,0.0351579301391538,0.0339643166759933,0.0510007229129473,0.0330136392889444,0.0300967736329566,0.0395681506400506,0.00357480339976402,0.00115987719471025,-0.017744276413619,0.00289007821187824,0.00329215286057631,0.0508571482670645,-0.00620782645516496,0.0051605120993815,0.0227938881008149,0.00296163903206544,-0.000505600017587528,0.00458692662527576,-3.05989320497331e-05,-0.000337146523904318,-0.0111762028638914,0.00267364235520689,0.00280034002632512,0.00728178145121918
"FEDm_24","1995-12-19","1996-02-02","1995-10-01",75,0.0341933119373598,0.0411660212547351,0.116835659736921,0.0352671007491966,0.0355390624892287,0.129265740926334,0.0432481469728767,0.0360084641911963,0.158821144615481,0.0312880188902564,0.0303367593603298,0.0761817475311449,0.032205926139265,0.0376275970362011,0.0468447740638575,0.0418594423000381,0.0365231069039498,0.0367879749016283,0.0169995685842661,0.016907841490281,0.0469203807283874,0.0153860941002801,0.0179804404415864,0.0659146136213988,0.0132973183444293,0.0139043030254863,0.0877982177868707,0.0124220658878596,0.0129084558000433,0.0419062958883985,0.0131970133420644,0.0113550590523247,0.00885881213694611,0.0154206172576229,0.0165690210475265,0.0167880467691331
"FEDm_25","1996-01-31","1996-03-29","1996-01-01",74.4848484848485,0.03329209402334,0.0327087806410434,0.130263177283416,0.0336452314557139,0.0385492758781291,0.121395450835563,0.0424330623689163,0.0373442231517461,0.143055487476841,0.0349925484281998,0.0318331797873626,0.0782110037697529,0.0343785569157742,0.0388618783586793,0.0561132456067371,0.0362924053934246,0.0362169915219478,0.0404134071034134,0.000631567507055004,0.000762124288297964,-0.02830374918231,0.00140039614394523,0.00120187767636615,0.0326154785692172,-0.00352810996839086,0.000105559217565759,0.0123821468008455,-0.000395149555698631,0.00109993804786438,0.00472265230858917,0.00170366434927086,0.00093185170255053,-0.00152355607228914,0.00221102765887899,0.00386041143096624,-0.00114178088126769
"FEDm_26","1996-03-26","1996-05-24","1996-01-01",72.6451612903226,0.0323278474423152,0.0404943754422295,0.136309978084461,0.0352056523429927,0.0351993076383271,0.11900500193839,0.0458014695669496,0.0344088225792286,0.143512920136989,0.0343248591826752,0.0315949302121571,0.0709436903355736,0.0335900636590111,0.037427208136802,0.0543352185411244,0.0355728996098407,0.0370096792459702,0.0429360759049633,0.0119247422838038,0.00709935521804999,0.013043714707659,0.0114626605753871,0.0128592034274042,0.083283486429364,0.0138318372169588,0.0131649740903026,0.0108247623007644,0.0164304941647448,0.0124017601221168,0.0182795972902735,0.0159386649446068,0.00942648454046654,0.0124207201935989,0.0173861055427951,0.0149322026761987,0.0137946186872452
"FEDm_27","1996-05-21","1996-07-05","1996-04-01",74,0.0361003335198753,0.039443415180449,0.125427399081069,0.040402011717857,0.0369363826002394,0.130758440141298,0.046119797483463,0.03551480212925,0.134910963442187,0.0329014297436966,0.0290238052262768,0.0788493035942242,0.0328621278562856,0.0359553213288206,0.0538504301351212,0.0332531131007146,0.0372029168871233,0.0404880068320499,0.022999207925903,0.0258360998258862,0.0593579858418708,0.0228840577192435,0.027389515896902,0.103418076290033,0.0229304787208515,0.026876747263772,0.0808236458274386,0.0216002730474741,0.0177018807318943,0.0391589957929462,0.0207723493689949,0.0267602107091391,0.0290607250932764,0.019123209456611,0.0259430193422352,0.0213746994923959
"FEDm_28","1996-07-03","1996-08-23","1996-07-01",69.7058823529412,0.0314979407846236,0.0409029359472304,0.121195258464461,0.0365173041037827,0.0387964595501298,0.134610268783875,0.0484625905517264,0.0351291726748046,0.131695634745848,0.0339679142892176,0.0331173706298099,0.0839107800693424,0.0355117427838329,0.0322007995002603,0.0472444270675042,0.035780821271878,0.0335017120848186,0.0459568666968552,0.00500145997395504,0.00965723035315078,0.00106321511692818,0.0095613360482873,0.0061631292139077,0.0553970033072086,0.00107626501460477,0.0107635335565923,0.0305984156032577,0.00664332480081104,0.00675443268926571,0.0230823310738204,0.00589241630230182,0.00797376721351004,0.00096735990550318,0.00734743998941687,0.00747976102606484,0.0127078963420851
"FEDm_29","1996-08-20","1996-09-27","1996-07-01",71.3571428571429,0.0312067897509456,0.0379084789478419,0.114602585817345,0.04019537501801,0.0346948499770578,0.143659466924928,0.0414419734726724,0.0359078304616611,0.149177242292192,0.0328133532290278,0.0300539034369533,0.0871266801893707,0.0320979387595539,0.0343185848207566,0.0492394838178127,0.0321611595593385,0.0329781170563132,0.0404161864682203,-0.00330528399127854,-0.00193715544235729,-0.0284835656810295,-0.00981137219544265,-0.00516966153305832,0.0558639073433021,-0.00646922526925509,0.00186238800359592,-0.00471072994262085,-0.00277791684084093,6.27305268093634e-05,-0.00874669327020405,9.92880951168784e-05,-0.0028305375388985,-0.0120128675062798,-0.00195796027381709,0.000260498492493817,-0.0068537998971028
"FEDm_30","1996-09-24","1996-11-15","1996-07-01",75.5,0.0337656630668547,0.034772297586955,0.112370701733944,0.0372984174789128,0.034328670916257,0.123023888171201,0.0456676299976421,0.0365349372843611,0.166037971825592,0.0321914006408752,0.0324391291482125,0.0938609391754705,0.0305783843334977,0.0358113878816104,0.042952310748788,0.0323098521365423,0.0337138721287713,0.0423425457445129,0.00297368970398682,0.00738788223491165,-0.0066967388390909,0.00518013525524383,0.00978825646313078,0.0659846623238604,-0.00224525344794224,0.0120623281916119,0.0630146939863516,0.0029799742733184,0.00733945168209188,-0.00379851926880212,0.00547134559527732,0.00662849853559064,0.00799990156858639,0.00811010372383988,0.00502174649724133,0.00822214112911759
"FEDm_31","1996-11-13","1996-12-20","1996-10-01",74.2258064516129,0.0328095809298462,0.0401682036026985,0.135719055013949,0.0315632173562978,0.0388714761934806,0.123434449829687,0.0439422092847527,0.0357898223681152,0.152564777137279,0.031984378202102,0.0295291675997986,0.0812102250470467,0.0298476471070522,0.0350815670172509,0.0510071744433711,0.0350345633869234,0.0327396984314053,0.0387027870489436,0.00258758771537156,0.00392436341196378,-0.0101319815733316,0.00215963944546762,0.00309082889622275,0.0746726546630593,0.00660064044837071,0.00428773481426029,0.00783263050041498,0.00565621625304332,0.00203288285065383,0.00581292680718565,0.00279893328383327,0.000884059985138754,-0.00479047272860047,0.00609833446319693,0.00527186728242633,0.00338048072801148
"FEDm_32","1996-12-17","1997-02-06","1996-10-01",68.7096774193548,0.031588174832326,0.0426591754337612,0.108786644930711,0.0372391108034478,0.0388697254300491,0.129314945837031,0.0417684839793495,0.0330136398035463,0.154364851619813,0.0293466992499106,0.0333048704052546,0.0882117369522643,0.0351284865267569,0.0368581159384692,0.0468405221256108,0.034282861787879,0.036480482486227,0.0419414718575927,0.013570172521193,0.0182545133070466,0.0337336372096456,0.0142805055157994,0.0174574065156702,0.0967933191489081,0.0184338596084482,0.0154898669699629,0.0371604118928462,0.0129173218514859,0.0161095128123098,0.0427602317784252,0.0178782659516655,0.0159252531168718,0.015872350636645,0.0175743839084432,0.0176246907214771,0.0129378065455849
"FEDm_33","1997-02-04","1997-03-27","1997-01-01",67.46875,0.0298344800535967,0.0388707779495382,0.131961946440254,0.036584441661668,0.0389878872363201,0.118458412335236,0.0407153784338507,0.0356127976625675,0.136241875276002,0.03246444994561,0.0330459693520258,0.085012635468863,0.0346139684724789,0.0347410962728876,0.0583894688157837,0.0345152361770155,0.0408384887235511,0.0391106897227516,0.00572232010437023,0.00823358503883294,-0.00870963375387191,0.00185352154677478,0.00721549885028036,0.0501839388432385,0.00531212013680385,0.00534979331793932,0.0172486199235311,0.00170516639450313,0.0079051162542595,0.013754508598661,0.00667518424733483,0.010234640078193,0.0165679340278212,0.00225607149846468,0.00967735483399137,0.00788721283191861
"FEDm_34","1997-03-25","1997-05-22","1997-01-01",70.4705882352941,0.035553326963359,0.0414362382383076,0.13086450783302,0.0399410455775517,0.0415666128525577,0.128333739589607,0.0444560767598756,0.0359385391030815,0.137040475012434,0.0314546124602073,0.0326979118955653,0.0804969598320471,0.0342875417906343,0.0343324761249333,0.04502299822183,0.033977905195801,0.0327419775934434,0.0398570549557436,0.0125584439995908,0.0152581445563445,0.0306173548721332,0.0118540988016523,0.0154529916276701,0.0456409396366052,0.0129559155689738,0.0201513589425087,0.0627106182182235,0.013662821061995,0.0139799265481721,0.0242841200308423,0.0112918564242445,0.0130844642898404,0.015225866934953,0.0136855898814247,0.0152449200674012,0.0122442159868491
"FEDm_35","1997-05-20","1997-07-03","1997-04-01",68.4848484848485,0.0325843129034928,0.0371856393797782,0.138855848860647,0.040156777120174,0.038003945346685,0.117342931002801,0.0514911159028378,0.0376355395331427,0.139589983160753,0.0324039357715605,0.0321457015728112,0.0752656506219534,0.0312328921418149,0.0324129393303033,0.0537056419583811,0.0381178826631437,0.0322910357321646,0.0395782269975561,0.00748671096193615,0.00586664199941076,-0.0238615829970276,0.00316622137176336,0.0081004063843512,0.0304940885324549,0.00219390329507716,0.00821060975287819,0.0800752649909339,0.00912182895135773,0.00256605062358885,0.0142414439035214,0.00753994735557145,0.00700821114045303,0.0160007383032604,0.00797946739919857,0.00981360491317359,0.0101541738477876
"FEDm_36","1997-07-01","1997-08-21","1997-07-01",74.5,0.0340534565976935,0.0403218445537374,0.124893768744743,0.0368303220403937,0.0354024219307125,0.116800307468588,0.0429344736874104,0.0363364005940652,0.145648277788667,0.0310770829002929,0.0313324594565042,0.0847033727558462,0.0396019747901418,0.0314449619388369,0.0507073161739612,0.0340581635953571,0.0353586941992226,0.0484947007838267,0.0146192349149798,0.0121890295833339,0.0297146370948363,0.0145102580694724,0.0145196568189075,0.0559002655248044,0.0155515537407141,0.0174535839323036,0.0799237690123478,0.0137341825604346,0.0128911946998728,0.035068413392667,0.015857758031689,0.0132401288537828,0.0233285878644211,0.0133935209041285,0.0161924695514996,0.0252192150926515
"FEDm_37","1997-08-19","1997-10-02","1997-07-01",69.7741935483871,0.0323935971749284,0.038850728025248,0.12507251241159,0.0376673577878376,0.0353301310354144,0.126045252212694,0.0393102966379939,0.041401864169137,0.148356196270265,0.031554297770664,0.0324542338149006,0.0780051199969138,0.0341753748933266,0.0343589239117577,0.0521324105997081,0.0352364794476097,0.0355341892288855,0.0421210346111255,0.00289780159892478,0.00453250073173171,0.00557841810826874,0.000826238757851571,0.0049541993707196,0.0320781222949335,0.00246192416619239,0.00990823125589727,0.0376936170483832,0.00339069098719566,0.00377033583893734,0.00861130661967414,0.00327423488314481,0.00410081046905525,0.00274919946784355,0.00507904893060351,0.00747994480750429,0.00776468317888058
"FEDm_38","1997-09-30","1997-11-13","1997-07-01",75,0.0296618075379546,0.0345643869806406,0.126751542920747,0.0436130412216675,0.0381973165841913,0.128061490973132,0.044137836717928,0.0364178444923721,0.138234312315815,0.0292396516422692,0.0294910833130748,0.0868823783350533,0.033140469446263,0.040826894791991,0.0536385124290365,0.0343644398013814,0.0298360457264742,0.0429409447700085,0.00812971035290584,0.0095958074945259,0.0113457134405765,0.00573665554944571,0.00966495294721238,0.0258333050099815,0.0110370898609679,0.0167376465306418,0.0965670046473823,0.00858612191172769,0.00853174070317705,0.0329333456742787,0.00953277765813833,0.0154676270539687,0.0147884996876863,0.0113308441502242,0.00995712907026548,0.0202412815683751
