"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0310672305824196,0.0383259133861235,0.133754499778019,0.0363140113468761,0.0428589898503371,0.120250514230101,0.0401974837035124,0.0393346532856282,0.140307740782541,0.0333592557916629,0.0299191890219555,0.0709997768106801,0.036039389533414,0.0391496274195679,0.0537080171175415,0.0411242255150416,0.0325454912351097,0.0407439906094692,0.00492597447123316,0.00403391661908947,0.00159087826516027,0.00523242719234823,0.000846875272376132,0.0375959650358946,0.00203751606621436,0.00980338681791736,0.053210278014811,0.00446377044751744,0.00536069011439634,0.0136704641832986,-0.000300536392998903,-0.00318932418960387,-0.00481836313299802,-0.00336507006221047,0.00526210474047722,0.00535443186530452
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0325892679396319,0.0401931068511412,0.132915548156813,0.0350532787681904,0.041559754446182,0.135099136349995,0.0457104158884269,0.0408513388028007,0.124518630666043,0.0342394980332983,0.0325718291872597,0.0673086890858546,0.0318298958287571,0.0394092924131213,0.0555293538614483,0.0401616333941355,0.0321306011483303,0.0383287291785716,0.00372068891827066,0.00668928404654987,-0.0152730650567846,0.00733972285044028,0.00269595189082168,0.0508311977325974,0.00158265648897137,0.0129692770632485,0.0351750805678037,0.00888945573488113,0.00281262795950771,0.0253432595663075,0.00163608620897986,0.000115586322756654,-0.0128036270361957,0.00131782525334798,0.00646145956486199,0.00964809803721621
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0335142248828107,0.041230512406004,0.116232707381288,0.0363254329854411,0.0385842655222262,0.144359641286858,0.0437785983732722,0.0346455158116684,0.137864227738588,0.0335078795664832,0.0331664594499396,0.0725168238837393,0.0297698535703516,0.0371945820300692,0.0556168609510547,0.0404433800361003,0.0324897739145755,0.0387592602095304,0.0053789024498457,0.000775064842533451,-0.0332716554040609,0.00487557460865602,0.00678020153858996,0.0528302662441078,-0.00291720932653929,0.00910145279323883,0.0455847610903792,0.00319078605370424,0.00152211689299152,-0.00470742167459991,0.00128880492909033,0.00186888328529582,-0.0192367464849379,0.000261715013423369,0.00403438596812835,0.00330107638966437
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.0303148439138217,0.041695295605849,0.119565980106229,0.0354629108968568,0.0425808138331623,0.143761638179547,0.0451928884674019,0.0341537142819884,0.138755854949481,0.0318851232406053,0.0296427974290161,0.0723376724963413,0.0338734146311411,0.0342865082766186,0.0489212360170354,0.0387212647135632,0.0328309546453011,0.046017088316041,0.00685122027828248,0.00199745576439998,0.020588854533928,0.00799546782392101,0.0116528781854024,0.0527705058606015,0.00367935344965026,0.00929949891946405,0.040591610590693,0.00315337751610326,0.00474596001358751,0.0126990806401955,0.00284824384828238,0.00640454155327752,-0.000347783117097368,0.00805519037284167,0.00397878088389104,0.00613670033914824
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0302556329825943,0.0450380795397008,0.107995254448192,0.0386785259386084,0.0358227720509189,0.133842990467056,0.0430610038678683,0.0393073725611193,0.132370929393856,0.0319501866744197,0.0363915959099189,0.0770104797213111,0.031895893145706,0.0437554593672006,0.0511200882221434,0.0396551346304663,0.036727968032588,0.0451206330463323,0.00830755126892884,0.00559714250095885,0.0120252091536005,0.00770712957162264,0.0101470428653707,0.0716586442980061,0.00664020310740676,0.0189333248465845,0.0359806239795967,0.00903913641532712,0.00640202951997331,0.00807087272445073,0.00557884806246811,0.00546080808858701,-0.00341057509367932,0.00614903532915087,0.0115794993870086,0.00726280244686978
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0367622737926776,0.0403717466482298,0.123028286401144,0.0410519308149452,0.0374714763109088,0.123077808022951,0.0475099725912546,0.0370725042084711,0.133884091292152,0.0329871922261836,0.0331901504980382,0.0708637692330556,0.0365914356726145,0.0427600643379235,0.046680094975846,0.0427652165786993,0.0332457161758375,0.0406862702190676,0.00217591365056597,0.00540886783150744,-0.00573005363863157,9.10829093640108e-05,0.0055745972407246,0.0578432086701192,-0.000954290505442841,0.00720675048217014,0.02148582105704,0.00460569939305141,0.00053688505400104,0.0135417240095357,0.00258506970248087,0.00272343284092539,-0.0100658010471264,0.00145298638863918,0.00455084490170831,0.000369954647113258
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0308172056481143,0.0382874225289949,0.120029786699306,0.0341673909510123,0.0382336147695742,0.130319429035042,0.04601805105562,0.0384667277265063,0.135501747507478,0.0343144807973354,0.0331966052142268,0.0740062595922377,0.0328032804986058,0.0357264920980328,0.0512065623732804,0.037288578968234,0.036190936091026,0.0534254284453741,0.0184801451789728,0.0192858724044211,0.0522108231752,0.0192779787039138,0.0229160001167427,0.0983213871015501,0.0157172348271435,0.0300337247894834,0.092869117969918,0.0202244756544004,0.0225981505362514,0.0534111357428928,0.017520761518604,0.0227200858700288,0.0140088558411837,0.0206866943229536,0.0223074876406808,0.0285106381359069
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0328896855216041,0.0446812967150963,0.123608950312466,0.0365980061761644,0.0373314735125204,0.134163254150598,0.0460188068769411,0.0377308785804155,0.124254449306435,0.0301826102498911,0.032888934025449,0.0783379392758582,0.0367590966129991,0.0365745532142169,0.0535005619717094,0.0395331520280535,0.0344295720752515,0.0405167793943308,0.017464300338977,0.0209558491639184,0.0614776114260339,0.0207146601748949,0.0189009790789768,0.0561646680460472,0.0174794084150514,0.0245208099466856,0.11738697130882,0.0143898937313493,0.0195718392419098,0.0563310212251939,0.0151482592863813,0.0182087967983151,0.0198463339883183,0.0197346553049526,0.0214860928129526,0.0248139469660668
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0328191053664818,0.0415549538363558,0.121828412965668,0.0370185472185907,0.0399230970607775,0.135378895373851,0.041779001857306,0.0384621996855206,0.137563787478181,0.0347512823389792,0.0314669593961547,0.0718386909049211,0.0349450053408281,0.0370721441972426,0.0485611800209624,0.0327732355626259,0.0361420005235315,0.0461215008720214,0.0182614435236334,0.0262244185606186,0.0328734607986275,0.0216263628163563,0.0236282362394195,0.0919382348344134,0.0235685564886537,0.0293842400779121,0.0960658350927328,0.0213556119862877,0.017568527039814,0.0374777321452562,0.0167661470992423,0.0200788965363691,0.0214618155600888,0.0184280687021832,0.0226800697399181,0.0222035261837257
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0373205138370288,0.0401426575414267,0.120833604872617,0.0351215312699558,0.0388430206959698,0.142815688752669,0.0506941333194199,0.035762563586739,0.122754197862269,0.0373367396284374,0.0346473008102548,0.0720697103986357,0.0324879268376456,0.0385275737764674,0.0528347883287515,0.0329543211861844,0.0336022708956726,0.0412514563998552,0.00676747792588543,-0.00159185585221507,0.00361015674966104,0.00549386762930687,-0.000126855387487459,0.0630158365445032,0.000646089139497169,0.00684502263327431,0.00664085643601063,0.00890948114188524,0.00542542452232992,0.0124585583017408,0.00587818399014956,-0.00846945351255061,-0.000679905478594334,0.00320714598028233,0.00755970612473747,-0.00164837165690902
