"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent"
"1995-07-01",271.666666666667,0.0430581036209741,0.0313167862712246,0.0731759912160881,0.0597331523182832,0.0299244601771481,0.0397429447269041,0.0487107918402257,0.0631631741474473,0.0258408983642369,0.0350401933994064,0.0584903974757302,0.0518943260231461,0.0418635721674326,0.0591405598788969,0.0560621982456002,0.0616360995247701,0.0469492647027216,0.0453811635445675,0.0559666939246862,0.0729092284305098,0.00617481595950983,0.00678247137873321,0.0206528832886219,0.00481224685890092,0.00667786161697238,0.0173667369778312,-0.00215475900009781,0.0137381633282296,0.00582270438096132,0.00832947552190226,0.019902682046537,0.00658835433723142,0.00752605838041988,0.00248075279411437,0.0208473077589745,0.0112607613267088,0.00996983702064671,0.0113988713638655,0.0174485670266798,0.0192421209818573
"1995-10-01",280.120401337793,0.04460959116385,0.0268465139666883,0.0723326762575659,0.047354888676223,0.0321432896440629,0.0408989506570065,0.0664894893628103,0.0721756191230377,0.025271099827654,0.0292988866252962,0.0561036873633389,0.0604486234688226,0.0389785099929368,0.0713697782462931,0.0597986671543627,0.0461081036809932,0.0544464043026274,0.0449173034739824,0.0521954659347101,0.058212451077738,-0.000694433392905948,0.000713825065447861,0.00252756439417639,-0.00498118523867474,0.00145280906784582,0.00801930455835841,-0.0179518897035394,0.002952429928479,0.000568071866214592,0.00285249545151129,0.0108993676553325,-0.00718967114498213,-0.000994018908205399,-0.0144868613632721,0.00797340061166346,0.00191824012168039,0.00101473553092162,-0.0025064079156618,0.00767397746058744,0.00502196138715118
"1996-01-01",310.542750929368,0.0499642865093848,0.0273709542075969,0.0663850509740159,0.0483561892838368,0.0306206353796836,0.0442144605715531,0.0567832474295752,0.06575770517909,0.0260038041473995,0.0316446307467558,0.0597340834850645,0.0519948637169533,0.0347580540331888,0.0707943074268851,0.0550068009618402,0.0444680646439897,0.0715544685810154,0.0448365515333586,0.0569914260658099,0.0627604151230027,0.00143848565695003,0.00259048826763299,0.00935491208384942,-0.00281107767636377,0.0029211747749056,0.0169255936984619,-0.00290123881327464,0.00760083144926276,0.00131650586367322,0.0067951925669194,0.0127104131158824,-0.000347869518975545,0.00172309768751636,-0.00277502292071574,0.0137040856261277,0.00503501764122759,-0.00179763120305226,-0.0046212587708842,0.0150279085642916,0.0175590950023087
"1996-04-01",262.846473029046,0.0390618458590827,0.0277053612417017,0.0777491360500623,0.048169613941844,0.0398382091373784,0.0378504108564005,0.0513023107998342,0.0561706088270822,0.0277339187221434,0.0374969513653576,0.0574045463011186,0.0511468093550099,0.0359157657224981,0.0676173802529279,0.0697184639993408,0.047902843247051,0.0537738508163505,0.0389360385056277,0.058508734969612,0.0759972000295766,0.00671379745080308,0.00856098341106535,0.0319037261421498,0.0106960512203531,0.0135841345829603,0.0159587379379233,0.012291570684089,0.00977938131119568,0.00851840722582474,0.0203638564573587,0.011010314880763,0.00519280885497527,0.00698132380611809,0.00713605166111258,0.0320182270381,0.0192904648599267,0.00771383000845671,0.0133272621443234,0.0190338654187734,0.0356045256817364
"1996-07-01",282.194366197183,0.0525357414631481,0.0291974110394006,0.0785873797617895,0.0609912943811953,0.0321983539069578,0.0392070913601823,0.0508458593198898,0.0676084479401701,0.0271352890050664,0.0350341816183479,0.0529452158844587,0.0523729902748214,0.0335224727711422,0.0755590122932085,0.0521062461388402,0.0425606783895483,0.0550462430527716,0.0412127612864199,0.0498956156466006,0.0714377144660408,0.00211877799998438,0.00537929419882976,0.0213114426343707,0.000872207625436765,0.00486112648463849,0.015316297703495,-0.00240442855646805,0.00758011957137631,0.00541059132566509,0.0087109513192137,0.0140239804030041,0.00179256303748177,0.00325824006620209,0.00177288373064382,0.0145133654042395,0.00873429782159828,0.00239438004112716,0.00370653924688686,0.00818499894204702,0.0148850117959872
"1996-10-01",279.335697399527,0.0425541626714194,0.0270092233046736,0.0816246567840243,0.0494057589621606,0.0366714009454468,0.0382571517055798,0.0511558409270796,0.0667669523372987,0.0261556345162606,0.0368731824032537,0.0588066109643554,0.0539057710684212,0.033164571594343,0.0709783982463098,0.0543224147249092,0.0463636522450358,0.0498663453670379,0.0416792063655658,0.0602865705798574,0.0741524942869674,0.00901423724444391,0.00523114769649808,0.0370914558835784,0.00615352546922359,0.00966706054367504,0.0112842157617119,0.00165186558957474,0.0109995793882799,0.00580586952059983,0.0140626727534967,0.0234705317283201,0.00246124249293237,0.00434352117975554,0.00240414421159147,0.0200640838337895,0.00993901714494525,0.00201865243841999,0.00588938244733991,0.0250296383788319,0.029339603997731
"1997-01-01",309.764018691589,0.0524897698030269,0.0274006571493716,0.0721181060843407,0.0526034392953803,0.0342784240699272,0.040713459478767,0.0524393436296102,0.076121504689483,0.0268201129126316,0.0317760252397691,0.0686849979725152,0.0555257195981863,0.0327167273588534,0.0721381774953791,0.0533378948291146,0.042008416063469,0.0553836098335987,0.0346582670991411,0.0534938462273024,0.0652915011701325,0.0124813069673183,0.0069126521488329,0.0238679450558327,0.00894218156317095,0.0105305592766568,0.0179547239868917,0.00320786114890608,0.0140971348784128,0.00807833073994143,0.0150220950238703,0.0224423477343454,0.00460467511509056,0.00605710160267838,-0.00528945101231951,0.0241883516438655,0.00910847755747033,0.000275357519910827,0.00179969319220877,0.016002620121887,0.0313179753622447
"1997-04-01",303.113402061856,0.0473213875093635,0.0270208044918596,0.0719904821775389,0.0509016410601125,0.03195876159701,0.040708971478975,0.0585581743535134,0.0636864330923063,0.0257561679906428,0.03229012254766,0.0587703657435995,0.0602276393956381,0.0322391264201806,0.0695075922532507,0.0596714051867883,0.0474773018491278,0.05344091377457,0.0506688033420812,0.0525199219558015,0.0652839837799803,0.01560461318614,0.00719008630983935,0.0347471689942994,0.00994226898254616,0.0081177306854015,0.0172551573443057,0.00505924158301655,0.0179859329628952,0.00759963851875786,0.0178469827392259,0.0234211480966994,0.00552675068454424,0.0119196898423442,0.000736034315748648,0.0256483833475043,0.0169102922448648,0.00587836132392851,0.00832996167387611,0.0215750511624343,0.0294098133134557
"1997-07-01",301.314754098361,0.0479409895817556,0.0275935372987479,0.081510166437803,0.0557296126382899,0.0371496723715227,0.0409476173601493,0.0462958569965175,0.0695359829831076,0.027038697305925,0.0357521578458027,0.0544867864628807,0.0522089596947737,0.0372590573600025,0.0565349140569279,0.0592404994787586,0.0523667621106781,0.0504758474044377,0.0392230223993274,0.0542146564839936,0.0744952037285987,0.0109892954958381,0.00663347868730721,0.0265055708468145,0.0104047764509235,0.0123596401795308,0.0159967146023032,0.00686895978979558,0.0132392761004766,0.00658659017725006,0.0161568710510373,0.0167875838885684,-0.0079544123551335,0.00338188766394434,0.00294111135978095,0.0278533752785378,0.00194018987077373,0.00540696228603653,0.00462115411187729,0.0136256777615255,0.0320391710015611
"1997-10-01",304.211240310078,0.0439523168705214,0.0260590509227164,0.0657439647724865,0.0494988640805162,0.0309102130560966,0.0375192483027,0.042165973730263,0.0683919395702053,0.0252584888593244,0.0296400231122043,0.0568384124605905,0.0514881407473708,0.0472741708016225,0.0740376757537673,0.0544846068147894,0.0836053413369526,0.0563801253140424,0.045340848026221,0.0522270418787835,0.0591835535888259,0.00213783932226048,-0.00235739293898294,-0.00147269966903311,-0.00964774883020881,0.0012432627189385,0.00340620222747307,-0.00503704338568474,-0.00337214884853972,-0.00151943709944889,0.00568862733233422,0.0108695533421825,-0.0098594470519695,-0.0120731835179271,-0.0158825941571274,0.00614750215297116,-0.0338310916076146,-0.0133561335948703,-0.0124009870771941,0.005363459778545,0.010042856413061
"1998-01-01",318.860169491525,0.0437038873206738,0.0273841868140461,0.0585994212754892,0.0486182124443713,0.031759226390512,0.0399379805521471,0.0549020826372626,0.0709010719236604,0.0272656056550785,0.0307043839542621,0.0649982149213306,0.0525118334552838,0.0441898679178885,0.0696410676484504,0.0493940342762203,0.0684131198496939,0.0609943805498719,0.0408315426458161,0.0542784176699792,0.0609714620979622,0.00479101965473823,0.00195597310562247,0.0148946989198539,-0.0048742708293958,0.00365784630432384,0.0138630336230113,-0.00171705535568334,0.0012178215412732,0.00365849078661702,0.0112754594759814,0.0147511188550237,-0.00257663869647395,-0.00704878527028383,-0.00652188996674225,0.0101184236349603,-0.0167317706644719,-0.00225483579533878,-0.00408970379106297,0.0107280726010728,0.0233508792345039
"1998-04-01",292.219827586207,0.042078272904717,0.0267954033004692,0.0594763983715616,0.0456220407562798,0.031025408026719,0.0389001200047765,0.0439212947863307,0.071973121477066,0.0255653690146358,0.0295889540575139,0.0566730978308202,0.058521840570294,0.0420832260867603,0.0772587076213349,0.0470783489070905,0.0653041368193404,0.0698128128457461,0.046990076526898,0.0612881030730295,0.0600432670186166,-0.00209225990336959,-0.00365014741264702,-0.00201244613817125,-0.0108200531483976,-0.00176179975756908,0.00264383660500394,-0.00784547764717821,0.00248437829219019,-0.00354973935550348,0.000141138283901403,0.00511373469908138,-0.0148766049940747,-0.0100488760127354,-0.0154612636669815,0.00235785604052955,-0.020268850496602,-0.018021200370135,-0.012917934570435,0.00138624013260197,0.00552701745227893
"1998-07-01",299.062626262626,0.0396548400212235,0.0272493551130633,0.0626574307689385,0.0562707581906536,0.0292378686368178,0.0375597711915166,0.0413790646725715,0.0706739822051328,0.0259272106608788,0.0319528014769386,0.0517094849200396,0.0491712710959368,0.0498230643518136,0.0727725003014703,0.0551076198563959,0.0725186539720854,0.0704037817319155,0.0482844874116085,0.052695211721237,0.0549508416997624,-0.00244803646439757,-0.00710273539089261,-0.0164518576834848,-0.0270063738348808,-0.00659644021726412,0.00154864319478423,-0.0125892255707896,-0.0114377771289044,-0.00604821316266351,-0.00127805146644976,0.00707707812545841,-0.0160326502058116,-0.0261190545157081,-0.0259246305300564,-0.00749679003750841,-0.0372015345453251,-0.0301560309298401,-0.0214480049069083,-0.00448566644016507,-0.00119280575992582
"1998-10-01",286.085889570552,0.038142245380172,0.0277829408643941,0.0657922656618023,0.0563952359850138,0.0292849470669425,0.0395277968107489,0.0556094080012892,0.0658355704003533,0.0271214637687923,0.0299525249994779,0.0516874079151626,0.0498406976797773,0.0473507654731951,0.0716291447400147,0.0513210533697884,0.0635454258237506,0.0640403571522702,0.0530920325226995,0.054874487554094,0.0571742288302615,0.000127542725387713,-0.00585390906444379,0.00145248009952131,-0.0228324375257635,-0.00394335624957588,0.00296909265325071,-0.0156200375264788,-0.00508995486441893,-0.00562849647997605,-0.00166460830395273,0.00610038699682536,-0.0115257713585096,-0.0176756789089361,-0.0219142041296078,-0.00363593651267526,-0.0251518394450655,-0.0197282166771621,-0.0158199258779472,-0.000847892553706561,0.00357467850630668
"1999-01-01",323.265010351967,0.0413911830357129,0.0254250197810093,0.0648443933712169,0.0530780392668632,0.0310461923501372,0.0410635988737967,0.0585698426333135,0.0728142992905346,0.0251930397031201,0.0307528912510675,0.0546296640554527,0.0502080561281783,0.044292732855905,0.0641495778661997,0.0499627893973646,0.0673798240227653,0.0604799825313343,0.0441660923614579,0.0637183509841084,0.0568344302404617,0.00588363066800601,-0.000251940931990263,0.00975153403470417,-0.00591782847154502,0.00210874653913374,0.0101659824732183,-0.00174924055049937,0.00266605958446369,-0.000757816505834582,0.00701235327602042,0.0120573426518545,-0.00655940169232906,-0.00763200126190179,-0.00902794760601228,0.00620261330577199,-0.0150707919657819,-0.0105186552152853,-0.00702055223372052,0.00833463603013233,0.0109446420963953
"1999-04-01",272.866666666667,0.0416198247731717,0.0286935873991437,0.0699381697085436,0.0576333110385139,0.0361039638927226,0.0391788865971423,0.045808336599225,0.0640992157565172,0.0269244282693387,0.0342643651319555,0.0529465830844436,0.0524509469469611,0.0412539172249037,0.0724405011765058,0.0476396677712899,0.057681322903453,0.0630680364798406,0.0422353192185282,0.0596392185534322,0.0663803974743676,0.00682454316534486,0.00353579102584465,0.0249582986355419,0.00321640065161823,0.00770983068456414,0.0146828844036816,-0.0028258565100133,0.0106250396737192,0.00354701841985949,0.0135732519582837,0.0154690983445016,-0.0011216498284448,0.0034509054293848,-0.00653509901039114,0.0123587441938426,0.000116417983427733,-0.00696581273537827,-0.00504372294956756,0.0150199251027022,0.027952026498462
"1999-07-01",259.506849315069,0.0455573340743365,0.0301817067112689,0.0718438510895811,0.0598577171414974,0.0351970477970103,0.0438543468872311,0.044348604796055,0.0621196491730393,0.0270330198719451,0.0335156113196145,0.0534209476876349,0.0532544827604572,0.0464123815423956,0.0592010344214254,0.0504016318018175,0.0662327371752995,0.0558871031975094,0.0414506913997865,0.0583093949823715,0.0619207061697235,0.00698261846217434,0.00539169557243646,0.0294842385956279,0.00342606768644396,0.00595529505519077,0.0185307086597546,0.0055736046688268,0.00807633577193934,0.00527517588161933,0.0138100293276477,0.020163262100709,-0.00446084904606606,0.00159679623310702,-0.00419669886196855,0.00966706234067062,0.00034442463390565,-0.00726826080129493,0.00474118174492639,0.0213099621314755,0.0312895852903874
"1999-10-01",282.881763527054,0.0509362387773576,0.0301257353581123,0.0690702785133557,0.0576268686623353,0.0379317208834208,0.0394924879913793,0.0439206423641878,0.0706154378938769,0.0277168944164113,0.0345042550899095,0.059070099962401,0.0542993955902842,0.0364221330732645,0.0652454653508946,0.0461489852288947,0.0523974802910694,0.0617563162667043,0.037783536164746,0.0597672774874737,0.065168750633921,0.0195294731490246,0.0101222920022522,0.0263650572194961,0.0138765179705993,0.0148287463177144,0.0166862905861874,0.00956624119390356,0.0220800798484437,0.0107432878191188,0.0226504658346646,0.0260137972669087,0.010132401734487,0.00902828339774945,0.0109342521703076,0.0127609111202704,0.0191302059658034,0.012119697121365,0.0114708807197133,0.0287980846399045,0.0369999807518859
"2000-01-01",274.344064386318,0.0447065620963597,0.0293235110015613,0.0750894333990374,0.0633440331395894,0.0419215576718209,0.0367664640659996,0.0611080765731253,0.0702109594283371,0.0276711853712703,0.0329189309576845,0.0531681973700135,0.0519830428711561,0.0422855325860596,0.0671914892099864,0.0461190320565037,0.0413760647835738,0.0570722938416447,0.0398179175357497,0.0560562418751646,0.0618694741653625,0.0146894231996938,0.00840759315155882,0.029074856584707,0.0107851694902845,0.012378643116772,0.014927306228911,0.00106094772124424,0.0120010529492339,0.00789180039886476,0.0150889675240394,0.0198348693821489,0.00340699764765122,0.00627882653302758,0.00688071363872855,0.0127235349655411,0.00790960319571451,0.00551485436462872,0.00703412798905401,0.0217816053319102,0.0297969849766978
"2000-04-01",288.894211576846,0.0496021019535986,0.0289827970892632,0.0703846572024045,0.0539480095304682,0.0374473698089713,0.0399985689062025,0.0512073063174699,0.072892513021726,0.0277541491120115,0.0316349052090897,0.0569992829768034,0.0587625301441611,0.0355062780576815,0.0687284685466995,0.0413375128029259,0.05077492565709,0.0624867685937992,0.0391697449639026,0.0578445483423921,0.0645375617633393,0.0140055040268828,0.00789755480582653,0.0173587832509835,0.00776604300802516,0.00972259229256401,0.013868703075232,0.00865794280811461,0.0138684820192736,0.00748591663632774,0.0161832948200143,0.0188109372578538,0.00468955152700516,0.00799362781636431,0.00360103396057888,0.0109973866917478,0.0103620502888062,0.00142017378231193,0.0068120018892308,0.02269035286716,0.029178888844345
"2000-07-01",285.382899628253,0.0512503508750454,0.0264726734699457,0.0733491071847351,0.0514900141254952,0.0403822925303047,0.03714974309679,0.0519364327812789,0.0685616641317458,0.0264181076065789,0.0388901468130089,0.0621529290265378,0.053441000993497,0.035268097554388,0.0613764070487504,0.0388195069385513,0.0464078419714348,0.0653067846134561,0.0371847446928736,0.0642119080484484,0.0699302464971339,0.0160125851780256,0.00905561673621856,0.0288414566925795,0.0123666489779792,0.0136179668791741,0.0130803341130024,0.00434580150530881,0.0181536341110835,0.00735327707019424,0.0192922098332552,0.0254818888374713,0.0043002386885983,0.00921099511467699,0.00156600794752343,0.0131028877380818,0.0105949632384689,0.00185729635157363,0.00546410561986455,0.0135383054160503,0.0279154951005184
"2000-10-01",304.877470355731,0.0456548335158386,0.0288651542608888,0.0679667723748287,0.0593177647903029,0.035859172844768,0.0394440829038721,0.0544295292291881,0.0717821673506039,0.0290738299564663,0.0364954179911164,0.059927809766015,0.0517356532331164,0.0350085552537167,0.071363255891792,0.0417980368853917,0.0431414992768955,0.0639004151789293,0.0379331702620849,0.0677513648486482,0.0585515141855366,0.0037692566358109,-0.00206018698232597,-0.0125542217849041,-0.0154310894685439,-0.00264552137476953,0.00697938032512311,-0.00484392252981739,0.00686668348801324,-0.00273138121779991,-0.000260315043321223,0.0125114850405054,-0.0055852418596424,-0.00573855639989322,-0.00500009715177524,0.00295486685876902,-0.00272687761009319,-0.00485617073341071,-0.00181773262463357,0.00298642358644573,0.000393574697664649
"2001-01-01",281.455223880597,0.0470882749705189,0.0278745688327988,0.0727397480573945,0.0740945961191058,0.032099212996204,0.0376941323226707,0.0607567287913578,0.0757255511996371,0.0286678176072458,0.0374837627329127,0.0555040762789408,0.0531514339371965,0.0360149214039455,0.0621212587855544,0.0368839256546209,0.0428899690295941,0.0528896870626823,0.0361344009579629,0.0702123859194229,0.0599735473402335,-0.00937277741846376,-0.00785521373648487,-0.0261747762922731,-0.0386367166733898,-0.00879426103016691,-0.000960291740710973,-0.0247068504509107,-0.0117057479180389,-0.00801420788840601,-0.00748176844921167,0.00503256263134713,-0.0158132792670467,-0.0124227395204772,-0.023585361764364,-0.00337035526536826,-0.0132911237055607,-0.0158108426713771,-0.015063226651962,-0.0120033450428413,-0.00838122670736481
"2001-04-01",239.523138832998,0.046089840547235,0.0288084573823108,0.0727513521672429,0.0621389401577429,0.035054864837279,0.04111626060104,0.0562415372314864,0.0613961171662426,0.0299039587386089,0.0380834341270703,0.0538292780889633,0.0521989647691024,0.0373481310641265,0.0658110480571176,0.0410328078183163,0.0436570869537509,0.0540044459140481,0.0437853830012969,0.0674921747353008,0.0692559166417184,-0.00860579487182166,-0.00742810535777752,-0.00644436669677095,-0.0217185934491992,-0.00742562701180586,0.000232402719312532,-0.0220781391331483,-0.00800972098764578,-0.00779180085537492,-0.00627116143692697,-0.00346512742711461,-0.0164059309242443,-0.0127977445577255,-0.0228985864116338,-0.00747606452967044,-0.01527001790547,-0.0192434178161187,-0.0125047543319297,-0.00207947031303697,-0.00660428397589813
"2001-07-01",286.696385542169,0.048693510914539,0.0262396105290704,0.0686336919888765,0.0631207542757148,0.0294385447789916,0.0358471532941747,0.0563779335038542,0.0713427764029924,0.0284022863624754,0.0417205264795069,0.0575803511773705,0.0514631164885557,0.0330166804288659,0.0588918992635697,0.0365431044462395,0.048588191878138,0.0655973507357908,0.0377460761814331,0.0701996662276585,0.0705567746421824,-0.00725224187524423,-0.00726782856419984,-0.0101956713869616,-0.0223409260413009,-0.00586955759099207,-0.00284241830302438,-0.0184650047985415,-0.00876112165677439,-0.00589740720963931,-0.00541427149259344,-0.00172897696607189,-0.0124888723834958,-0.0084552685608957,-0.0158642233894197,-0.00492998765609003,-0.0150911306166147,-0.0160334195563147,-0.0133617917274797,-0.00264867071362979,-0.011691442708638
