"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent"
"1993-01-01",291.628834355828,0.0427641866367632,0.0265008408365507,0.0613049107584754,0.0494920015882896,0.0321392762149768,0.0360859466673608,0.0612661826993977,0.0707354796795873,0.0264699236979361,0.0308024306487882,0.0533602807461652,0.0552388452516493,0.0384328847903918,0.081946712694814,0.0568509594237478,0.0469047448394227,0.0653040496686952,0.0455353351781968,0.0578781057933583,0.0609869021854331,0.00883522495548433,0.00581807422447054,0.0207321729683786,-0.00644445574855586,0.00664143507914955,0.0103127212405648,-0.00908802032680778,0.00860229478236404,0.00439713034316132,0.0136016861684371,0.00805344156294741,3.65581380438026e-05,0.00359059802788928,-0.00744882067308078,0.0209918924700973,-0.00274144670711515,-0.005006069780177,-0.00737272592198178,0.0118048603408925,0.0228424373422915
"1993-04-01",284.365296803653,0.049696384762706,0.0268853128286924,0.0744303850969447,0.0424888295555471,0.0380710912735517,0.0382709439425408,0.0661545081646704,0.0608098928595429,0.0246667707584018,0.0281443208184296,0.0562422142254103,0.0603618009146716,0.0367613573017085,0.0791106836320993,0.0660358505627534,0.0467735496132685,0.0524334393375221,0.0439727990767111,0.051955330226386,0.0567345350484417,0.00105628255877926,-7.87557720903902e-05,0.0120852620829368,0.000202469470717305,0.00635818495878659,0.00694804155290886,-0.0119926775605332,0.00105872071114607,7.08225068051676e-05,0.00546426814478996,-0.00683425296095461,-0.0172801434293703,0.00284969973701495,-0.0161623212723777,0.0242037882180249,0.00252861536079385,-0.00305502087913079,-0.00513712107925545,0.00120001062040005,0.0109534446885908
"1993-07-01",287.547134935305,0.0464792897335621,0.0275944062955492,0.0640270784050976,0.0456661051064503,0.0340393314257807,0.0391531385771242,0.0527247664447865,0.0650765619639733,0.0253714935119127,0.0302412658729223,0.0647400861679565,0.0582144934042554,0.0329199904085903,0.0772682230240386,0.0556412503590225,0.0565655796917896,0.0709438236317503,0.04368802031554,0.0516025611505722,0.0580425345093257,0.00263367162233747,0.00366199545171105,0.0160475600986107,0.00400831144612306,0.00694930728213449,0.0117276656143818,-0.000413466960893569,0.00887480538755295,0.00327768892437528,0.00838036033607077,0.0134794686998949,-0.00290847063963858,0.00498658429837658,-0.00107185225295287,0.0224022440469035,0.00434439172276486,-0.00199938603549154,-0.000687955312533436,0.00873468640359125,0.0172555716964248
"1993-10-01",305.452574525745,0.049968166588879,0.0267557348635359,0.0656423826342153,0.0410466626317659,0.0316582304118719,0.041560278515546,0.0513156023658958,0.0674814874353489,0.0248289055902164,0.0299956309656895,0.05661217704953,0.0580603029285862,0.0333374748334177,0.0757558759341053,0.0493162033477385,0.0666308553008533,0.0697148350378445,0.0384883004406762,0.0616526099410377,0.0601782831832459,0.00773891105783208,0.00736349127669489,0.0247824218626204,0.00841547668139715,0.0115448489389341,0.015201295970124,0.00107382138709761,0.0127706357922579,0.00778253695003821,0.0172294416664661,0.0211402925682339,0.00641510305117891,0.00735315864636883,0.00553032428249534,0.02049968651558,0.0134174719193781,0.00331426544311985,0.00454979365677043,0.0201330493066153,0.0301932116669453
"1994-01-01",279.795731707317,0.0443933026875013,0.0278028993044353,0.072984161512785,0.0593725826520993,0.0360284590127487,0.0393740061081136,0.0513594045485658,0.0661250613657055,0.0257360716631546,0.0292411886526633,0.0594116068552203,0.0541393274708515,0.0345541854023271,0.0803085329253,0.0571229233474586,0.0489652682040052,0.0626323418619874,0.0355132093857485,0.0558682799078581,0.0590671871314709,0.0041469124224256,0.00657329091251805,0.0242230995029772,0.00924132833342086,0.0112302088430275,0.0138056342501464,-0.00558625327856757,0.00902347583268223,0.00609233283259815,0.0142626982406001,0.0127617605398708,0.00389163285047965,0.00721279111438593,-0.00056136853140913,0.0217169029528063,0.00749070375027406,0.000713202943422477,0.00118258650711813,0.0137500539608322,0.0279537225405983
"1994-04-01",298.204188481675,0.0395241330773128,0.0260112120798524,0.0750056768290519,0.0632284218165713,0.0407328280082646,0.0398797959053895,0.0428735831740948,0.0638906005825686,0.0266560294469368,0.0320019853478066,0.0643410008841343,0.0556483480279552,0.0349104635076263,0.061239496406549,0.0689709667244778,0.0537838014536077,0.0554959839308423,0.0352912940819063,0.0624358308793051,0.0580785478357468,0.00765914135713179,0.0065565057837647,0.0247135872003905,0.0129107954547529,0.0127212979023947,0.0194124501478227,0.00710919406783391,0.0162949661223266,0.00946432141135059,0.0132583477848998,0.0233794567794658,0.00321860366011237,0.0082094252600909,0.00242675700008411,0.0239564723946499,0.0187075648688674,-0.00252770964297331,0.00831017266453273,0.0213648335236794,0.0305701360625741
"1994-07-01",283.186893203883,0.0416115296437924,0.0293266113929228,0.0754574012037439,0.0592082609823428,0.0388931163921019,0.0386309004881793,0.0484732440176925,0.0653787649815434,0.0252377599715507,0.0307545878997155,0.0602690742393995,0.0514569768648757,0.0325240024243735,0.0696839292517789,0.0647769365171831,0.0525704564328778,0.0612912485574698,0.0382774602940117,0.0535001303333285,0.0626776081111163,0.00855370381274798,0.00969418412247129,0.0246553922633561,0.015618068421304,0.0125148152894122,0.016136738219735,0.00234201507588283,0.0128335317505034,0.00750482017399314,0.0111850981563536,0.0215111326531135,0.00253748320313972,0.00859576323454666,0.00790765097996671,0.0189782004839838,0.0139551474349642,0.00591773298901244,0.00736563185758343,0.0122950261304726,0.025810275255752
"1994-10-01",279.700748129676,0.0390154499537526,0.0275290553134075,0.0746397591001084,0.0491348262155977,0.0361851090295124,0.039770685640394,0.0520371975418512,0.0653870687762554,0.0246416541819481,0.0307748396287795,0.0598060934569608,0.0570821245324741,0.0380126750107029,0.0735743494202077,0.0714453852586778,0.0568324772804559,0.05701725826646,0.0340720350261293,0.0559209208439768,0.0571210355223481,0.00165004792699706,0.0052746856065406,0.0228828382892033,0.00454253065315105,0.00881570199181303,0.00941602567843084,-0.00944585766186284,0.00623452446882386,0.00370362126034398,0.0107948975439488,0.0124133406055838,-0.00785212646664077,0.00251679190224811,0.00444984968630707,0.0150610551002898,0.00698455722893259,0.00955447100481896,0.00532762357038995,0.00872464314726174,0.0244411177728745
"1995-01-01",292.047619047619,0.0420735445347337,0.0270080452059854,0.0731559679066741,0.0534618656457965,0.03070967125494,0.0396132440829098,0.053724350648947,0.0692427592582874,0.0235433319106709,0.0309418884685338,0.0551129571195286,0.0547921209156344,0.0441119168744287,0.0648598402416014,0.0644740849358241,0.0604719630770017,0.049186873837376,0.0374057587471726,0.063663944205202,0.0624458711287517,-0.00459236952644805,0.00120657422740578,0.0206155094999595,0.00347154594294656,0.00412409599819286,0.00430443574330544,-0.0115928567819678,-0.00591206627220652,0.000275834812708551,0.00718976274646862,0.00718166408344939,-0.00938431410159266,-0.00721635821841232,-0.00597131223476725,0.0107536899270769,-0.00719737080833766,-0.00599208939675981,-0.000659315109781066,0.00517733895688931,0.0111643624967033
"1995-04-01",299.375,0.0374647278314269,0.0277118745567698,0.0738353423626848,0.0478329094018602,0.0265438520158012,0.0503323528409963,0.061985309042991,0.0633200252952015,0.0256874923316303,0.033236838606795,0.0564459799071551,0.0574119915623523,0.03471797874678,0.0635731975901351,0.0584220442356512,0.0616698528295112,0.0512178029662166,0.0402985509856019,0.0640111736180313,0.0642807032724082,0.000111224448755026,-0.00113449179670787,0.0033853567769309,-0.00276691919695343,5.67380509343807e-05,0.0135773540381759,-0.0196845590239322,-0.000752777510837608,-0.00254405291479231,0.00338917437486158,0.00898685334657026,-0.0154405132826042,-0.00256619272889467,-0.0211282181400006,0.00634081680525475,-0.00856610673706284,-0.0140627274091604,-0.00347997619024236,0.00303110547636064,0.0169838252398694
