"quarter","wordcount","inflation","growth","employment","rates","profits","indprod","housing","nresinv","consum","fedgov","equities","other1","other2","other3","other4","other5","other6","other7","other8","other9"
"2011-01-01",328.976445396146,0.0300507543927667,0.0295176001346101,0.0225869631784591,0.0185901645674618,0.0414238728978062,0.0258054867526137,0.0242902950029713,0.0201353584249703,0.0211200483770247,0.059648589254607,0.0978896265379966,0.0957982211651674,0.0595874481110569,0.0557896051903761,0.0897033976277874,0.0793955751768067,0.0447241375577069,0.0978777833867759,0.0298147664126394,0.0562503058503961
"2011-04-01",343.81974248927,0.0270069606592423,0.0363007196638773,0.0270866464143496,0.0179383159478353,0.0453646388830166,0.0267222041510136,0.0250275405556521,0.0127024973929145,0.0251533226170067,0.0664050224879737,0.0996567502385938,0.0905370314735028,0.0910927574563574,0.0466630545863501,0.0783028405903608,0.077129258423409,0.0422695648384117,0.0908906471487561,0.0283132531555809,0.0454369733157956
"2011-07-01",368.14979757085,0.0263526630766832,0.039528765026814,0.0250167418289085,0.0252740059831768,0.0287002666428231,0.0160931958597314,0.021844613186651,0.0202509989767523,0.020521243569852,0.066370622061995,0.0883021979001187,0.0911734294454898,0.108385201026931,0.0423985520877874,0.102174310585692,0.0703871475101144,0.0493169584445635,0.087065985817148,0.0297148167702259,0.0411282841985422
"2011-10-01",370.584347826087,0.0210545617906999,0.0344144745446059,0.0235241052891047,0.0214741525088617,0.0422698565970949,0.0179051843443257,0.0187888936871308,0.0189980500660524,0.0225303829572086,0.044361004868598,0.081859111496806,0.0839596977998598,0.144664074294436,0.0513426297682071,0.089999971073774,0.0739080251100528,0.0505226273314321,0.0910375039370753,0.0249768123300894,0.0424088802045846
"2012-01-01",335.717021276596,0.0211430495874838,0.037696016544903,0.025067768839337,0.0200705727073241,0.043496516006362,0.0217117873745094,0.0219595838069641,0.0188572613295832,0.025871293363598,0.0456076392380088,0.0918524126472566,0.0931082137256024,0.125079418347767,0.0460733082549583,0.0693090996797424,0.0734868220385982,0.050872930115985,0.0949579565950866,0.0245334412408864,0.0492449085560435
"2012-04-01",351.418552036199,0.0235587135435676,0.0419409754537478,0.0224655174813035,0.0243999986552497,0.034277470741523,0.0239239574276002,0.0230538237001291,0.0152318709747234,0.0219981791079824,0.0520081242903108,0.089228477443695,0.093827525060501,0.14838657182675,0.0449386445515077,0.0778271327916842,0.0663851633754687,0.0527883830119318,0.0795087484138289,0.0232265887858592,0.0410241333626361
"2012-07-01",355.859259259259,0.0183824071738986,0.0392037756944348,0.0205935391572938,0.0229389964768288,0.0417304020601467,0.0184976010392786,0.0229750343074897,0.0162034326499079,0.0213309547766881,0.0461385266275095,0.082957195184833,0.109125579306269,0.122197287280213,0.0531485084369738,0.079018101558697,0.066263910643672,0.070260400400386,0.088349542672092,0.0208307240400415,0.0398540805133468
"2012-10-01",366.370826010545,0.0191719002120677,0.0390634432726598,0.0202745222879473,0.0235293274014878,0.0339430108080389,0.0182931444915111,0.0202534904837753,0.014677917959533,0.0196528318904039,0.071595448066265,0.0858676904634209,0.109804604418849,0.117692123011774,0.0568086705029792,0.0854777554837988,0.0702243919654869,0.0430322230544336,0.0781587377715513,0.0242425706401284,0.0482361958138881
"2013-01-01",341.780126849894,0.0218516384744464,0.0367323790737901,0.0225566389199017,0.0176735795628762,0.0398551418636246,0.019082403256652,0.0199106645752017,0.0165728659747539,0.0204192166164629,0.059054134243237,0.0846982613621328,0.103162767790808,0.108593266691975,0.0596365276056443,0.0747439400672268,0.0833856914152473,0.0519744911568512,0.0916051831033914,0.0259129367474891,0.0425782714982873
"2013-04-01",339.222419928826,0.0242735902618304,0.0441827786284088,0.0236344514900989,0.0191796313554119,0.0451937587658935,0.0193033021421426,0.0213632957002859,0.0197865476348682,0.0223521620156545,0.0389620671943115,0.106911293332353,0.0902169626310497,0.104903785103921,0.0597823306384703,0.0780582066979051,0.0764714619803834,0.0529326875244537,0.0800900856858956,0.0347471969985817,0.0376544042180799
"2013-07-01",338.215083798883,0.0250969002478674,0.0417320212824102,0.0298034513435046,0.0303126609458626,0.0412677928250359,0.0219190528802235,0.0226225491720162,0.0180425587094919,0.0221233628367271,0.0377459633040373,0.10833231822026,0.10735098771145,0.079428064767868,0.0513741004730283,0.0841506982037185,0.0718174389165234,0.0479139072633951,0.0838620467086167,0.0247943255172421,0.0503097986707216
"2013-10-01",345.297008547009,0.0276237775258387,0.04203610101156,0.0245671708284752,0.020364521282978,0.0403055075972066,0.0172024069376987,0.0201983685739562,0.0179193231971585,0.0235630856984515,0.044150093376986,0.103349615985067,0.095031650034735,0.0890566921258156,0.0588188099281447,0.082360427982262,0.0748536284171979,0.0556689364046279,0.086987523663398,0.0247265245706629,0.0512158348577792
"2014-01-01",362.601503759398,0.0244463033602706,0.0414153647196537,0.0293414654270602,0.018620069528093,0.0437509665670358,0.0189603719437076,0.0184069787462918,0.0210253956084918,0.0226849747377923,0.0339864082199209,0.0889297722865688,0.08589660238334,0.0790841889383212,0.0672899035290018,0.0907017296083753,0.0844377493448176,0.0553825274791876,0.0968129116650159,0.0307012208334854,0.0481250950735688
"2014-04-01",356.912935323383,0.0255913176361903,0.0442425723260997,0.033244211839679,0.0198351563751916,0.0415303377161724,0.0201551637912713,0.0198608097699125,0.0169894454617717,0.0215853549137525,0.0338697517701882,0.0961339613762992,0.0945856583933115,0.0841228031251122,0.0641037871761352,0.0871900692644506,0.0867801988666634,0.0454897131267119,0.0921738141332661,0.0219213792511275,0.0505944936866933
"2014-07-01",337.960113960114,0.0295101042132748,0.0446484799376272,0.0294786949999492,0.0220840044895548,0.0462032887290441,0.0196586015095348,0.0184908194168361,0.0192017708182097,0.0258418261127115,0.0322407444343977,0.109588575872176,0.0876481132178929,0.0919857503186557,0.0655061633382831,0.0853680683307676,0.0751004210578576,0.0500128415459187,0.0796754056998158,0.0232798052239538,0.0444765207335383
"2014-10-01",367.473684210526,0.0280188642382127,0.0387967059409874,0.0235372234532547,0.0177329764446051,0.0404794888216314,0.021759369672516,0.0236668589361979,0.0182937088883413,0.0242464482027141,0.0361900350360688,0.100073555500425,0.0958293839879228,0.0904453300577959,0.0663197640567948,0.0884128191995425,0.0714876332359825,0.0625945234154814,0.0876516739149947,0.0276871734593634,0.0367764635371677
"2015-01-01",365.703016241299,0.0300452342364186,0.0331494448082879,0.0220516253895907,0.0183774044669912,0.0410109854876974,0.0220602821985086,0.0214710269474107,0.0187488764667735,0.021210407542592,0.0439904382855393,0.0956569398840092,0.0958829347174229,0.109884563087494,0.0547714453284892,0.0881736004509013,0.0689374135460675,0.054872914317418,0.083304256143442,0.0349415053572347,0.0414587013377114
"2015-04-01",357.736842105263,0.0227987048958529,0.0334326885726153,0.0226710597144311,0.0199713713133151,0.0418687135298737,0.0222984228835938,0.0191852977878671,0.0223980968321559,0.023647039889451,0.0297299624519511,0.111298764561575,0.0989315769461633,0.0991827691525772,0.0648220240787638,0.0780486050444857,0.085521549525252,0.0549697023745238,0.0770034880777702,0.0325427819468769,0.0396773804209048
"2015-07-01",367.324022346369,0.0283832061809981,0.0346726346453241,0.0239122850258222,0.0211341910678332,0.0424164311030529,0.0208189509876415,0.0193908808199723,0.0227657914097188,0.0207354932806407,0.0305047453453722,0.112588816619973,0.0906265599174206,0.0939634606218797,0.0692719730603564,0.0934644846567587,0.0650085229283022,0.0513552184833227,0.0810880387288167,0.0398487360082989,0.0380495791084949
"2015-10-01",372.300505050505,0.0312854371556781,0.0346304490769827,0.0218169303707396,0.0256565183301335,0.0510649156982399,0.0297325910673485,0.0159502019020925,0.0236141720148997,0.0261411282657044,0.0332245195533672,0.114013788799756,0.0968975364548516,0.0631688798580155,0.0576378947212279,0.0875558203211195,0.0738937852929252,0.0534853274959992,0.0809911945844228,0.0377260145301417,0.0415128945063549
"2016-01-01",349.388198757764,0.0234843775319282,0.0383168846964555,0.0255578735868383,0.0203161360086413,0.0461355176918433,0.0312234602333052,0.0147506293821708,0.0213874715869767,0.0256851036131665,0.0293067009359462,0.123231469257622,0.089985551100516,0.0538520401625366,0.0702204787141855,0.0895604692901321,0.0737464120320831,0.0519788627585933,0.0757609105464626,0.0495094608455847,0.0459901900250121
"2016-04-01",363.432258064516,0.0210823483435314,0.0362007081732325,0.0267323470087988,0.0257698361653506,0.0417806186907054,0.0244419992301961,0.0131086638995638,0.016828116000576,0.0206287571160778,0.0289774233444512,0.105840176005669,0.11243003184882,0.0556542538019746,0.0534144173953001,0.0883106538024413,0.0937778778651534,0.0591910111802853,0.102649280631042,0.0302281204719447,0.0429533590248873
"2016-07-01",378.191304347826,0.0249058989552071,0.0319012776686605,0.0209766136431849,0.0234432740834219,0.0431224803469874,0.0164942440042059,0.0149807435016639,0.01918648453644,0.017641083523249,0.0296114212458287,0.104465401424157,0.104088224661132,0.0827490560552292,0.0615961040912987,0.101101313547088,0.0877162511450364,0.0383243614222505,0.0926949215408807,0.0339888014614596,0.0510120431426187
"2016-10-01",378.16862745098,0.0218797002417324,0.0325712631858231,0.0222291673766784,0.0245392322625983,0.0500309484768235,0.0186707578583858,0.0173226797744514,0.0230428990741288,0.0162996057355555,0.03812763559538,0.103287798875861,0.1219481130742,0.0475447080395047,0.0548618792459304,0.101431371910832,0.0859384237637014,0.0436149369754586,0.0938562304648061,0.0341073311039488,0.0486953169642001
"2017-01-01",384.151394422311,0.0222334848084324,0.0293789174467097,0.0255135739007697,0.0227721335634257,0.044395315457696,0.0193383010291718,0.0179030209628866,0.0161940770852323,0.0149714194326921,0.0408118284567229,0.0954303261805407,0.155866927556158,0.0531055504664934,0.0518253417222585,0.106099979224329,0.0766730752847097,0.0426033560269905,0.0853147064080811,0.0346813338765488,0.044887331110151
"2017-04-01",383.862204724409,0.0209594825543482,0.0310342835504979,0.0209041548723653,0.0227796576838105,0.0422993462927923,0.0198056125661878,0.0201987907946411,0.0189276228075933,0.016283960303798,0.0566936222192642,0.0918728445193585,0.135859520403344,0.0641532881337496,0.0643927169582182,0.0931370203533426,0.075016815667548,0.0466962207415367,0.0851823050684672,0.0283730789150013,0.0454296555941357
"2017-07-01",389.943127962085,0.0210343232040105,0.0270154960874786,0.023082181103611,0.0306327874388423,0.0458564913701556,0.0206346356674335,0.013957977830595,0.0169883584429339,0.0156648227254166,0.045072426152944,0.0937574260307849,0.130065537645898,0.0427585784939639,0.0551190041023112,0.0962898215029404,0.0919210810146835,0.0313770756524791,0.111849922346622,0.0326213227510887,0.0543007304358063
"2017-10-01",444.384279475983,0.0272762025742705,0.0293880610788407,0.0180866141608927,0.0211849230846773,0.0404705994231757,0.0200343345200338,0.0191295533172338,0.0159391799198531,0.0134262348947688,0.0661761356081164,0.0771440997110472,0.138604018291943,0.0500011161584072,0.0630247448054687,0.0953614229101664,0.085524857565092,0.0417082313277896,0.100064024403122,0.0244058081952431,0.0530498380498578
"2018-01-01",403.2,0.025680944166041,0.0671767127131831,0.0181931838287415,0.0103495317762287,0.0720388088525067,0.0185835566164417,0.00693001011053782,0.0120170987435958,0.0102542691798924,0.0457358118416065,0.0987286441665925,0.0743882247906046,0.0183468784750334,0.0299102351184467,0.0823455710584432,0.156799601569616,0.040937281916832,0.125384870466906,0.0149116337000895,0.0712871309086607
