"quarter","wordcount","inflation","growth","employment","rates","profits","indprod","housing","nresinv","consum","fedgov","equities","other1","other2","other3","other4","other5","other6","other7","other8","other9"
"1995-07-01",271.666666666667,0.0306207859467207,0.0255777306685187,0.0230459816396024,0.0540899273572092,0.0459956108615264,0.0226776397174976,0.0264391463112183,0.0172134175752244,0.0249500526688575,0.0381671670809543,0.151147376151337,0.0885332944152022,0.0478039407734141,0.0476681972001853,0.0576678038743202,0.0514936206879083,0.0395524452859909,0.0811129969100179,0.0658368599820168,0.060406004892278
"1995-10-01",280.120401337793,0.0272662228906932,0.0215115997022081,0.016046435845204,0.0564982803093144,0.0460288575468746,0.0184362182665223,0.0254903988503509,0.019690541051239,0.021125703740149,0.0600147764910764,0.127300566209081,0.116291865597753,0.047210623589929,0.0558972897943318,0.0661299357333112,0.0528305758179916,0.0357281082790971,0.0863107494147051,0.0417484886183399,0.0584427622518281
"1996-01-01",310.542750929368,0.026206244350185,0.0250391689817037,0.0248536981124679,0.0423025653754209,0.046249760689604,0.0255400194355359,0.029100779559929,0.0210466872181601,0.0229446224416131,0.0479884891410018,0.124326956721626,0.107547382272018,0.0448674440112701,0.0742019278557674,0.0628962792728129,0.0578951698235054,0.0300922685047172,0.0878648821484277,0.0359448095138496,0.0630908445703836
"1996-04-01",262.846473029046,0.0328098887707249,0.0276356042919031,0.0214552287939106,0.0644080708399596,0.057540551845274,0.0277790954620904,0.0240577005323663,0.0198159962792896,0.029652928106585,0.0352635575781912,0.155503182278581,0.105108555460969,0.0398156608130901,0.0595004827618245,0.0504129249202345,0.0518018051443807,0.0303555344552271,0.0690645995028198,0.0426181363839569,0.0554004957786215
"1996-07-01",282.194366197183,0.0320640837215723,0.0289844957932521,0.0247230464473868,0.0483505641801427,0.0428125001793691,0.0200190510646635,0.0231397532151407,0.0202954813134762,0.0262665538854817,0.0389689590836172,0.150962043630114,0.119895984520643,0.0434602396865172,0.0573898043803149,0.0642695448580273,0.0592743866793151,0.0285984181570229,0.08706877732471,0.0350472899749849,0.0484090219042481
"1996-10-01",279.335697399527,0.0294664952865433,0.0272514688307133,0.018611715537737,0.0512800496248681,0.0531988062167106,0.0224405871079482,0.0215869218271055,0.0170367313093951,0.0303661559198314,0.0400872809262543,0.159834911889487,0.105486498389865,0.0441733344370472,0.0500534116839629,0.0609742311453025,0.0562488286336527,0.0262691984608405,0.0829371224777136,0.0436948604458172,0.0590013898492037
"1997-01-01",309.764018691589,0.0322918215603075,0.0248475767744963,0.0276767245851254,0.0472058465406945,0.0431670463638176,0.0215457716679372,0.0237921803581835,0.0193224759247698,0.0218492312430273,0.0413822967946695,0.136261548516122,0.107991298318727,0.0311536548894576,0.0546138729752198,0.074656438701781,0.0547308198019938,0.0285592978307454,0.0938639805447068,0.0374277601241204,0.0776603564840975
"1997-04-01",303.113402061856,0.0297124723301604,0.0253731044491089,0.0230162310536304,0.0488382658116166,0.0467796459670615,0.0204289839446785,0.0240370300214891,0.0198770765983815,0.0253644789719383,0.0472102892452632,0.138763242196696,0.109303946214194,0.0525413305043071,0.054866806592454,0.0572729504778709,0.057847795213286,0.0309884387380372,0.081667236399754,0.0386733348315294,0.0674373404385423
"1997-07-01",301.314754098361,0.0329837478241668,0.029699097831838,0.022851695996653,0.0558267729244442,0.0452636467663993,0.0227949555077419,0.0235483653691987,0.01949571736168,0.0281971319477273,0.0329003460301953,0.161905515120079,0.0880422263599994,0.0404380001467456,0.0545376707460655,0.0623149909133464,0.0570806652230502,0.0322567863903897,0.0828713874946505,0.0466125475524578,0.0603787324931713
"1997-10-01",304.211240310078,0.0261313469108697,0.0253055500262026,0.0204493923229606,0.0414189929656521,0.0418924947113688,0.0215957943831648,0.0197787838563904,0.0218304435378419,0.0216727536641035,0.0341087770901461,0.1178821387052,0.101253239939347,0.0462579608467569,0.0948162935617608,0.0667595688875917,0.0443042810202382,0.0472841959155289,0.0860641266635242,0.0662396042667852,0.0549542607245658
"1998-01-01",318.860169491525,0.0258691303548374,0.026059578160486,0.0199077335519515,0.042016344451769,0.0429260688248129,0.0224599257060688,0.023050377673241,0.0221526528201745,0.0232136021047648,0.044824993793125,0.11420428572615,0.100209512053199,0.0373066751479704,0.0939389471963508,0.0687994632727709,0.0478666577425281,0.040884513720113,0.0833602820137741,0.0512312737348411,0.0697179819510717
"1998-04-01",292.840172786177,0.0239531653911631,0.023759259693356,0.0185917101630636,0.0348272662792767,0.052834096772777,0.0202541506795962,0.0220959409113369,0.0199359351284376,0.0211303940683754,0.0328584091352895,0.114306383521405,0.11394011410395,0.0483997942169919,0.100614324286252,0.0650088370488897,0.0480216407069752,0.0430957134302665,0.0898616120497561,0.0498203152275751,0.0566909371852657
"1998-07-01",299.062626262626,0.0251443290810184,0.0264072407642989,0.0185081496676001,0.0396784042925821,0.0445120619463049,0.0200194628918022,0.0200636830546388,0.0263832671968236,0.022253664032368,0.0353412225290296,0.115092349983098,0.095845017163022,0.0522573459682283,0.0923391219369658,0.0770334627835979,0.0415440384185936,0.0517192401639495,0.0813397439685641,0.0641392853459567,0.0503789088115573
"1998-10-01",286.661885245902,0.0237225356388134,0.0300835226581843,0.0168997788323204,0.0387719288607907,0.0531642723637897,0.0176502928251549,0.0218239015474327,0.0242198683614276,0.0220160970837232,0.0513142119390648,0.117141246124215,0.101552010787417,0.0587567957819422,0.0794237698546483,0.0696684338500082,0.0428091289007269,0.0443479332054306,0.0773799422541706,0.058132068178535,0.0511222609522049
"1999-01-01",323.265010351967,0.0229238632228171,0.0273542587768542,0.0169369190692351,0.0385870913296015,0.057899433853366,0.0242168298133239,0.022503192505968,0.0223685326363896,0.0211193991938062,0.0486684735721016,0.119126917985243,0.0905715085372463,0.0478093473220936,0.0694743940980552,0.069767231130071,0.0513473143376819,0.0415808194712916,0.0899623439687947,0.0619981720707784,0.0557839571052815
"1999-04-01",272.866666666667,0.0289969313038729,0.0312761212000446,0.0199471788326598,0.037736002184645,0.0503594112346868,0.0234048017807315,0.0232005645283,0.0201519043287788,0.0263818371494644,0.039284111562566,0.141385448343234,0.101959065365032,0.0459679236565036,0.0789784548774703,0.0656474762878786,0.0429041748814004,0.0388975545996019,0.0748678289186742,0.0523589576717229,0.0562942512927324
"1999-07-01",259.506849315069,0.033393891951945,0.0274947192014305,0.0233402969375215,0.0426912404445794,0.0509909640264448,0.0242127394935048,0.0263342653946832,0.0216110676031831,0.0243612537531737,0.0331490354753819,0.136625430274409,0.0850978868863837,0.0496542431541367,0.073222807279812,0.0737878493348192,0.0475185907858049,0.0411566913963425,0.0701252080862071,0.0618925714238624,0.0533392470963744
"1999-10-01",282.881763527054,0.0340085212715399,0.0314292938796689,0.0217664425248648,0.0356930218108534,0.0487787908982093,0.0261405851022426,0.0206700302988145,0.0219948770180113,0.0296405044416856,0.0320119954430973,0.133465663315304,0.0968187043449621,0.0375442723331841,0.0745896878912358,0.0711790853372379,0.0581985068897863,0.0352104799257069,0.0865220501023028,0.0453017196154736,0.0590357675558188
"2000-01-01",274.344064386318,0.0348262021267303,0.0314763220293611,0.019831067197418,0.0397251620778035,0.0494628000086415,0.0291798918667388,0.0210689036699252,0.0212265074329801,0.0245804341040665,0.0514491620034482,0.143213486354474,0.0981521181250134,0.0426753556329968,0.0626124823293267,0.0763759484524842,0.0525875977289615,0.040059842840514,0.0752991684397825,0.0327431100408745,0.0534544375384588
"2000-04-01",288.894211576846,0.033516996508729,0.0299325954336954,0.0239587787918542,0.034989730822941,0.0489804996340164,0.0253371718173992,0.0223598549624405,0.0186769123544372,0.0234450254493679,0.0389016422175569,0.133999235418451,0.101581584180581,0.0393903664698815,0.0791404956967526,0.0667824848215155,0.061981756962676,0.0318051818061663,0.0882613467597223,0.0385028592159323,0.0584554806758836
"2000-07-01",285.382899628253,0.0302811316648878,0.0291613659493811,0.0184898714484646,0.0331873629009317,0.0551666637211554,0.0322397851229665,0.0192826406066472,0.0170849186137808,0.0308300162577824,0.0399065904876483,0.149933368857387,0.0926316159684989,0.0408350671753365,0.0611739126130643,0.0588730368155605,0.0692417189166257,0.0303984126427197,0.0890339135201031,0.0411119567987207,0.0611366499183382
"2000-10-01",304.877470355731,0.0293117776488648,0.0383929903974623,0.0176714603145517,0.034702934006678,0.0620939732142526,0.026235115871828,0.0182480527790981,0.0187674270405889,0.0315325129233905,0.0426102121450927,0.126099443173117,0.103066784894168,0.0372801097562405,0.0674576542030989,0.0723564173560976,0.0562566110911166,0.0322204362459325,0.0919666502634232,0.0333463512634255,0.0603830854115724
"2001-01-01",281.455223880597,0.0241116086674876,0.0403317102042352,0.0199152965925871,0.0301853421581929,0.0687721076153774,0.0260045706711221,0.0179667207475337,0.0169081661138976,0.0312635668847293,0.0533694274648485,0.140199620089477,0.0918478833683274,0.0372778528123629,0.0493233212259638,0.0914589825518703,0.0483528409200294,0.0318745524590844,0.0880922008563323,0.0367827126930307,0.0559615159035098
"2001-04-01",239.523138832998,0.0263612393575488,0.0388177787834586,0.0240206675558579,0.0336687493800146,0.0707844247620908,0.0249112049695129,0.0222199914565826,0.0186287023062619,0.0318140107718819,0.0502668400695029,0.143833557536777,0.0964583414199185,0.0521920626490898,0.0572058629247541,0.0643740000602838,0.0490664577829131,0.0332682488066701,0.0694410759387528,0.0363855364980272,0.0562812469701003
"2001-07-01",286.696385542169,0.0216208251066966,0.0394739269657033,0.0204327444829392,0.0266367034270086,0.0649991858350165,0.0276728515993485,0.0176270033248143,0.0166799448214553,0.0334244784677051,0.0506622658643508,0.142991818866222,0.0878588328543593,0.0426661498846112,0.0664466315918228,0.0744581156799151,0.0488779143892719,0.0286292920448987,0.0942005571063467,0.0394792360459955,0.055161521641519
"2001-10-01",294.196814562002,0.0197453241211741,0.0353589445105885,0.0243910584515742,0.0288306802937526,0.0675203316799034,0.0231276241708334,0.0185570826018408,0.0176682384424612,0.0267842848132143,0.0629197735850507,0.10289583153564,0.100235617089877,0.0355248952045762,0.0629693326729505,0.0773153591588391,0.0565530028684276,0.0343464377180943,0.107188138170689,0.033975615342074,0.0640924275684398
"2002-01-01",262.230215827338,0.019021299976648,0.0312818122123343,0.0202475840683706,0.0277024628211892,0.0641588433859894,0.0213578145245617,0.0238973248082376,0.0180081184826355,0.0262154928949893,0.062326114249477,0.113187198026768,0.116255413070772,0.0394782329818631,0.0541766953715395,0.0577661511340106,0.0636413542080415,0.0360192498497888,0.098677411464278,0.0388377516343886,0.0677436748341181
"2002-04-01",276.570754716981,0.0219136433191139,0.0304897283901819,0.0247108587369957,0.0350253832053678,0.0587547918189539,0.0276506905929792,0.0212655199421557,0.021718061876648,0.0249383367365064,0.0448801903132479,0.125078722725991,0.0995841840534187,0.037089967418941,0.0617733490745819,0.0635511894957327,0.0697248330758056,0.0330757370734587,0.0933307282051713,0.0353693431561236,0.0700747407886251
"2002-07-01",281.127192982456,0.0214487677809775,0.03298639040688,0.0240588087813015,0.0296254406706578,0.0552258787756039,0.0249895968057575,0.0236993794972652,0.0201720176329352,0.0292952990395227,0.0381228369972066,0.123650367043211,0.101488108319622,0.0396147273230143,0.0626595335569731,0.0706543189529503,0.0617938999052853,0.0352291589571845,0.0955374540164735,0.040728002381444,0.0690200131557337
"2002-10-01",278.769347496206,0.0207360771100068,0.0340486828389251,0.0224207994179855,0.0285451670309271,0.060377214507151,0.0227269306924257,0.0208954587664106,0.0183339768569818,0.0245947613047088,0.0511575861577345,0.111334157418719,0.115391175754456,0.0422158387348213,0.0634847338916538,0.0718891209223082,0.0580925185254695,0.0374680706387879,0.0933567128742844,0.0390617532587233,0.0638692632975196
"2003-01-01",271.001828153565,0.0215840137792506,0.0322787989522739,0.0223043108185366,0.0325752478901807,0.0615585965361229,0.0272817009144088,0.0233811301548927,0.0181301181970252,0.0289634209801038,0.0618544314587749,0.124220845767775,0.095836248702938,0.0388354339448364,0.0752558562485133,0.0682894412673168,0.0551118965414705,0.0326137258040852,0.0781778873865016,0.0384145933562933,0.0633323012986997
"2003-04-01",271.334465195246,0.0224723916063803,0.031457931346995,0.0221836738918648,0.0413585525039032,0.0571779205432024,0.0230990308389669,0.0261012310024021,0.017896652859107,0.0286367485339199,0.0473802105550968,0.130012505013632,0.0955630290312203,0.0449414052088921,0.0657154634935283,0.0648216177877196,0.0593419477575633,0.0327923718433788,0.08702355869887,0.0418712084934312,0.0601525489899256
"2003-07-01",264.212276214834,0.0256894612021429,0.0348401555504861,0.0269697613821015,0.0361694671716749,0.0499472006730507,0.0251504049363581,0.0243669764211157,0.0184744394546805,0.0286586842129323,0.0441115077941946,0.130346148546921,0.0902036269683086,0.0495256358633786,0.0652864516608906,0.0575507758008203,0.0649749084274321,0.034626006939417,0.0920074822656626,0.043167643833837,0.0579332608945952
"2003-10-01",285.956066945607,0.0230169333742419,0.0347679799643882,0.0306727376291202,0.0286446156077097,0.0501948271555905,0.0268097698331787,0.0212687267604948,0.0163033098902552,0.0302199519975407,0.0399776648271942,0.120689075966064,0.0971938830472903,0.0435434843184012,0.0856995601251729,0.0597899377991379,0.0605976898575635,0.0307271795915263,0.104936260791992,0.0396273530688815,0.0553190583942558
"2004-01-01",283.192079207921,0.0266280054228097,0.032715879605472,0.0279224564130933,0.0301767949790843,0.0512285641974404,0.0298477170930148,0.0313981017355162,0.0167929005946757,0.0305927587397546,0.0502037096448454,0.136165334569351,0.0924586767622313,0.0387078468068469,0.0660552143656307,0.0692155685593939,0.0569202990016128,0.0322577959249149,0.0766004123421837,0.0432937988732459,0.060818164368882
"2004-04-01",287.694779116466,0.032996589724847,0.0324464911530707,0.0245369191755576,0.0344588329334332,0.0491232944146146,0.0302798947406869,0.0270272615028991,0.0172748009932803,0.0328580817885121,0.0373116393210676,0.157941999808456,0.0904811330214954,0.0410722620364962,0.0713029138303842,0.0619122233519472,0.0563383134578432,0.0355309252384861,0.0789040890717781,0.029639970241408,0.0585623641937363
"2004-07-01",264.162303664921,0.0381274256532183,0.0410114767725936,0.0308226759179134,0.0378853606324971,0.0517091783639068,0.0335692186395588,0.0277771645263287,0.016139311482722,0.0399932984627185,0.0364706544506576,0.174784869656233,0.0718267600487698,0.038632383949881,0.0549698011989335,0.0604048036742699,0.0521487408834056,0.030701689072852,0.0700659283789284,0.0363299459111496,0.0566293123234627
"2004-10-01",284.533487297921,0.0319092872148152,0.0350427533823053,0.023694893230099,0.0357439114513308,0.049514184672873,0.0301564156320139,0.0254791506946905,0.017800439124702,0.031685279391949,0.0416827478924476,0.14922937233699,0.0811998236208411,0.0493153653153405,0.0647778027846776,0.0559103418752082,0.0616576931089174,0.0315751692044678,0.0787681989240089,0.0504317605854228,0.0544254095568997
"2005-01-01",294.848614072495,0.0331160691581238,0.026312775964384,0.0195601312598351,0.0395899380200468,0.0442232281982086,0.0292467658139,0.0240201885349417,0.020199052229873,0.0288646374156368,0.0483944049866798,0.152237999879636,0.0895266094998734,0.0338793992625754,0.0591641729633001,0.0712363435090159,0.0679589373462885,0.028260535113555,0.0750122618135219,0.0420280526617456,0.0671684963688591
"2005-04-01",273.978087649402,0.0305729822124139,0.030268467820163,0.0203563692782635,0.0341016643380113,0.0489106614298709,0.0297157307672886,0.0262476136576169,0.0203266400954121,0.0323430839791116,0.0329746160592035,0.149039130799646,0.0936546982884419,0.0444752097222427,0.0675365936087207,0.0708462352117088,0.0614880859148475,0.0318888521517181,0.0765865129798033,0.0332780134500434,0.0653888382354722
"2005-07-01",291.01312335958,0.0301305345949373,0.0260591662829818,0.0204911556336036,0.0393804029175409,0.048968867379551,0.0338117760843414,0.030897306008148,0.0185024814388958,0.0310547731739454,0.0301493219785656,0.137959055417689,0.0792066314400776,0.0378195851522054,0.0649379736602382,0.081586958471909,0.0612027787664065,0.0311084810696151,0.0931051094988967,0.0356012563986131,0.0680263846318385
"2005-10-01",299.927058823529,0.0365183129934289,0.0239514620118546,0.0169140897099543,0.046808457407132,0.0479511723769044,0.0323804631403225,0.0310427926109053,0.0189075681660018,0.0262003698596319,0.0402622661119665,0.123006799030676,0.0950044558934661,0.0378390307088067,0.0546854957076798,0.0762407091132357,0.0669865271380328,0.0285881340305068,0.0915769600817264,0.0279614997804091,0.0771734341273585
"2006-01-01",285.57507082153,0.0340344079359821,0.0253532983394432,0.0204305893067059,0.0462129334424688,0.050915757537726,0.0272902916360056,0.0251932016088175,0.0176789759382524,0.0281183317899971,0.0368565501011991,0.139867193530992,0.087528615658018,0.0315622882781633,0.0688003357222704,0.0716825649488175,0.0750204739365328,0.0285676128089216,0.0877470457077015,0.0324703923862285,0.0646691393857569
"2006-04-01",310.80412371134,0.0400510088344464,0.0287888655542964,0.0205756957081475,0.0253987132923676,0.0488652611280648,0.0343802347836269,0.0260799631991589,0.0204661730193851,0.0296391587464995,0.0342709959817325,0.154152569339617,0.0856304801305363,0.0308650954182543,0.0548989824722395,0.072174512527376,0.0702543391474793,0.0308564704333368,0.0903533460752869,0.03525312713801,0.0670450070701386
"2006-07-01",295.136246786632,0.0392020862088252,0.0311227172974431,0.0266837283850205,0.0218468653718823,0.0446618379142545,0.0249337785944163,0.0369743825723801,0.0159967532912636,0.0318384829029927,0.0240281275029904,0.146839355369391,0.0949616305807085,0.0281673627659911,0.0629705297177718,0.0727631203972278,0.0771234626713221,0.0329251906909019,0.0847920356952658,0.0292501919379694,0.0729183601319817
"2006-10-01",303.658711217184,0.031677422943613,0.0286296198337157,0.0220414607768371,0.0279225288633153,0.0494748287932455,0.0236083933772854,0.0265051595485903,0.0165186623386831,0.0282774920790443,0.0264862338036879,0.149372328631252,0.0932184028871066,0.0291334974024725,0.079269070627302,0.0681294730886182,0.0743518520462931,0.032906965413593,0.0889947248275298,0.031122634209395,0.0723592485084205
"2007-01-01",313.121428571429,0.029470880217958,0.0301350340197039,0.0186162428566832,0.0203810990614603,0.0497872738350727,0.0269529466784209,0.0368050456709651,0.023404309373979,0.0271544952420816,0.0425594663014875,0.139650951402751,0.0873853453217719,0.0233873663696664,0.0618583933868288,0.069590327040402,0.0793117974987123,0.0496142878881725,0.0817264544509036,0.0319498360253012,0.0702584473576784
"2007-04-01",293.697127937337,0.0309801638948205,0.0299299248716901,0.0228838292352376,0.0254850660316093,0.0483015016179767,0.0259607321389281,0.0338380897051177,0.0198795634047528,0.0304665379387636,0.0377960829404512,0.158613846166831,0.0820497710408595,0.0326594524469314,0.0589056511820921,0.0567952660639773,0.0819619701866995,0.0446400494855403,0.0795402761643839,0.0285043694379275,0.0708078560454099
"2007-07-01",297.132701421801,0.0269644752818615,0.0291388045440591,0.0167758333115822,0.0306154488314516,0.0466934480601846,0.0251426000010534,0.0438597340502619,0.0239103433603247,0.0307858738735966,0.0326958806298208,0.142806770409593,0.0761479427933459,0.0326332148022541,0.0454894686708729,0.0760661113372037,0.0643704100541197,0.0815333530139864,0.0841437397286948,0.0334929961002427,0.05673355114549
"2007-10-01",321.991228070175,0.0302894480395175,0.033891759065017,0.0157927441924955,0.0203726799143803,0.0499055061816136,0.0271149824465338,0.0382275480436,0.023231431197415,0.0272413129245058,0.0286844333382969,0.136577620097058,0.0833955203963925,0.0324479797727038,0.0589691794205182,0.078791823808612,0.0653285459700254,0.0806859282883841,0.0894096829931827,0.0314345973308026,0.048207276578945
"2008-01-01",318.238970588235,0.0266635183895285,0.0388098683485507,0.0179191036317285,0.0211215781126584,0.0606781873644931,0.0240920073547582,0.034451028281545,0.0208821312015742,0.0310660252124029,0.0513231268609712,0.125450242625468,0.0912073716962847,0.034272843147494,0.0433276937987805,0.0908156618294229,0.054397209620551,0.0642118676790605,0.0960613507774384,0.0311458044388671,0.0421033796284221
"2008-04-01",320.005199306759,0.0334748301160523,0.0280555010141371,0.0216125964548222,0.0211584889317089,0.0554761797716135,0.0316782123529287,0.0335966724674368,0.019151594231657,0.026700477623858,0.0354494939865351,0.117619349280621,0.0940409172283745,0.0342314224183322,0.0484863103831208,0.0774013238079787,0.0702421917548477,0.066762391394878,0.115305906908352,0.0286502135792041,0.0409059262935417
"2008-07-01",319.948888888889,0.0311495801059327,0.0299392053840536,0.0178445162906022,0.0241960024309067,0.0555647569219384,0.0287797917438654,0.0375934264218734,0.0188734796499129,0.0276906010551585,0.0368828860396228,0.118044870584436,0.089032215504328,0.0366491564476645,0.0517882043473456,0.0830279758352692,0.0611208023105156,0.0717481300211979,0.0990050166298085,0.0281596323916742,0.0529097498838937
"2008-10-01",340.816091954023,0.0182731324927797,0.0297610498732341,0.0177200990352889,0.0175533909654675,0.0576000129110673,0.0253610930811572,0.0264504811443552,0.0195684965493767,0.0257598520223549,0.0495598710495553,0.0840717423999135,0.0907217687021358,0.052162688727013,0.0505909228891606,0.0890306996413892,0.0558616071924338,0.0785364409658457,0.132902149303747,0.0265752001028167,0.0519393009509081
"2009-01-01",328.729268292683,0.0159185879684856,0.0299500407930883,0.0236234578565548,0.0161425114242979,0.0574749590664655,0.0235948396988453,0.0280424491999244,0.016939293025684,0.0221606368346041,0.0617267686221643,0.0757448680864583,0.0932039614761284,0.0444345604558392,0.0450593349447311,0.0869280641649246,0.0665964499877828,0.0603363996057817,0.145972810958178,0.0278944594616832,0.0582555463683782
"2009-04-01",311.026442307692,0.0186668203905698,0.0311166836262713,0.0243751181782611,0.019331993356071,0.0555868090577055,0.0244184577983166,0.0291638972812999,0.0174156612907072,0.0243152157958949,0.0435374806908379,0.0916371923053821,0.0827901817270818,0.0393589097584308,0.0452803932525219,0.0756438741824298,0.0700821881054993,0.0698185967763147,0.148526107083923,0.0264058260169549,0.0625285933255269
"2009-07-01",317.00872600349,0.0195938482993249,0.0367818562244986,0.0302771081895216,0.0182453970217362,0.0558227686799006,0.0222795226678588,0.027180271010508,0.0154928272890774,0.0285262422851357,0.0435744470812812,0.101993528240051,0.0806505092797613,0.0355791280486214,0.0449310037568996,0.0794169730564437,0.0799762064968113,0.058191457125633,0.142584325578868,0.0241574392439072,0.0547451404241605
"2009-10-01",315.457482993197,0.0183612155541905,0.0349431707613867,0.0274458463532729,0.0188744743312146,0.0576687874925694,0.0247396031153509,0.0261654412942582,0.0170242003162481,0.0292854891387648,0.0510579247520153,0.0907890517893724,0.0853075971638685,0.0353809999624653,0.0484515989425498,0.0746311418916378,0.0747908729518664,0.0530924367572558,0.141794114793188,0.0298656150621653,0.0603304175763593
"2010-01-01",318.289962825279,0.0237036734570735,0.0363148104929805,0.0271357994243766,0.0194613268039523,0.0453730951374428,0.0184417424695242,0.0257450367899214,0.0130190540608638,0.023550570899916,0.0576089491983469,0.0899549055317033,0.100432025023985,0.0613757713427417,0.0562174573328679,0.0818340504076049,0.0770077093681883,0.0610472179942681,0.105730078794469,0.0284266672433739,0.0476200582263992
"2010-04-01",347.973637961336,0.0209241619927031,0.034169168380002,0.0221600708558021,0.0252900840664176,0.0452951278916986,0.0190405801111528,0.0289462926236724,0.0153092155293692,0.0248282435043825,0.0509040983312801,0.0787197429417937,0.0955307927167011,0.0914221638521515,0.0470939751712722,0.0790536884218855,0.0645290741134412,0.0669059638354567,0.108570395042295,0.0267088610192407,0.0545982995992822
"2010-07-01",342.121338912134,0.0251902649472529,0.0471153176884493,0.0304026253779474,0.0198840116780551,0.0408839539773234,0.021181171667051,0.0270625760203579,0.0156720696756631,0.0296812404951345,0.0457979051337884,0.104731012561877,0.0873802657715877,0.0601682883426059,0.0448649174515975,0.0867898333046578,0.0627832366879017,0.0573212735572642,0.108457381184066,0.0346637831121096,0.0499688713653101
"2010-10-01",343.117647058824,0.0257880843297464,0.0362848823219842,0.0225476065872386,0.0203427821942785,0.0381854100389402,0.0206046713521306,0.0231349098347479,0.0147546802465663,0.0232439003918421,0.0534854847585156,0.0938506653895105,0.0922939074578621,0.0783246824714294,0.0588413653667161,0.0919797986368558,0.0734490786595569,0.0458276189346106,0.103997824073027,0.0346092227045744,0.0484534242498663
