"quarter","wordcount","inflation","growth","employment","rates","profits","indprod","housing","nresinv","consum","fedgov","equities","policy","other1","other2","other3","other4","other5","other6","other7","other8","other9","other10","other11","other12","other13","other14","other15","other16","other17","other18"
"1995-07-01",72.2727272727273,0.0332304619202811,0.0353172763600682,0.0187130771617251,0.0136908876180119,0.0151068332259935,0.0311789072948649,0.02085192078453,0.0135994755815912,0.108154018642754,0.0139915702484606,0.0192246675595631,0.131000978386878,0.012991689073077,0.01419255143852,0.0431495111470893,0.0136483060252791,0.0166974509155625,0.0335928069555111,0.016473667604799,0.0135604064325058,0.0134297902088642,0.02594359863666,0.0122450691037571,0.0128008806064351,0.0118887690770031,0.0163686170489535,0.177131119420324,0.0182394005192702,0.0829044650966566,0.0106818259050115
"1995-10-01",77.015873015873,0.0294381431929996,0.0363915438926247,0.0219907735401177,0.0129872047674542,0.0126266158034307,0.03554797442513,0.0185976702126488,0.0155662656695726,0.115255016304159,0.0203106694935693,0.0189533255221993,0.132795130120378,0.0117789438825992,0.0132609230859273,0.0455526437743262,0.0119121268131295,0.0157833630835591,0.0280222015212312,0.0142953070962838,0.0158991191807742,0.0124366777579757,0.0191119593430527,0.0135199449875231,0.0153970054356612,0.0102254185594911,0.0192687619414367,0.168665864587873,0.0162071372086557,0.0880262235324502,0.0101760452637662
"1996-01-01",73.59375,0.0345871144898801,0.0345007619499681,0.0193546796059693,0.0164212621689429,0.0155989861442113,0.0360733998757698,0.018429495043871,0.0151451260053385,0.10378114248072,0.0168580897488514,0.0150239011019092,0.116935091208781,0.0101227105082862,0.0131126817989288,0.0378328384484183,0.0164938150345991,0.0144028987963504,0.0341685786380779,0.0155405072851187,0.0147062981125428,0.012836093818906,0.027350538498147,0.0144049788678554,0.0111885452001185,0.0106325289231373,0.0179164868575279,0.179743203367819,0.0155373462662807,0.0961621197387671,0.0151387800149057
"1996-04-01",74,0.0410611345743052,0.029357113304857,0.0193287049978703,0.013207205671848,0.0157623422612875,0.0314611044663956,0.0190469471899501,0.0135713846246976,0.118648130461639,0.0114665713044359,0.0190670251249166,0.129314810702076,0.0142832561296958,0.0133337603649741,0.0439438713474099,0.0165919732047428,0.0169757490179625,0.0262566770362923,0.00944202600813182,0.0224463059908568,0.0111733974771582,0.031298585858886,0.0113950882221147,0.0107196439183548,0.00906343438389945,0.0139519184324319,0.166193890986978,0.0172092765071289,0.0864924273776304,0.0179362430510721
"1996-07-01",72.0978260869565,0.049437207788257,0.0337614021366423,0.022079751273024,0.0115325358090839,0.0141417697876518,0.0296395539282961,0.0195830071336178,0.0133217521123813,0.109522846856907,0.00947417621293976,0.0193808951778916,0.126998734504699,0.0139229691517462,0.0114558111874424,0.0411578078758138,0.0150111982660488,0.0130366294011183,0.0272152645040057,0.0119290735076434,0.0180076589141986,0.0116293041276356,0.026220543005553,0.0119949683785517,0.0164570005005937,0.0152666340742961,0.0172393132442146,0.175501834920193,0.0146261962271716,0.0863138049392559,0.0141403550531259
"1996-10-01",71.4677419354839,0.0473345749897495,0.0286544937871271,0.0218786875281841,0.0134039978980112,0.0132112287069003,0.0294616990181903,0.0166609004235288,0.0148411954992499,0.121770952321403,0.0116671760237311,0.0233761555538241,0.129834099132635,0.0147849386131689,0.0140520603054881,0.0405448854478515,0.0117118929228097,0.0107027144830144,0.0324163299555167,0.0106286931304322,0.0138845302714397,0.0117305405229978,0.030242215858431,0.0132250992670975,0.0110492107914533,0.00951173085653846,0.014364888562659,0.171479379736818,0.0140521631045799,0.0911125440068812,0.0124110212802883
"1997-01-01",69.0151515151515,0.0406593621879569,0.0347554948510718,0.02212993044082,0.0103489234747699,0.0176512492827758,0.0306440392638577,0.0189317876327098,0.015597648320169,0.109570839836066,0.0132038754746104,0.0181150478035201,0.124182570394988,0.011058775689328,0.0113481543536925,0.0393948968362008,0.0157027730351888,0.0135697536525356,0.031623577779903,0.0122287224355042,0.0166842137571148,0.0112495468616431,0.0276435119808904,0.011842273268468,0.0118263933818125,0.0122649786910503,0.0193208649130856,0.182732587213796,0.0165287057729743,0.0883915027670505,0.0107979986464466
"1997-04-01",68.4848484848485,0.0352866758542823,0.0305598759518495,0.0211495327643782,0.00960681347860126,0.0104318004256071,0.0241361999227325,0.0195944402304446,0.0150974410340628,0.107010820389764,0.0166667851736675,0.0186682508799411,0.118511079219746,0.0167335318261607,0.0164744100652821,0.0434122110837634,0.01512447689615,0.0164272121282217,0.0368217688289757,0.0130049526199708,0.021705722822073,0.0114976184463316,0.0208152124672271,0.0133983152407594,0.0120981172339425,0.0135089881119257,0.0112078097160667,0.216524166395671,0.0169418657270092,0.0665173793734302,0.011066525691963
"1997-07-01",73.0652173913043,0.0411828224686633,0.029716595830468,0.0221386276622286,0.0115618807820931,0.0133144580313346,0.0269753031259113,0.0190757935009384,0.0159645810353314,0.115334831084272,0.0103763218261252,0.0209279503043994,0.126878067221291,0.0129541557026095,0.0109882176390586,0.045454603254103,0.0157993173489342,0.0147678645179964,0.0329356169250988,0.0112097802147,0.0138737629092929,0.0106822396795847,0.0281777465167865,0.0152871609029023,0.0169344248057122,0.0106431336650486,0.0164735892078754,0.179146332937939,0.0180606304571572,0.0811073821839193,0.0120568082582261
"1997-10-01",68.8360655737705,0.0340733822444658,0.0278603646019566,0.0275927868381026,0.0125449268227493,0.0135010549149991,0.0281859655526977,0.0144930686207317,0.01603852778737,0.108088953188832,0.00943378162315167,0.0235692632690246,0.116253970724118,0.0173372693240593,0.0135829963276729,0.0390804128427322,0.0216987205905526,0.0137136568767999,0.0467540940637739,0.0123907565010004,0.0181956277877218,0.0135614565031791,0.0256972819021241,0.0129345411409491,0.0133094168991246,0.0107371473941783,0.0148429087215686,0.186406350113497,0.014927817497321,0.0810908278771195,0.012102671448427
"1998-01-01",73.2539682539683,0.0500173521590984,0.0315268081940787,0.0173431580939549,0.0114803555987709,0.0162829317914604,0.0249460126017067,0.0196476460805393,0.0173115566999985,0.116112101905662,0.0108975914440079,0.0236482137549476,0.105580133241393,0.0131738285068941,0.0113475359011694,0.0418439587615318,0.0146646610683961,0.0144417287555451,0.047637012004201,0.0124565068375007,0.0209037350655643,0.0136232658538102,0.0286719131503345,0.0123897614634069,0.0141708482667422,0.0121823654182492,0.0226262974637601,0.172033828553332,0.0139160445647346,0.0800835794700456,0.00903926732916389
"1998-04-01",82.7076923076923,0.0401740083128919,0.0321941454901845,0.016548239924889,0.0117076444389435,0.013001662392387,0.0242970556197493,0.0159064587079052,0.015229343447143,0.115151323778558,0.0109957592113417,0.022585432369504,0.113969732888061,0.0142099596714187,0.0139457121915074,0.0489023954831316,0.0184713208969253,0.0104172635088658,0.0471080415414779,0.0136683765331647,0.0178250104797011,0.0122985528250943,0.0271813688801375,0.0110028250505139,0.0146603677621268,0.0103470904203881,0.0184294633983948,0.186162918026479,0.0144663838869132,0.0779885153289861,0.011153627533216
"1998-07-01",79.6190476190476,0.0358536401160113,0.0281195441628736,0.0229652803491264,0.0125408232605298,0.0146611807380925,0.0281077514703842,0.0191013162104957,0.0175275098706866,0.107716412507197,0.0100478507208102,0.0208404820822226,0.109815155770476,0.0109465159412687,0.02557489145008,0.0398991151565603,0.0133809995552261,0.0114424841703027,0.0508331789653019,0.00980373728127135,0.0160149853675153,0.0103560818998675,0.0262230060229543,0.0099455986104835,0.0129999760582169,0.0127120306011432,0.0167635795275383,0.183353056924268,0.0136886875511778,0.0954211516958868,0.013343975962032
"1998-10-01",77.1538461538462,0.0344564577090826,0.0298704977372667,0.0207629874968345,0.0097864662237737,0.0162368940491703,0.0322263335125641,0.0198233130926616,0.0166540593496112,0.100030074015184,0.0105667135104496,0.0265196984788232,0.106725351105283,0.0134913998465641,0.0202466620772154,0.0478253129384009,0.0134866988615865,0.0193819282692566,0.0402506323078122,0.0145566710942116,0.0163925553273506,0.013302093306683,0.0344953051154177,0.0124459242606901,0.0107949354319805,0.0144041420914906,0.0177656560347429,0.188199687078543,0.0165435507077254,0.0738015359697879,0.00895646299983658
"1999-01-01",71.0967741935484,0.0443454837536761,0.0285163564815199,0.0210698474086891,0.0114623481620671,0.0153504080555399,0.0374494367270209,0.0247080808069136,0.0143315316339003,0.109128432302004,0.00881628128034072,0.0197564963905803,0.0947556332455886,0.0137770441977369,0.0240879345308613,0.0398757573115999,0.0123624477538203,0.0116154281108559,0.0391445420832216,0.012776286227941,0.0233584763250754,0.0114819589079742,0.034071904559907,0.0130154389972285,0.0140054433625411,0.0141732933615199,0.015922809394116,0.175790004810472,0.0173716478741516,0.0883131832258154,0.00916606271732218
"1999-04-01",75.3015873015873,0.0482712478992517,0.0317124559298155,0.0206415257398442,0.0124270948057873,0.0117974363286153,0.0306498433540213,0.0233634177875667,0.0126552202227358,0.118327023210436,0.013794355673708,0.021379085922588,0.0971660608136498,0.014311036245953,0.0162767734729522,0.0389544852925306,0.0144801029040087,0.0129786840489592,0.0428477864717949,0.0114767296945317,0.016344846929096,0.011157891585348,0.026705503898359,0.010914361308974,0.0145887094978924,0.0114250627537504,0.0154268136827909,0.190715431022131,0.0146311490536178,0.0848100100534983,0.00976985439579261
"1999-07-01",74.53125,0.0430045422563026,0.0279285882461624,0.0212704306870211,0.0134771206495073,0.0111000809237411,0.0376179389234657,0.0160832362808198,0.0145633460041485,0.099062279980752,0.0112488756427947,0.0285486838592631,0.0910338465179829,0.00964305785120802,0.0194860807084872,0.0430308018337231,0.0147211525958464,0.0177782552940125,0.037745206511909,0.0173521150313147,0.0262728167287094,0.0137339965120497,0.0206750654051936,0.0118409019791536,0.0160270583751203,0.0128865500337649,0.0143831319623023,0.197453972813303,0.0107000829025784,0.090702601532459,0.010628181956904
"1999-10-01",73.0898876404494,0.044902107739823,0.0299995283796057,0.0184808197922652,0.0125583288725127,0.0132853101784683,0.0343723231854781,0.0195518322066089,0.0156564154623366,0.117599152250157,0.00919611449613211,0.0217078836201366,0.0943962127743212,0.0128876759320889,0.0173082719197618,0.0410885115473773,0.0165342818829358,0.0144744331286366,0.0462356379768481,0.0128477678219366,0.0196468583958211,0.0141730424703642,0.0224207451837224,0.0142441816330109,0.0148987845574814,0.011194910411947,0.0148175694214437,0.180924139321544,0.0167072863343357,0.0884676636210531,0.00942220948184669
"2000-01-01",69.3396226415094,0.0492156537814733,0.0270239674172001,0.0234636087678544,0.0161844736927064,0.0161704456452029,0.0351812243831868,0.0266636884989349,0.0172817703238566,0.0973611713909475,0.00978120223450254,0.0250366374264767,0.0802263707562209,0.0127829094711328,0.0169473492318214,0.0313699947024597,0.0137692837500165,0.0157172877522961,0.0434455567738773,0.0143412880995101,0.0204251850247241,0.013968635664176,0.0300975572665537,0.016851648950339,0.0149737700151624,0.0140163872034375,0.0141828482987559,0.198493556269099,0.0156843104814379,0.0759914000144332,0.0133508167122042
"2000-04-01",68.9821428571429,0.0446519103352666,0.0333575525362709,0.0251826686690639,0.0126273454791505,0.0178130008384545,0.0289320543707762,0.0234945825261503,0.0188323472413244,0.103814247049696,0.0151390272339503,0.0240389992062976,0.0899325738858432,0.0132100807514694,0.0130024168627866,0.0349388956548701,0.014878868773621,0.0130676627865001,0.0407899048208656,0.0136624089005313,0.0194400102301195,0.0135153398100509,0.0306550709477269,0.0172655137575204,0.0173687120928514,0.0136647773620657,0.0117463898829283,0.201825581196256,0.0174481188364807,0.0627624750493784,0.0129414629117339
"2000-07-01",76.6428571428571,0.0487020434365289,0.0284165598982449,0.0200876461071279,0.0104504078928603,0.0180523733997551,0.0374547996106867,0.0257973789768973,0.0211600612309391,0.113515697470696,0.00787880940121879,0.0230248631432563,0.0839993127983494,0.00801065308737536,0.0144298646455229,0.0290968011552953,0.00998983500847145,0.012222149585358,0.0408254686244851,0.0108254498177954,0.0226159677374229,0.0168387419450232,0.0260016401836124,0.0107385709942918,0.0197696656125563,0.0124739350994957,0.0152599006439519,0.220702277030044,0.0108661964743588,0.070874088163758,0.00991884082462087
"2000-10-01",75.1951219512195,0.0525640372625798,0.0358650036570946,0.0220401658826504,0.0109924660898627,0.0145855101651914,0.0328338738713988,0.0217764408730001,0.01733746104767,0.116335576937183,0.0107031380100218,0.023481630501637,0.0835125654288309,0.01225107169943,0.0122549033400115,0.0335727444380595,0.0152007698859655,0.0119147541932138,0.0368843202731046,0.0119282759200749,0.0183878729057356,0.0110691274501945,0.026217487228757,0.0128221142153559,0.0130309043852511,0.0125726929576208,0.0191652904263591,0.210691703239623,0.0158143937531128,0.0744595129236744,0.00973419103733555
"2001-01-01",77.0689655172414,0.0360562987755614,0.0277501615056205,0.0203640953350177,0.0100045573249706,0.0167472561142028,0.0368814860015737,0.0204740899262315,0.0211971025669813,0.109806341519943,0.0122215037396752,0.0257713266448886,0.0865393436109864,0.0127260961961252,0.0147501291085027,0.0430479598699296,0.0143657025870555,0.0139427436925592,0.0296578177506753,0.01565528962087,0.0207845513552473,0.0158116755918176,0.036105316218841,0.0126735707628398,0.0171589400324561,0.0151526181715459,0.0202806755611826,0.195924651289754,0.0126691168161064,0.0721754579029603,0.0133041244058788
"2001-04-01",76.9193548387097,0.0392299775000396,0.0307209060826051,0.0192988144821403,0.0121798185444591,0.0166476847702819,0.037298172987054,0.0203023613701602,0.0165360167726593,0.106630588530126,0.0148643342537286,0.0240711890754204,0.0968044458371658,0.0126849187874855,0.0199994613144614,0.0363133893900178,0.0131021173025008,0.0123510910698512,0.0262279802375657,0.0191586917136282,0.0274394098286456,0.0111559831054126,0.0352065762631769,0.0123516799651511,0.0155148664921965,0.0139305434311197,0.0185679761264451,0.198522633556033,0.0133170614799007,0.0679118469624073,0.0116594627681608
"2001-07-01",68.1333333333333,0.0335182092417963,0.0318326046582667,0.0226654066106551,0.0116964870359322,0.0202494107098748,0.0318281314378789,0.0167688259951563,0.0204211891640041,0.0900271206867242,0.0183454005859937,0.0282537045598611,0.0982950596153246,0.0120194310223819,0.0207426262211906,0.0305256839238846,0.0102504981850181,0.0145993397960376,0.0318551652111258,0.0133990284783165,0.0288344535770104,0.0121814650016984,0.0287530807092147,0.016699433310501,0.0162584775665009,0.0133277304946158,0.0134226144153199,0.222477840533845,0.0145645034733628,0.0661157857596965,0.0100712920188118
"2001-10-01",72.7191011235955,0.0360107194551992,0.0283883316785117,0.0177549058000142,0.0155093364314341,0.0164946653885794,0.0325053942582187,0.0195009143267847,0.0204962776564592,0.080804402538322,0.0162109147912484,0.0227508161345242,0.0929880993491266,0.0117188944791965,0.0193366824322961,0.0353144107512103,0.0144417357228879,0.0127585494299294,0.0290531810749612,0.0127042778864861,0.043143737815383,0.01411532683585,0.0318761638689767,0.0137910346086589,0.0127413682398417,0.0174217809254977,0.0141957778179391,0.20931824259883,0.0186296599515556,0.0778963053961233,0.0121280923559545
"2002-01-01",69.3934426229508,0.0353506940324548,0.0339942242972062,0.0233735938423324,0.0138688964608391,0.0175454450115097,0.0316853819789929,0.0196019159438051,0.0201078080895974,0.104816250678882,0.021259352597097,0.0224516971227895,0.09117564669321,0.0122820442427644,0.0201197984370842,0.0387186910684877,0.0137909984432689,0.015027666092463,0.033070166897239,0.0136744716225307,0.0230695021622303,0.0179775470156948,0.0244279194634423,0.0121045599785472,0.0199255668460539,0.00956138023464344,0.0168105644182225,0.208971294962402,0.0165320075382043,0.0574219930303756,0.0112829207976299
"2002-04-01",66.1864406779661,0.0415127391364853,0.0312404926929421,0.0200446550914463,0.012928844131077,0.0151425131551658,0.0345550111881673,0.0235060639447292,0.0188629195153843,0.108191141771642,0.0197809343938329,0.0236657847920507,0.0904170630048226,0.0118828400835089,0.0158381779529292,0.0367616374996056,0.015010717960631,0.0130526259985843,0.0378612261081363,0.0152964995084177,0.0200491722342872,0.0121381496567768,0.029275625817975,0.0140115913505595,0.0235720201813911,0.0115273333743466,0.0116078945113502,0.19311161783719,0.0201976425726066,0.066260854764853,0.0126962097691058
"2002-07-01",69.0714285714286,0.03355989825064,0.0310876953492186,0.0231555452871055,0.0118965787856766,0.0163454681136577,0.0352831090667238,0.0267761635377142,0.0242911978951415,0.104123511951715,0.0207829463934734,0.0272874561398725,0.0759911812498593,0.0117661969020186,0.0157773028585228,0.0317318499774865,0.0147876111997507,0.0147658793421313,0.033276703613833,0.013489256300984,0.0238029700391967,0.0151426895415372,0.0321312887879401,0.016601645304171,0.0145970508615688,0.0118134499363983,0.0217529119764457,0.203617446490495,0.0156226472668159,0.0668686363102202,0.0118737112696856
"2002-10-01",65.2407407407407,0.0304896395130992,0.0248374254268792,0.0191316479066684,0.01201538659633,0.0214054055773791,0.0352384552063173,0.0263634014559863,0.0194703928530567,0.10379015426868,0.0185128402427177,0.023674752047145,0.0913832789789759,0.010951597039591,0.0166160927871968,0.0340292009855805,0.0117968819885918,0.013810764177555,0.0338588458666747,0.0151323493166807,0.0209388660561554,0.0115354980935708,0.0311327502327554,0.0148650752036567,0.0124961973331013,0.0132526906432435,0.0182457389977599,0.210820085499761,0.0198939827525874,0.0716599811621005,0.0126506217902026
"2003-01-01",70.8679245283019,0.0416953187039334,0.0237244698488208,0.0201487342209625,0.0107749306311456,0.0188225992203648,0.0380212193666366,0.0280045139115099,0.0186351090049486,0.098050143255109,0.0282776449773432,0.0223931651304077,0.0868244476806013,0.0108579930882128,0.0141800059946839,0.0290420812686258,0.013719147070647,0.0148979849818905,0.032764973972665,0.0143865101441574,0.0275981064223492,0.012131587419485,0.023208231339201,0.0116517574816804,0.021439452429858,0.0234765867403354,0.0184113428636314,0.213456888833662,0.0135668534592128,0.058714009183282,0.0111241913546368
"2003-04-01",70.5409836065574,0.0357696886990319,0.0250893546394962,0.0218501798894954,0.012823421689875,0.0154025012545681,0.0318543561300406,0.0248961776169881,0.0204639131855931,0.0989366085165011,0.0247289966101539,0.02352995641708,0.0832954264552482,0.0120269394374185,0.0135740508594725,0.0325023194161458,0.0172055309324826,0.0174312171326236,0.0322470572910368,0.0214817559700188,0.0220324811595857,0.01245142964657,0.02730500547937,0.0128486906091998,0.0170796703412407,0.0166589926973564,0.0141625819713531,0.219942222524528,0.0197864742129062,0.0605244268841973,0.012098572330423
"2003-07-01",64.0338983050847,0.0326048490052301,0.0285935571816933,0.0231013677519602,0.0152307748392341,0.0196891233389686,0.0350352013122103,0.0284187477721963,0.018550185400652,0.108962749953863,0.021658158882625,0.0272111234980796,0.0833313631368575,0.0129187536161429,0.0151461121293852,0.0296878435949502,0.0205044277909955,0.0212979184171311,0.0287155322886263,0.0172873448452158,0.0164838667971587,0.0107653848035365,0.0255494790818766,0.0164129861251628,0.0149209081045574,0.0130928509547649,0.0180456086750733,0.209764980190563,0.0159711609255319,0.0599816139312835,0.0110660256544746
"2003-10-01",63.1694915254237,0.037795208011665,0.0306273327692236,0.0290651380204448,0.0120890942666107,0.0167487093918912,0.0282452782265731,0.0226612518859141,0.0145064873861102,0.106316641300399,0.0202816887663662,0.0210907109610144,0.0852745781069404,0.0109374437707779,0.0143106118054387,0.040142795497521,0.0130770791915073,0.0175757136316978,0.0349991817025674,0.0207449467743362,0.020864707268636,0.0127575485959134,0.0256761264397268,0.0153654756158763,0.0174952781976781,0.0108399499749285,0.014790887407795,0.201654970812467,0.0155541496067639,0.0743220876820055,0.0141889269312098
"2004-01-01",74.875,0.0441064439618425,0.0227393202867947,0.0331216096269133,0.013101360114031,0.017505758884115,0.0381423148943657,0.0199512871742709,0.0202740261087913,0.121409116807084,0.0166360096247964,0.0253096284859892,0.100241060004024,0.0106861016874295,0.0139213901859181,0.0599232637619829,0.0145937803659054,0.0151804433454159,0.0299980606017917,0.0167403365361947,0.0238229440290304,0.014285917840672,0.0258021747851724,0.0120884837015978,0.0168723627582141,0.0135450361174414,0.0138953314062908,0.160757698438947,0.0142772075426404,0.0612256712435306,0.00984585967880815
"2004-04-01",82.7924528301887,0.0566152829088274,0.0262114778340004,0.029275012175603,0.0109395673423873,0.0126668567179193,0.0372980218258188,0.0226162859415508,0.0189799738613421,0.116340729441424,0.0192537147437937,0.0174687973155214,0.0933504840916415,0.0114387305799003,0.0161335362041787,0.0457997392852742,0.0168517016554348,0.0143283103143155,0.0321752654533761,0.0119957548059115,0.014808252260025,0.0122572051448222,0.023850305477459,0.0130363754284559,0.0143077458888652,0.0109251800358066,0.0197356264301566,0.18388782940093,0.01626351144917,0.0702524154341774,0.010936310551911
"2004-07-01",77.8163265306122,0.0576231596540333,0.0348080216577858,0.0315738951191323,0.0127508698090386,0.0163225700867113,0.0336109217955811,0.0215576362486834,0.0168842847997654,0.124334073830568,0.0123920641383268,0.01737476534227,0.0924453742624271,0.00858225368125974,0.0106244023605331,0.0642169510334112,0.0135502944327827,0.0101394935435794,0.027201534831471,0.0115125859594849,0.0190060556508773,0.012608973518453,0.0250259677738202,0.010004126925535,0.0135014521266643,0.00928810010223596,0.0178514867333429,0.186897656550273,0.014467452229699,0.0609403007362745,0.0129032750659804
"2004-10-01",67.02,0.0538917960730289,0.0265927085048858,0.0298374968497872,0.0142060046415943,0.0187713339254983,0.0270243731198021,0.0226640575226883,0.0167098703110443,0.110848442708412,0.0194927879785286,0.0207707948037451,0.102924214874023,0.00974336616998281,0.0142623386772366,0.0485333834061662,0.0158911258848038,0.0151650943902194,0.0263943094694611,0.015169132107423,0.0174518438055978,0.0130772078692927,0.0244031049083808,0.0144562669288822,0.0157410813695622,0.0105552942267696,0.0152380108453214,0.17662295939192,0.0135839899899374,0.0770195421904636,0.0129580670555411
"2005-01-01",74.9622641509434,0.0621538606638637,0.0341514703808711,0.0258257859199319,0.0134835698421097,0.0151200242499518,0.0398594481286977,0.025077374658868,0.0173667096708706,0.109104108482932,0.014681768349152,0.0172870828829618,0.0890107952730359,0.00892887500141999,0.0132412344433945,0.043874123545727,0.0178056914841861,0.0131920441970445,0.0253966792237538,0.0139910039813684,0.015015774483391,0.0138642772501384,0.0279910766229711,0.0132585521538982,0.0120531100043295,0.0115102760851289,0.0148486102037259,0.186533631746025,0.0137188970900249,0.0813621798600064,0.0102919641202204
