"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0511487171839539,0.0711615933198379,0.0748642419377806,0.054702523524973,0.0424956334945797,0.0560853146971325,0.0395191744938567,0.0407220144898189,0.0510052959391488,0.0531042076673436,0.0382853379311305,0.0669586667826989,0.117849731052118,0.057246486692781,0.0442156497044576,0.104599106005318,0.0360363050830709,0.00133362510744594,-0.00522891863636087,-0.0107049049699476,-0.00248050007356106,0.000235806830363459,-0.000310762970363985,-0.00188670348473635,-0.000478843569922902,-0.00672472461217052,0.000327741559709819,-0.000876595977198749,0.00129364310523206,-0.0171229403474415,-0.00171187801602739,0.000341960630427213,-0.0219601979978849,0.00211891319249448
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0863247249713029,0.0852997038100743,0.0519062117090987,0.0465652747429049,0.0390703948488186,0.0476953104554361,0.034017423199154,0.0455578926976606,0.0437280125707198,0.0412181659372287,0.0470368450849683,0.0632240619362558,0.122324321893009,0.04272672111637,0.050988146486183,0.117302482241085,0.0350143062997302,0.0298521515822657,0.0289892899866013,0.00659938189809129,0.0208133380460859,0.0119033211778762,0.0108866400782524,0.00874067121857818,0.017578077823304,0.00528629793974925,0.0142831533895898,0.014291039438459,0.0250148567489709,0.0368643476870078,0.0153865161352943,0.00293082329088873,0.0284413968716829,0.0179038081520359
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.045886808342692,0.11834868449494,0.0830623568948128,0.0541671542849714,0.0895889257290224,0.0435198450156639,0.0401007032178328,0.0418000723384158,0.0691440113901231,0.0565813745102201,0.056380037956538,0.0713995411870793,0.0380340526640269,0.0409458187945187,0.0460797767781981,0.0593304428701167,0.0456303935308276,-0.0193862463994284,-0.0421304979833052,-0.048120707088829,-0.0207382880329285,-0.0272432434742308,-0.0248041213474591,-0.0228360787806285,-0.0198172785172118,-0.0304139216253438,-0.0224170961309176,-0.0244321965039943,-0.0275608684727286,-0.0185302704279691,-0.0196201131347621,-0.021115212431354,-0.0213218498843346,-0.023541189614741
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0654425911590987,0.0558642339614413,0.0544162289189195,0.0550074739069069,0.0496745787445277,0.0604123340842762,0.0388534446212381,0.050281191695805,0.052124332719237,0.064580862414875,0.0459342546947936,0.0680783006115572,0.111753442389791,0.0572232754511693,0.0511817938398814,0.0802319071422737,0.0389397536442088,0.015967135415226,0.0146893043941318,0.00774800832756414,0.00653728505015263,0.00671185066728705,0.00725135747607913,0.00362966750881941,0.00657855415685843,0.0100796569797222,0.0149208011945809,0.00876353166125476,0.0134373841341761,0.0061750327713246,0.0109865655574146,0.00902821347866157,0.00679241892845041,0.00622083534319959
"SPEECH_574","1996-10-02","1996-10-01",49,0.0950428714857655,0.0494923797009639,0.0463903922268994,0.0846212264932726,0.0437558516941437,0.0429673496466793,0.0398015177415341,0.0564268835454816,0.0541312259158961,0.0520741700825015,0.0597613657228146,0.0592545848652306,0.100688895669339,0.0482951985729292,0.0436492584036132,0.0692941979720736,0.0543526302608618,0.0339672398456786,0.020410231087998,0.00674855095532444,0.0254922588583244,0.00218035187861633,0.0156717263345846,0.0111802625254376,0.0145945057303697,0.00346945457219055,0.0101515348269983,0.0205459933808369,0.000821984423011933,0.011816572291619,0.0126433180729794,0.0065467441976682,0.0127872015995065,0.00859713246544891
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0681021815334349,0.0554891323640271,0.0766325108931203,0.047244630251669,0.0440784479049291,0.0624319348476282,0.0411509606252531,0.0409408150268828,0.0553546192866448,0.0428387791679709,0.0432676600244644,0.0655123178979039,0.129542586649761,0.0421408282435476,0.0501260887072143,0.0961537781362548,0.0389927284392935,-0.0115623359919072,-0.0154583686130376,-0.0271657280387409,-0.0164921252520672,-0.00815425071384373,-0.0130638493878643,-0.0133169103752096,-0.0126954430037331,-0.0172472955823157,-0.00910379120848731,-0.0114931017464206,-0.0125501721347232,-0.0307757323135875,-0.0118611829949528,-0.0200986611257039,-0.0106647305871792,-0.0104234484193618
"SPEECH_478","1996-10-07","1996-10-01",40,0.0492304949110201,0.0545110653290089,0.0459790994489618,0.0521604613918236,0.0462892515336352,0.0896529631948878,0.0460526306424871,0.048616395369402,0.0519161782404632,0.0861548746656033,0.0458812337766605,0.0712010775824051,0.0803317592448617,0.049128857897269,0.0704669139800928,0.0687543502625004,0.0436723925289177,0.0194186592396742,0.0208674227389358,0.0201124564895067,0.0181486565513771,0.0171277015473735,0.0357167774938772,0.0192209288789416,0.0196759587420002,0.0235271394990407,0.0252105583107651,0.0200742215944566,0.0321402577655301,0.0221838271425567,0.0198735189714841,0.0240736130636207,0.0309438968274132,0.0192325087246068
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0514197578165599,0.0551359088630172,0.052183058101594,0.0641071120686508,0.0472566663256781,0.0481251840059985,0.0394291403911265,0.0859037005093491,0.0676752519320084,0.0557658756736428,0.0419087079201133,0.0802619475417362,0.0911193362263208,0.0420510620182535,0.0527589030729349,0.0717932259577064,0.0531051615753096,0.00509269197909639,0.00328115654569514,0.00219152246200317,0.000598154760708239,0.00435771518381135,-0.00334455649817874,-7.17811457461828e-05,0.0105368887880494,0.00110965244789674,-0.000588753573282964,0.000258617171661876,-0.00346468452221891,0.000542179666473471,0.00101918221441286,0.00671234259233456,0.00231235809995459,0.00341254809108816
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0536284553840583,0.0526852549756473,0.0570063106750879,0.0992659013156919,0.0471129021125643,0.0489837589283806,0.0419667656373486,0.0461170773295032,0.0639475707086659,0.0576012074102214,0.059773010961015,0.0845228064097739,0.0513721403796208,0.0400413443476287,0.0747424711821617,0.0748764288545263,0.046356593388104,0.00586651292284528,0.0098166343637968,0.00336107185554352,-0.0147584899189284,0.00245887380724499,0.00137842917772661,0.000526512419294059,-0.000485444463190569,0.000342074369074993,-0.00469996355910948,0.00147714664736807,0.00294308798540283,9.63356894895342e-05,-0.00396564057283988,-0.00204173243148184,0.00446812685466874,-0.00348559789465441
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0727415451398133,0.0457312975538167,0.0651633936563878,0.0675262250056572,0.070405308977244,0.0444861329357339,0.0462372513079481,0.0595819776238911,0.0522793348339107,0.0656759272710162,0.0662223946024113,0.090583716944754,0.0415167377496009,0.0525907940080464,0.0443479321337607,0.0682985071489906,0.0466115231070171,0.0175911407388938,0.0076617849065858,0.00366909761233451,0.00797438308309032,0.0208350861117153,0.00847573344650086,0.0102988632970586,0.022265850965692,0.0151123176839374,0.0108704386343148,0.0162194444285495,0.0157138426428096,0.00814119816076299,0.0122517354415256,0.00876507256730639,0.0155809643753287,0.00771409182952019
