"meeting_id","meet_date","pub_date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent"
"FEDm_1","1993-02-03","1993-03-26","1993-01-01",81.5625,0.0186252219283317,0.0280567216034329,0.0302449616853761,0.0355737531321194,0.0575858761058659,0.0202135943087256,0.0449021522095407,0.0305810887343893,0.0910568150202408,0.030682033347043,0.0261535450659094,0.0590903336980416,0.0245236862096908,0.0224750452867542,0.0194050377978357,0.019741014782915,0.096909871937585,0.021455611496967,0.0524868872910751,0.0238634905015139,0.0214987903626867,0.0883943751904765,0.0184080490486595,0.0220440574393927,0.0205259913281738,0.0192790630332357,0.0273948289307396,0.0288281025232826,0.00408300084962812,-0.00172998257976572,0.00270167192870431,-0.00905636448261651,-0.00686326290930546,0.00336366723249291,0.0129980775584231,-0.00288421000647227,0.0382099829089365,-0.00516177435243663,0.00269540778647835,-0.000547742174766745,0.00466309502957636,0.00218343569562564,0.00324898191253349,0.00331128715528712,0.0501107971758188,0.00400004922574897,0.00702413915513689,0.00473862782588009,0.00155992517970607,0.0168802861322803,0.00345337771904313,0.00164634026034312,0.000205139855141797,0.000998964387273979,-0.00263386534293799,0.00251633220246975
"FEDm_2","1993-03-23","1993-05-21","1993-01-01",83.1142857142857,0.0200169151809944,0.0317699072153384,0.0273630192359148,0.0381056814361266,0.0442894258839591,0.021070671504284,0.0472964372598439,0.0274506738684328,0.118319658184868,0.0268591991253064,0.0234796800672087,0.0442150070929428,0.022458954615321,0.0244395076766407,0.0205027415895253,0.0190267506009041,0.102782819777054,0.0187822110804424,0.0404645551398489,0.022082173529935,0.0196938286594839,0.0971522895481245,0.0217535379517315,0.0252179517617419,0.0216291328454578,0.0218315511361542,0.0238771133729353,0.0280686046594793,0.00332656604777661,0.000175533495715956,0.0033675105926918,-0.0151389755266844,-0.00443949188147825,0.00330182187358515,0.0196053448795688,0.00137344227616618,0.0413482107551563,-0.00106750659841109,0.00440560625153101,0.00616029169106443,0.00564155316779932,0.00743105201714139,0.00425569448846174,0.00147199357924374,0.0362709352616585,0.00312371073432385,0.0144082384768004,0.00458583097772664,-0.000113928139352587,-0.00718379620545006,0.00289433491065909,0.000184667482459953,0.00319416085720344,0.00321979980241051,0.00100342293914113,0.0063455419066726
"FEDm_3","1993-05-18","1993-07-09","1993-04-01",73.8823529411765,0.0238476746674538,0.0300719524933056,0.0244192619137594,0.0345800491386778,0.0562853229446834,0.0216739874007068,0.0479734337363131,0.0228785237152387,0.122805818877244,0.0263343500270309,0.0247050968245608,0.0493310057244316,0.0223155374284566,0.022285845157602,0.0216265124526545,0.0208434333357402,0.100626718495807,0.0220578274751695,0.044084468408653,0.0209828539611534,0.0221594957805215,0.0767360080400292,0.0194287336130666,0.0241404527226625,0.0206365116301523,0.020271870006449,0.025673313443788,0.0312239405846891,0.00661637577692677,-0.00290383545357991,-0.00384863894191192,-0.0101163431918606,-0.0122437520705847,0.0019850255901354,0.00310105882750719,0.0019454825674314,0.0300696284643473,-0.00329898034077767,0.00383865421596774,-0.00259136237710436,0.00703971830452974,0.000194151968603822,0.00312618403686479,0.001202956932887,0.0457772526134306,0.00486458296168017,0.0155620188950165,0.00150930614728496,0.00125544133214283,-0.022531556597578,0.00262236929061658,-0.00124715264255742,0.0022868182199229,0.000170322699252506,-0.00100290781049558,0.00727813979141293
"FEDm_4","1993-07-07","1993-08-20","1993-07-01",77.9705882352941,0.019010122371067,0.0281779584928771,0.0229492328266316,0.0327202692225333,0.0494529855589562,0.017883802543404,0.0417154869514612,0.0249128391161599,0.116273336356669,0.0273037296671282,0.0304364852074746,0.0682312487622992,0.0206748858074338,0.0252367477216833,0.0222920371371944,0.0197505652926982,0.0952802738354647,0.0204353087399796,0.0501150153337712,0.0229534331526048,0.021581851242219,0.0898482979435648,0.0186745020739093,0.0237973880609113,0.0198969547038561,0.0215042724093376,0.0230776615394851,0.0258133079292255,0.00544931448914431,0.00010275137206535,-0.000881430898225068,-0.000532874011710487,-0.0026652417170745,0.00287427337156123,0.00970131780785645,0.00340559893388919,0.0446329608643576,0.00546321566198435,0.00493607948995606,0.0133445720298075,0.00672968971482347,0.00272536404537344,0.00537068129632934,0.00419913203733019,0.0302814515700394,0.00324961401026925,0.0139420391567014,0.00535513689918624,0.0036851788867219,0.017495376897045,0.0036702115254352,0.00198539576549092,0.00468078890689389,0.00367704744938455,0.00484065630973639,0.00538263559220001
"FEDm_5","1993-08-17","1993-09-24","1993-07-01",74.6451612903226,0.0215910113231017,0.0286145606779099,0.0267162890530104,0.0344544315119785,0.0454606006562748,0.0201370545394029,0.0508013632699225,0.0231725461134366,0.108132664154403,0.0263906981401318,0.026950720256147,0.0551176074685214,0.0256520902153843,0.0197522859634004,0.0197784166332742,0.0243894046136177,0.104553628345952,0.0197109608298734,0.0518600281895806,0.0254321860916429,0.0204312278851595,0.0783095044883765,0.0249147497925314,0.027995988218464,0.0181358156369356,0.0172182131590093,0.0275881906382959,0.0267377621342615,0.00607355211515313,0.00323318660071325,0.00168569987695322,-0.00282215181994234,0.00987153425460971,0.00615383077787481,0.00749853153423496,0.0069970415629345,0.0707370688736191,0.00324214383907515,0.00294067652916127,0.00200135328192454,0.0123499457218794,0.00330285541729449,0.00395729414091682,0.00134693143922043,0.0408051991179975,0.00413501939276089,0.00961070666463558,0.00489163116166195,0.00720749549137603,0.00263303217339412,0.00475098439572079,0.00550753605385346,0.00513768544678455,0.00419489250479313,0.00266537726264356,0.00302027466098775
"FEDm_6","1993-09-21","1993-11-19","1993-07-01",72.6363636363636,0.0202006057893338,0.0269638395429605,0.024667490579179,0.032374423594873,0.0496981126711981,0.021626596070373,0.0527899864157503,0.0250969786421498,0.106932937352323,0.0277117174301795,0.0239284565438712,0.060522707434871,0.0244303531989447,0.0212567348972995,0.0214817383115707,0.0204642706914787,0.0925993523445895,0.0199800250644951,0.0465479182292006,0.0201831617714238,0.0217873093081726,0.0917964331331264,0.0211385038689123,0.0223915226864177,0.0220302153635032,0.0228446771237655,0.0299316116633827,0.0286223202766551,6.61180394551362e-05,-0.00136222442185123,0.00104234816451799,-0.00732477653464126,-0.00809144779221159,0.00057106405924633,0.0199187892112441,0.00536120568271148,0.0577252691197907,0.00287905110391841,0.00353096454632825,-0.00851325278486116,0.00406753546098896,-0.0031941067531213,0.000638016595792726,0.00262232499899378,0.0149304431049523,0.00241222853351136,0.0069517885593532,0.00393839434587421,0.00153039109353381,0.00795103337078113,-0.00010546259628078,-0.00098948018329403,4.10325906925881e-05,0.00140304665318167,0.00561531208370302,-0.000212912664564149
"FEDm_7","1993-11-16","1993-12-23","1993-10-01",74.6875,0.0217451180619929,0.0279768768732612,0.0235835174729858,0.0417196154497691,0.0450777420771224,0.0212034761486097,0.048348877688349,0.023180926921109,0.0980934260529087,0.0247581040823782,0.0311062475133133,0.063441399259189,0.0244862126810704,0.0288959755018514,0.0206418107190561,0.0186511706262815,0.0868675661216341,0.0190400471589973,0.05289674992554,0.0259036666589717,0.0186195874664519,0.0947827198048485,0.022670399162602,0.0225898629639407,0.0214803020472449,0.0203306236917682,0.0228717621852372,0.0290362156835158,0.0138281369728909,0.0185823298511493,0.0104343272414928,0.0115992067921399,0.0279449873373831,0.0115203350608501,0.0438955999941942,0.0152632543302503,0.0751608477865113,0.00971127379631465,0.0156125204765362,0.0367335008124865,0.0212226460245769,0.0186662047955598,0.0122818435628919,0.010873873244151,0.0489788862968118,0.0104950000381607,0.0272660946108095,0.0220938514663575,0.00968754228378409,0.043165201978301,0.0124152617906819,0.013725866861284,0.011939560811791,0.0115004660645699,0.0121545406792049,0.0143474085691129
"FEDm_8","1993-12-21","1994-02-04","1993-10-01",72.2972972972973,0.0189541597710952,0.0267139967818003,0.0270484696609213,0.035400365422575,0.0457972951077064,0.0230491118583192,0.0563151477367398,0.0230054379726048,0.117690922308117,0.027684633139008,0.0261891984386787,0.0547227758878913,0.0210185329982174,0.0260797651482331,0.0242966844546466,0.018689204138115,0.0909870807930638,0.0201776421797495,0.0496145492534165,0.0268626868409533,0.0206943274554692,0.0877066975805758,0.0216672135485125,0.0213082609574875,0.0209907438612319,0.0210892399508049,0.022557972653637,0.023687884100429,0.0129314335725079,0.0123750304552591,0.0140147990142426,0.0128617326170416,0.023860960986753,0.0127322996436387,0.0442184583972819,0.0120068843135768,0.0391704437859674,0.0121515455473187,0.0154956878914636,0.0338480601289458,0.013964046738677,0.0140811422622355,0.0123690417970644,0.00893151690312743,0.0935338701329062,0.0105817869924998,0.0190458042262339,0.0198286255213121,0.00805107918221068,0.0530180129569829,0.0132542500026596,0.0105237779474623,0.0101841333689032,0.00768584073830078,0.0103457815690331,0.013530050561239
"FEDm_9","1994-02-04","1994-03-25","1994-01-01",74.2631578947368,0.0188005736374515,0.0317809381591964,0.0224582925325404,0.0340424499280804,0.0409467179923867,0.0269630111722608,0.0534130068591356,0.0231219248790332,0.115759984748936,0.0224080329618905,0.0317943180099759,0.0613215005646259,0.0229757437842288,0.0235416831276433,0.0203508902945638,0.0217204672943124,0.0921101617256034,0.019929818727678,0.0447324441155394,0.0247825098708675,0.0213710282236734,0.091260518894441,0.0209664999297454,0.0229255994219923,0.021751144195578,0.0213904365750493,0.0226466289904324,0.0247336733831382,0.0113149292304022,0.0183405504243106,0.0123708600309007,0.0109047473843226,0.0125056429835512,0.0172304736960663,0.024678947630246,0.0129911413483063,0.0870502557242368,0.0109087730919251,0.0169916927609694,0.0199761769280411,0.0175327736857902,0.0133639063207487,0.0107766587733426,0.0126751351965213,0.0844302214106875,0.0116117568617273,0.0166750309962721,0.0144790571999556,0.0116316662334742,0.0344961331971328,0.0107497374222032,0.0144041746186103,0.014020720788594,0.0128550960616375,0.0114351076458521,0.0151898157794245
"FEDm_10","1994-03-22","1994-05-20","1994-01-01",75.2285714285714,0.0197609144776398,0.0357499749822368,0.0283027228317474,0.0353814277213906,0.0394592483399996,0.0216268750751886,0.0526424058637732,0.0225272067363015,0.131268206692338,0.0197960469876301,0.0245182960028768,0.0542479900373451,0.0233812043357565,0.0270725499048343,0.0216527932420108,0.0202614615446008,0.0904685915173515,0.0187942383362124,0.0394232753973741,0.0250022708425314,0.0203902987699286,0.0866149398688597,0.0217149167912329,0.0223625352550855,0.0243448704960966,0.0204833233827711,0.0278383153265947,0.0249130992402918,0.00253051105320321,0.00298757666040076,0.000921938498271574,0.00216201105643017,-0.000714457277510383,0.0036393845706145,0.0118877156097726,-0.000704522971701486,0.0560659661694159,0.00149083652899315,-4.9978552625536e-05,-0.00300256779590394,0.00512628533132562,0.00209243527858766,0.00584186078731619,0.00445429345475687,-0.00145587443965325,0.00310657174063114,0.00561424418644096,0.00583050265719223,0.00281149487854917,0.0130934485090973,0.00275958281308527,-0.00127694785998745,0.00343161717213507,0.00320222243622349,-0.00742401666753232,-0.000480768596021002
