"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent"
"1993-01-01",291.628834355828,0.0542251277255749,0.0280433675163431,0.0643772530951238,0.0509361678956372,0.02851739484481,0.0398186897108818,0.06394668286078,0.0628770837242318,0.0750386604769614,0.0409910270116381,0.0994715552820976,0.0308889813304438,0.0460582070348162,0.0582184325607157,0.060473991143976,0.0507516840816702,0.0493547630849343,0.0625608319164149,0.0334500987029491,0.0118878458543102,0.00612464078243248,0.019452450131675,0.00906620738773436,0.00434388928633642,0.00245153602647991,-0.00874795516541762,0.0242080209948339,0.0066974405924189,0.00571048045592154,-0.0116002313228393,0.0120078263617817,-0.0091557275146839,0.0211878523596384,0.0112109526467418,-0.000877979704168545,-0.00302167679694039,0.000226887868618329,0.0069865282415804
"1993-04-01",284.365296803653,0.0579302111997362,0.0289753899621275,0.0749367665836611,0.0548916865479376,0.0258973798974751,0.039165292002415,0.0685374239719742,0.0565629892370729,0.0644963976171366,0.0415895406734719,0.0831278665848803,0.0280715192749851,0.0470745874978651,0.0673774576906545,0.0578872617794233,0.0491693130716206,0.0448780195334291,0.0686521681571703,0.0407787287169637,-0.00309981021328204,-1.6953415019654e-05,0.0114635821612876,0.00388122298898471,3.31802850072143e-05,0.00275332336413012,-0.0134590360653792,0.0128974754123963,4.25187424717087e-05,-0.000940844087319413,-0.0136659497946899,0.0054500538479241,-0.00469112467081455,0.023272141710514,0.00184232698704346,0.0026405836206022,-0.00150469347551753,-0.0192853071164183,0.0068266273760612
"1993-07-01",287.547134935305,0.0669939126017533,0.0291077614750456,0.0664698820109184,0.0500702563486188,0.0260213477815452,0.036147873564065,0.0545809327634549,0.0603913037081081,0.0695238563571195,0.0427748644525087,0.0957878264541037,0.02975511993305,0.0450059853575595,0.0568446711932852,0.0543174417955081,0.0631630482625876,0.0477245841322812,0.0685494180815145,0.0367699137269727,0.0175310111447609,0.00421620275611179,0.0162802985166528,0.00474366259236989,0.00363950931459924,0.00513819731783575,-0.00194386151737756,0.019094577475826,0.0095216145517019,0.00256692326018378,-0.00431097600555204,0.00891589301477829,0.000498757971140917,0.0224030899568462,0.00893769483694393,0.00436514509545288,0.00390076509423095,-0.00259849151389583,0.00678316796713373
"1993-10-01",305.452574525745,0.0613984967848307,0.0282151911492135,0.0684731566932974,0.058272313743654,0.0260876945641569,0.0363123878862843,0.0499737589451051,0.0618943009275324,0.0716306011671578,0.0418348722981781,0.0949344799630253,0.0299690202543918,0.0399754622333895,0.0508204902009035,0.0636669405114409,0.0720466596225783,0.0444873290253401,0.0666228909230687,0.0333839531064516,0.0207183132718078,0.00822310136076026,0.025686814771761,0.0120263818004258,0.00802287772728171,0.00894218733538481,0.00241429902186729,0.0347621161331723,0.0131102028643396,0.00529133957843558,0.00132756854375101,0.0166783261928891,0.00616908796231662,0.0199190682034474,0.020034120512622,0.0150263257109559,0.00786022837477559,0.00898225250500532,0.0112546267691493
"1994-01-01",279.795731707317,0.0634293570535291,0.0295197019340253,0.075907972254294,0.0480547088287905,0.0265085577399448,0.0360065514898322,0.0548559559779894,0.0617156267364615,0.0709999643417146,0.0403480943932266,0.0922966926152312,0.0299592609950818,0.0363998526325766,0.0588303565429414,0.0589834033774224,0.0543445412242873,0.0606039800482596,0.0641785334912383,0.0370568883231534,0.017641348460989,0.00707321502631962,0.0239691826956194,0.00870774263274799,0.00651821411334033,0.00690821638115529,-0.00544913738182367,0.0290912401195839,0.00914253256449378,0.00386081839769738,-0.00519377694568343,0.0130328693905485,0.00263864476140639,0.0230110280102767,0.0149772564501931,0.00821210938883289,0.00898497541983548,0.00536767183914622,0.0106305651955285
"1994-04-01",298.204188481675,0.0668314943126011,0.0280694687009739,0.0761245010002671,0.0487222080607721,0.0272557094815915,0.0389563286029096,0.0428537584536835,0.0656868597137381,0.0665473812956626,0.0350158054836969,0.0709683879942918,0.0317988430891963,0.0364541378162335,0.0708687920313684,0.0677723533474838,0.0564079252410123,0.0649184687095442,0.0620012590461089,0.0427463176188643,0.0271833462480499,0.00743239688999511,0.02444563368405,0.0129902970390164,0.0086529802992047,0.0113939494963908,0.00549146076265598,0.0377895733085001,0.0148944752458715,0.00612387577410317,-0.00706667218355786,0.0143630928942854,0.0092343977994921,0.0231552607136349,0.0196128243110174,0.0193931247673423,0.013640659552175,0.00638593670253812,0.0125997064989867
"1994-07-01",283.186893203883,0.0614786089808593,0.0306184775518992,0.078913601633385,0.0483941725910867,0.0277088026114712,0.0367155917053932,0.0500026164714905,0.0652241528953464,0.0690797350052141,0.0371027367327585,0.0839175829154076,0.0309209904824232,0.0408962236134058,0.0653102336125613,0.0557385371281095,0.057644176160146,0.0617432698688714,0.0579437084763341,0.040646781563837,0.0257375499627654,0.0097252051770782,0.0262344762411331,0.00972846294075572,0.0080806242793614,0.00984135023461117,0.00272988973375981,0.027253754157283,0.013012330029774,0.00637325904656366,0.00753329177665895,0.0118430742260459,0.00751076414471587,0.0185986704911034,0.0143774652451108,0.0140468441016516,0.0158996007300591,0.00501701821036065,0.0123687807795028
"1994-10-01",279.700748129676,0.0634469275943798,0.0288926963681571,0.077007078998355,0.0476298807222503,0.0261221441333115,0.0400500486222522,0.0542479619052163,0.0611383133968977,0.068060645785586,0.0350047735279384,0.0842473723889203,0.0307606767771606,0.0346143696566547,0.0738084044071464,0.0606118028836292,0.062347225880217,0.0505703844536245,0.0630578568134592,0.0383814356848438,0.0157825722010564,0.00582758175441058,0.0228489945362535,0.00147152986169891,0.004154884881459,0.00313507238754479,-0.0105513334367457,0.0258362592638463,0.00721560126707125,0.00184068887431935,0.0104493120804871,0.00958080219940022,0.00571936784775173,0.0147070919442873,0.010279253714415,0.010389806956558,0.00389580064204549,-0.00679490495833037,0.00970195729192675
"1995-01-01",292.047619047619,0.0580008039441574,0.0275535153219969,0.0759684337321383,0.0431834118857532,0.0248337843009532,0.04537622870777,0.0583245323362824,0.0674295043978,0.0734339537886897,0.0429901280617365,0.0689519367728302,0.0307118893519381,0.0417119095079418,0.0674568168696477,0.064293367554827,0.0627586403118944,0.0549419607190636,0.0609672362597926,0.0311119461747871,0.00857836736607039,0.00213997509850604,0.0219098065745967,0.00171803737442619,1.00919345977076e-05,-0.00726264620403021,-0.0143889970059318,0.0121614950587071,-0.00645814601066334,-0.00603271326188444,-0.00598544640981753,0.00673195627923064,-0.00265940940774051,0.0113555079727614,0.00525263771729086,-0.00903279588253199,0.00186892623592206,-0.00817162461343165,0.00521173916875549
"1995-04-01",299.375,0.0650262113699929,0.0287651257545149,0.0778172238887209,0.0456011954133243,0.0264479069129621,0.0380372029795421,0.0650346801144052,0.069716903986077,0.0669873177276131,0.0359195808977838,0.0689964228708558,0.033883732440105,0.0420169772152487,0.0588142020500193,0.0669168382531989,0.066651663605383,0.0505861844012049,0.0633824170001092,0.0293982131189389,0.0167653441324128,-0.0012806294025678,0.00430102515530177,-0.00206244936488924,-0.00139426219815911,-0.00141825876019166,-0.0214845460494548,0.0183512016217709,-0.00274886652210778,-0.000444540821375738,-0.0284705765788881,0.00272895845362206,-0.00230012797718795,0.00584923599565848,0.00598232053064782,-0.00971715680755426,-0.00581546377888264,-0.0137508047505295,0.000645510748899121
