"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0174287386434176,0.0237240051298053,0.0363193056605912,0.017959076704405,0.0202737545652034,0.0469407508055252,0.0203428709915875,0.0298638199431547,0.020755325824754,0.0193053269183661,0.0303514610176966,0.0188376806986882,0.030428630537054,0.0182346666895862,0.0194930678565071,0.0230148554183288,0.0244800200137497,0.0162957043389993,0.0437165752898194,0.0175653017335844,0.0310141807199649,0.0265725429919487,0.0249295035570952,0.016950599727507,0.0268503985853686,0.0511985661926408,0.0396575317564913,0.0321225047654474,0.025414958061526,0.0195245711497924,0.0216364690958035,0.0185946664861661,0.09075590720351,0.0289369005955522,0.0306283718877352,0.0198813884426272,-0.000808152480116762,-0.00113074481520773,-8.9656212839771e-05,0.00118801895625524,0.00175630753978625,-0.00837918954558854,-0.00107399099152967,-0.00171613246468646,-0.00246229266476078,0.00190875248043234,-0.00420709071610831,0.00262405195819293,-0.00430591778865829,-0.00110766356392825,0.000395454827129318,-0.000434662264949944,0.00116446568131445,-0.000414379116191702,-0.00536110925754644,-0.00102638441310211,-0.00530706615015942,-0.00259799703905576,-0.00272407798098701,0.00106657868192085,0.000787446382686458,-0.0139583679617172,0.0034399714165917,-0.000201067510225953,0.00447704765585506,-0.00386916726196451,-0.00571555984578546,0.000600180446771548,-0.0193142388784483,-0.00279448486413813,0.00440532425512368,0.00135051327569382
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0164839071126056,0.0209425328466526,0.0486648833097181,0.0180541706753901,0.0189600044895213,0.0444657614137037,0.0243933090407839,0.0416651590397761,0.0174078959474153,0.0236179871324493,0.0241509783115135,0.0229120842373489,0.0234041916867395,0.0128981275662918,0.0201564023063335,0.0189590507825195,0.0309273657694391,0.026384276961082,0.0763179085383711,0.0211792640470654,0.0184254617288513,0.020567721151184,0.0581340364876977,0.0193370379477417,0.0198972845157431,0.0393906628303624,0.0195477004476547,0.0168690075695973,0.0236762811919875,0.0242130040446606,0.0295892151792145,0.0164298397000117,0.0551970710080181,0.0223160994231592,0.0455927683607884,0.0188715471986074,0.00543737958877436,0.00850603802977045,0.0121723758366575,0.00707851900843998,0.00544488603550966,0.0214359855917743,0.0119431301864727,0.0193099102886117,0.00419129580626105,0.00193538652000951,0.00769023429966949,-0.00363854190208576,0.0100583542185245,0.00388559768398358,0.004312490303567,0.00557330466262271,0.0182743863924207,0.0126793339073879,0.0153311865745195,0.00687057895387966,0.00834458426983689,0.00301862251086635,0.00160080781746995,0.00754358024479434,0.00511569134454683,-0.00198462125962401,0.0043055453295261,0.00547891129919341,0.00709042952794565,0.0062927578337502,0.0114706200662043,0.00530806123447797,0.021598839426515,0.0073022490314352,0.0160014674347817,0.00878573336624307
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.019977370589068,0.0240912538730886,0.0592919763575333,0.0196628143542398,0.0203863627833076,0.0383983817851773,0.0228903696465907,0.0283340259560185,0.0515040443173824,0.0194602140205602,0.0680246624674288,0.0226173834832121,0.0227741596255689,0.0222597927654613,0.036064438543477,0.0265710305666943,0.0201312659886832,0.0213841178577128,0.0335175581091449,0.01819443614986,0.0251816833972071,0.0329199702646637,0.0163973365888157,0.0183358794514465,0.0225370701689581,0.0441782123751257,0.0216925943123663,0.026587482795518,0.019458720428118,0.0215649422573411,0.0418697274430034,0.0256148267158828,0.0179762469396377,0.0162497066620078,0.0205544598423867,0.0333454811173117,-0.0110363886339097,-0.00990813782016272,-0.0224691076965857,-0.0102977146807335,-0.0101350591752674,-0.0133166559914043,-0.0101405885193394,-0.00959643182335609,-0.0127498960831356,-0.00901278941541407,-0.0333017730135545,-0.0101499773571479,-0.0110552541612909,-0.0121069898184285,-0.0141451609236063,-0.0131153993363253,-0.00827315508384002,-0.0114820642975856,-0.0103933852906922,-0.0101160686918888,-0.00975541000456283,-0.0174603281822526,-0.00838147745644511,-0.00913965232104622,-0.00842009271192009,-0.0211192055962765,-0.0100642370502418,-0.0124646831153675,-0.00952872550485036,-0.00957884737994857,-0.013379797436976,-0.0134241754043699,-0.00872415661910471,-0.00858803378081383,-0.0099268485322776,-0.0112715109400446
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.021755084771149,0.0241498589846148,0.0271877258305429,0.0191972908955195,0.0233651092067204,0.0452513132382043,0.023100917621027,0.0346641805070562,0.0245338369371196,0.0219406127987794,0.0267027897048755,0.0192554216391439,0.0235968866669484,0.0192644307188372,0.0182488129398739,0.0221307810515933,0.0276630203780845,0.0206859141210329,0.0486883089807133,0.0228800447496978,0.0309817901477106,0.0319027641050687,0.0370358589227752,0.0354256764634134,0.0238382585158717,0.0281855835079317,0.0313954673336294,0.0207912732506299,0.0309900571460512,0.0264154315420443,0.024346028061742,0.0203359893034904,0.0640524672611956,0.025996448475411,0.0351450402490106,0.0188995239724902,0.00229355463463619,0.00316546093446118,0.00685385893021369,0.0017922020920201,0.00451199217099825,0.00748168531812941,0.00320819764781533,0.00696831163134424,0.00415349325361682,0.00227246352951618,0.00668196101406517,0.00294461927534325,0.00310998655075839,0.00303644332493077,0.00374235717002792,0.00387199485805987,0.00438894450308914,0.00208683038365715,0.00662975018668141,0.00474717337857121,0.0101579470352004,0.00684617869249571,0.00672184826002624,0.000151455828666068,0.0052888255025784,0.00716047590243534,0.00928327418910392,0.00274934166402923,0.00627609732495176,0.00245482344132205,0.00350693381182085,0.00416709799254386,-0.00594988921341821,0.00193602739955937,0.00630597825676731,0.00451990616888534
"SPEECH_574","1996-10-02","1996-10-01",49,0.0260710773997034,0.0306512541152181,0.0242787116221917,0.0191366187546629,0.0231725109418477,0.032434639345921,0.0294388120940154,0.0280514717177002,0.0183909729625877,0.0226351565522402,0.0212288556951662,0.0207776040328654,0.0274486419326053,0.0262202488717233,0.0209269682378154,0.0203635149251818,0.0322697291092845,0.0297368184566798,0.0312718921668979,0.0210726668573897,0.0251291123290241,0.0236782044618214,0.0539966118185536,0.0166432424888335,0.0238523227225463,0.029457169827753,0.0275812664616581,0.0219184134530521,0.021801959155242,0.0268716402401279,0.0256293791990071,0.0291647027093133,0.0423252448071247,0.0233119375195987,0.0564462777901142,0.0466143492245325,0.00644219149412182,0.00284151134867379,0.00717312478671915,0.00418684008189836,0.00773789382168813,0.00297098490595798,0.0135910580932274,0.00405330056451363,0.00121976789920033,0.0101846685361225,0.00358107987065699,0.00245255749877797,0.00755265511422469,0.0033413674320478,0.00254726720913116,0.00775068301204353,0.0088540300123351,0.0123257528304453,0.00606216884255639,0.00279190142496943,0.0036382375117057,-0.00131401884693343,0.00942173988179046,0.00510501154998623,0.00280932144315927,0.00495853157644495,0.00966273899121867,0.00763339721009055,0.00546329643766104,0.00567468074993832,0.00758128366637957,0.00228989749592272,0.00390130064040663,0.00673963984452243,0.0122391618717539,0.0141600382432349
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0194351585952662,0.0228191284302901,0.0256845737450363,0.0208496987115848,0.0215023220739448,0.0552961746823163,0.0221595945268578,0.0280241707484292,0.0191022148978009,0.0221368760363284,0.0324238596409151,0.0230032517939325,0.0248688389385075,0.0170343356086566,0.0214287003354173,0.0213567714081609,0.0205171658226623,0.0232113617259688,0.0592332225479925,0.0189630130948454,0.0215448099815403,0.0242175284396659,0.0273552906095548,0.0166304801519415,0.0199385868333414,0.0459158258832846,0.0473036069765117,0.0223175691009325,0.0177549523316096,0.0247110250617156,0.022882362529836,0.023520824353275,0.096591847357371,0.0186952245064216,0.0332777786375414,0.0182918538805434,-0.00768595778638521,-0.0107165216818365,-0.00620401666140337,-0.00334303181613251,-0.0043950391120806,-0.0107490061396412,-0.00593148882195126,-0.0086832509964292,-0.00438679702736285,-0.00553977361633285,-0.010418319752011,-0.00556166207265155,-0.00873345480236397,-0.00474929430596477,-0.00393500118961464,-0.00687061235584616,-0.00368198297114651,-0.00478691753111842,-0.0138973577080665,-0.00545253057725162,-0.0095939828795624,-0.00809535178637538,-0.0022478472810814,-0.00338643515641099,-0.0077604506239754,-0.0156103833786691,-0.00850133090143001,-0.00691959646076658,-0.00468371569091649,-0.00553102674726878,-0.00244582637583504,-0.00856019673740983,-0.0201317359973938,-0.00634774228287506,-0.002124475092698,-0.00446501317087669
"SPEECH_478","1996-10-07","1996-10-01",40,0.0199712251346947,0.0307072761031662,0.0274856330793503,0.0214109412215142,0.0250712310960717,0.0426583831181741,0.0214526180355791,0.0290935505844929,0.0189725110778602,0.0373861177333466,0.0211115161054941,0.0357797859070875,0.0240824976073382,0.0204740124375754,0.0178109490052812,0.0362736313173022,0.0244526005092458,0.0193930421258358,0.0350117740543008,0.021612534098318,0.0389963930853666,0.0252718871899036,0.0498959423193789,0.0573298775617501,0.0308685816257295,0.0220498737983986,0.0236064093680921,0.0305420126226853,0.0245286154991083,0.0229672626980828,0.0346439570792195,0.020410740927107,0.0222562200094282,0.0199094604995185,0.0257497395353364,0.0207611958288658,0.00811519500627965,0.0107570380218842,0.0120048759799153,0.0106525775879288,0.00821038694081298,0.015538436165118,0.00991073499944287,0.0051988320504705,0.00670109513683046,0.011488778330206,0.00777925708321868,0.0120293803332225,0.00992626030641248,0.00988372879486519,0.00863827789643911,0.00669947907206724,0.00899823067025573,0.00845638521335019,0.0189532086354772,0.00859064736452777,0.0196764175762082,0.0105527817154488,0.0177778506583634,0.0237496143654807,0.00999305253768337,0.00810108814881944,0.0101066590705747,0.0129558733093731,0.0105742079635826,0.00941596237344007,0.0134575072533203,0.00727636084413239,0.00638576587183972,0.00931544928643727,0.00985871266943284,0.00981799434829863
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0208639735299516,0.032266230369593,0.0264049654081265,0.0211813289828805,0.0231621727220841,0.0497896064915123,0.0186943449368706,0.0258911887344418,0.0241968190954604,0.0232460378724081,0.0275322516293681,0.0240764621682612,0.049845017624665,0.0257421691540505,0.0203267496453673,0.0282740454310353,0.0400894324481527,0.0204302113647647,0.0324445911626178,0.0408137696705627,0.027109798278603,0.023962898455263,0.0526531245435178,0.0181897119122881,0.018144738028672,0.0281161526076163,0.0299863801648651,0.0268531668241391,0.0172161896442161,0.0198718447656917,0.0303611136490939,0.0299474894897072,0.0341064830786618,0.0232427904532342,0.0233531812136934,0.0216135684485631,-0.000100358600446066,-0.0019466806259303,0.000989950176262967,-0.00105552596691627,0.00388127209156878,0.00586216569829844,-0.00140716015184658,0.000877735767649737,0.00299835258367451,0.000409369468153131,0.00202843737653871,0.000962172873462521,0.00127164807775667,-0.000382215526000857,0.00138312446977963,-0.00220935162438581,0.00379994857437556,0.000434000195277632,0.00360651014773834,0.00237600268090141,-0.000705086945026581,-0.00215434654161034,-5.4716466264006e-05,0.000580931751284356,0.000303014052218975,0.00304151288592935,-0.00449198647995113,0.0029478969603524,0.000607143093000944,0.00138071915336534,-0.000853331467908888,0.00255365593678052,-0.000437810388008371,0.00191936440456291,0.00437034310613111,0.00116853352299038
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0205618284618793,0.030247034344352,0.025886276724451,0.0166054318173503,0.0276933157866974,0.0567383256630969,0.0298733543359316,0.0607948248579787,0.023737833547927,0.0198250546343377,0.0228740105849843,0.0300760872914888,0.0498783285109653,0.0247722329119964,0.0322593438624832,0.027993814039682,0.0219536400410202,0.0298557479506716,0.0366216574781883,0.0205655040332391,0.0247049133862119,0.0206519423280875,0.0247643941245437,0.0226505984487268,0.0197852951293766,0.0329361894105617,0.0284320586444478,0.0239183429868461,0.0221500295685591,0.0196282302339694,0.0265054192050001,0.0257124420034991,0.0209730689989334,0.0224743526677808,0.0221747716344879,0.0337243043502471,0.00106845435700982,0.00285662980056137,0.00503281635790922,0.000828576775834373,0.00586086692336469,0.00320292992705287,0.00172525838570905,-0.00232530920891417,0.000565194916113606,0.000328175927037863,-0.000221871549133627,-0.0032116962872326,-0.0152012720053587,-0.00383193177291397,-0.00100612753974999,-0.000767400443471492,0.000568142784487937,0.00373334275564651,0.00210664891819167,-0.000571375094600556,-0.00317313107481739,0.00041790968283908,-0.00179835731604735,-0.002275993509267,0.00207144552946329,0.00373929558939406,0.00207929197357733,-0.00142478826253903,0.000511898917042875,0.00298728950401601,0.00367363068928433,-0.00607786002026871,0.00101533448616556,0.000616669814047523,0.00118384830773315,-0.000988600985916735
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0206058409363269,0.0362245739423274,0.0242500646611639,0.0242431684827868,0.0373499369962189,0.0559015620582538,0.0236583207509457,0.0245568724615444,0.0309794285512696,0.0229238159866473,0.0235831257636356,0.0213053066807951,0.0354804871889095,0.0206861717233496,0.0291359592957065,0.0280498747844689,0.0387887683325013,0.0341306266900337,0.0312198329633584,0.0224480730168931,0.0361466917002544,0.0286723010899434,0.019502322621127,0.0206459492533642,0.0220284502864131,0.0261080087860128,0.0219363752062039,0.0255904778836952,0.02250094257123,0.0271477574428437,0.0248428389369599,0.0266825002795168,0.0189797472186924,0.0272749834541328,0.0379269472298588,0.0284918947726152,0.00239575872730742,-0.000476369724396288,0.00328458158125249,0.00519213767566814,0.0128468582578083,0.00762051465022047,0.00642770747091121,0.00337097468996049,0.00265984157736049,0.00699973474499158,0.000611562298559415,0.00504909463924386,0.00991878184428081,0.00374786343133245,0.00467078257919517,0.00590669979914619,0.0183575715889573,0.0116531013347539,0.00729830206774034,0.00453246307683081,0.00807014918811758,0.00501475122369439,0.00449329245220261,0.00406123715202081,0.00384412015308661,0.00672343683784613,0.00249071204274129,0.00565718313775591,0.00501453692656293,0.00410971535274312,0.0107652589931018,0.00842331279097982,0.00481604009080054,0.00769820676713278,0.00817452429716803,-0.00228339379115248
