"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent"
"1996-04-01",0.0376759893679091,0.0547427946947342,0.0227528398909877,0.0264547486852975,0.050681643819107,0.0327146562230477,0.0361579732742474,0.0287934545622064,0.0291451267917336,0.0472468784765953,0.0205539304523112,0.0321708930811961,0.0257649652397869,0.0308997335109079,0.0282566140001327,0.0336119859033494,0.0262023174457247,0.0259217421841796,0.0386054497857772,0.0840283107975478,0.0742029296617234,0.0455131386918074,0.0251282170882533,0.031020225583616,0.0331926452254766,0.0531951210245508,0.0253656745377927,0.00270550378548849,-0.00568628623725227,0.00398611641738456,0.000609582004442036,0.00620959970453731,0.00284532939607251,0.00213170586753185,0.00204604471142959,0.00207206278785616,0.00541237315743619,0.00261907236773403,0.0059670667268065,0.00298960017969346,0.0050644943993461,0.000764011600537385,0.00457664106672663,0.00465897448402422,0.00126827039950852,-0.000221897425666927,-0.0057352306051762,-0.00418102145856668,0.00787385795346256,-6.96668615653917e-05,0.00300814857941605,0.00143554610152305,0.0102625993340291,0.00494467214481469
"1996-07-01",0.0424420429610944,0.044281442995494,0.0248180494059862,0.0412666496560787,0.0569393224058565,0.0346575217070062,0.0514779983492237,0.028871512789824,0.030998393165741,0.0403308735761625,0.0259208255664708,0.0301583415123664,0.027573318838376,0.0376443852500965,0.0301342235361346,0.0297153664933015,0.0328575577220049,0.0314597343622186,0.0321302242789052,0.0471205102306744,0.0474746816373775,0.0373495313108548,0.0349686470029541,0.0309183526175466,0.0572004074267432,0.0376210032569431,0.0336690819445646,-0.00484902874286752,-0.00622791623862907,-0.00571000173318409,-0.00665184119450689,-0.00962960596140256,-0.00336267722956297,-0.0104514196599767,-0.00724551061268877,-0.00526232809111166,-0.00172787511567157,-0.00531685954832645,-0.00507326497929613,-0.00339987316861565,-0.00625496052309199,-0.0039336214091394,-0.00120329985586308,-0.00501931556726661,-0.00567204452379262,-0.00492156682550329,-0.0030057819746776,-0.00645166298736519,-0.00779319671515477,-0.00773991385654334,-0.00306481711842996,-0.0182296770413041,-0.00337510411733849,-0.00502223487294089
"1996-10-01",0.0446526337428435,0.0483991904075561,0.0261448222623303,0.0290967800007386,0.0413329265825105,0.0386954481113726,0.0356028387089577,0.0323550991964391,0.0357750249686231,0.0479468829127946,0.0276408961111272,0.0334143146240556,0.0286431382227057,0.0361703760037911,0.0310469185723051,0.0317746212432142,0.0317103327674237,0.0302060576875292,0.033230604019779,0.0675653846259166,0.0634618055546369,0.0401201443454077,0.0314373163060903,0.0296600088947385,0.0330242168684328,0.0392715183594042,0.0316206988992762,0.00106146229802535,0.00150469214579611,0.00241701144274499,0.00241434015385674,0.00640546264789468,0.00181642699871568,0.00233999563355083,0.00407971394555502,0.00268146502435435,0.000938850872617071,0.00266220879905194,0.00347432899459417,0.00224759284306575,0.00196500320217005,0.00220864366811604,0.00202050513403691,0.0036966688231086,0.00204718973162774,0.000702355857002059,0.00222181258169431,0.0090143096633855,0.0059105973882701,0.00253099155946766,0.00301170111857292,0.00191860524255869,0.00702542002059479,0.00207283280080474
"1997-01-01",0.0414093845526698,0.0514134753295577,0.0253697831411564,0.0323957639333678,0.0458102233713653,0.0349555165473093,0.0387839619124201,0.0322841838603942,0.0312209629962634,0.0417752797500401,0.0245378970642543,0.0324962937437764,0.0267366494820488,0.0358773829776585,0.0279652122373964,0.0315119882212183,0.0288936969110866,0.0313121755548586,0.0348684900317519,0.0686905341390118,0.0741477082532159,0.0409775083019873,0.030758132203013,0.0313526707480238,0.0379171616445152,0.0362929309508383,0.030245032140801,-0.000928965005891671,-0.00581401382979749,-0.000491867320620795,-0.00515069283270567,0.00211001501305613,0.000387397711827504,-0.00279747010087995,0.000434211787530699,-0.000496667707878234,-0.00167884908900608,-0.000517537980769507,0.00375021145487121,-0.000706666386931049,-0.00082832574031562,-0.00120896646769791,-0.0011514336227804,0.000901298179835638,-0.00165340919795855,-0.000195703738815368,0.0028359210105384,-0.00452566640542612,0.00225098231217568,-0.00300098453877415,-0.00350481648914627,-0.00388821025426151,0.00225298081282555,-0.00531498039411045
"1997-04-01",0.0452993589368773,0.0543662332297165,0.0261435026730688,0.0311726941321957,0.0431305150316595,0.0369787584835862,0.0417674223354196,0.0337116350955589,0.0325729420060758,0.0405587509518953,0.0256462206343033,0.0346721473457335,0.0272545184201272,0.0367959621225484,0.0306992889086915,0.0321500263260236,0.0306705348840877,0.0312428734865948,0.03287461528418,0.065168507199468,0.0576076251708961,0.0384056263778356,0.0331905819936517,0.0286748406289549,0.0375373257445315,0.0398053548459599,0.0319021377503587,0.00260937017307598,-0.000219340923378108,0.00212932730702114,0.0006391701933754,0.00167409180996161,0.00446583164368778,0.000617127621252024,0.00473386650358113,0.00283746702408625,0.00236493788383438,0.0017595402770829,0.00427371222530745,0.00251998644713755,0.00161122248385867,0.00217606817233796,0.0014768046501604,0.00227316790223486,0.00075980880375511,0.00276618402291683,0.00491921597264691,0.00369159993002472,0.00274903635676414,0.00115283090958945,0.00204230586166732,0.000489015182604931,0.00814962502169856,0.00131046523037591
"1997-07-01",0.0401170108849327,0.0556644657921983,0.0275276924013536,0.0349802911812374,0.0575880271277171,0.0415509673453803,0.0484715956917039,0.0285307715638983,0.0322329394225509,0.0432048693156181,0.0259212364202076,0.0324350534719436,0.0311673077519774,0.0368272096557209,0.0282621587778966,0.0310434009301452,0.0349032826885675,0.0303058787044103,0.0308939494850602,0.0463717258321864,0.0471498352400825,0.037314179415448,0.0340409829449737,0.028774082661522,0.0430159471694585,0.0400369547339082,0.0316681833899007,0.00397203474643088,-8.9952801020422e-05,0.00309807651664008,2.75978970357895e-06,0.00860554800382954,0.00521975238870332,0.00250058168838328,0.0043283298484215,0.00329730145337166,0.0073233579399937,0.00206698560189638,0.00521705019986592,0.00324124842151465,0.00325814446927697,0.00299198122390657,0.00372178673468525,0.00355843980260893,0.00234217857241317,0.00455415525377028,0.00491966070480743,0.00495645103827694,0.00552096454035361,0.0018239931085529,0.00491738555389699,0.000329800204029523,0.00928478025452893,0.00187757392098882
"1997-10-01",0.0380754931238241,0.0492744530202216,0.0271644122223721,0.0320312245635482,0.0435626639285624,0.043883384899023,0.0349703657092913,0.0310675350458172,0.0322989532326509,0.0395474044565492,0.0250893651873304,0.0405233654653022,0.0299792912544642,0.034195263171718,0.0300227231978465,0.035011460698148,0.031591718702567,0.031379386842474,0.0338663572435048,0.0591567305779751,0.0491178783350577,0.0451325647699092,0.0303995155542311,0.0397725760811338,0.0325482896789763,0.0480565740071313,0.0322810490303703,0.00483516290928014,0.00724598153737611,0.00522475682697956,0.00663539531441937,0.0082020801689279,0.00892791651142828,0.00439561118297789,0.0058410336669127,0.00599067975037179,0.00678939565776591,0.00415319445124595,0.00955919428724984,0.0058409000982539,0.00394361059076489,0.00370005739203416,0.00393423577748782,0.0064553646934099,0.00290880973825257,0.00391531523582916,0.00692627305218481,0.00741395420312796,0.00851124991103078,0.00300208513650141,0.00405837679774178,0.00651289056685957,0.0122753791271104,0.0068393036323113
"1998-01-01",0.0472780056201355,0.0501875698967903,0.0268404794031111,0.0337536555136275,0.0464657540980698,0.0398666066590274,0.0389731868053871,0.0305718427497531,0.0322368206763074,0.0394966520076811,0.0263349619967342,0.0343626790369767,0.0282473685470528,0.0387825656853802,0.0305325566057888,0.0340408180716604,0.0330150108587991,0.0323060844376735,0.0338582232049071,0.0570951636842326,0.0586363649078366,0.0381194564957678,0.0337173008909539,0.0322050615683851,0.0365829131823452,0.0370233694116392,0.0294695279839768,-0.00262283327870573,-0.00764890960574421,-0.00135368413655636,-0.00268628279724373,-9.55834271804255e-05,-0.00101114901088051,-0.00282187120600566,-0.000755000915881033,-0.00281215540506666,-0.00160028621641801,-0.000533942419494009,-0.000375884892572895,-0.00101369518967489,-0.000724971421760696,-0.00129001215703914,-0.00436842272753396,-0.002088656708904,-0.00241538947534056,-0.00215123361429742,-0.00568361388768003,-0.00334280141379132,-0.000694743731486865,-0.0053008911372963,-0.00440358864104653,-0.00449550828520966,0.00045870141202428,-0.0019013873933666
"1998-04-01",0.0475859950707297,0.0476923638892023,0.0261229919175358,0.0309223519694867,0.047364008370554,0.036867326042343,0.0427355860032496,0.0314417632819873,0.0299297669217974,0.0429263601998367,0.0263185481083492,0.0351439610001308,0.0306528618043774,0.0394753810221974,0.0315025349299468,0.0345134220003257,0.0310323536686513,0.0320588517407753,0.0362172069159185,0.0563478243706779,0.0523536264982776,0.0399599637300956,0.0344533212708869,0.0322393837689342,0.036290389884328,0.0379534952160143,0.0298983604033906,-0.00232155247187756,-0.00354059125157805,0.000127092707191615,-0.00174086000930756,0.0029691642332217,0.00126346522892662,0.000329846479334214,0.000446326820241662,-0.000425750174419472,0.00100857468992623,-4.34445048967859e-05,0.00152756120064701,0.00219830735677388,0.000188421441788591,-0.0014365405499798,-0.0022872712938684,0.000263839000117361,-0.00151016615332172,-0.00422718221404584,-0.00638159635748285,-0.000775384083943032,-0.00158633950917648,-0.00346979011233821,-0.00290541654517233,-0.00174016098689881,0.00399688167456844,-0.00105450271880899
"1998-07-01",0.0431881941228126,0.0526574370073195,0.0275931323529184,0.0334656588896652,0.0397412908436978,0.0397016821575215,0.0381623265057097,0.0318902183646792,0.0304233354275451,0.043901573046715,0.0274584408570518,0.0305610100932228,0.0273265065304212,0.0337685709309445,0.0277950916897345,0.0355959948129241,0.0382818825357659,0.0310266273821075,0.0331654193127823,0.0554828625838567,0.0481076199301919,0.04285767165065,0.0371826735194245,0.0347831092947245,0.0353567249724329,0.0458603813347224,0.0346645638504586,-0.00191396189252099,-0.00346624150496324,0.00130331282072363,0.00120337170258603,0.00116015554476066,0.00181456652375189,-0.000964278712130553,0.000675809575447142,-0.000213320813428417,0.0023826311460592,-0.00122195350227548,0.000526528303938428,-0.000806241652211911,-0.00201487306729715,-0.00116884418905988,-0.000579785022300899,0.00108237630203467,-0.00187469767986049,-0.00192021022691826,-0.00290104601337434,9.63827379601096e-05,0.00171844118277246,-0.00353573383414466,-0.00192207777469571,-0.000192705550279812,0.00539669899199099,0.00144258432730603
