"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0558465022508759,0.0647524361868419,0.0248661723925872,0.0334725475580919,0.0484373416434293,0.0239095914308459,0.0333577978774342,0.0271595692724331,0.0321893984522051,0.0480777809111355,0.0227832211952892,0.0291128220790457,0.0270709272769468,0.0514806618367383,0.0355617752010174,0.0266421278215268,0.0373094792700568,0.0458502556032798,0.0267712890723648,0.0873424921272272,0.0358177324273221,0.0315690139461757,0.0484372864277606,0.0318228402994833,0.0436326500434672,0.0267262873964183,-0.000680330814012932,-0.0111662371271225,0.00078192649297268,-0.00139902895260239,-0.00314642258732379,0.000790865630691518,-0.00132112525038652,-0.00163638408335842,-0.00478839885676115,-0.00471298478583062,-0.000740876568866679,0.000356449376689229,0.00188286248546284,-0.0136767706463869,-0.00215285961906798,0.00158423215059864,-0.0018845381530213,-0.00662463019391686,0.000724152284521388,-0.0186412577096122,0.00185895952825499,-0.00228951090877826,0.00496967916285276,-0.000698447724278298,-0.00186858404916714,0.000643980688507059
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0612356742895532,0.0457247223597068,0.0210390549760638,0.0267631145978377,0.0614699051426431,0.0269818113523636,0.0378483471602941,0.0385935113771743,0.0423559419288614,0.0370823473164325,0.0209239867252693,0.0355964615802903,0.0352614259850099,0.0428647129953049,0.027512547441422,0.0313029697877796,0.0328749026875184,0.0312865110267227,0.0239394791422513,0.104428024589197,0.0282906444558517,0.0250263299874387,0.0342906641603954,0.0310869375265266,0.0717340916047248,0.0244858798033671,0.0116697308291433,0.00739436389306588,0.00801973990419983,0.0101022531193848,0.0188724839203554,0.00719714297389595,0.0147751528630116,0.0121630393489915,0.00900346437069295,0.015124341246457,0.00725459158884918,0.0155153639267747,0.00831233916801085,0.0185959893637551,0.00856606253747999,0.0132489743189727,0.0154590493616287,0.0127264899351539,0.00683639602921622,0.0166441061335537,0.0084319397816715,0.0044301223828224,0.00618489550965166,0.00528840932093664,0.023102934776534,0.0108457348605241
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0461574794834656,0.0506932866476207,0.0253152934966551,0.031926048567729,0.102163395023468,0.0284150359953153,0.0523918608215092,0.0272632614746386,0.0237993869594629,0.0320371094510063,0.0274259643454225,0.0270665998714222,0.0356967676782218,0.0514865529641406,0.0310748413641624,0.0408773156153336,0.0439731924819272,0.0308958490545394,0.0614037299083821,0.024703323132667,0.0264535560673415,0.031950684948832,0.0293044878874992,0.0446287551636715,0.031217937751484,0.0416782838440827,-0.02072002881558,-0.0268006913429579,-0.01363381862302,-0.0152695823514454,-0.035913199374373,-0.0131673977414671,-0.0229111496904224,-0.0141927766989939,-0.012136496941614,-0.0120729017729519,-0.0118575921541063,-0.0120286792724807,-0.0133847840353199,-0.0201474257483431,-0.0129417715206341,-0.0223588762823484,-0.0173130709194237,-0.0150659108502346,-0.01726130176725,-0.0123070631997253,-0.0146292938363772,-0.0158256753898012,-0.0123458327027761,-0.0195625049026661,-0.0131297148367706,-0.0170516390790838
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.046914298143357,0.0417517993545422,0.0259023918716434,0.0316796901862189,0.0351533988924875,0.0288789255315825,0.0279975094797679,0.0457548203841478,0.0446039077898753,0.0436795733443539,0.0260077326614575,0.0337139245520559,0.0306353693861386,0.0510525438347054,0.0393049148732288,0.0282702336806764,0.0393834315735342,0.0426404045977022,0.0300950963500374,0.083554293736869,0.0344701762804631,0.0333641750849711,0.0424252021762841,0.037589549917409,0.0471642664273933,0.0280123698890977,0.0099724953283136,0.00853314428415985,0.00320925918900413,0.00226050703463905,0.00910349297270316,0.00488375156849175,0.00277183341108697,0.00353928396355031,0.00460108572130607,0.00694781248851833,0.00422463792198539,0.0054609254969331,0.00326129143335608,0.0152787754621664,0.00807145196527312,0.00446845422506133,0.00626006760049108,0.0065198655571576,0.00641543516021104,0.00662202520387056,0.00359006665274295,0.00391646576685011,0.00519433540882319,0.00376046213635391,0.00979855095266908,0.00685212613918508
"SPEECH_574","1996-10-02","1996-10-01",49,0.0367874752005011,0.0350095184157546,0.0233028593487962,0.0477752257313615,0.0339471086919409,0.0306413925238384,0.0363077634658354,0.0259113177135111,0.0329729965086963,0.047767042771562,0.0383084172148455,0.045027518581781,0.0374403712557347,0.0367991178974601,0.0352847343151973,0.0421648533156875,0.0317665440543723,0.0338733167022846,0.0279362249296345,0.078535236198943,0.0280247358602958,0.0257554644287264,0.0455727823784658,0.0339777453414141,0.048799736728735,0.0603105004246252,0.00555940522967573,0.00553510840500825,0.00477049515283216,0.0218944505329333,0.0106981298647687,0.00838687471915972,0.00777909098870065,0.00964007005045357,0.00827210921000492,0.00644794196116491,0.00258458916971803,0.0135658339223278,0.0131159342594495,-0.00414231199962684,0.00990305909064679,0.00663286284554378,0.00693962624191012,0.00512267747163386,0.00209436432078368,0.00815248191121033,0.00747813704566959,0.00600986081425683,0.0144933070633743,0.00295951539539551,0.016704705621479,0.0170267437581191
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.058837227502671,0.0641700549690594,0.0260569801295183,0.0338495981254495,0.0450168173130158,0.0271955277480638,0.032861627759562,0.025777017772195,0.030748778495518,0.0359243918079925,0.0255907705471103,0.0283922250012415,0.0267359382348788,0.0520117223118646,0.0279383951252948,0.0258328961117471,0.0363602355555331,0.0359788795578507,0.0287435697498806,0.0987767114356106,0.0238609736654909,0.0321799268607371,0.0721353736270085,0.0325822328898062,0.046028739400247,0.026413388302653,-0.00446387291037327,-0.0340881047420985,-0.00475585913422568,-0.00751953322319809,-0.0127842682546665,-0.00602284462604001,-0.00683300007061583,-0.0070330693528506,-0.0109684136331289,-0.00466896433430094,-0.00675420908912624,-0.00628379454066178,-0.00630458033053338,-0.0229411974613526,-0.00303490092389366,-0.00703674147968414,-0.0162112708997885,-0.0166736441073137,-0.00668189447066264,-0.0237393512242137,-0.00689036919411287,-0.00988831319880696,-0.00283308236783065,-0.00576629934265254,-0.00562078966441157,-0.00632875891259233
"SPEECH_478","1996-10-07","1996-10-01",40,0.0516540030650063,0.0307875374868605,0.0279234268574588,0.0319107527487047,0.0310604309372844,0.0245826312819543,0.0386455726881533,0.0807796562349134,0.0518421548048699,0.0374491693175482,0.0263945167020535,0.036214605734635,0.0322747695282852,0.0462957926873301,0.0597286725318475,0.0265746273167797,0.045343065508482,0.0422106623845617,0.0288902315763967,0.0462008805810398,0.0296730479070061,0.0383207234009563,0.0391479038870206,0.0318858109893344,0.0377507760365133,0.0264585778050043,0.0150104874333539,0.0145779968823678,0.0119814527399829,0.0154545006067399,0.0124618635738514,0.00983404974878388,0.0151750254987076,0.033335793041041,0.0187721383334171,0.0127482186167167,0.0102350131041791,0.014785150061932,0.0133882830464343,0.0184591067779815,0.0224744988788805,0.0122928820847944,0.0211147577342104,0.0137008570225908,0.0110250142862769,0.0140841151522302,0.0127192516122919,0.0100568950186286,0.0124613972980433,0.0144821086691308,0.014779281400076,0.0121379649585174
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0442672442961683,0.0341603005562175,0.0268943438229986,0.0292596988194656,0.0389753253004092,0.0613331744981509,0.0391117631969324,0.0299589300295932,0.0290031163743644,0.0616533991696779,0.034848028273814,0.0531426076387103,0.0293814415015097,0.058755859251459,0.0383852075868158,0.0284472804698623,0.0414940035559024,0.0277069577634816,0.0303097507771076,0.066061982484924,0.0290407060184604,0.0314013531215269,0.0421036994181752,0.0294057558317253,0.0343563794769189,0.0305416907656286,0.0021522800998584,-0.000734005691228452,-0.00119977935638713,0.0024713112689706,0.00395554484357321,-0.000193395394066895,0.00573581957369363,-0.00214865834781851,-3.04086296756816e-06,0.00376617024829366,8.14837984855661e-05,0.00808617201648854,0.00022791559608082,-0.00256418278759216,-0.00330591005456094,0.00245398364706675,0.000160157931211874,-0.000170042419434919,0.0027832724356718,-0.00340715468584656,0.00310517871897118,0.00111370675617812,0.00566502990913949,0.00231238839384123,0.00330084212607957,0.000310146500057802
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0435101654069407,0.040164082749125,0.0240895040198051,0.0268911246571761,0.0347053385523548,0.0289148460365434,0.0319250333097997,0.0316365142746755,0.0323733791370645,0.0705081016122569,0.0360583749524542,0.031609407626541,0.0362624388141497,0.0673025148490605,0.0439246250423463,0.0499413290290035,0.0397183490628155,0.0269322217619636,0.0287989916763328,0.0312784025667467,0.026101803910401,0.0522963673413655,0.0533320263709091,0.0307456388218904,0.0405164681768264,0.0404629502414519,0.00347186417119648,0.00501587530967975,0.000272101604334239,0.000362652354560485,0.00466798537926906,-0.000818449361034535,-0.00330976376089316,0.00108122368883751,0.0024312156610412,-0.0123287922465384,-0.00613609853291674,0.00149141772220685,0.00164356977075221,-0.00460219783835043,-0.00358962499421033,0.0080498536931628,0.00217629112647898,-0.00159764373181571,0.00167279634723391,0.00176374300213986,-0.000224611254606607,0.000224268165318867,-0.00279020933041782,-0.00335754815365442,0.00910081092919256,-0.00137279246871575
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0472643248535038,0.0422046250452742,0.0291801313668948,0.0276040334097153,0.0338160250796397,0.0309983755163605,0.0308535167896485,0.0258351834482366,0.0331157648448477,0.0535145720955472,0.0273013374280767,0.0417127374654789,0.042342489058549,0.0612963922251599,0.043752435356198,0.0360104004142706,0.0474178250676355,0.0299336817034728,0.0394097514538436,0.0263310368785108,0.0355808502118093,0.03232970747369,0.0347237088408687,0.0333764139474787,0.0799668290698635,0.034127850955426,0.0118293017569194,0.00867714873495976,0.00346799223654972,0.0073881427059377,0.0075421867026359,0.00937841356538092,0.00789378356998094,0.00614650669978577,0.0110382080347647,0.00516425689145543,0.00585904076068085,0.0163109124925514,0.0127641188275841,0.00357365214923972,0.00242678437668142,0.00202027974620106,0.00571304437023401,0.00743387945814963,0.00911379316680218,0.00616652134582464,0.0108514191749744,0.00522221219925982,0.00890053266914733,0.00675177792202631,0.0265171773447429,0.000989959023456449
