"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent"
"1993-01-01",0.0362152623959365,0.130589421858779,0.0382919428994354,0.0297449561334075,0.129035019249693,0.0428202642119847,0.0379794104931704,0.0421297989165533,0.0293221694184326,0.0423077833580658,0.0313250802063723,0.12872296648619,0.0335505544788285,0.036613716996198,0.0323069909232379,0.0414054982070493,0.0454537350609492,0.0312500855248668,0.0609353431808502,0.00976103300237628,0.045375629534372,0.00353343166850087,0.0049127198971666,-0.00762579188711538,0.00173421445328149,-0.00220055787282226,0.00760806450219722,0.00468086072096791,0.0074094089463552,0.00313483671540532,0.0419682749412316,0.00148766465481495,0.000304709505212619,0.00553304459986199,-0.00582587453435037,-0.00212857956843306,0.00651669620784815,0.0194201718934074
"1993-04-01",0.0335122683477044,0.137551921192442,0.0382399356000005,0.0301211343581766,0.120014810060498,0.0344630669187027,0.0361623626482316,0.0443089701016423,0.0328482608601132,0.0454825608579962,0.0316893217379585,0.13260697378679,0.032306377524316,0.0326382760479713,0.0303937048332018,0.0443260209070579,0.0436091383171369,0.0386222728049685,0.0611026230950911,0.0127584053503804,0.0520815838599326,0.00094073218787109,0.00389873318317344,-0.0313249445319559,0.00281192053488946,0.000598547757630332,0.00890229136167405,0.0022824174917074,0.00258846071996191,0.000340646706561179,0.0376128407731552,-0.000240470925694905,-0.00203035103585383,0.00434194984651436,-0.00722107918381407,-0.00684143536749966,0.00332767083830705,-0.00416696035742914
"1993-07-01",0.036439479795467,0.131763837485887,0.0405668487190186,0.0322968467328385,0.118472974536047,0.0379191064043781,0.0384033233335786,0.0434488762993746,0.0295575923923969,0.043807691682175,0.0312035032310624,0.130760083717891,0.0318559716127049,0.0394289956748299,0.0314738299078024,0.0419488075622857,0.0426322924292998,0.0308413122063662,0.0671786262765965,0.0117506980572477,0.0589569733192658,0.00379828818623905,0.00638807452866753,0.00641520275012839,0.00734008109267621,0.0059882445827495,0.00663277550477327,0.00709251840971789,0.00694334864001999,0.00199724701190817,0.0287117341886012,0.00487686717442441,0.00453738787236674,0.0069731174721843,-0.00379095486002667,0.00211445266854029,0.00528279412729684,0.01038635278912
"1993-10-01",0.0370567155367449,0.131506746320745,0.0396148131726831,0.0322082649051806,0.11910534854065,0.0366020216673149,0.035394242924622,0.04539205175872,0.0293705527477099,0.0420104090690025,0.0302433166962067,0.12239502883153,0.0334018122374791,0.0362221186141423,0.0322154391454481,0.0445339609755065,0.04874089793923,0.034357967704045,0.06962829121304,0.0257561279545368,0.07282405056453,0.0193215904169778,0.0170801742521522,0.0545978653576286,0.02271662999972,0.0202259135060392,0.0290352488842623,0.016448279781214,0.0277954703810038,0.0165421067467683,0.0906492426296215,0.0148810891604338,0.0186051570828863,0.0208173212791931,0.0199452670482215,0.0231978515710963,0.0171396444141446,0.049308995395616
"1994-01-01",0.0359018243764378,0.135971015760695,0.0382331509636466,0.0338421705358055,0.120019061821191,0.0353554060451671,0.0304712976073828,0.0430783448186705,0.0323842161177083,0.0440206287287188,0.0325088401978202,0.12565136427229,0.0348737780859954,0.0369299173326257,0.0325607845061137,0.0417652118319027,0.0461470283135403,0.0357404474839351,0.0645455112003533,0.0175029756443516,0.0770718513499958,0.0109023643730927,0.0126256272749522,0.020673510764437,0.00959779423059501,0.0121738890123602,0.0165740422635002,0.0112623164538235,0.0109623536563977,0.0119717174641958,0.0502182692627793,0.0101859423621385,0.00569679566944771,0.0146912019818788,0.0105089606009305,0.0112638770491836,0.0151450150250142,0.0227305743727388
"1994-04-01",0.0350596054772448,0.11800890315259,0.0398993765641154,0.0337403871559091,0.110209915093305,0.0344579539797984,0.0315404007162898,0.0436944985388451,0.0289954803265497,0.0466376151317955,0.0305563063981769,0.139656682749289,0.0333669497621165,0.0363403585883496,0.0366296342632655,0.0463818749101171,0.0467649280670918,0.038112870745834,0.0699462583793163,0.010086282121683,0.048232334782898,0.00272371454156076,0.00720763149219443,0.0094273531131096,0.00711439956999043,0.00491437011736172,0.00590384667482613,0.00411287602507456,-0.00179622712207953,0.00410131433357786,0.00628628951156932,0.00711796024377838,0.00690135909578328,0.00178779111593162,0.00258125983320168,0.00412497386988748,0.00747268425255717,0.0125127662443654
"1994-07-01",0.0339824903402041,0.131843032204551,0.0351047013222761,0.0322729190017435,0.117396083678468,0.0368116749785158,0.0316811066836874,0.04206139070425,0.031022875586329,0.0402784284630748,0.0302370803326859,0.144059227991681,0.0306860460198736,0.0328712905788006,0.0336810136401664,0.0424255112554196,0.0461091440720587,0.0344304694979105,0.0730455136483042,0.00787191618155933,0.0541419984698284,0.00486314504031313,0.00710722029367626,-0.000853084660588663,0.00602307808828338,0.00606521008716631,0.00806232000098685,0.00582098519917021,0.00703009561486773,0.0051146305121024,0.0590802278207569,0.00730578716939412,0.00393054016951811,0.00956419481584166,0.0107339441845733,0.00154593129852204,0.00825785677247809,0.0132682384689007
"1994-10-01",0.0331699677995305,0.135056042437988,0.0390448910554162,0.0327800046104798,0.118055099301662,0.0385843677728004,0.0332344234998523,0.0437349912672725,0.0301154378791995,0.0450511383153928,0.0304797537034716,0.132888804756053,0.0346160408620701,0.0338956309365086,0.0333617841548158,0.0399392023858691,0.0482662694298145,0.0334286418519824,0.0642975079798211,0.0213000662007553,0.061909603099506,0.0207078418569395,0.0160801969010231,0.0394577253477842,0.0212546767763801,0.0199962645444089,0.0251274242211489,0.0149267063707127,0.0280880324251322,0.0145389795275959,0.0976679204164213,0.0140996886527896,0.0122226213829976,0.0175646559591986,0.0235890794808099,0.0227023642994072,0.0168800488612891,0.0338260419506411
"1995-01-01",0.0326760930956562,0.125207122819338,0.0422602080548661,0.0299840972364914,0.120710148664221,0.0381608190692376,0.0329450067323947,0.0421923667911525,0.030565708818305,0.0421513566466556,0.028796820057212,0.138721698838993,0.0337306464881445,0.0327244102132548,0.0324895318650627,0.0502834739327019,0.0474841247500274,0.0362259724287721,0.0626903934975138,0.00683342372290121,0.0368857566404775,0.000128165113994575,0.0063062606454415,-0.0147019256706809,0.00312494438009203,0.00390128899071567,0.00580030880656495,0.00452317474210206,0.0151456574800646,0.00552994359722136,0.0663861420089894,0.00312440140795264,0.00368011692819804,0.0117368897142125,-0.0110997374106338,-0.00509574016682842,0.00291073357771718,0.0151582825702094
"1995-04-01",0.0372740408489795,0.122658396785387,0.0424966142931061,0.0302923979793166,0.114644587564539,0.0398605169389787,0.0364472675123188,0.0452137531425918,0.0281268357197273,0.0383138418449356,0.030617699760453,0.141956165415648,0.0320054459306871,0.0315707244321982,0.0355664045423528,0.0493346249517677,0.0421027138989231,0.0338500015200331,0.0676679669180569,0.00972715492674352,0.044521982115654,-0.0041377080526347,0.00245229996232322,-0.0167430001349554,0.00585065696923194,0.00115930844773851,-0.00194821432666037,0.00376151067408134,-0.00394643445105133,0.00205068024739925,0.0117433059755746,0.00339246124039295,0.00246850276075025,0.00571690769524912,-0.00899877593489646,-0.00399947797155773,0.00606774387385914,0.00892923513652541
"1995-07-01",0.0378233833426114,0.130331432173648,0.0365543350703453,0.0320423314326319,0.128979378990453,0.0349624772215138,0.0346637685332613,0.0427125945590201,0.0311363434827583,0.043085167562735,0.0285159423502756,0.134949018677344,0.0323915760662156,0.0330398418993638,0.0341446738306899,0.0443036145781315,0.0434868358356205,0.0324276435972257,0.0644496407961552,0.0129997268773587,0.0627131857535202,0.00816458933636069,0.0103981003855633,0.023607640859384,0.0113342690694982,0.0106772229478433,0.0117384413525986,0.00863247072866287,0.00952067379818852,0.0104281664944946,0.0437985656932402,0.0086329514048308,0.00870782807815276,0.0105062295374467,0.00339856069477301,0.0112409139630987,0.0111819352902754,0.00910204241819243
"1995-10-01",0.0346156216034434,0.130291388757723,0.0371638593185799,0.0294735397737346,0.129440292509418,0.0345780738370511,0.0343646852327135,0.0373271372329427,0.0307216928137988,0.0461072516058163,0.028979148288185,0.154668027136489,0.0320698147549347,0.032955974203008,0.0319785781059618,0.0386488933674561,0.0441099078411644,0.0323594109870704,0.0601467026305092,0.0104158967380089,0.0584408056280078,0.0089747120763694,0.00702848508255674,0.0163873631466205,0.00964641287814492,0.00541663042034944,0.00956353516057022,0.00950882121006383,0.0143155796589747,0.00757275135039612,0.052761610922231,0.00707015920650399,0.0059073973692656,0.00816290076437487,-0.0003317429010002,0.0030752939030862,0.00868788545252007,0.0196186540078287
"1996-01-01",0.0343934243409295,0.117926833942362,0.0361759155569859,0.033121298926921,0.128658284367113,0.0349491978057641,0.0353455832805525,0.0418699668708517,0.0302521754176203,0.0422096645743871,0.0300062998688601,0.14116753953155,0.033399619804708,0.0376876102759679,0.0325077123919158,0.0423434126124042,0.0462865142604639,0.0329857642299899,0.0687131819406533,0.0066237371651921,0.0582684689067611,0.00335445176334999,0.00720037057116606,-0.00988004319343294,0.00568204422315705,0.010463061335967,0.00664311743363388,0.00678584216179213,0.00384447905654902,0.00603129490260457,0.0103501256305839,0.00761878965289022,0.00744575527283216,0.00675317974830023,0.00668788466515848,0.00265905137048232,0.00785971125713681,0.00985815414043877
