"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent"
"1993-01-01",0.0287304556521485,0.1158299918486,0.0290259354796562,0.0246687566823456,0.025449503417407,0.0366987410409659,0.0362374354224024,0.0290593180501986,0.0233193925989294,0.0359186476709454,0.0252794051789346,0.0593658417224407,0.0237502972697956,0.0224001513715093,0.118510706563411,0.0280605256513479,0.0258151309709964,0.0341453464855304,0.0305714036634721,0.0217874125394882,0.0441741234294604,0.0321077238139166,0.114300168754882,0.0347935847212151,0.00237472361115119,0.0446173315482086,0.0047799333644937,0.000235848554089602,0.00470157759653036,0.000684690309301454,0.0103560837969685,-0.00338902261809715,0.00279710025668312,0.00858167614692044,0.00256945545418879,0.0171315818702546,0.00259663312553652,0.00255129984930294,-0.00619990340010135,0.00490296289510914,0.00488591951404323,0.000674815207917892,0.00380752695551745,0.00345432986565189,-0.0112315597530321,-0.00210452071811426,0.0399337071047657,0.00688776684298825
"1993-04-01",0.0278382689410999,0.123785865796414,0.0327966960467535,0.0248304650171075,0.0284038200934111,0.0409227356854221,0.0272297718260644,0.030134754893384,0.0253235080554753,0.0325420492933942,0.0266910749895925,0.0646194480698257,0.0243362034781041,0.0255961059774363,0.102590842540426,0.0270229378689549,0.0238979056430848,0.0264108583834889,0.0279082741638246,0.0241022145809297,0.0432543336113764,0.0316562057658027,0.122540916818791,0.0355647424598366,0.00450081061518971,0.0474470895147813,0.00158775612555384,-0.000117505062115939,0.00797631457256161,-0.00139979321225956,0.00460455198163374,0.00093626162068112,0.00202563397687979,0.00602104680834223,0.00201637314846471,-0.00623192258016972,0.00152308889274227,0.00126026578421693,-0.0352476562673448,0.0059072203204561,0.00454554363004034,0.00393831102635744,0.00400386205909942,0.00323618348807354,-0.0153355629962422,-0.0020049590755829,0.0357477119897919,0.00372033284836005
"1993-07-01",0.0266159777226509,0.121725452024921,0.0311564794191963,0.026619402014723,0.0264443518406966,0.038645363455034,0.0348298884040944,0.0318892680749562,0.0237281854389178,0.0314452662799561,0.0235073502986924,0.0618840336416776,0.0253378775398579,0.0242015908732549,0.108240331069856,0.0252621350567945,0.0273465670660221,0.0287821608646352,0.0366858758367915,0.0236746031219214,0.0403817184031445,0.0316303650126662,0.115471567593073,0.0344941889464671,0.00524254804354953,0.0565865773756862,0.00302665930539635,0.00456897078862509,0.00756136580439886,0.00146576057511764,0.0130039265561225,0.00348072226294358,0.00361485865996826,0.0049545235868669,0.0042620239154317,0.00966055954134326,0.0025908529797109,0.00334476965818326,0.00663793441296447,0.00511834172877442,0.0060629081297916,0.00580870482176704,0.00415055739295,0.00366464415291216,-0.00491173009646709,0.00569784505641546,0.024597327818264,0.00220455104518442
"1993-10-01",0.0267814307847755,0.119835964974611,0.0333132461702098,0.0269776276076965,0.0264477324413119,0.0422206981095772,0.0356535410076763,0.0268052627671689,0.0242850260066706,0.0312448535550596,0.0253790455329587,0.060793483256092,0.0219263800015829,0.0267663158015742,0.109901860683644,0.0266952089660903,0.0268861342845498,0.0258023532751473,0.0323676600798734,0.0256570828117484,0.0398254643987112,0.0309562449804396,0.117993505040347,0.0354838774624838,0.0127919390033438,0.0679668584904656,0.0158831160095527,0.0108841877237789,0.0179720845732173,0.0173188999388068,0.0268692624387487,0.0148232715689741,0.0133631135626672,0.018736462938712,0.013363517132261,0.0486953573298961,0.013096331272375,0.0148910669857038,0.0488442154659394,0.0136805670572328,0.0227076519843903,0.0141597442977435,0.0172705634516081,0.0143714143217265,0.0112234652838668,0.0160210117308294,0.0921281676228118,0.0198257562413948
"1994-01-01",0.0287616774093302,0.125166416312476,0.0325041415499541,0.0245271448730507,0.0294403774628692,0.0413166325727486,0.0349570188962947,0.0276104015935296,0.0240633190592863,0.0349799278542402,0.0283079772579575,0.0623646433418569,0.0239263733259416,0.0271725701644981,0.10552854766833,0.0278476890870394,0.0281222029373067,0.0271455257340175,0.0288275695969689,0.0232068848519935,0.0408914844717431,0.023634112631904,0.114528703521007,0.0351686578256563,0.0101603167373947,0.072753307137468,0.00841876520077821,0.00869446454375577,0.014887968408622,0.00841199968866013,0.0148407170330875,0.00443320063617622,0.00861640397053352,0.0141797166910451,0.0121711196163436,0.0230964155005167,0.00976741179904998,0.00902541257306425,0.017646679795829,0.0113217405751872,0.0107993024156942,0.00579054779848416,0.00993438818472491,0.0088265218884911,0.00776492931034663,0.00790324708037158,0.0437167960097872,0.00859770621640123
"1994-04-01",0.0250237018746144,0.110162144229756,0.0319893147764088,0.0228949887978271,0.0263365367370735,0.0409291162925958,0.0354342299861524,0.0309463706752238,0.0249780382348738,0.0322157680225169,0.0253373154042118,0.0676020194875211,0.0225978549178698,0.0248996210981409,0.0907216420858377,0.0300399256176099,0.0279072879411401,0.0308140189129928,0.0344084665395948,0.0257188491222508,0.0466443677934976,0.0228679491525375,0.132403089845232,0.03712738245452,0.0053217710978669,0.0452484842958022,0.00434592526360355,0.00439038053447358,0.00663197739301398,0.00487455661022964,0.00500977713685704,0.00471858027448113,0.00664118220045933,0.00483471011032438,0.00367675586518285,0.0117151180251093,0.00238384539221916,0.00270790012639338,0.007490975198156,0.00628157490518034,0.0018317797572544,0.00718005997835209,-0.000140519971785706,0.00566983335082215,-0.00167822923991114,0.00323259257280514,0.0081221210065729,0.000321827933808644
"1994-07-01",0.0273895954391349,0.118405011004486,0.0303945630345634,0.0258148894720112,0.0259688030804059,0.0381221425988222,0.0313662290274163,0.0264906369221003,0.0247193040927977,0.0311062038757317,0.0257043861744326,0.063731899404436,0.0246812256261655,0.0232983089107219,0.106823605228404,0.0269606570885506,0.0274583807120422,0.0302543867024852,0.0306879818772733,0.0241879594792924,0.043135550207563,0.025374411002639,0.131771122971528,0.0361527460669966,0.00545885614010201,0.0507459107819971,0.00396911667268906,0.0052390460941278,0.00668799194160948,0.00221776060633345,0.00710056043788039,0.00258045075375793,0.00479874565853567,0.004365536392958,0.0053219452029578,0.0142427880197987,0.00556241571541499,0.00459813070705019,-0.00343188999854722,0.00866219423507017,0.00664189552227004,0.00522324312951994,0.00639675751505928,0.00538050858195799,0.00774722267684609,0.00477537081781322,0.0573724159392046,0.00327726198294353
"1994-10-01",0.0296296360578286,0.123092236930986,0.0291809950031222,0.0239207934152331,0.0247963497256947,0.0435309226199544,0.0366638463318298,0.0306192811810321,0.0240544471635637,0.0328455936258712,0.0257949387522093,0.056370001108955,0.0251495874597931,0.024126469152572,0.10668363308371,0.0279375800961105,0.0279692691218815,0.0288062820551617,0.0289268063124385,0.0239640610095213,0.0396565123749233,0.0249935797490054,0.125973349527605,0.0353138281409977,0.0117702096926017,0.0614970840683723,0.013356532128847,0.012839173284953,0.0132715892655511,0.0194298160847263,0.0255905671679092,0.0116033249507429,0.0110509518491917,0.0219401783786158,0.0124072248262398,0.0308890675358391,0.0123516989278946,0.013241544529933,0.0327705634339092,0.0150993440504307,0.0175289123214106,0.0117174466192972,0.0124572353929559,0.0126453403844379,0.0216067204366739,0.0144558239432548,0.0929665979056614,0.0194529910954923
"1995-01-01",0.0294844322680413,0.113168527503335,0.0338545108219153,0.0242659905598014,0.0235102632884971,0.0387464642373382,0.0374682295088847,0.0255054880193162,0.0230972456941793,0.0334362262606648,0.0254689993460795,0.0564105886130667,0.0244133720353329,0.0227902194421084,0.111121010015023,0.0287019493234382,0.0267740395387516,0.0291359459048126,0.0290198237240171,0.0237546497575079,0.0504452205468702,0.0271728797972836,0.129877580344966,0.0323763434487682,-0.000668754300757274,0.0375960551009407,0.00322096637485507,0.00365411196459321,0.00602021082485507,-0.00757332641877802,0.00594944681061886,0.00248609834360428,0.00539834305089219,0.00501775647984192,0.00256617105302769,0.01585733969549,0.00466967116361881,0.00645126202262094,-0.0234478399909885,0.00321931022200219,0.00596641487008939,0.00403342098852997,0.00467504159306594,0.00347380786186985,-0.0142611199833293,0.0056095794070195,0.0681696724451304,0.0121944474998986
"1995-04-01",0.0285098579894751,0.115080474487652,0.0333042465717713,0.0248618886719369,0.02410751010106,0.0366089594641551,0.0355741925180892,0.0246456887742921,0.0229231753501647,0.0361913069976363,0.0230219751670642,0.0531888391654258,0.0231802063009921,0.0234808866356283,0.103257855459238,0.0297624962721875,0.0270049125752101,0.0285832490073549,0.0311070097474745,0.0246502385054174,0.0501561554254762,0.0281556242884796,0.141321743355836,0.0313215071679834,0.00113967150386165,0.0418391521617048,-0.00086205793353751,0.00246300875527869,0.0049809343032752,-0.00430658456701455,0.0102551503075798,0.0025830074628203,0.00190376020573822,-0.000548070314990274,0.0016986258720041,0.00594323526125186,0.000936479963965561,0.0020078915082348,-0.0191155519018499,0.0080336610726664,0.00211969981657265,0.00515931624602634,0.00203561612216787,0.00322323425569463,-0.0188221522120475,0.002998637313497,0.0158550950780031,-0.00345362112713605
