"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T1_speech","T2_speech","T3_speech","T4_speech","T5_speech","T6_speech","T7_speech","T8_speech","T9_speech","T10_speech","T11_speech","T12_speech","T13_speech","T14_speech","T15_speech","T16_speech","T17_speech","T18_speech","T19_speech","T20_speech","T21_speech","T22_speech","T23_speech","T24_speech","T25_speech","T26_speech","T27_speech","T28_speech","T29_speech","T30_speech","T1_news","T2_news","T3_news","T4_news","T5_news","T6_news","T7_news","T8_news","T9_news","T10_news","T11_news","T12_news","T13_news","T14_news","T15_news","T16_news","T17_news","T18_news","T19_news","T20_news","T21_news","T22_news","T23_news","T24_news","T25_news","T26_news","T27_news","T28_news","T29_news","T30_news"
"1993-01-01",0.00981907336015056,0.26003061290185,0.0119659231091295,0.013171899138913,0.00110253969345391,0.157115814035107,0.131610708938417,0.00502882636295248,0.0130648175909758,0.0426375762086489,0.00209147128665981,0.0130577538696748,0.00558588039027518,0.0230657645428719,0.003979968347053,0.0130176354800088,0.223555315760351,0.00705822077889108,0.00110253992717658,0.00393921027622134,0.00153287372283697,0.00268850991550388,0.0137730003598384,0.0196693946221855,0.00110253973419987,0.00110253946347183,0.00444866353116424,0.00885209923698243,0.00372628825321725,0.00110253916181863,-0.000146388119895053,-4.59826121070569e-05,0.000127283475236203,0.000200160870741406,-9.13850652818828e-06,-0.00408638101809441,-0.00258198167426465,-2.1299810526971e-05,-0.000194332443222079,-0.0022170143906056,-4.11524384786915e-05,-0.000145858737614133,-0.000190471217276347,0.000342068079706589,-5.79728797905438e-05,-0.000501670481950969,0.00235811552878823,-0.000393800060099791,-9.13849310489461e-06,8.11695258794939e-06,6.4180698400457e-07,-4.90636808907193e-05,-0.000523622674104409,-0.000751421449737299,-9.13851036490559e-06,-9.13852726622192e-06,-0.000260395397213213,-0.000259052784635072,-8.10220089548865e-05,-9.13850873749256e-06,0.00981907336015056,0.26003061290185,0.0119659231091295,0.013171899138913,0.00110253969345391,0.157115814035107,0.131610708938417,0.00502882636295248,0.0130648175909758,0.0426375762086489,0.00209147128665981,0.0130577538696748,0.00558588039027518,0.0230657645428719,0.003979968347053,0.0130176354800088,0.223555315760351,0.00705822077889108,0.00110253992717658,0.00393921027622134,0.00153287372283697,0.00268850991550388,0.0137730003598384,0.0196693946221855,0.00110253973419987,0.00110253946347183,0.00444866353116424,0.00885209923698243,0.00372628825321725,0.00110253916181863,0.0185878678634869,0.017339038726099,0.0175504182516179,0.0117394130288079,0.0593824662762979,0.00404616944240779,0.0221176194419439,0.0302554602421312,0.0533129224122535,0.0383044156188634,0.0852833930686666,0.0727211045403553,0.0201153244218549,0.0185038404034456,0.0340221488489706,0.0442204592498439,0.0115506343923742,0.0241626409992519,0.0562972857679374,0.0430173192750812,0.0415461434343212,0.0176438067005686,0.0224996898190013,0.0529671121176055,0.0259348882445108,0.00977078046525867,0.02583168108177,0.0552420216569344,0.0416040002061135,0.024429934002225
"1993-04-01",0.00749792047581413,0.279663384243771,0.00789689677464503,0.0144940823919477,0.00229362534408102,0.157809145152155,0.119061169767514,0.00459557498527964,0.0101964756060624,0.0409621552705339,0.00115575586709464,0.0105443305632285,0.00684128170207592,0.00701416874333123,0.00862120458633669,0.0227872808451273,0.241265000584512,0.00797817441323256,0.00428598692956937,0.00115575583400529,0.00519832052479868,0.0032474153552314,0.0086145505240102,0.00769286900936213,0.00115575573938255,0.00115575541533922,0.0025040351718162,0.00763541280889547,0.00115575678992317,0.00552075858092423,-6.69256980209236e-05,-0.00101783489018272,3.71917515204801e-05,2.08641033635664e-05,-2.53179006108812e-05,-0.00627963910536502,-0.00369144329648527,-0.000110619390486449,-0.000719511696206579,-0.00197590379214946,-1.09144969121281e-05,0.000179024169200867,-8.50524977804281e-05,0.000244531417479788,0.000319333317882928,-0.00115074026189379,0.00353024102886242,-0.000335791564727589,-0.000100740928997631,-1.09144616497618e-05,-7.60769186805694e-05,-5.06291424652292e-05,-8.12062780280369e-05,-0.000330075128352158,-1.09144740259437e-05,-1.09144812423366e-05,-8.93028359582328e-05,-0.000317960631138747,-1.09145047756587e-05,-0.00013772097199642,0.00749792047581413,0.279663384243771,0.00789689677464503,0.0144940823919477,0.00229362534408102,0.157809145152155,0.119061169767514,0.00459557498527964,0.0101964756060624,0.0409621552705339,0.00115575586709464,0.0105443305632285,0.00684128170207592,0.00701416874333123,0.00862120458633669,0.0227872808451273,0.241265000584512,0.00797817441323256,0.00428598692956937,0.00115575583400529,0.00519832052479868,0.0032474153552314,0.0086145505240102,0.00769286900936213,0.00115575573938255,0.00115575541533922,0.0025040351718162,0.00763541280889547,0.00115575678992317,0.00552075858092423,0.0210429064976486,0.0149017643403356,0.0266845803482716,0.0121902343673386,0.0470979086148271,0.00489105111679426,0.0180308597710808,0.0197146406250607,0.0703153386117855,0.034444957967301,0.0711867511518998,0.060653773450196,0.0362376349848232,0.0218902971488754,0.039474584522266,0.0486052265905599,0.00982342018547574,0.0275748178121775,0.0749192324894943,0.0424158713301088,0.0316747868852009,0.0202490517736415,0.0212641440690379,0.0426149826216769,0.0193158837178092,0.0146400702261531,0.0236781523702628,0.0613248132966378,0.0416433152821128,0.0214989478311468
"1993-07-01",0.00881456186828999,0.282363919497616,0.014720173759329,0.00984421604355323,0.00111365266021758,0.159396941391442,0.117231216902014,0.00262815596323987,0.0122351380821362,0.0361952472258842,0.0027517802147216,0.0105547193185642,0.01053870000167,0.0155339797354092,0.00405352491084929,0.0155609779041422,0.224002327314107,0.0156935348709613,0.00149392067679088,0.00135617808276244,0.00306857131598625,0.00382806261199621,0.0095636126589536,0.0081415861432281,0.00293465229356876,0.00182403549167478,0.00440616809288822,0.0137735069065637,0.00172879580939405,0.00464814225204611,-0.000232556345830838,-0.00269136925719608,0.000289963029960517,4.28209571438387e-07,-6.11949224475965e-06,-0.00331670176801292,-0.00201621565514587,1.55162250519848e-05,-0.000484568645882405,-0.0012259051350353,-4.93868293411441e-05,-0.000114771733278702,-0.000136238774390775,0.000323922469031702,4.19302852522608e-05,-0.00047072583989619,0.00369040558770404,-0.000289632006948727,1.59249849648924e-05,6.00672988631071e-06,-0.000166581757214551,-5.90602428429623e-05,-0.000108673826709503,-9.86603594679432e-05,-9.65542193713891e-06,-2.24134014039167e-05,-9.59828261372331e-05,-0.000452058238870255,-3.32581409561049e-05,-0.000270879454847148,0.00881456186828999,0.282363919497616,0.014720173759329,0.00984421604355323,0.00111365266021758,0.159396941391442,0.117231216902014,0.00262815596323987,0.0122351380821362,0.0361952472258842,0.0027517802147216,0.0105547193185642,0.01053870000167,0.0155339797354092,0.00405352491084929,0.0155609779041422,0.224002327314107,0.0156935348709613,0.00149392067679088,0.00135617808276244,0.00306857131598625,0.00382806261199621,0.0095636126589536,0.0081415861432281,0.00293465229356876,0.00182403549167478,0.00440616809288822,0.0137735069065637,0.00172879580939405,0.00464814225204611,0.0250637905010475,0.0173884503085651,0.0217685033904297,0.0126448453565851,0.0520078480881237,0.00267747842624265,0.0183775973890959,0.0278845981125099,0.0545006769262729,0.0487001574421758,0.0833308337158224,0.0646672893676541,0.0179454502840694,0.0193156428199422,0.047184147019684,0.042239542946718,0.0118302554369131,0.0241795208579351,0.0646867806563171,0.0418790241934916,0.0401553618954087,0.0164922990012433,0.0192665779975926,0.0358959656798388,0.0204257873748372,0.0119322222575791,0.0207821060084099,0.0522467881550129,0.0461568520140198,0.0383736063764622
"1993-10-01",0.00810839972747238,0.255567874800117,0.015773726157091,0.00805545292595046,0.00147409963714779,0.162976637724465,0.126155121293436,0.00738458759642344,0.015244860107816,0.0425345264102051,0.00130125358021315,0.0135651001316983,0.0138945259958232,0.0167268171594299,0.00715155752101017,0.0168909041115073,0.242079316569696,0.00507440153006914,0.00371302730915775,0.00197350298234655,0.00119815667117191,0.0033469186173879,0.00621286001918528,0.00359005702903719,0.00286596601990155,0.00119815694114425,0.00377455399684121,0.00887284884473988,0.00119815795880143,0.00209663063071304,2.35939427691461e-05,0.00566005409824761,0.000380678985129163,0.000196317085801083,4.8769717716761e-06,0.00107533359678075,-0.000414491296813339,-2.56605380018194e-05,0.000129015796700145,-0.00064113312197075,1.49342128500151e-05,2.27128907556007e-05,-0.000154872775121204,0.000532149354912207,0.00025545272625428,-0.000497752908605688,0.00280912946598704,1.52066570934957e-07,-0.000221693928357914,6.40973851503631e-05,1.40750773104483e-05,-3.60553659522772e-05,-4.57026233885399e-05,-4.54986698427039e-05,8.33504740252332e-05,1.40750838437337e-05,-0.000188707205769334,7.1638109349003e-05,1.40750799170728e-05,-5.24691865345831e-06,0.00810839972747238,0.255567874800117,0.015773726157091,0.00805545292595046,0.00147409963714779,0.162976637724465,0.126155121293436,0.00738458759642344,0.015244860107816,0.0425345264102051,0.00130125358021315,0.0135651001316983,0.0138945259958232,0.0167268171594299,0.00715155752101017,0.0168909041115073,0.242079316569696,0.00507440153006914,0.00371302730915775,0.00197350298234655,0.00119815667117191,0.0033469186173879,0.00621286001918528,0.00359005702903719,0.00286596601990155,0.00119815694114425,0.00377455399684121,0.00887284884473988,0.00119815795880143,0.00209663063071304,0.0244132046171651,0.0171412862867041,0.0210583048702488,0.0153613825199449,0.0582339725684279,0.00428474527130726,0.017962000830321,0.028507765992569,0.0589519526091202,0.0451259366191047,0.0779302067810115,0.0662997231970072,0.0129830577104127,0.021646711588306,0.0398804849684745,0.0321118843597646,0.0116354787342334,0.0240221369720333,0.0626091133451021,0.0548011918429932,0.0375193961567463,0.0248400669840204,0.0195357935120487,0.0322280656768639,0.0293319777783849,0.0129787263213791,0.0159266443769424,0.0416093297465444,0.0439562415662019,0.0471132161966165
"1994-01-01",0.00666017810826735,0.251382386655213,0.0193372839814707,0.0144563984195719,0.00116013597727475,0.128494948511992,0.146871265668573,0.00585412460652603,0.0136338997109165,0.0434271806959747,0.00163879304498213,0.0145934029353082,0.00171125308059667,0.0117408336843241,0.00767412929550301,0.0255134482614008,0.251034542275657,0.00914300174520051,0.0093237822663905,0.00145037743916461,0.00166678479623261,0.00116013575405447,0.0107777989959439,0.00322166689333105,0.00302699418216144,0.00196863116855982,0.00497972558284381,0.00524538691460484,0.00116013684443063,0.00169137250353045,-0.000144013654352192,-0.000318971210548892,0.000160544163339716,0.000161583451938693,1.84569213054874e-07,-0.00211232429866306,-0.000686505321408399,-6.31133593861403e-05,-6.40423492053056e-05,-0.000804860139998385,9.66292265525092e-06,-0.000290861794177018,-6.12182219705274e-06,0.000223936101957126,0.0002510453764727,-0.000106408332945169,0.00413868297420422,-0.000594835360014193,2.91702191833211e-05,1.84571764240929e-07,5.57443923447951e-06,1.845681721039e-07,-0.000230300027974638,6.88962943660124e-06,6.26482056104859e-05,-1.1837675430485e-05,-7.08878392873507e-05,-0.000219824467891932,1.84577468647237e-07,2.96977020424469e-05,0.00666017810826735,0.251382386655213,0.0193372839814707,0.0144563984195719,0.00116013597727475,0.128494948511992,0.146871265668573,0.00585412460652603,0.0136338997109165,0.0434271806959747,0.00163879304498213,0.0145934029353082,0.00171125308059667,0.0117408336843241,0.00767412929550301,0.0255134482614008,0.251034542275657,0.00914300174520051,0.0093237822663905,0.00145037743916461,0.00166678479623261,0.00116013575405447,0.0107777989959439,0.00322166689333105,0.00302699418216144,0.00196863116855982,0.00497972558284381,0.00524538691460484,0.00116013684443063,0.00169137250353045,0.022883588182583,0.0157585632229204,0.0232798409749833,0.0111363966362394,0.0530794289269005,0.00239304324725877,0.0183904323914752,0.0229091460603689,0.0617762295368841,0.0355185718251007,0.0835767409603713,0.0725148282472294,0.0206783833371528,0.0149483642235869,0.0406323054902573,0.0753409173521163,0.0101935989105666,0.0362847398328553,0.0606280658449849,0.0472676189036636,0.0394475142314312,0.0131959135102865,0.0184152972775001,0.0347947410457976,0.0244748719137904,0.0151231660523651,0.0123167320210822,0.0475031887792414,0.0448272634529338,0.0207105076080732
"1994-04-01",0.00731764293679019,0.284611367552009,0.0335855820808524,0.019435762341498,0.00179351705491953,0.137723036792025,0.11301037299871,0.00862769395806679,0.013683719054144,0.0450633830969935,0.00118653204304157,0.0112843099321648,0.00118653185777399,0.0210680180396798,0.0030442313985415,0.0214202000623545,0.232263036672744,0.0145260969781357,0.00238921752740175,0.00118653180180074,0.00118653114428812,0.00157288470386375,0.00561406838431667,0.00118653144800008,0.00118653184739007,0.00118653107428155,0.00118653118205563,0.00437983054532687,0.00485796430897614,0.00323581118185481,-0.000104916777181023,-0.00433803357760446,-0.000778788815299355,-0.00104942092450191,9.34232199632705e-06,-0.0012221105925582,-0.00168786997868682,-8.53778887534582e-05,-0.000213524784058953,-0.00140691394849868,-6.02444046896911e-06,-0.000234923374372851,-6.02440386217483e-06,1.81518553385965e-06,1.67681955417536e-05,-0.000568735481510336,0.00278949730889042,-2.15601498139016e-05,-3.76740173603479e-05,-6.0244175748798e-06,-6.02440254567801e-06,-6.02439571438727e-06,-5.68377001348823e-06,-6.02441245116499e-06,-6.02439811062642e-06,-6.02439422964877e-06,-6.02439203793538e-06,-8.12592654994187e-05,-0.000199257688206105,-5.99528119963788e-05,0.00731764293679019,0.284611367552009,0.0335855820808524,0.019435762341498,0.00179351705491953,0.137723036792025,0.11301037299871,0.00862769395806679,0.013683719054144,0.0450633830969935,0.00118653204304157,0.0112843099321648,0.00118653185777399,0.0210680180396798,0.0030442313985415,0.0214202000623545,0.232263036672744,0.0145260969781357,0.00238921752740175,0.00118653180180074,0.00118653114428812,0.00157288470386375,0.00561406838431667,0.00118653144800008,0.00118653184739007,0.00118653107428155,0.00118653118205563,0.00437983054532687,0.00485796430897614,0.00323581118185481,0.0139747971676631,0.017501255327019,0.0316117885846256,0.0101625146474075,0.0474076537749003,0.00303240864121329,0.0232065637211041,0.0263280892934189,0.0617919743921025,0.0437764250601756,0.0417516869203113,0.0719123308326789,0.0158609102766015,0.0226409912502044,0.0515646453709182,0.0819783020430335,0.0108581712671449,0.0448133529582464,0.0602458847015206,0.065503838008356,0.0364966381120151,0.0146591043615499,0.0206511656717142,0.0160719253353452,0.0254754061618403,0.0158980005661041,0.0143161287296127,0.051366639483494,0.0386069415890908,0.0205344657505881
"1994-07-01",0.00911758075296956,0.270015997762697,0.0209139163831075,0.012683466887459,0.00119802812486929,0.16393648849968,0.123160745389831,0.00650444790930148,0.010797506036514,0.0431554150315879,0.00145610212313957,0.0123194533389412,0.00119802890633168,0.0153365478945192,0.00401849990992448,0.0222336009202817,0.23895791480474,0.00875903714435893,0.00373407668176564,0.00172836521483806,0.0011980282352087,0.00119802841579379,0.0117968657053004,0.00226690944994762,0.00142083816226381,0.00119802826793857,0.00184057642285939,0.00438659885106792,0.00202508256560311,0.00144382420715945,-6.38211946537692e-05,0.000325820746995772,0.000334343589102436,-0.000111363318925053,-5.52347731339725e-06,-0.00384895966188006,-0.003048458355475,-0.00023067636863952,-8.78373815097556e-05,-0.000553911642783093,-1.2222596216044e-06,-0.000250355938244792,-5.52347850373484e-06,-0.000125578082517272,5.54493874327047e-05,-0.000971224411856367,0.00356933744899738,-0.000371386363028462,-0.000150257924444834,-1.28845924098913e-05,-5.52347963767611e-06,-5.52348015078339e-06,-0.000344929500756846,-5.97636518883917e-05,-5.52348087348318e-06,-5.5234781167092e-06,3.61202240748395e-06,-0.000160568941476385,2.7470382501327e-06,6.92188350900139e-06,0.00911758075296956,0.270015997762697,0.0209139163831075,0.012683466887459,0.00119802812486929,0.16393648849968,0.123160745389831,0.00650444790930148,0.010797506036514,0.0431554150315879,0.00145610212313957,0.0123194533389412,0.00119802890633168,0.0153365478945192,0.00401849990992448,0.0222336009202817,0.23895791480474,0.00875903714435893,0.00373407668176564,0.00172836521483806,0.0011980282352087,0.00119802841579379,0.0117968657053004,0.00226690944994762,0.00142083816226381,0.00119802826793857,0.00184057642285939,0.00438659885106792,0.00202508256560311,0.00144382420715945,0.0179344554842172,0.0150753067643255,0.0258075164793893,0.0106063231489667,0.0517113025662907,0.00380005217114172,0.0191339085524593,0.0250525120604849,0.0660837873759478,0.0429240416790272,0.0724761332961808,0.0717007383953119,0.0214164059808734,0.0177887479305973,0.0424417183966625,0.0740746006603742,0.0150754288149966,0.0437999622080354,0.0585160640945072,0.0429979540112854,0.0259312556376372,0.0126906461214072,0.017953765321209,0.0253949708132724,0.0203928201005559,0.0116336916963714,0.0157550491295612,0.0572054167081562,0.0442630346506558,0.0303623897500987
"1994-10-01",0.00780038174491576,0.273510102366946,0.013168636650366,0.0177213726713509,0.00114936509057033,0.155129760049907,0.130572946200693,0.00360275274500372,0.00666011319410089,0.0405863428951551,0.00302178771996025,0.00669773106444357,0.00334171056535558,0.0165689079512168,0.00328826236919376,0.0244736391027718,0.246919677407245,0.00645462843817258,0.00209023140489726,0.00534144045047609,0.00395250997015882,0.0021414728329346,0.00978697930068385,0.00269723587826474,0.00152515031162529,0.00114936549724816,0.00114936488303452,0.00456023755370178,0.00378852828398642,0.00114936540562042,3.02559619897946e-06,0.0049399220933166,0.000243451475428639,7.31176730354555e-05,8.99456857724932e-06,-0.00146617356243905,0.00032336679088558,-3.62696592008849e-05,2.91456600040886e-05,0.000160099435711094,3.5276621918274e-05,3.4246134795822e-05,7.34753082974482e-05,0.000845785921701106,7.81915259598281e-06,-0.000864839725266725,0.00265678097152362,-0.000240664857747259,-2.60458249187041e-06,0.000246777846659518,-0.000188082512666663,1.34777071818501e-05,-0.000224848700639794,5.45201707744162e-05,4.45417958890995e-05,8.99460750505263e-06,8.99459767695341e-06,-6.67937019293719e-05,-1.73591932983693e-05,8.99460456942188e-06,0.00780038174491576,0.273510102366946,0.013168636650366,0.0177213726713509,0.00114936509057033,0.155129760049907,0.130572946200693,0.00360275274500372,0.00666011319410089,0.0405863428951551,0.00302178771996025,0.00669773106444357,0.00334171056535558,0.0165689079512168,0.00328826236919376,0.0244736391027718,0.246919677407245,0.00645462843817258,0.00209023140489726,0.00534144045047609,0.00395250997015882,0.0021414728329346,0.00978697930068385,0.00269723587826474,0.00152515031162529,0.00114936549724816,0.00114936488303452,0.00456023755370178,0.00378852828398642,0.00114936540562042,0.0174039475526079,0.0174976194567302,0.0231274880225921,0.00890048395110169,0.0488906939953957,0.00421243646485362,0.0171043478402642,0.0175834271682584,0.0644244570934119,0.0398350992499694,0.0712575776241674,0.0653086399524185,0.0211172877636043,0.0178613841127083,0.0432926849019157,0.0545935279322059,0.0108177153346002,0.0515881608716566,0.0654897587693895,0.0562774570130103,0.0302008407948657,0.0121877719200876,0.0263510662526211,0.0341179216310498,0.0145450825492984,0.0132355844730345,0.00943876622174666,0.0596518052617853,0.0440938371014643,0.0395931287231847
"1995-01-01",0.00585161713247341,0.282082488435959,0.0217103035017809,0.0123169899516309,0.00113975484772117,0.140629856805497,0.129105332787001,0.00361756597860936,0.0154298240757453,0.0537142728898722,0.00155102877707295,0.00633044481676799,0.00156481522832761,0.0175007071174319,0.00198439151084879,0.0236880005502436,0.228059143940913,0.00587622947214589,0.0103976509244269,0.00113975503636756,0.00416473014381994,0.00125541080319111,0.00949123285860757,0.0077017352681258,0.00113975493871504,0.00113975475672014,0.00170810666028291,0.00443615490131798,0.0026920993111092,0.00258084657727481,0.00016920493172572,0.00243569864965562,0.000670870197011835,4.88998145661234e-05,-4.0068484599441e-06,-0.0034354196663682,-0.00441047755917807,-8.21461055257942e-05,-0.00059765556021325,-0.00325632849648021,-2.77342163789103e-05,4.65182446829928e-05,-4.47660595076427e-05,-0.00049875560251112,-2.30572890530207e-05,-0.000727691290044502,0.00198478115393311,-0.000262135113901938,-0.000305500389459709,-4.0068751068899e-06,-4.86570526320974e-05,-1.18787539417316e-05,-0.000270400553318607,-6.9156644853613e-05,-4.00685002207237e-06,-4.00686745067096e-06,-6.22223498217323e-05,-0.000133730356487945,2.42175664328511e-05,-2.00190183333265e-05,0.00585161713247341,0.282082488435959,0.0217103035017809,0.0123169899516309,0.00113975484772117,0.140629856805497,0.129105332787001,0.00361756597860936,0.0154298240757453,0.0537142728898722,0.00155102877707295,0.00633044481676799,0.00156481522832761,0.0175007071174319,0.00198439151084879,0.0236880005502436,0.228059143940913,0.00587622947214589,0.0103976509244269,0.00113975503636756,0.00416473014381994,0.00125541080319111,0.00949123285860757,0.0077017352681258,0.00113975493871504,0.00113975475672014,0.00170810666028291,0.00443615490131798,0.0026920993111092,0.00258084657727481,0.019360866208835,0.016028984872103,0.017623889741568,0.0160382990613163,0.0616084470658001,0.00225448359878074,0.0165035793080927,0.0245796951246435,0.0648089988142012,0.0550559605558614,0.0517358344665337,0.0699476126097856,0.0220035855153406,0.0190250356769605,0.0368075315174145,0.0535577973640676,0.0068848051915206,0.0373242404835119,0.0666382937932686,0.0655936857686459,0.0296084161680506,0.0110750293386585,0.0344451249122937,0.0460367093828951,0.0163906817009793,0.00525621107248715,0.0119361178114701,0.0548004087165617,0.0409026776983752,0.0261669964599772
"1995-04-01",0.00650389320892061,0.286679098767428,0.0136651710750893,0.0106095132641278,0.00207247563658516,0.15508807079795,0.130065509504062,0.0078372542388938,0.0108722982595076,0.0476229463884203,0.00114735023756472,0.0195975075069819,0.0062006068864329,0.0236827105929186,0.00239472822272073,0.0105179319487227,0.222895124989556,0.00317139201039729,0.00114735117622493,0.00114735116579068,0.00222278545210264,0.00114735068410563,0.0137644931810278,0.0107860939841699,0.00114735083424012,0.00114735024070697,0.0027241810960283,0.00184740721147636,0.00114735110218817,0.00114735033565907,-0.000411672163947644,-0.00268955703095555,-0.000178010944975065,-3.65915572113074e-05,-8.13939088894562e-05,-0.00507645150217343,-0.00343211266033601,-0.000241205190545247,-0.000213389184314816,-0.00237701159450111,-5.87346265413865e-06,-0.000816348801869572,-2.99001850063059e-05,9.97855460103577e-05,9.66507270053739e-05,-0.000697145783993558,0.00384093311951113,-5.87348049943143e-06,-5.87343390523322e-06,-5.87345393577641e-06,-2.29438708356726e-05,-5.87346804687292e-06,-8.94457643498381e-05,-0.000368643487133973,-5.87346046800841e-06,-5.87345736205918e-06,-0.000115375568741023,-1.76493318704195e-05,-5.87346011263067e-06,-5.87345344558273e-06,0.00650389320892061,0.286679098767428,0.0136651710750893,0.0106095132641278,0.00207247563658516,0.15508807079795,0.130065509504062,0.0078372542388938,0.0108722982595076,0.0476229463884203,0.00114735023756472,0.0195975075069819,0.0062006068864329,0.0236827105929186,0.00239472822272073,0.0105179319487227,0.222895124989556,0.00317139201039729,0.00114735117622493,0.00114735116579068,0.00222278545210264,0.00114735068410563,0.0137644931810278,0.0107860939841699,0.00114735083424012,0.00114735024070697,0.0027241810960283,0.00184740721147636,0.00114735110218817,0.00114735033565907,0.017258806391201,0.0210202738548438,0.0174990896312004,0.00537616076559022,0.0541337540546006,0.00333901760209224,0.0200280735114634,0.0237613129759715,0.0633891135046162,0.0581568094527558,0.0421634512016495,0.0683365740881267,0.0212355483929451,0.0260354114639577,0.0381609242316054,0.0445437930322689,0.0111102295243177,0.0275826047977173,0.0673175372801248,0.0564780221833112,0.0355553312252015,0.0128676329887127,0.0178921460750332,0.0563529548398352,0.0247192547635576,0.011819474636485,0.0202929804897341,0.0516920095593884,0.053205933949932,0.0286757735317608
