"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent"
"1993-01-01",0.0320085920858176,0.12629702893515,0.0376386851402246,0.0429086071209135,0.0679300529980571,0.0424444321472152,0.0367623870562744,0.0280241145823866,0.128616835060762,0.122704771643976,0.031579146957735,0.0326635078348723,0.037975685154802,0.0307310400018769,0.035777040153855,0.0425947387239686,0.028794692826107,0.0317879361991939,0.0285211943086136,0.0342395110681987,0.00475976510873109,0.0466562534193026,0.00449253393440622,0.00161178923950848,0.0212930291181968,0.0107982034973742,-0.00216409823024926,0.00260391194158153,-0.00617507311434342,0.0418319843711917,0.00556198267492826,0.00502998385558406,-0.00092179947151774,0.00467502523630325,-0.000315659499272854,-0.0089298037620629,0.00366285879885054,-0.000165485822530012,0.00492023479229825,0.00637432129199777
"1993-04-01",0.0318544468838731,0.133415020213251,0.0388209831531947,0.0451136605667686,0.0702625976521006,0.0347988551291473,0.0344055679220092,0.0306365638167782,0.11467218763387,0.135128957230537,0.0293913354251926,0.0332420487011171,0.0337444795240476,0.0342184368825368,0.0349303459281488,0.0443642589950653,0.0280324836273272,0.0320397365493707,0.0259315823221273,0.0349964518435363,0.00487046703202869,0.0518064191174104,-0.000499058155787263,-0.00297466250167364,-0.00439245754222316,0.00807359530652616,0.000760611120815677,0.0022520036995788,-0.0269882739868185,0.0407151168590076,0.00614630657117337,-0.000225646307918965,0.0046801682892204,0.00289691264257524,-0.00218663069770438,-0.0114834841593072,0.00154464679599471,-0.00069430285952363,0.00275226038742546,0.00360696759871123
"1993-07-01",0.0341022762764858,0.129659202949612,0.0380420360651268,0.0431774771790125,0.0707257305767358,0.0409424007144016,0.0359674834761744,0.0277920072626507,0.115519714034396,0.131571894313147,0.0306560617925371,0.0301626949382756,0.0344318302159765,0.0287375050874795,0.0374130899099808,0.0421557494437009,0.0280541540005744,0.0308854330412221,0.0310093605841674,0.0389938981383429,0.00431029672274908,0.0580585512995997,0.00515525386048532,0.00341442478983888,0.00857832390243634,0.0119959506088816,0.00723671863394369,0.00486896100566668,0.00827355497526461,0.0291990410781328,0.00891193683771522,0.00456494321383003,0.00742246315486324,0.00421124841557014,0.0042506216485202,-0.00314677275028379,0.00312317115878451,0.00372532164614215,0.00502593198346647,0.00321526133029371
"1993-10-01",0.0349803815797736,0.129272596623407,0.0378617183098466,0.0481486895501279,0.0662121102160489,0.0396707676964021,0.0339973638675459,0.0287756744591627,0.120824563646297,0.121408030992946,0.0331079627999789,0.0320509621898669,0.0316462684900415,0.0294392389132593,0.0335148398977059,0.0426586617231542,0.0307463476005125,0.0307388776713112,0.0330803406144177,0.0418646031581937,0.0194848465968422,0.0715685561776293,0.0181956836614495,0.0243849673272149,0.0462090136342602,0.0291580468836669,0.0178416215771781,0.0166620425375896,0.0563832934707378,0.0961980969115889,0.0221929049384458,0.0183442763351561,0.0177554602285212,0.0130917949473382,0.0184470486324196,0.0164935470925953,0.0166424363720832,0.0138414865691899,0.0228721965289007,0.0211207060032391
"1994-01-01",0.0333901498243971,0.136457900708068,0.0377419539533726,0.0458238252099668,0.0671657903871066,0.0420630907796106,0.0274866956056723,0.0297365955382288,0.117352276768916,0.125454011950629,0.0333864045851015,0.033663951068941,0.0348442715448398,0.0298021496155726,0.0325728335207265,0.039286327357033,0.0319778957202617,0.0322622668304799,0.030838746740112,0.0386928622909644,0.0106884476989634,0.0755639596749827,0.0110401017444479,0.0111774052058348,0.0235085189430894,0.0204338189077577,0.0108526624028398,0.0112704880082985,0.0220648881886299,0.0479173713950853,0.0146043414267642,0.0145904054267462,0.0084134962445356,0.0131359189718886,0.00442408710439155,0.00980333495093565,0.0127067920839179,0.00971801935894085,0.0128550218038677,0.00698999926989534
"1994-04-01",0.0330157393054516,0.121353125950846,0.0383930172585516,0.0470446582625181,0.0711977999026426,0.0391434255510874,0.027670570880893,0.0281610727026725,0.112142253731571,0.135209054030508,0.035027007324534,0.0317992695733568,0.0340039592594877,0.0291484991592679,0.0309939142224513,0.0454009828880953,0.0310751554219652,0.0305491417249008,0.0384165434785758,0.0402548093706228,0.000358415225259855,0.0509456576384281,0.00421793191312447,0.00362683100967367,0.00799016888821367,0.0105731160325544,0.00584496246697341,0.0052876481836295,0.00837974534008962,0.00820234182141392,0.0070649138282299,0.00448810914182738,0.00475898389829228,0.00267420783404221,0.00630845135954287,-0.000199890738044182,0.0068330278052187,0.00652714158115111,0.00432845529099409,0.0026027612966563
"1994-07-01",0.0319674821406384,0.131101266233386,0.0355492271581066,0.0391500056347424,0.0694319781623792,0.0392004630046381,0.0304530292055361,0.0299072129369909,0.115518371489953,0.140025883180746,0.0309783510512406,0.0329110805277602,0.035522563631502,0.0290445203869493,0.033144820843565,0.0427252006710673,0.0297947504182243,0.0308126489713883,0.0323263207865294,0.0404348235646564,0.00621011981633823,0.0518825114542696,0.00406817465459392,0.00531159517758181,0.0121116756842083,0.00933242061996618,0.00480399052114486,0.00607445249687237,-0.00281179006073992,0.0596735658646699,0.00747061262580776,0.00655830612896688,0.00566143352473718,0.00603219747098832,0.00374963335526793,0.00894240830584467,0.00699137901731102,0.00609573443811868,0.0095954967287321,0.00718031770267041
"1994-10-01",0.0345186693104578,0.135657963977398,0.0357460359358695,0.046520595505239,0.0661049662207283,0.0388494627297377,0.0327403189065625,0.0293663349190588,0.115782689290432,0.130542962476524,0.0324598130267704,0.0340083371709132,0.0360214285268225,0.0290649595622173,0.0327132114711964,0.0408982540171213,0.0295287277812708,0.0284409222033628,0.0328075725689319,0.038226774399386,0.0188267691536907,0.0632331542483794,0.0194637609214736,0.0207939593110047,0.0343324765735101,0.0273318335712529,0.0183279376650434,0.014177570252076,0.0383902119506176,0.0994992654942796,0.0181238190511076,0.0172741659685079,0.0178586688842478,0.0124116134632172,0.0132341634145768,0.0220638511842808,0.0157932860397857,0.0155219210670925,0.0159635337772448,0.0193179762835521
"1995-01-01",0.0295485374556812,0.127757720764645,0.039087009676799,0.0432949160575027,0.063241694789267,0.0403155291948791,0.03277101999271,0.0296881682253391,0.118796331897434,0.133927095570596,0.0289471832500324,0.0372330912737908,0.0366699268868621,0.0287768607636512,0.0293045420396436,0.0509865898198827,0.0270904087388374,0.0280298610089072,0.0321754532288556,0.0423580593646845,0.00956948274593236,0.0317850397936789,0.00321246859301917,-0.00334756610428807,0.0153538269721651,0.00690057501780495,0.00431025512428783,0.00262560872239836,-0.0130624548301883,0.0645762050544424,0.00771525265498103,0.00259438875531205,0.00392020537618126,0.00374437230563192,0.00368085102108457,-0.00718171982699344,0.0052643865998218,0.00319315413553223,0.00829607904752963,0.00712767592037767
"1995-04-01",0.0322425536108084,0.121255799603952,0.039047646224503,0.0422225117259702,0.0632206710443092,0.0429275971927302,0.0323440971956501,0.0290635940622917,0.115804835635065,0.144274654126244,0.0291870784129152,0.0296386130519243,0.0403220330477023,0.0291945441578589,0.0304865241976099,0.0500756307191479,0.0278649675746757,0.030209250532605,0.0317497743583506,0.0388676235256865,0.00112351285665339,0.0429021984404914,-0.0016721863922192,-0.00373257454098827,0.00689310797855761,0.00772258353652601,0.00142547387159728,0.00406845159801941,-0.0214876625922176,0.0033647480869291,0.00643105105722025,0.00410457524964205,0.00737598013471695,0.00337340380878029,0.00507535261097007,-0.0113922753654439,0.00314598316789473,0.0024229871318252,0.00407688455334653,0.00284654396146591
