"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent"
"1993-01-01",291.628834355828,0.0261284339717459,0.0394663373923004,0.014930388962415,0.0391121354220622,0.0189838031707953,0.0381464490014225,0.0162824723103788,0.030808468504849,0.0186087112123883,0.0256160134199509,0.0135316003202436,0.0371767714777394,0.0237846076756476,0.0413280447934465,0.0167738388902474,0.0437166367939897,0.0318348406796424,0.0197567380474897,0.0306100290604202,0.0198183882390097,0.0568211092441463,0.0138749465474017,0.0200515072862012,0.0439771481342123,0.0268311503675009,0.0175390937893058,0.0249503995684261,0.0387935603685189,0.031866892532241,0.023729617917339,0.0270566312664504,0.0283844875956473,0.0217697038943804,0.0213910002764345,0.033365989325058,0.0231820525405516,0.00408951962788234,0.00655959024274965,0.00330201746445437,0.0163735780886557,0.00369358839420674,0.000527726899039856,0.00534993180763254,-0.000902438080712731,0.00458124933287432,0.0024198432642878,0.00282659344375795,-0.0077156526404634,0.00676910800130501,0.0165589257190075,0.0019796656367704,-0.00390488441404729,0.0052622542120963,0.0107654242144152,-0.000457292806651168,0.00591431668495003,-0.00963542841107732,0.00226838454553733,0.00299534712937802,0.0149112155083386,-0.00712162842228272,0.000642967787785862,0.00906000985940366,9.4549626926783e-06,-0.00476905517370411,0.00585821842063247,-0.00314099246315834,0.000357185713169241,-0.000556216195166584,0.00189080466175303,0.00774978629839249,0.00364586917254831
"1993-04-01",284.365296803653,0.0248433064900725,0.0377153517986409,0.0156573828861867,0.0449524286571402,0.0273742533086623,0.0304789278226138,0.01380443755986,0.0314861549193532,0.0218632915971395,0.0282887625308666,0.0124895484084724,0.0377390042686938,0.0264858728578734,0.0364206847623945,0.0149014775329969,0.046757356442145,0.0346900539861511,0.0181540456137346,0.0356650908698141,0.02194324745729,0.041027923560058,0.0132409056190031,0.02183052878548,0.0476281361472953,0.0267758658116341,0.0164343521743178,0.0275278453862873,0.0364480112293317,0.0306114693571541,0.02678791380399,0.0286513808496854,0.0252702506334849,0.0195802450393791,0.0205915313198233,0.0320083683683731,0.0238745921446014,0.00412911835486522,-0.00274030571837519,0.000172162273024642,0.00361976469934301,0.0033768013656906,-0.00140367617424751,0.00143942365951716,8.93292811408339e-06,0.00411047025747304,-0.000251243668966674,-0.000649954265119302,-0.0110142606792471,0.00417072599153358,0.00695897698897091,0.00451617476653849,-0.00813356543147233,-0.00230556172913653,0.0027143263793216,-0.0163089672025345,0.00402585575276169,-0.00939591900847929,0.000923993095870853,0.00229056455135412,0.0209149150242335,-0.0035426509033495,0.000370268651465415,0.00550580811667534,-0.00288523110857972,0.000138842906566029,0.00190995769190719,-0.000548565054818112,-0.000859426816501123,-0.000736940931548466,0.00365865597954389,0.00126293190709071,-0.00100308499150377
"1993-07-01",287.547134935305,0.0235044202610468,0.0390521541506138,0.0148412720673921,0.0398951948789367,0.0257086414451037,0.0343515212094364,0.0146353850180083,0.0286700802126006,0.0182407688401672,0.0293885650144925,0.0125043607036668,0.0273663649546197,0.0252789924484383,0.0374754926458434,0.0172614732324355,0.0375187299834191,0.0383913455803117,0.0200282323740178,0.0308694722475531,0.0224392337484856,0.0524644674682844,0.0139839451893738,0.0199303154952769,0.0422319627679356,0.0245354710569592,0.0172840172844765,0.0251757786898623,0.0490570654954973,0.0388867629995492,0.027985128042317,0.0263521787062816,0.0281417182011796,0.0193114511659364,0.0243317708500541,0.028397964920304,0.0245083006501228,0.00600421689260146,0.00522006874711541,0.00216987747355069,0.0108968716213637,0.00287473562897824,0.00254878603656982,0.00317587530514022,0.00102858990662125,0.00403800951650659,0.00402937805798034,0.00139949741331507,-0.00145610482123743,0.00280009340302522,0.0110190234766407,0.00379597097275939,-0.00197080999812006,0.00865788634249281,0.00617003069552065,-0.00282387982295108,0.00838667478445612,-0.00649529359703722,0.00297275953226709,0.00463134515138342,0.0160534576519481,-0.000354753532731487,0.00212037359513358,0.00954989926788216,0.00153426196403781,0.00231116673626341,0.008240728182373,0.00267224814087416,0.000210752808057254,0.0015389470763172,0.00213825419482798,0.00333647926277726,0.00125776376304059
"1993-10-01",305.452574525745,0.0269678872765689,0.0387366343198849,0.0145771264740798,0.0450145446534037,0.0208886227804393,0.0385611482573469,0.015716528075323,0.0345485657809849,0.0181304131839408,0.0265552869111862,0.0127088505640537,0.0241421561371197,0.0261019405878179,0.0374341505761702,0.0161427727066171,0.0371755683252434,0.0349878112166192,0.0205545994239141,0.0289787218984189,0.0242351704824862,0.0536341773033313,0.0138125270223845,0.0185477909044127,0.0345297612643241,0.0211029459684296,0.0154070529029872,0.0234955328112384,0.0444423871325435,0.0394571384290273,0.0291161271487107,0.025141063477373,0.026006502064406,0.0196700678986163,0.031606013394831,0.0367421809656211,0.0251302316801444,0.00703224335030786,0.00793881597949391,0.0044449127993672,0.0189631468108132,0.0052795151978648,0.00501502125045991,0.00733492014079637,0.00236813402620553,0.00745209356183783,0.00790206165569014,0.00385166446004375,-0.00142367487947103,0.00636825363977803,0.0188382421117323,0.00777754711870107,0.0019613226013294,0.0125174466546962,0.0138449714642265,0.00185969320152411,0.00958803025377742,-0.00268472421901747,0.0043411942005049,0.0058190052268501,0.0158830340126318,0.00298442167292047,0.00451368333193114,0.00749951727333877,0.00626516988973767,0.00503936612272526,0.0143803303136223,0.00496139418087347,0.00449247647880206,0.00348700259444088,0.00880220323878258,0.0101492476514539,0.0016015552713761
"1994-01-01",279.795731707317,0.0228640657012384,0.0416787134501233,0.0150484809832177,0.0475784249902086,0.0228852508648963,0.0329134265713623,0.0134947224649684,0.0243350786439945,0.0200862175482453,0.0271919139542488,0.0126253781499483,0.0301107916421872,0.0261781387182545,0.040146293179385,0.0150699026085853,0.0409863695885229,0.0343151725091103,0.0194167254250162,0.028859823648667,0.0240767687612394,0.0495559070207851,0.0144046102500025,0.0192185868206864,0.0397962096730579,0.0194135981502421,0.0169997968735818,0.0322795486284124,0.0415910521552796,0.0300097410568688,0.0240376023799657,0.0438244161609574,0.0266897155897913,0.0192591201456949,0.0248407587375246,0.0347797481446889,0.0234379288090408,0.00903053115257942,0.00570541142751662,0.0040879966646251,0.0163033494866805,0.00514063965366018,0.00387346057342605,0.00512153405754569,0.00150299927542215,0.00694554124145227,0.00269228846848657,0.0034103597226686,-0.0052495828322326,0.00495750524765104,0.0190403038098931,0.00567137492070658,-0.000911881010468175,0.00727142907303784,0.00960736149378693,0.00190797603890639,0.0122641427881038,-0.00510730658379741,0.00434293557661054,0.00467493245589944,0.0174976653570508,0.00072863747098529,0.00282303595989413,0.00961020905271245,0.00155830350442471,0.00369410148199057,0.00600815997634965,0.00794530784397209,0.00115954485556477,0.00205264750778984,0.00539236368482104,0.00848566667689256,-0.000114229554401346
"1994-04-01",298.204188481675,0.036496706104008,0.0349872911857385,0.01438938735715,0.0467001234553953,0.0293808658192501,0.0333819036604637,0.0122014038197138,0.0281242164389687,0.021247167123204,0.0299761061979961,0.0125280224691398,0.0199267967618557,0.0237350079986656,0.0415445005300762,0.0179373382126444,0.0315551905081202,0.0416538950403896,0.0195054192151405,0.03095570452707,0.0252277271133671,0.0398524761711592,0.0144972313814988,0.019786519488933,0.0424650622539366,0.0191198498658017,0.0164825110498784,0.0362270797717413,0.0313221412784397,0.0363222606986911,0.0263756429089098,0.0482126980923841,0.025050618120982,0.0205355394028714,0.0217312706233509,0.032232614210545,0.0183317111425197,0.0186489389249142,0.00786711053874091,0.00398950581768342,0.0159519017690438,0.00753075243878029,0.00540783115748626,0.00436174221853129,0.00665454119644508,0.00747119769207219,0.00664151440884062,0.00316953235220414,0.000962246779967232,0.00720747995876736,0.0228097310831919,0.00555538249390215,0.0016691809380888,0.016455637094331,0.00756862177190902,-0.000140438594224618,0.0133896243003579,-0.00947477773133731,0.00408711927732845,0.0100695903503444,0.0175671730399654,0.00449738457224402,0.00427404276488238,0.010562520070299,0.00483310834181774,0.0119078928646703,0.0135616899786409,0.011678148676739,0.00304098476787922,0.000117814480152828,0.00595899124725746,0.00924737572112874,0.00261522704070587
"1994-07-01",283.186893203883,0.0277229497484905,0.0372062327137036,0.0155186585776002,0.0488851198258085,0.0243274427084907,0.0332433574340916,0.0142773801700043,0.0238729190386134,0.0217883356392481,0.0281220166331437,0.0135960871770626,0.0267490314578571,0.0255779739915642,0.0422822893514197,0.0162716547440875,0.0342599101445596,0.0355892712718937,0.0214910525337996,0.0283196373083434,0.021968190004115,0.0464860497456291,0.0145923707338511,0.0178769748091887,0.0433606000396631,0.0219517547399386,0.0171089243687104,0.0348841226787091,0.0373274327266821,0.0356527881125497,0.0279091997951162,0.0466888469924507,0.024755537944902,0.0186182644192979,0.0217544910011035,0.0284840607692211,0.0214790706490897,0.00518818864925775,0.00764013198417448,0.0046203766944012,0.0169075625491109,0.00513028852453543,0.0054370216799106,0.00560629970018599,0.00302308270618297,0.00857330011770937,0.0052279386973339,0.00366524337783519,-0.000712592899396061,0.00640624701316559,0.0182307329453426,0.00538296592795615,0.00552210099952623,0.0149249618698056,0.00825169293523205,0.000532761450122167,0.00973026841912451,0.00113002668073126,0.00464009653976339,0.00651790645150532,0.0191804151775633,0.00447270901661471,0.00376677070192959,0.00586432869134461,0.00313780961632917,0.00875535863677881,0.00983791209300682,0.0128444175271263,0.00563577958971102,0.00375582235639201,0.00673677910908612,0.00677206061113922,0.00357564536775645
"1994-10-01",279.700748129676,0.0314450141573595,0.0367635198772558,0.0144921188467949,0.0482857619768867,0.0221710457617711,0.0337578653287594,0.0134487995874623,0.0246397455172973,0.0197549592219821,0.0299063093492501,0.0130696467601409,0.0292472760813169,0.0250369150040781,0.0365545970851233,0.0160165160922093,0.0370057550359595,0.0381782152064787,0.0205672430448487,0.0335008658310901,0.0245967001915431,0.0425875487746071,0.0140409038399036,0.0187509929994442,0.0456731747582692,0.0175168359004612,0.016649822730552,0.0381761650992965,0.0367510040151027,0.0353507821521648,0.0272106537238069,0.035873102859428,0.0246573379410165,0.0223740503808064,0.0259292374990474,0.0317566710494498,0.0182628463190359,0.00483963879249909,0.00486774468076112,0.00280125938231419,0.014930571214373,0.00536342582719366,0.0024999891266196,0.00394845341313931,-0.00128995528639711,0.00541305342295784,0.00173789752157695,0.00172690890914362,-0.00813383584852266,0.00155286662660474,0.0166302756332809,0.00397562193008964,0.00203091295537255,0.00914148046679591,0.00849761926452259,-0.00898298513861818,0.00684712691862916,0.00300451496932287,0.00272323205153639,0.00472240669780389,0.0163838874265384,0.00324630071968908,0.0016756535175191,0.00174363075236435,0.00350027913576006,0.00340122033291998,0.00964893522496805,0.00495464604775856,-0.000172700006194223,-0.000435884932949091,0.00685188046802835,0.00555739128589437,0.00028687580615933
"1995-01-01",292.047619047619,0.0339377117145633,0.0380326642941641,0.0140783573116486,0.0470260437302065,0.0200810784463565,0.0367419077602531,0.0142897334586674,0.0255971671893324,0.0163584521003077,0.0280163422747692,0.0126947247052016,0.0285875015286873,0.0221567903987796,0.0425424082499647,0.0174459086390441,0.0330519990910655,0.0326464992194908,0.0191731639932467,0.0316351659674811,0.0239260376298833,0.038307768264082,0.0149454667678944,0.02087038292119,0.0449554885360671,0.0188588253393479,0.0148083243386801,0.03334567175301,0.0382586387653807,0.0437032708205504,0.0262348100533041,0.0367016225030853,0.0285887703852301,0.0289068707922039,0.0172088520889439,0.0324945050602608,0.0237910739076558,0.00638397876176228,-0.000564085912052054,0.00089704100763501,0.0141681758918978,-1.18764585345951e-05,-0.00449150908888433,0.00365740273903555,-0.00303026367075551,0.00244075503570846,-9.45295158546439e-05,7.50989897832057e-05,-0.0076182558899338,0.000898982528233191,0.0067211455772938,0.00218274981879226,-0.00105957022111218,0.00436580366464098,0.00435353181278472,-0.00794842940947262,0.0030901313753389,-0.00683831214775025,0.00177022738356702,-0.00289468463705999,0.01635751962278,0.000580673713765245,-0.000312096912773019,-0.00215879451164169,-0.00560218100424911,-0.00728632702609748,0.00273373759571154,0.00642173148611023,-0.00737478102140215,-0.00478027097257685,0.00190832750106172,0.0031776103967525,-0.00317189451767106
"1995-04-01",299.375,0.0277040522995607,0.0353237095843716,0.0148307227676818,0.0517648343977647,0.0169667889151303,0.0364976617918156,0.0152711212103838,0.025373909158021,0.0148435942589555,0.0244691200926001,0.0130499508260068,0.0369904730689398,0.0222599689440704,0.041570116332539,0.0192465355280802,0.0362263111513892,0.0348326133920594,0.0221056205904809,0.0314947779704658,0.03449714287656,0.0342700445674257,0.0131519986705217,0.0194610293142914,0.0421214451694323,0.0251740010965729,0.01597667990305,0.0271680966556557,0.037607387132344,0.0457576723629069,0.0318516369483796,0.0315850755829428,0.0279128904478869,0.0198427109004709,0.0203461527532848,0.0337901810590667,0.0186639722788911,0.00269814699954931,0.00192228785200452,-0.000547030841575121,0.00264792316952948,-0.0021383538665632,-0.00401530119480429,0.0023996813205446,-0.00696309559031013,0.00123460962899148,-0.00162546267066952,-0.000679289130981745,-0.0117625133634099,-0.000106875199101469,0.0117290332842552,0.000699227477867827,-0.0118342706766038,0.00607406476134549,0.00287926035762649,-0.011742471329148,0.0144067509258161,-0.014923802062941,-0.000231314641225723,0.00111666578655696,0.00795448007601386,-4.3363938270565e-05,-0.00107649145093116,-0.000552469170824228,-0.00993909162116594,-0.00617003060155655,0.000761613868994093,-0.000362464021769771,-0.00523128262080337,-0.00290085624363017,-0.00219200772355347,0.00339747889208976,-0.00114747281482181
