"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent"
"1993-01-01",291.628834355828,0.0663816375467484,0.0329775186097192,0.112093485959686,0.0674794777982971,0.0591072413526179,0.0733826842198904,0.0619706662721789,0.0565038971821599,0.0840975082346466,0.0339921363013634,0.0366987719905156,0.054535316963485,0.057042797889574,0.0830202762202865,0.0681820099780956,0.0525345734807359,0.0140765010099883,0.00588479954298917,-0.0117341532822888,0.0292157643194214,0.0185876908417469,-0.00813787746593035,0.0120074183832017,-0.00364485172361242,0.00858277803015413,0.0109454056433276,0.00694022679485903,-0.00935948598344979,-0.000752110761423573,0.0246534460223682,0.00182548497584077,0.00906795213926133
"1993-04-01",284.365296803653,0.0624755153494973,0.0330589481702992,0.0947843932083666,0.0611685220030103,0.061125219441809,0.0791284094803872,0.0673451607316119,0.0518451935676244,0.0722549868948123,0.0316558404332941,0.0421540303378341,0.0518838241498531,0.0564641170962362,0.102146342583942,0.0716675423692586,0.0608419541821639,0.000826060128298481,-0.00027529352270336,-0.0164089849433651,0.0152464684085222,0.0171020542511438,-0.0163484061977276,-0.000730223808442062,0.00126358619787311,0.00126466477538359,0.00394672953931823,0.00515703287282635,-0.00529840214081492,0.0028662558853055,0.0202351372215235,-0.0196320532327906,0.00522469222363081
"1993-07-01",287.547134935305,0.0624336882502005,0.0324269223681453,0.11047762517715,0.0642690426831852,0.0532313828295188,0.0631727797883483,0.075263874370358,0.053285508887433,0.0757188196304805,0.0335565950412631,0.0392393231559903,0.0507757345787481,0.0706802936782594,0.087578937095883,0.0705386366571119,0.0573508358079246,0.0121632803038003,0.00442524958702903,-0.00402989712117505,0.0207486422891247,0.017551172431003,-0.000150357507599888,0.0184188728755515,0.00441888771815321,0.0100522576754503,0.00787368698199144,0.00649645393641161,0.000896934526018821,0.00466005393445362,0.0228121111210055,-0.00134726117479154,0.00469309425331688
"1993-10-01",305.452574525745,0.0729865060923231,0.032680733475534,0.104023838612299,0.0683808535448256,0.0488187497166079,0.0614417468811344,0.0690568461103891,0.04864971767668,0.0803132248758243,0.0336935252703981,0.0371830107833327,0.0472983646720161,0.0803751989874102,0.0843849751958003,0.0696421888622512,0.0610705192431746,0.0216355657511682,0.009663232096555,0.00321399478094675,0.0385125398516146,0.0179742823606903,0.00319447207941906,0.0251522914309443,0.0108537200492505,0.0150820074545691,0.0163427943570241,0.0118768936950964,0.00579139424321588,0.0163927345676553,0.0313753599470546,0.0105673045475849,0.00882065142735941
"1994-01-01",279.795731707317,0.0665098840418599,0.032688108230784,0.105412243329266,0.0654334870746058,0.0538853723930096,0.0632879627251599,0.0705940307963212,0.0669202291970312,0.0775112483784642,0.0326490497151162,0.0416247373643584,0.0442308793944618,0.060373205807533,0.098507966237953,0.064743966465895,0.0556276288481811,0.0204851752151695,0.00708550453964996,-0.00653970107251513,0.0319765503756524,0.0172705928557344,-0.00313133224349328,0.0181377580742062,0.01083810000624,0.0108837110977208,0.0113656516215437,0.012221943679134,0.00322916807708326,0.009122267263235,0.0331675015879392,0.00725596146136978,0.00575586398153739
"1994-04-01",298.204188481675,0.0757518352804003,0.0317505265877337,0.0831193150298472,0.070750483313449,0.0670273922086713,0.0518111488087098,0.075860081155592,0.0679864929015545,0.0751140818167472,0.0339318516411932,0.0454922871588055,0.0447592642307222,0.0646078692449465,0.097440688678634,0.0666816271347287,0.0479150548082649,0.0229626947171517,0.00825621317572612,-0.0043782105883421,0.0398402248267207,0.0202604865671957,0.00869822728066515,0.0298486465364749,0.0140503627437897,0.0190904094029671,0.0144170211716053,0.0124618651545681,0.00918777148756477,0.0199360275798106,0.0338223087778765,0.00727689623316661,0.0119853747368107
"1994-07-01",283.186893203883,0.0636480750190549,0.0345841337967405,0.0958942597854404,0.0714994886089528,0.0602793277024191,0.0588022143656928,0.0707013485244548,0.0651450842343917,0.074095955892285,0.0337345520905247,0.0427395032479779,0.0466871287688561,0.0641961470734341,0.105004111359328,0.0621393770443345,0.0508492924861124,0.0150644460601607,0.0107361186018089,0.00902766117635878,0.0284902916765592,0.0171300828025097,0.00319702948615847,0.0275113964597661,0.0172784221030718,0.0147674933733038,0.0120470379529994,0.0129636880089516,0.00870763303724813,0.0159088913310491,0.0368892068776406,0.0061830245899622,0.0100099879707461
"1994-10-01",279.700748129676,0.0688120455816885,0.0329491500827251,0.0954545335519115,0.0678303918413159,0.0682803218076263,0.0627352666194622,0.0729429497321122,0.0557969728015553,0.075904952808178,0.0330482882354085,0.0403845708728762,0.0430010412463912,0.069731852230987,0.0971116502088536,0.0665258536151839,0.0494901587637247,0.0136149466970893,0.00617666851241649,0.00904889260990897,0.0291138833966456,0.00901009848751809,-0.0109287795449596,0.016384296262649,0.00629699023503403,0.0088021950724969,0.00794413445341563,0.00892567450983069,0.00574639727933807,0.0102366932714403,0.0289309323119234,-0.00647124084728602,0.00265855660199468
"1995-01-01",292.047619047619,0.0712500845940731,0.0317664850042829,0.0804867190306735,0.0741478960807696,0.0668726599731315,0.0661225558501271,0.0646285111427617,0.060565952207416,0.0791296265894912,0.0330289384888884,0.0350364735508707,0.0517165799497142,0.0688092058925736,0.0981633381241969,0.0663164867684748,0.0519584867525546,0.00568768832567788,0.00206875910256108,-0.00697516162885409,0.0157550458020331,-0.00298027271827517,-0.0122386689580815,0.00894824412394713,0.00286417631025114,-0.00856519874868424,0.00454701200305023,0.00405600042694184,-0.00393254117154826,-0.00890553559421235,0.0295415804126835,-0.00827880594508038,-0.00464555975757684
"1995-04-01",299.375,0.0741160349044067,0.0332817670401942,0.0807544151930659,0.0777345639062449,0.0559497506036542,0.0710984064944444,0.0743983381233928,0.0556254810983379,0.0757252466438143,0.0348284377971715,0.0318520457570466,0.049012969364119,0.0728028689131906,0.0966831902496265,0.0689356198274726,0.0472008640838178,0.00484336738273667,-0.00170287306014801,-0.0303141163738577,0.0175769388893045,0.00279863436335162,-0.0220097478416679,0.018892477191256,-0.00367404867538143,-0.00326526182063988,0.0021354112662211,-0.00131971541752881,-0.00410468052756436,-0.0104827932248729,0.0083105742587816,-0.0133099671422893,-0.000638285641177085
