"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0708947805318878,0.051236345908995,0.0280266498014301,0.04762328780963,0.0348682231689198,0.0331005497523947,0.0266788822082032,0.0393817734067899,0.0373882617399683,0.0255619791782131,0.0385365544094677,0.030435990535307,0.0355402226969873,0.0432052437385538,0.0576187348698788,0.0770983677001765,0.0375432568463652,0.0958859055480635,0.0308637199497833,0.0316568172106425,0.0339237508296374,0.0323586621474436,0.0287501992349675,0.031821840776294,-0.0156808736331695,-0.00485939049474265,0.000781014745290335,0.00124382853773131,0.00312303321619262,-0.00531069276966481,-0.000652565478034697,-0.000378324392075686,-0.00210040019014988,0.000578248763359757,-0.00411841665903283,0.00134849431056457,-0.00630245573572123,0.002536906335454,-0.00471657540551595,-0.0123486027438794,0.00128418247714524,-0.0200379773627688,-3.2620525574168e-05,-0.00231998784898504,0.0012099637568072,-0.000641923389740921,0.000744706903632311,0.00281514735293539
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.053332874093713,0.0697331160183562,0.0246823339045973,0.0360451821778404,0.0380303224898725,0.0404310874488594,0.030428418963966,0.0288039543159474,0.0313691885228432,0.0221568635744571,0.0297557985124986,0.0288436588435904,0.0363354888798392,0.028448759411921,0.0365579067385614,0.10684909066104,0.0719812129362887,0.0966015278118502,0.0284482974790899,0.0303129401443725,0.0344893781886771,0.0352229332975452,0.0334564867761778,0.0276831788080958,0.0226035118069736,0.021183757174149,0.00922430763878228,0.016719691736293,0.0180564866460446,0.0112471549650901,0.0109190908072212,0.00787238411559934,0.012474180472383,0.00668148432469938,0.0116400924665664,0.00469996767603092,0.00981586718293105,0.0071830513368279,0.00374411229951758,0.0175740340762356,0.0243127904516769,0.0248005962021445,0.00698967213567691,0.00876747591940274,0.0116292385710323,0.00197987718338662,0.0130470237168675,0.012599262559201
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0606934567446799,0.096693115013132,0.0282650512868496,0.0337814998631742,0.02940402799873,0.0597129769158254,0.0307182098851082,0.027521474635606,0.0320656568245648,0.0323729579736459,0.0380001844539608,0.0802360073714474,0.0336732998165746,0.0296506105260508,0.0684518681341138,0.0429108189065555,0.0325320783141445,0.0250019665810287,0.0359483794484471,0.0356898679317544,0.031740275892561,0.0305555355145436,0.0384248717239449,0.045955808243557,-0.02367299689925,-0.0290265613835239,-0.0138296503386129,-0.0154575335886483,-0.0131906543826761,-0.0236030344306473,-0.014708852314558,-0.0167105581203506,-0.015048989971176,-0.0166721715128721,-0.01746102233873,-0.023328762272706,-0.0163591861864466,-0.0138091963698697,-0.0394144660103114,-0.017636299266523,-0.0136769285512991,-0.0133250660739173,-0.017007794108256,-0.0165718880892824,-0.0155599971601716,-0.0126245270282968,-0.0173584604972888,-0.0179745829547527
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0648904283113624,0.0414704860056718,0.0276428415478476,0.0343560519985918,0.039457261353627,0.0328155640047331,0.0302499583586388,0.0439732728811062,0.0438261192232166,0.0264411878678194,0.0375791592160396,0.0331478927048186,0.041346468686921,0.037855769225794,0.0387352631191902,0.0691635749959213,0.0524878198129511,0.0961521590675581,0.0344373756299485,0.0342614034618142,0.0430220811683875,0.0353123920460563,0.0318644914519359,0.029510977860049,0.0122557166125904,0.00886089659460909,0.00474645149354935,0.00904326807692893,0.00494392649115508,0.00650497494135974,0.00336408432884616,0.00888211603869753,0.00796574048885009,0.00286000548146528,0.0082218586673431,0.00768007280843043,0.00411388732897753,0.00671548743121968,-0.000614378032651786,0.0115022153109222,0.00995153355003649,0.0063362234325451,0.00459132620113798,0.00326368845234266,0.00750586866547204,0.00688128035467934,0.0044502966846433,0.00549106164175354
"SPEECH_574","1996-10-02","1996-10-01",49,0.0509306802422557,0.0345201569239201,0.025936923617537,0.0375539472900486,0.0518849674605683,0.036956104350905,0.0291033632271941,0.0278101514946967,0.046599777632034,0.0391353195951759,0.0344571411441347,0.031924576506157,0.0346306295945475,0.0341669164935832,0.0355907996792772,0.0515418173598491,0.0652522983575535,0.087040638316689,0.0375073151947629,0.0408979862436466,0.0303370510886556,0.029031027066266,0.0470753400300439,0.0601150710904986,0.00348054759285321,0.0146532342718804,0.00930567818483039,0.00131586597335055,0.0188681427499031,0.00169196069858777,0.00578616556975481,0.00908705865181684,0.00561478801647149,0.00439129375564378,0.010087817068856,0.00668008742312528,0.010610468914716,0.00903622516054398,0.00816663976802718,0.0165040396892086,0.018883355736145,0.0100032825543987,0.00963493270182257,0.000779499257699687,0.00493038038278532,0.00601410025518761,0.0125875050873816,0.0195119935816034
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0720200468748406,0.0438657695098649,0.0270074730272674,0.0339421823263602,0.0322210965651728,0.0325438032834074,0.0269521992268266,0.0446618243428256,0.0368554844438051,0.0279217593696555,0.0346648482616536,0.0326398767666617,0.0306017081036596,0.0339128429404684,0.0550410178980903,0.0797674599536555,0.0515813612847038,0.111464963919988,0.0354782732146282,0.0339057036166372,0.0281192497297992,0.0335339983313156,0.031493077020424,0.0298039799882887,-0.0177120799942815,-0.0124831900242345,-0.00858946410636429,-0.010544087620151,-0.00581824160358433,-0.00898275390404396,-0.00910813035547514,-0.00736606958942496,-0.0123777408143622,-0.00820412028472836,-0.012907642699653,-0.00843550445569907,-0.00915412525249029,-0.00773697048895326,-0.0138883036426647,-0.00932208978004436,-0.0118019230473848,-0.0254712894657979,-0.0106295711247813,-0.00708989554385757,-0.00720526597631251,-0.0102311613176604,-0.0107015100214375,-0.00636599637574869
"SPEECH_478","1996-10-07","1996-10-01",40,0.062675770897237,0.0390955346842771,0.0293842467754843,0.0379765889642145,0.0356236930838191,0.0359054095004933,0.0325928328449939,0.0817960296165937,0.0346959322289559,0.0270220256632632,0.0539569596043647,0.0332470690835298,0.056804934278348,0.0395173053390755,0.037565388965421,0.0514907897181878,0.0424796055421455,0.0518399058037657,0.0289703351575593,0.0386903497495341,0.0352291421400505,0.0523239694556628,0.0301871194786177,0.0309290614244059,0.0213791826612062,0.0164268014473704,0.013030685083449,0.0121830132479953,0.0121416006473874,0.0147029389063287,0.0119404199432994,0.0338697365766671,0.013702424432431,0.0106360044051045,0.0209261600520299,0.017017024360008,0.0204284116643693,0.01337887176838,0.0112677485428621,0.0296269218155069,0.0187765875717832,0.0160452830085274,0.012862052087873,0.0137063085656935,0.0130895375353015,0.0129826377379012,0.0133520145907407,0.0140757369289445
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0770791632115606,0.0402706078638377,0.0293224762943805,0.0321110461939377,0.0549334289943476,0.0416954016486762,0.0684815020954007,0.0322192563764883,0.062814566942822,0.0358305606538587,0.0340785933115026,0.03382039250213,0.0478767892053755,0.0304770473341451,0.0386114466411879,0.0443066077018613,0.0294742131386755,0.0628097775648362,0.0329840712222529,0.0398662257661591,0.0300774444294167,0.0368394687479172,0.0318903817473516,0.0321295304118785,0.00297820472239872,0.001673941907405,-2.57823130719901e-05,-0.00113819173844917,0.00871085029265015,0.00407047301222933,-0.0014896280340933,-0.00200054184420697,0.00452164414075137,-0.00205860100445577,0.000178669283010527,0.00261197267998553,0.000299713637688833,0.000281354861605421,0.00103667056316084,-0.00056885011903506,-0.000857557096805352,0.00171200470658212,0.00136823285606684,0.00157103096229836,0.000767515482944559,0.00784007127334972,0.00213266108155627,0.000339374950193152
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0776839760625658,0.0392993544888949,0.0278043778219149,0.0299129333784089,0.0347226981606766,0.0428141995821474,0.0307558937059945,0.0343749576209101,0.0774765809429053,0.0325473967967356,0.0352425344351947,0.035177834220712,0.0493655736906859,0.0312479594425854,0.0414532915611043,0.0548223733674208,0.0371809430706112,0.0353651999116925,0.033577289826352,0.0396751332352593,0.0325038452577981,0.0541831008450708,0.0474568443763079,0.0453557081980512,0.00908869329165098,0.00737568846286187,0.00151381094308548,0.00225845062886596,-0.00111402826688694,-0.00192868414474147,-0.000909638771315763,0.00161947882043965,-0.0240519358973933,-0.00608099248239028,0.00393602037969487,0.00191435407101611,-0.00205075170040652,0.00104761893552722,-0.00264823678111343,0.00165002839313759,0.00864584638211405,0.00032093051244301,-0.000352589839181454,0.00260744109430032,-0.0020378310740829,-0.00119482305975284,0.00349733051650022,0.000191756837878448
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0811637675608925,0.0352351216430606,0.0331476244587445,0.0294041658160718,0.0455733969683592,0.0342974901649004,0.0382672393572518,0.0293368790827466,0.0503164402023328,0.0321507999486297,0.0369869248009429,0.0519047313879237,0.055048921318042,0.0402731868993366,0.0427317126851466,0.0447509637470515,0.0516346179931024,0.0320622421364783,0.0333163959563809,0.0414653690519668,0.0394835879016794,0.0328641668592441,0.049443371841655,0.0391408822180599,0.00584680754418417,0.00696394315515752,0.00261746980360693,0.00383729646308003,0.0163586747174844,0.0072463358813725,0.00884697649590448,0.00649614475465213,0.0116009799062895,0.00412437756781523,0.0104787599699949,0.0183077863755831,0.0108631904359024,0.0136320269490993,0.00764227513277334,0.0123472334798039,0.0144482651544811,0.00500368850352375,0.00252606311403187,0.0075492347528737,0.0125153665818045,0.0069757919300139,0.0122151632668013,0.000697193989692564
