"quarter","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent"
"1993-01-01",0.0325109662324563,0.111508102978903,0.0330787083962911,0.0556241222265556,0.0258491598248542,0.0409097711458587,0.0824040011441236,0.0313914002624716,0.0309358161063782,0.112454022062394,0.0335036447580057,0.0255007714435542,0.0277063789203472,0.103374359858718,0.0265138301208633,0.0265856295817689,0.0356484153308557,0.0397076476594766,0.0356851719634529,0.0253598238820265,0.023877425887771,0.0398708302128725,0.00942881888520082,0.0460986358445538,0.00406421497802174,0.0218889382013805,0.00374155662903597,-0.00284634405127897,-0.00513279485101779,-0.00192291596249323,0.005057878324181,-0.000513722177507385,0.00605384458460413,0.00327926634747296,0.00520282045816834,0.0391664522832287,0.000340785192157219,0.00311606570284234,0.00147222737727848,-0.00605270439700636,-0.000947252274611571,0.00211925342482906,0.00371790132846247,0.00826703153277621
"1993-04-01",0.0303992560965395,0.118556591539584,0.0337211853744737,0.0521368068622878,0.0280398162629595,0.0489283909352148,0.0864450862814556,0.0319004127739941,0.0301287921774048,0.0960545847047644,0.0332220678432854,0.0235274782125897,0.0312852234964674,0.10532774958413,0.0264690612599677,0.0254434907639537,0.02770454401418,0.0417529357787882,0.0346174946043946,0.0303537746570266,0.0265742161462806,0.0374110406302579,0.0134940655409609,0.0524482676157457,-0.00285273825184315,0.000988533248681565,0.00600569072034246,-0.00228000188393042,-0.0087374133630667,-0.00123503206818773,-0.000261826664694373,-0.0255324545560381,0.0053509086786325,0.00258886670343703,0.0022252438328639,0.0394681950196608,-0.000727814860374036,0.00312762099883362,0.00388996175727534,-0.00905660914969935,4.31744157927615e-05,-0.00436768548848205,0.0018502541494627,0.00423175281413766
"1993-07-01",0.032722499109488,0.114013276550266,0.0352425110198971,0.0569377419772301,0.0268371120795351,0.0412693787091169,0.0897258734561976,0.0345506738985745,0.0284406987425097,0.103797995664404,0.0367342382463149,0.0273826160042264,0.0251857738914755,0.100965774730352,0.026652756890902,0.0265274582885787,0.0323447179492017,0.0371890897349353,0.0332803112265125,0.0264686798471311,0.0271925665915991,0.0365382553915523,0.0111624306086353,0.0573413128093603,0.00323087537581628,0.0122955363787318,0.00455186566604463,0.00150050605707122,0.00319180798942837,0.00371273425376991,0.00628470936530752,0.00720189813481639,0.00317369028153812,0.00308975809682075,0.00443934174529198,0.0297817263083341,0.00335767098361228,0.00607999301748336,0.00925612542649609,-0.00425262603896494,0.00575069001846436,0.00430953310082118,0.00346997620367249,0.00346564773334907
"1993-10-01",0.0332617403874982,0.113935836423186,0.0349429225002718,0.0577800535536187,0.0289458980109045,0.0447539728133245,0.0803789586505222,0.0304072461472992,0.0296664380718475,0.109706369818026,0.0347378209861858,0.0237367236165929,0.027020938193205,0.100060124879813,0.0279539043117627,0.0262088730733942,0.030061851390765,0.038933469579726,0.032805067268418,0.0274367566960188,0.0289208684781032,0.0383441651495175,0.025636612632422,0.0649830020559803,0.0178105061247068,0.0439276247122185,0.0155607439032724,0.0203791238545671,0.0401103262397091,0.0158687363022989,0.0192231729846289,0.0494043640804297,0.0198494442760544,0.0134096660521362,0.0147808113055981,0.0860905845419325,0.0109072264756747,0.0170065410030655,0.0174880399455747,0.0150695205717942,0.0159282092578368,0.0133632218725558,0.0177049953038309,0.0223855529297589
"1994-01-01",0.0340936761635305,0.117387125506122,0.033514097760186,0.0605427824037464,0.0272483152209824,0.0453557467702974,0.0756423423570771,0.0316244471874811,0.0314543353496197,0.10603419675829,0.0341338930694517,0.0265576975717666,0.0293456922057977,0.105051510289597,0.0294373036194502,0.0271597833309197,0.0287053719340264,0.0357414249302541,0.0269821616921983,0.0297862646384462,0.0264992110897235,0.0377026201510348,0.0175176548222422,0.0688827505401254,0.00811402068176425,0.021889593336539,0.0110238531705587,0.0115398939184238,0.0127237638496529,0.00537838180658104,0.0109190775391748,0.0276076422987228,0.0115503344496073,0.0106130871900521,0.0113656973421388,0.0475476396501865,0.00968643080087164,0.0105129659048526,0.00698417043102047,0.00804476463958746,0.0103793396924316,0.0110466353340156,0.00917754016712535,0.0092538412461388
"1994-04-01",0.0317845128498486,0.101611857385609,0.035892152324252,0.0640239797674906,0.0285778238194312,0.0455243195602467,0.0922016499129753,0.0307837059890576,0.0318160708602993,0.0987155956477728,0.0346912199132496,0.0257359247023212,0.0264822670143128,0.10074381467747,0.0256425275449486,0.0282324275697406,0.0326817852018751,0.0426062617416626,0.0269742419040246,0.0262131890349622,0.0279189435646569,0.041145729013792,0.009818537872493,0.0459517967318712,0.00271557587520325,0.0127892488009736,0.00624520461608616,0.00542693060947744,0.00846676039353732,0.00488292001883517,0.003376748163165,0.0100977971687575,0.00299346838358122,0.00295207909613472,0.00277033952318542,0.00129293976511099,0.00483697638128777,0.00524041564935956,0.00637117844833234,0.00181758112735338,0.00602446621805221,0.00430416032040582,0.0050355512135498,-0.00259769655948149
"1994-07-01",0.0310682267826794,0.113131858310539,0.0301015764833244,0.057631788348246,0.0269654756661704,0.039550041404969,0.0857803583757874,0.0286927196775574,0.0311162887446667,0.10514489058741,0.0357761222076746,0.0250320777139636,0.0295936214881505,0.112189832923182,0.0269841944745193,0.0293889753349678,0.0338729557497149,0.0389305197050841,0.0255513132864185,0.028162842403003,0.0258585828662757,0.0394757374656967,0.0077510246140687,0.0529920331260624,0.00447465258498098,0.0137353524654795,0.00598315928638852,0.00486266554328918,0.00203338081858096,0.00335706345906912,0.00330498474237869,-0.000737734505397808,0.00577048835407656,0.00554340354964555,0.00631454240259393,0.0562780963575523,0.00526993689862386,0.00819774173419209,0.00778938858276928,0.0106853101741292,0.0050408010522036,0.00448673734772962,0.00584539636271777,0.00595581057621624
"1994-10-01",0.0303536784504645,0.115448750269483,0.0331736480021795,0.0516046210061877,0.0285853063305634,0.0473912141941362,0.0790732727441228,0.0288244459233627,0.0293600062322786,0.111944379678828,0.0346783240566259,0.025476184042343,0.0291354543049987,0.107003821434234,0.0291045907752458,0.0287444592458802,0.0301369764903612,0.03641970703805,0.0284873560912402,0.0275857580110775,0.0275574901092968,0.0399105555690407,0.021530232508753,0.057212496193415,0.0168248756667414,0.0314295718352497,0.0136061064489414,0.0166870469633416,0.0296447945831785,0.0115243795877191,0.0131264808890521,0.0455755252310076,0.0161995259043003,0.0148740385645472,0.0127638798706627,0.0933131126659978,0.0155924999453866,0.0126533085909089,0.0137585575734684,0.020519149015614,0.0147232771524501,0.0119256651671554,0.0171064506183752,0.0213489632986752
"1995-01-01",0.0299877477815831,0.107565947010083,0.0357144217015993,0.0534517219345898,0.0252242817093699,0.0443701683748792,0.0820784940992308,0.0264777388208196,0.0290134998535199,0.11158746429314,0.0335952290035997,0.0240263981077152,0.0296438034541558,0.1142169303542,0.0271139310156534,0.0291498903301371,0.0318463483927201,0.0451934766991287,0.0290142929483485,0.0292212312154797,0.0258497174660091,0.0356572654340375,0.00850699968696331,0.0379455754034635,-0.000842120577004205,0.0190471092442249,0.00354923730730525,-0.00635002335193977,0.0100342737274173,0.00374030624703573,0.00721653623957446,-0.0171627007324868,0.00718851967810983,0.00318671046834805,0.00272191192658758,0.0479191560787848,0.000801794181429137,0.0112231764561153,0.00330425540274752,-0.00967248328002581,0.00383231108803012,0.00578235843377933,0.00490711798608647,0.0133980654641655
"1995-04-01",0.0339597893617122,0.108461105502223,0.0372694312589338,0.0539017738586984,0.023382004774282,0.0380337600408944,0.0714854331940857,0.0236185270149071,0.03114536699909,0.117014076951412,0.034914439082411,0.0238973760960209,0.0263127226399819,0.11791288375709,0.0267492725105637,0.0307045004108512,0.0338457493496126,0.0444863887428643,0.0329441821742539,0.0297123721878528,0.0255668764661368,0.0346819676261215,0.011087261260375,0.0438645482827753,-0.00343738668359931,0.00501277183424051,0.00201774995452921,-0.00167614414428799,0.00755415140004459,0.00322709832189676,0.00230967038305105,-0.0234696848866308,-0.00141732081884396,0.00287997362299545,0.00383902984322464,0.0066921786642983,0.00148094049236527,0.00633258155049258,0.00845250094887207,-0.0100750881020548,0.00249447182510911,0.000454101012370123,0.00532411171688098,-0.00487937732433687
