"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent","T35_sent","T36_sent","T37_sent","T38_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.0164897248987279,0.0224394191681695,0.0314336567751607,0.0195974988976823,0.0174231664785866,0.0212550149077941,0.0242645092493693,0.0208100680595701,0.0186843616229903,0.0204322823074345,0.0247284038650406,0.0229250785809372,0.0163980411869726,0.0226547202499271,0.0183983105272061,0.017104190608897,0.0237911264396574,0.0158597877709753,0.0329308516008318,0.0227971361933683,0.0230860053954448,0.0255765797098052,0.0192594250487753,0.0192553759612069,0.0198790622203861,0.0232618901097022,0.0177037224873897,0.0400566211887802,0.0941597520592148,0.0297309780310437,0.018956963950049,0.0179134949886321,0.0404764912061507,0.019816721105502,0.0439294169638228,0.0220060591208468,0.0755719766550188,0.0189421144089304,-0.00100618700739417,-0.000277793837365868,-0.00152434233132415,-0.00124589257881959,0.000583149567229105,0.000400186627879282,-0.00291899875901512,0.000528553621732158,-0.000341967817499734,0.000512373191235644,-0.00247535671096401,-0.00030410323863667,-0.000805267438664354,-0.00375003796499102,-0.00353026500375371,-0.00145314095471051,0.00220344925214981,-0.000273185929551811,-0.00697762179297622,-0.0051240464681565,-0.00109342178327607,-0.000379490004932473,-0.000793556102681771,0.00187324411668895,-0.00235734972726799,4.4497375536268e-05,-0.000605187312999562,-0.00237200318478341,-0.0212353772185553,0.00506719552321016,0.00392914099454514,-0.000485635462442213,0.00224963426000149,0.000839384334579198,-0.00932785890557306,-0.00210266320773982,-0.0109780125735871,0.00167267422293218
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0157892346444677,0.0416455698738582,0.0405792789056771,0.0188194641557607,0.0159299683470409,0.0142066626366152,0.0190365375642145,0.0201566116541925,0.0294091625899938,0.0271800107890772,0.0402674626517472,0.0201507821308328,0.0134207848670577,0.0497972328122964,0.01526155049855,0.0136184531503608,0.0244411532287535,0.0221937744386438,0.0361605981965738,0.0174742553873929,0.0168084282496052,0.0177783266794754,0.0270043197879425,0.0193281617277951,0.0205953020078914,0.0197880500951159,0.0176358111482805,0.0274334387956584,0.057715853388754,0.0217938035339033,0.020942471657753,0.0183080284499368,0.021176569588396,0.0209988958662396,0.0674086583027309,0.0160543400523834,0.0763346210557748,0.0173563710892574,0.00580584420936928,0.0192447581466652,0.0129096380252888,0.00894210921508861,0.0053824913642844,0.00597526186217718,0.00869083776995509,0.00581493167700347,0.01120012748846,0.00627957889061675,0.00230703875316724,0.0046541473157466,0.00390138918219164,0.013542012991845,0.00499260745278022,0.0048372129914529,0.00707120176015552,0.00692585301412801,0.00804990106215574,0.00366749960750493,0.0048793557941074,0.0067246278946914,0.00749832446511498,0.00723216672066733,0.00633408166451817,0.00844945899966301,0.00554395107929441,-0.000443294771000845,0.0252830289101788,0.00805509941793779,0.0063923608907485,-0.00235933618760292,0.00321133615941066,0.00524645502843991,0.00454624343659982,0.00593794112811917,0.0342440399568096,0.00879482809699967
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0220444699347398,0.0191568434021865,0.041686422029388,0.0281858644264857,0.0174136632694728,0.0191815177413376,0.0243483694992868,0.016099294950607,0.0247139253697501,0.0358651340782302,0.016879353326852,0.0632284284967688,0.0177088369423288,0.0217154744757107,0.0185549710995917,0.0181003626972439,0.0188834020841977,0.0188622715473954,0.0522056248650687,0.0270324978387542,0.0242210189032238,0.0255334869561623,0.0202599142071719,0.0299276555452365,0.0204650612415255,0.0306188382177719,0.0431518509649303,0.0361831592565477,0.0200901183237083,0.0163703050615941,0.0228622873656584,0.0197329440024904,0.0180022602350772,0.0202172886633696,0.0287058799508145,0.0199681898367603,0.0489029936662244,0.0329200195263364,-0.0112580845163477,-0.00759977895613393,-0.0107042803347205,-0.0116597141540107,-0.00984160385849892,-0.0106468606962268,-0.0108556351056103,-0.00770591427615705,-0.0105080350172022,-0.0147181802267942,-0.00892615141957161,-0.0289591312977451,-0.0102268740600984,-0.00811565606229865,-0.00865865102551942,-0.00871795367508552,-0.00852065356678894,-0.0080059451326519,-0.0217792497450859,-0.00780678837342117,-0.0115916520841424,-0.016010303336992,-0.0085609672303651,-0.0172093824480471,-0.0107793524593203,-0.0133091661812126,-0.0116912101406689,-0.0206548119478132,-0.00976045020868909,-0.00716211267889677,-0.0120506796413623,-0.00789090254822564,-0.00861367952730195,-0.00947455071819487,-0.0118095474263035,-0.00984790312289469,-0.0114185635814508,-0.0109788030683164
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0184303971305337,0.0287109122252761,0.0219535112025874,0.0195878688995372,0.0192492906585974,0.018911173429723,0.0246997515514151,0.0221703739915152,0.0232544174323392,0.0201853491463056,0.037561191000026,0.0231857278755851,0.0286107034607749,0.0306882976173661,0.0179295921686473,0.0159266236396853,0.0269268321257653,0.0204990372118952,0.0298699267569998,0.0257509707877237,0.0232008455566064,0.0240468121591714,0.0283485242636519,0.0216388925020964,0.0307007660287214,0.0259711389100812,0.0187117126536072,0.0312196740254809,0.0566020124201442,0.0234774402863076,0.029974909102998,0.0194363833564185,0.0247153583104572,0.0257675035467079,0.0370508666773465,0.0214328279369871,0.0656494180687288,0.017952965882189,0.000316078633857361,0.00775061302877502,0.00570051322225693,0.002014181515484,0.00113318970218807,0.00231696838669032,0.00395376332308326,0.00348705638346997,0.00499232537754328,0.00313489413146732,0.0121921364916547,0.00419616838384411,0.0025389778372676,0.00643785596056977,0.00312202883801684,0.00208636264576319,0.00248410077636585,-0.000290757492092736,0.00570536617170238,0.00551812458588226,0.00404552736718533,0.00430665043457658,0.0066508842210429,0.00328940366871822,0.00793412994800746,0.00598810607200118,0.000622513261089164,0.00526296411381912,9.60011284808985e-05,0.00429364202817814,-0.00329356807303513,0.0049478201459468,0.00583915461049191,0.00707605122928219,0.00585664209552068,0.00362951367601071,0.00648602500860074,0.00369619420519683
"SPEECH_574","1996-10-02","1996-10-01",49,0.0252855885774098,0.042133816612458,0.0218846461747236,0.0200971899821354,0.0165452923139158,0.0262080137269405,0.0239870679920187,0.0361415080710337,0.032079604996402,0.0234957275102086,0.0508229653271774,0.0182061136577225,0.0189292348105127,0.0227958527387884,0.0262449612822637,0.0267773186008667,0.0294793885866529,0.0195747328205651,0.0165843227959204,0.0223910454687462,0.0213592709016065,0.0237459582142836,0.0264589477442875,0.0256786535396733,0.0270875303639798,0.0216551891892982,0.0171090474879562,0.0273392228386637,0.043672572927419,0.0200087793306079,0.0210896878944645,0.0174677021723924,0.0296657132126903,0.0166821365132787,0.0340762043185623,0.021078333932338,0.038455447274151,0.0477052100978853,0.00660495836768806,0.0177295794114269,0.00794347213371719,0.000959631262635065,0.00477270331741535,0.00125152282385507,0.00193493026500713,0.00916727324949588,0.0128364065343867,0.00612444140296591,0.0038710288097113,0.0042918923891707,0.00527266344650541,0.000411058414790942,0.00325297734526549,0.00185091082974555,0.00803156868686836,0.00326423519684006,0.00440425719821434,-0.000809486605825653,0.00616878918873959,0.00681195224949484,0.00950613160863129,0.00476567389497248,-0.000735332737475352,0.00112651270186414,0.00218355391376596,0.00624267339722449,0.0166139802908508,0.00824647053724209,0.00413675317487679,0.00307552013744178,0.0121065405645976,0.00290610372408545,0.00223772416479068,4.21318401911994e-05,0.0175752577344983,0.0114486021809214
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0189807103559797,0.031193806039798,0.0286684681672728,0.0176899408838334,0.0192969192703871,0.0184497182024463,0.016478049171694,0.0206646807660507,0.0219581305628735,0.0221864845310899,0.0268941415279789,0.0265850655341776,0.0192559792413431,0.0274948337125662,0.0234690553439712,0.0174087849581534,0.0205641944716429,0.0164656721123255,0.0295930485893838,0.0249027475795809,0.0182098223532358,0.0192359547598627,0.0167619931393594,0.0171848872969886,0.0229786004344463,0.0251726631351961,0.0205329837521074,0.0344649891622282,0.0868972193958665,0.0172449922393301,0.0202812503310954,0.0203214560883079,0.0473404664715075,0.0175726364440697,0.0567109735087275,0.0197577561005641,0.0734667094434846,0.0176642149210731,-0.00669942952947568,-0.00281401156894962,-0.00736848089494363,-0.00753781297925041,-0.00646270050123406,-0.00590284730355349,-0.00339331447907063,-0.00542254350610188,-0.00426136181245287,-0.00534913215800368,-0.00214390356965662,-0.00721918763011551,-0.00508333964784152,-0.0030381115734565,-0.00337138117119617,-0.00492939291265783,-0.00780327645305282,-0.00633517509211572,-0.00900900239562492,-0.00842625895066619,-0.00812811821007181,-0.00434334926565071,-0.00506606965736775,-0.00484973533078426,-0.0121698094705056,-0.0107242980381702,-0.00474651181747274,-0.0146081764467451,-0.0247658352277064,-0.00643852091501747,-0.00287408337575934,-0.00548561107848508,-0.00481861222878263,-0.00549987380158231,-0.00337988303128863,-0.00517031628719265,-0.0110861326096701,-0.00540152656746309
"SPEECH_478","1996-10-07","1996-10-01",40,0.0191569861933678,0.0233039056931838,0.0272441244454627,0.0186302060055706,0.0167050996028523,0.0204055658033185,0.0264206279285605,0.0225247066219378,0.0212899591877119,0.0254836744434872,0.0325214692128068,0.0204815044597656,0.0509419088065456,0.0359774468413012,0.0227786238081889,0.0193528158587824,0.0394075577082071,0.0206414531044232,0.0204544778237815,0.0286455349818429,0.0264789723351181,0.0386029340524128,0.0211595484391135,0.0161783194150551,0.0543898141543977,0.0359298599370682,0.017842355646442,0.024346292100297,0.0193257932862132,0.0259855341936658,0.0279728888311678,0.0227896611657814,0.0215366146038588,0.0201130980866759,0.0335770690689483,0.0179387811755169,0.0432706476729285,0.0201941673042408,0.00736754385875546,0.00863242892529881,0.0121817886694465,0.00831037875461873,0.00634469255666459,0.00661022154468037,0.0127198830028003,0.00778907218248595,0.0062190374106907,0.0123573887806663,0.0109903768978247,0.00779938788160692,0.0213063460870546,0.0108966814614829,0.00929173129107111,0.00818072500726078,0.0155385295451294,0.0096714731188754,0.00947425805005887,0.0139889194278546,0.00951386500788472,0.0147053450233562,0.011576888241997,0.00751949634874485,0.011984391427576,0.0146773163088976,0.00706601003512566,0.00796736618970794,0.00656895471890976,0.0098438522193158,0.00830639549785171,0.00715471685178215,0.00935757117731165,0.0080971351249325,0.0150571738973258,0.00808033022553766,0.0143869708423766,0.0100134599881998
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0202608747415653,0.020397671929278,0.0275569441873133,0.0209055102832653,0.0191840065114874,0.0208730004910681,0.0447661988614298,0.0351042311448619,0.0175013459200891,0.0221897334127611,0.0503779091576758,0.0242953970395697,0.0201002425183929,0.0263195465117438,0.0338105810400368,0.0247762711029602,0.0240866331492367,0.0381029803169772,0.0267331642157636,0.0284313172540566,0.0205296217159389,0.0255517560475679,0.0214279233676469,0.0206231775948403,0.0263069693584019,0.0198651640079123,0.018999320151956,0.0246931291883272,0.0294913660619762,0.0223199431058657,0.0285222542987661,0.0216672503827372,0.0283505509757005,0.0185412083228728,0.0295170633525644,0.0184075981184279,0.0589370211955024,0.0204751229634631,0.000327478085970865,0.000797133534618944,0.00162539517840591,-0.00185267883502206,-0.000430514316646863,-0.00123039448812236,0.00231422923030675,0.00285516166075439,0.00223817840983188,0.00255750364201274,-0.00116544947945229,0.00156131836420298,0.00140258025803368,-0.00059544077677908,-0.00451954363008029,0.00240932351541447,0.00368810807338724,-0.000498146615100401,0.00379620471688799,0.00214628579342867,0.000419625975325343,0.00210235343280595,0.00203920504731275,0.00304951641814927,-0.00205326979976544,-0.00119772826441597,-0.00088954370421262,0.0019009024907606,0.000605090384825157,0.000457500932408961,0.0010439906904076,0.00182828562342327,-0.00276054782887586,0.000329888941454883,-0.00142074175993186,0.000706853012747965,0.00882076233704729,0.00154635801223864
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0208113298343283,0.0200721660054534,0.0226395349243939,0.0205556483399564,0.0173996165116113,0.0204677916234685,0.049295444754743,0.0225339969914015,0.0305365157710587,0.023574433198481,0.0199716996929284,0.0230105578640685,0.0190567567201116,0.0597798605687725,0.0234811871383255,0.0234661137059063,0.0233184622212844,0.0206294849236018,0.0258182089160706,0.0355187723869948,0.0201761397639327,0.0222451898646346,0.0199057186737399,0.0331724015342795,0.0267736601928752,0.0251564305545023,0.0235679624853307,0.0260080156615138,0.0184655647373095,0.0185057588648485,0.0311709062748634,0.0249709058899816,0.0253656890366625,0.0195432248092451,0.0288757936528562,0.0202294215260511,0.0625205902213313,0.0314090441630815,0.000780311582834054,-0.000578708583086831,0.00426529357021911,-0.00220357108089798,-0.000996043223737781,0.000499492893506986,-0.0135087329150335,-0.000319094223456382,0.00664482500784819,-0.00321360369067493,-0.000189540923831278,0.00165309708611971,0.000233314658600228,-0.00423296381921963,-0.00342002051566444,-0.0020937439867055,-0.000606409106356746,-0.000913465217014082,0.00554495630847135,-0.00121682584695492,0.000728917106644911,0.00125232788778213,0.00271186784823737,0.00270499796513283,-0.00130611230967418,-0.000131450258962473,0.000659137057568263,0.0010412604906393,-0.000362849572435923,-0.00205783104612801,-0.000137192965593871,-0.00183264508941821,0.0029976293360269,0.000349825067198072,-0.000641764430090199,0.00206399147440361,0.0101893284958872,-0.00106006777993251
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0190999740110965,0.0252024266044607,0.0219214841933011,0.023558790040615,0.0217092754248817,0.017680549577405,0.0283068091660003,0.0291098590373449,0.038933483495507,0.0239224756242106,0.0226877190250412,0.0278076961207871,0.0201326818993069,0.0252904535928401,0.0258448257615492,0.019036035187868,0.0274660925374646,0.0229998219852616,0.0186807979454676,0.0313354185302939,0.0235376156993116,0.0260386681483536,0.0368983427502135,0.018956976711716,0.020807640647845,0.03419293307262,0.0337850500118071,0.0303844089973109,0.0173162832690724,0.0278709100894822,0.0219764799576023,0.0200157200359819,0.0199830817290053,0.0237758140795128,0.0259973004114211,0.0205834334331162,0.0829279347087412,0.0242247364861839,0.00293525230222496,0.00863374894501983,0.000258669652946309,0.00164597107064938,0.00738715307945457,0.00440274952880822,0.00698609927314848,0.0131088047727319,0.0149543152156852,0.00397025345311464,0.00417748986875376,0.00344603575583789,0.00474618761448773,0.00238245512414997,0.00427488280870521,0.0057016112018828,0.00627177209880642,0.00612535676197988,0.00224096486107698,-0.00787351293775893,0.00311703696673278,0.00682488490247535,0.00908732629626089,0.00330384484465471,0.00333986078191978,0.00870161708939813,0.0106518901277574,0.00924021752715521,0.00439029940819694,0.00352785381435282,0.00581452045113627,0.00448960815711769,0.00372493024314463,0.00768205902519571,0.00605520497395893,0.00269521340230045,0.0228622964361741,-0.00214387897371057
