"speech_id","date","quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent","T28_sent","T29_sent","T30_sent","T31_sent","T32_sent","T33_sent","T34_sent"
"SPEECH_370","1996-06-13","1996-04-01",47.7878787878788,0.023595576743945,0.018699614648359,0.0367144507321612,0.020332368921705,0.0307976668405607,0.0536790719109375,0.0386573727162723,0.0196743488733042,0.0761154645240876,0.0213593580106172,0.0272409055720967,0.0189288304517955,0.0192627210426501,0.0259255802856162,0.0223871631152386,0.0212585225579595,0.0201065387545773,0.0209896164050345,0.0218074973679086,0.0287556776158264,0.0200198558136103,0.0292583105160473,0.0332022090856355,0.0252920753593446,0.0254638603537937,0.104988367127172,0.0216891990765807,0.0263954529802385,0.0204052802136089,0.0247220974056303,0.0212337207640754,0.0236235154500508,0.0360588239428983,0.0213588848206602,-0.00177946969299716,-0.00238237997758684,-0.00110949730346706,0.000587605466039485,0.00409713642013552,-0.00721590460505528,-0.00688161684161406,0.00041591836834286,-0.0105613872480406,0.00140690746742514,-0.000636868708698361,0.00135352004371742,0.000372209842351433,-0.00118312790266109,-0.00164254424365632,-0.000749271331310264,-0.00151158830818233,0.000418485323259378,-0.00184845895174459,-0.0032022210169356,-0.00059503439670342,-0.000846985853513542,-0.00792194678781816,0.00479147956183861,0.000484469346785006,-0.0249835258037877,0.00234183064983117,-0.00286575780727372,0.00149753253689447,-0.00441180890263963,-0.00360649806934201,0.000641516253126171,0.00202434680636719,0.00166765543697105
"SPEECH_546","1996-06-18","1996-04-01",73.9473684210526,0.0198873104847454,0.0180146936819018,0.0531133787757115,0.0172741731515259,0.0186901190424161,0.0334169419761374,0.0718938960752895,0.0158225783019241,0.0722513624509025,0.0177076000534238,0.0504815345217781,0.0195145595993114,0.0271412720190807,0.0303480299624786,0.0204808830979593,0.0407952128796188,0.0189208836791157,0.024247576351671,0.0184883441049541,0.0194829867650822,0.0247886539169433,0.0235505965264545,0.0233859870420372,0.0366380467862269,0.0246135705577555,0.0678865179358007,0.0198362217674059,0.0228758258651934,0.0250036400290111,0.0222261062481856,0.0192608007889558,0.0445154876843638,0.0192281763833873,0.0182170314932509,0.00730304849404668,0.00425956628231005,0.0141375257512508,0.00745377852577769,0.00841674805479741,-0.000229736203042227,0.0117157737497459,0.0060487370587025,0.0326309517186652,0.00532548772161699,0.00111147044625437,0.00544776876874496,0.00430661534250361,0.0112861225513085,0.00867032239270463,0.0144057916188995,0.00646908741474941,0.0119705721783192,0.00799176037109817,0.00693703277221595,0.00676945286894693,0.00564944063226336,0.00775887192871757,0.0144423870914273,0.00167687522267249,0.0238143303231892,0.00501812704062377,0.00765712891432622,0.0103754152364927,0.00818922899971659,0.00220157954941862,0.0153376680834569,0.00307466557895617,0.00814151498385635
"SPEECH_647","1996-09-08","1996-07-01",52.4444444444444,0.0242321547292106,0.0279093126325152,0.067421103650738,0.0192659450498656,0.0191254930525756,0.0465997635833764,0.0291450009898285,0.0196895667040568,0.0631902145810498,0.0230377509972342,0.0187472044308252,0.0190181393267196,0.0196334720046202,0.047501155971222,0.0220369884391505,0.020128563730591,0.0455829610414154,0.0229519733649629,0.0264385587314466,0.0221458889243467,0.0268986402845058,0.0286957037748954,0.029545791804588,0.0209662684549551,0.0700914084543017,0.0218643055960103,0.0205582020872644,0.0258164508239978,0.0283249499265173,0.0198126062270434,0.0212112806959482,0.0267516648409393,0.0216936398354513,0.0339678752578313,-0.0146844504626102,-0.0135025547379258,-0.0213931310548571,-0.00988395404604609,-0.00916152686764576,-0.0206358420252427,-0.0133919822534218,-0.0101825987590996,-0.0167203050371056,-0.0103199024137825,-0.00806170625488912,-0.00913031073951065,-0.00951935090142047,-0.0237387490511149,-0.00978599953206824,-0.00764180467118786,-0.00977158158970634,-0.0103633415079227,-0.0143327299144303,-0.0100277211855969,-0.0143637279206503,-0.0150157973469933,-0.0129236766774989,-0.0104097657753163,-0.0332271030638916,-0.00982338749547855,-0.0122800203279817,-0.0113454029116902,-0.0149412177671688,-0.0110361385850667,-0.00780702246715745,-0.00857285534239678,-0.00889358372300414,-0.0111399374402873
"SPEECH_435","1996-09-19","1996-07-01",40.7083333333333,0.0253021005108565,0.0186405647188465,0.0277184885464073,0.0185452827683561,0.0230872531690538,0.0327325345986481,0.0436409803552253,0.0192159526595028,0.0731495283060132,0.0225228264208463,0.0387826544060072,0.0332308354775953,0.0245953932142781,0.0272469742375157,0.0249175163354009,0.0261219971420344,0.0200928004408681,0.0268977232829176,0.0237545008942091,0.029891816349677,0.0217012733318436,0.0313844893652887,0.032948737885187,0.0288725538717612,0.0290191527984292,0.0698043762856994,0.0290420862897145,0.0258912108644463,0.0218492492361968,0.0241811085002667,0.0208096538893019,0.0355079448068405,0.0291839206648524,0.0197165183759122,0.0021211899079545,0.0021790289665712,0.0062367987492494,0.00267087636039319,-2.84247448933808e-06,0.00602696566621915,0.00878340155294722,0.00315027186077503,0.0211621167991663,0.0033577873298089,0.00763724735008454,-0.00039368514765829,0.00452090902678051,0.00483050877096326,0.00359283260374999,0.00252154433340013,0.00325783149238228,0.00586077009798028,0.00126948120062923,0.00973134648207748,0.00326449453127476,0.00291294510436628,0.00371371311498599,0.00220475354553187,0.0023441620652308,0.000111785480918567,0.0063852713082141,0.00532246624977049,0.00484132378450117,0.00321566692218003,0.00472301271465906,0.00577898129612701,0.00736414791891077,0.00482049807924741
"SPEECH_574","1996-10-02","1996-10-01",49,0.0253540068836932,0.02518657714454,0.0283306360363914,0.0178372044146421,0.0310597100429873,0.0250454011854441,0.0379801698615985,0.0289256959571249,0.044752609510202,0.0259637971630175,0.0505218191803249,0.0192742739548651,0.0236130274905178,0.0262383453321501,0.0230095683757403,0.0247669582183692,0.0180549008952998,0.0339935855384155,0.0233785653450199,0.0242598684593122,0.0264989941839654,0.0318917122950203,0.0269447656006079,0.0523457705610545,0.0211044259860274,0.0484224071746745,0.0217954855928204,0.0281673515912196,0.0321419669671159,0.0251369638317938,0.0229120248077331,0.0282602515091851,0.0261656856486269,0.0506654732604992,0.00275491844175345,0.00353692273432507,0.0111001572303438,0.00558036855670235,0.00609518535323555,0.00347082552326832,0.00396152582946548,0.00323530568942577,0.0162351055493074,0.00748866514000113,0.00261977413751172,0.00439803514529092,0.004779154530098,0.00770533472309518,0.00339489607396232,0.0115872703174722,0.00207886751030931,0.00107618402431965,0.0078734315194367,0.00326510962770217,0.0112161647998326,0.00320628999779248,0.00688849410967174,0.0197943555024788,0.000892711711838553,0.0106880811441466,0.00405490865327733,0.000370860189354876,0.00550632234786988,0.00447881765703383,0.00226361556480705,0.00995685267468564,0.0118991810374209,0.0141713699993564
"SPEECH_371","1996-10-05","1996-10-01",50.9130434782609,0.0224516492959129,0.0191405281320648,0.0297439708128814,0.0186906208402226,0.0227782914646155,0.0541170718189601,0.0478098130664088,0.0209635730292447,0.0752384323123916,0.0197547095812876,0.0260042114402491,0.0182434623223889,0.0197259380433617,0.0250744136263654,0.0243861654723231,0.0232349933144019,0.0206178249443348,0.0216659176539824,0.0222488374472799,0.023161595875168,0.0251842876208483,0.0277851410926522,0.0240929892731021,0.0348865677633605,0.0238060752661307,0.104095891597459,0.0175182149389751,0.028957144180425,0.0220465017841444,0.0213647049830284,0.0233964025724755,0.0258164959802301,0.0459219872319082,0.0200755752214155,-0.0103984795931921,-0.00612022206065004,-0.00907258244519235,-0.00502862770725156,-0.00408449141170433,-0.0259707029990147,-0.0109467754252582,-0.003636823873578,-0.0163641261459918,-0.00603680388779914,-0.00500272687091929,-0.00417943445602954,-0.00501439183310833,-0.0059552245997743,-0.00670733476795127,-0.00661125844429101,-0.00378045058435718,-0.00485907035006905,-0.0110717323940772,-0.00531353766445397,-0.00546389390899842,-0.00676960582337765,-0.0061474446441145,-0.000997870164125287,-0.00632113544580414,-0.0247216291191281,-0.0045023660916588,-0.00609318627282721,-0.00408915068607669,-0.00738512988968992,-0.00353913911735102,-0.00810940416627372,-0.00606497891946583,-0.00576739572558096
"SPEECH_478","1996-10-07","1996-10-01",40,0.0247867125204369,0.0257998119445533,0.0293265949905671,0.018826359656164,0.0317382843701483,0.0265101067399034,0.0298555634680645,0.0202100982307581,0.0458798953594428,0.0208816533962404,0.0445980421557785,0.0564342163973607,0.0236604753276047,0.0324427937986455,0.026848187169517,0.0348154132688083,0.023819814575927,0.0275962419486208,0.0445962231934034,0.0305627694839519,0.0220017890837267,0.0426188053047029,0.0337332483085178,0.026182501840413,0.0260499751971302,0.0230533191022609,0.0209751768071144,0.0277409781581075,0.0186421297372252,0.0286901431025892,0.0319827756113234,0.0280804815475372,0.0300559516272814,0.021003466576174,0.00895007500508329,0.00963186548339399,0.0135754013017893,0.00905538498118803,0.0103451677661069,0.00895048270517484,0.00932863594389946,0.00757497562296992,0.0113297667440246,0.00855044116656774,0.0135891254585143,0.0219570432431656,0.00808478909004015,0.0150839064870886,0.0120886809539094,0.0126431631574883,0.0100194254788702,0.0144566853189801,0.0153815676089183,0.0155860026628604,0.00885001698652622,0.0220510360782449,0.0158984917670048,0.0107114337560683,0.00979980754314108,0.00921188828890655,0.00796852213686617,0.0112832381884816,0.00815854200779949,0.00762913910916827,0.00810963073532246,0.00981331950906441,0.0123376438050199,0.00954280748951256
"SPEECH_572","1996-10-09","1996-10-01",51.8387096774194,0.0351152894947445,0.0336941653207251,0.0276550663262936,0.0224781512661522,0.0267784475975887,0.0251698070326266,0.0410840812337657,0.0273192928956172,0.0552463307775165,0.0216787767463723,0.0510050876228465,0.0193113693694003,0.0350257099686167,0.0299782955273582,0.0475505284165208,0.0267958268978896,0.0206696014100396,0.0436182593428425,0.0271605524500044,0.0264265992392723,0.024782189443712,0.0252609378374008,0.0276871813759384,0.0239147234795396,0.0233009572091467,0.0383778433500209,0.0188292845895453,0.0344373096015241,0.020644362319473,0.0192173037514981,0.0237339214300634,0.0222151687845755,0.0305061824500864,0.0233313954412825,-0.00418586253332929,-0.000180567488831237,0.00220254868253924,-0.00146098723008408,0.0023702001229435,-4.27242978896778e-05,0.00257885966417519,-0.000165521661313033,0.00689643292042598,0.00145280948185883,-0.0048699710362403,0.000490296543049632,0.00264356684462421,-2.13639130845194e-05,-0.00401275381490018,0.00211675152135759,0.0029950179197742,0.00469187101268544,0.00112337046878424,0.00185801135817608,-0.000867109065083875,-0.00115571846387907,0.00266676467421451,-0.000381517309336708,0.00241868620824186,0.00287978742131108,-0.000911461640709567,0.00321579734475755,0.00224123542514479,0.00129928894935269,0.00225199395662847,0.00187089945233357,0.000652575024059463,0.00129402772200255
"SPEECH_573","1996-10-11","1996-10-01",54.875,0.0307847818277613,0.0258826773776934,0.0292989499312118,0.0176872412098111,0.0250869706922944,0.0248142395196886,0.0431209047591229,0.0239031100719139,0.0646163298462306,0.0218004481403975,0.022723253343365,0.0218302185021952,0.0204656660925725,0.0286308901020152,0.0587960497693933,0.0228565423782277,0.0209498992797311,0.0245687458351693,0.0282100237992479,0.0311553123435272,0.0251570911113669,0.0279506407122235,0.0275211190107432,0.0232918095368012,0.0268732458313802,0.0237186329154074,0.0192854670861896,0.0353309719848157,0.0403510509235293,0.0204034801987378,0.0383889309050878,0.0309080429607284,0.0379092915731237,0.0357279704282954,-0.00416888199028958,0.000913515291276107,0.00401022708910875,0.000400820109524968,0.00040928815574785,0.00277020834152313,5.75576563298774e-05,-0.00334182759539742,0.00852679070884979,-0.00044093337251909,-0.000582413260341878,0.000711142043518496,-0.00128654120754079,-0.00020694063038957,-0.0194407363346496,0.00252146667301406,0.000963086387715411,0.00128341573457949,-0.00135887739577026,-0.00573117291107693,-0.000254336427539419,0.00272502176818269,-0.00125638418087176,0.00505028362108304,0.00108033693242662,0.000896475930645,0.00070664896506301,0.0026178675353932,0.00437656346182469,0.00119413858225897,9.74314131671531e-05,0.000911781717776032,0.00110024959640308,-0.0019573351567742
"SPEECH_446","1996-10-16","1996-10-01",39.25,0.0263259777213279,0.0272149751163569,0.025879623659589,0.0257500161041802,0.0265434371845106,0.0353013221544905,0.0301543732484624,0.0210693411932784,0.0822175866692313,0.0201095302873837,0.0193923393171023,0.0211568127517848,0.0226330328707354,0.0241340380724474,0.0363088876961914,0.0225630910112894,0.0304409667339032,0.0336221450971307,0.0277114329453793,0.0259551764033024,0.0259010504735199,0.0394790356527868,0.0308562910413893,0.0235408929933364,0.029524255016588,0.0196962147628862,0.0262929447824182,0.0308762821591111,0.0271760640246123,0.0208063157298938,0.0227469486812105,0.0669903687506235,0.0261534573961181,0.0254757722974289,0.00307650383976148,0.00622505845151214,0.00561048601701936,0.00120613068568013,0.00734670933592335,0.00335275197964903,0.00447207177411521,0.00381541094949322,0.0203724369145244,0.00383327455430466,0.00264055858537918,0.00525433661668465,0.00591718006867153,0.0101830909400207,0.00622999368982968,0.00886384673611391,0.00379350877831462,0.0140474900109963,0.00431814922478179,0.000916657127118717,0.00705725602319493,0.00964009196886202,0.00987292933329946,0.00308654126282328,0.00436380410128016,0.00395248265214654,0.00416223024307008,0.00135368784679345,0.00227161314514378,0.00468278085395458,0.00695649977343987,0.0268995094594946,0.00533575108503393,-0.00196977810250442
