"quarter","wordcount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T1_sent","T2_sent","T3_sent","T4_sent","T5_sent","T6_sent","T7_sent","T8_sent","T9_sent","T10_sent","T11_sent","T12_sent","T13_sent","T14_sent","T15_sent","T16_sent","T17_sent","T18_sent","T19_sent","T20_sent","T21_sent","T22_sent","T23_sent","T24_sent","T25_sent","T26_sent","T27_sent"
"1993-01-01",291.628834355828,0.0549015167534524,0.0218709426800071,0.0485984469306167,0.024895643262545,0.019766875306032,0.0316244267347464,0.0356394834027408,0.0372205470130775,0.0482156982775474,0.0408290098665987,0.0503128631845421,0.0422083939405576,0.026881505590861,0.0601896491674068,0.0475654569588978,0.0364421326045883,0.0225503572855309,0.0563097077963699,0.0340736547960028,0.0279224261312882,0.043263907584613,0.0338839447739433,0.0329092112736014,0.0361366612625353,0.0179353457373205,0.0380934165702976,0.0297587751142796,0.00562318289934878,0.0039208001298386,0.0187152347403648,0.00558565726465946,0.0037820894083257,0.0078314844750972,-0.00170053429191296,0.0072930305061494,0.020406610022371,0.000288482452728051,0.021418129832893,0.00625923232146053,0.00762602965190782,-0.00459640210491909,-0.00769928086320148,0.00321574262063155,0.00896930565693454,-0.0101877994042273,-0.006346997714315,0.00255905529112521,0.00026933468678342,0.00140006997609146,-0.00104910663179364,-0.00448990277887332,0.00321341185865082,0.010579215096739,0.00527291338359604
"1993-04-01",284.365296803653,0.047747785199297,0.0207403000445596,0.0573306141115353,0.030703236729659,0.0200292509554554,0.0354197319712788,0.0352626289742911,0.0380908878639866,0.0545137907755884,0.0425279614063476,0.0437832514515596,0.0451932386241981,0.0292783410419996,0.0578821838415682,0.0484770268847239,0.0312735668898683,0.0210671823619085,0.045774513720983,0.0341540770803409,0.0277728837387923,0.0497433512634636,0.0331382667919996,0.0297121457780002,0.0391590316096436,0.0172510722600769,0.0342989898002675,0.0296746888286075,-0.00211772533001036,7.8240394785185e-05,0.00796521806398853,0.00694254016611295,-0.000149030359235675,0.00273712686701244,-0.000712719099973741,0.00274384811481819,0.0225720298692599,0.000649959635614947,0.00820149704370328,-0.004112168754605,0.00591428575750647,-0.00890599612815651,-0.0113438654634434,0.00204447796875696,0.00446591054539831,-0.0106912144637655,-0.00400104961951436,0.00247640365493471,-0.0208749002255396,0.00251629091445562,0.00190646299658126,0.000786456028603589,0.00111728670889411,0.00388597235464766,0.000343980017151995
"1993-07-01",287.547134935305,0.0499329920492998,0.0204067930634027,0.0505077912735212,0.0265361155657437,0.0203597929739005,0.0348305437079213,0.0344432480578657,0.035093534298361,0.0477178588227589,0.0362415026606453,0.0472124325226333,0.0519481162224538,0.0298055792084187,0.0523910542433002,0.0383611997641852,0.0329204923144248,0.0220825239481441,0.0629452989317461,0.0321080830411481,0.0249285473242248,0.0438973703243456,0.0456756664748568,0.0328311710727932,0.04131024255154,0.0176096960838479,0.0376058270949321,0.0302965264035851,0.00644199770470356,0.00226742557168757,0.013613420305798,0.00597860062127793,0.00271436889388162,0.0046255920144445,0.00391437246012669,0.00760175810241321,0.0200903639330199,0.00194219430532986,0.0145384777119847,0.0109917373714502,0.0107994681197384,-0.00206181037964194,-0.0015656521903652,0.00321444139091293,0.00613665435996465,-0.00502039885701242,0.000576120226199173,0.00393585652672732,-0.00259390633854875,0.00110382478960715,0.00215591182145212,0.00413599019677891,0.00356655146396687,0.00900426825277529,0.00157555345107118
"1993-10-01",305.452574525745,0.0526015643578555,0.0201456678281057,0.0550437300945045,0.0249394013997942,0.0189712673051263,0.0339936557484003,0.031000373692228,0.0418160241263809,0.0395780330630982,0.0433098021941963,0.0476881327196664,0.0456861010829101,0.030911786346758,0.0521917042494141,0.0330880595718994,0.0421325881635935,0.0225770897124829,0.0538368541178061,0.0286556547727563,0.0248625582563093,0.0410370784270866,0.0605201420541142,0.0307078640587305,0.0334525137816985,0.0173486684393027,0.0434506561812328,0.0304530282545486,0.0091308695088189,0.00585562142116426,0.0211292687013396,0.0107708269060886,0.00549576450689476,0.00822379254075681,0.0069430834407319,0.0114576374696195,0.0179316240527135,0.00366822329037674,0.0254255600920203,0.0154528615233745,0.0118453472873886,0.00197885099065027,0.00118176506012642,0.00637438704130021,0.0137671786035456,-0.000807857955147746,0.00404564682244208,0.00613481753461405,0.00397630425692064,0.016411278673305,0.0066154486206899,0.00545183284965681,0.00571001598311574,0.0191066709382225,0.00317241847941893
"1994-01-01",279.795731707317,0.0528119331336506,0.0207699153913513,0.0572687507900995,0.0273218223628514,0.0190650508394461,0.0350256330462528,0.0544520680719204,0.0412287697766637,0.0473889131371355,0.0335042235578123,0.0483386956442183,0.0475760371583127,0.0301827209746904,0.0536411169592633,0.0396808359619685,0.039379665233131,0.0215830368811285,0.0525821734106769,0.0265745760611449,0.0259674383635382,0.0408352798853701,0.038580595567208,0.0302605988203472,0.0333912201785211,0.0173002740229522,0.0357078539532388,0.0295808008171063,0.00695477696727068,0.00432190275000677,0.0192476490113715,0.00900318083972633,0.00507272144780022,0.0066366563274638,0.00952002509226962,0.0158031571360933,0.0179166189249261,0.00285112154928423,0.0241875383163767,0.0102522332728774,0.0121886710654202,-0.000538262158645578,-0.00508680059730868,0.00517669566358874,0.00921020067943295,-0.0045918964440122,0.00217156426127614,0.00542376017375953,0.00241589991141181,0.00682481212873716,0.00368684495050184,0.00447126060851233,0.00488641311304574,0.0109601179794273,0.000157853549593356
"1994-04-01",298.204188481675,0.0483721631926367,0.0216160554616887,0.0576912380350801,0.0313252148556352,0.017843016954395,0.0341466218478842,0.0595646517339867,0.050174335593748,0.0574130415502848,0.0386975603907604,0.0504667990905617,0.0526359812585953,0.0305287878260254,0.0413552904134478,0.0272727818871575,0.0284731396119067,0.0239405641859634,0.0486435521850456,0.0249494936657031,0.0266057118352996,0.0417335471011373,0.035130988363468,0.0301768324086743,0.0424798234797547,0.0173120456452946,0.0382153160696504,0.0232354453562147,0.0113462790808924,0.00642196452176711,0.0192596934592051,0.00969850671891969,0.00462054502098557,0.00886403264531411,0.0139605168516433,0.0174346899426425,0.019833712719322,0.00976732889234499,0.0309618475507594,0.0189180118955531,0.0147834453832647,0.00284876489683007,0.00314366458882213,0.00262611419695239,0.0117233363018818,-0.00304214873756404,0.00653309261712205,0.00525556559396764,0.00100421779989871,0.00841582423534122,0.00471301056478936,0.0146928382895669,0.0056717985568943,0.0148162760216639,0.00344339019497133
"1994-07-01",283.186893203883,0.0502120690760396,0.0218865039668121,0.0601901895930083,0.0296523441092583,0.0196539609397729,0.0334999742416032,0.0554304573463297,0.0392095813128871,0.0539960917375787,0.0328211613356909,0.0522684524501035,0.0469059800173935,0.0295363840359904,0.0482770846627804,0.0356684535279362,0.0312407492166752,0.0223262664647153,0.0525969752477274,0.0283362588088025,0.0247198346487239,0.0391064040835915,0.0383675596737575,0.0290470882174989,0.0412146495010853,0.0186544071133362,0.0386644943611493,0.0265166243097521,0.00945627840405383,0.00616345066966056,0.021367844916183,0.00973803322297334,0.00589928974858937,0.00889903926223274,0.0147644683522077,0.00497394186662334,0.0176657530965086,0.00365342637642256,0.0231456039317456,0.017771428475936,0.0127948370191244,0.00709302493082042,0.000380562681842437,0.0069370419671427,0.00915479125084299,0.00321502349148919,0.0053410048231437,0.00703116793499671,0.00142475105134514,0.00726588432158704,0.00789665080698813,0.01035618439268,0.00558100989329575,0.0129448960809114,0.00499702253894795
"1994-10-01",279.700748129676,0.0505363734119995,0.0199684621762124,0.0595663005731115,0.0277251694779328,0.0192584199950057,0.0335823313635721,0.0446405041444164,0.0475233680289511,0.0598991183069156,0.0332139255275,0.0471219063851552,0.0490473891039022,0.0305274017069103,0.0509237321017278,0.0375954230842091,0.0345103953038352,0.02338527583942,0.0495665132599853,0.0235922278296899,0.0284067350565546,0.0450298578214034,0.0420149134053125,0.0281248779475442,0.0374220509146408,0.0174479015746043,0.034287817828877,0.0250816078306114,0.00576891445157908,0.00294304888394721,0.0189714353998927,0.00784496912887876,0.00319343651728925,0.0014539787709078,0.00636446551351103,0.0049683188240982,0.0151736761755542,-0.00231056936382241,0.02273029090756,0.00956412985145753,0.00911241794927765,0.00377735177613073,-0.00894156850194129,0.005232098332121,0.0074541454063471,0.00463580493325975,0.00341387771911899,0.00359111683708826,-0.00867671221762485,0.007675267094342,0.0023215257361041,0.00567869111639108,0.00284801094843168,0.00911887604974294,0.00158334106981298
"1995-01-01",292.047619047619,0.0547619413854765,0.0190523319374374,0.0582292260570928,0.0228154685878886,0.0187637786713822,0.0289143364036094,0.0434151035530498,0.0477472597618442,0.055040245368041,0.0374588297056597,0.0522421160876104,0.0443700789425414,0.0302429047203967,0.044316722425199,0.0414937141602578,0.0273140672632069,0.0227798851457541,0.0460738627694915,0.0275008215948895,0.033326058392658,0.0427484864493852,0.0433527987517524,0.0322424479133843,0.0418422754869774,0.0165933333593746,0.0370324363566158,0.0303294687490233,-0.00333351896412027,0.000888205274359505,0.0177862095461835,0.00312246674698952,0.000495639389214344,0.000140187653472108,0.00666562202698647,0.00325356386723819,0.00996229387666517,-0.0057811578321049,0.0112442656777993,0.00708086273225254,0.00379688661310536,-0.0026199789427232,-0.00940477173278684,-0.00134426671826592,0.00492776476266382,-0.0039657951659188,-0.000336852984103726,-0.00531284615811215,-0.00900885478058966,-0.00714761102381465,-0.00367417188598664,-0.00279983360008514,0.00150098122373461,0.003571419183549,-0.00275994680076844
"1995-04-01",299.375,0.0490668435708305,0.0203654182954394,0.0618235337905912,0.0194506097196464,0.0195261465227833,0.0299372411486338,0.0376472704438175,0.0447958872166695,0.0481507035239836,0.0352452250098185,0.0520847519637581,0.0430948941984413,0.0415981993122218,0.0472176117626388,0.0477743976361671,0.0257755353240865,0.0245112473323912,0.0425443934769892,0.0305490847234284,0.0257190372508072,0.0440943717948369,0.0438609708018365,0.0322280674972873,0.0459682055355634,0.0174747075784381,0.0453569957493162,0.0241386488195782,-0.000724805441705856,-0.00202057057245629,0.00292474563898197,-0.000205831576236724,-0.00170522594004747,0.000257747127272858,-0.000149364046522252,0.00487700747075857,0.00675275246400253,-0.00906852051249755,0.0146003677379647,0.0081323793377195,0.0148899731186147,-0.0149499617614243,-0.0154654918937692,-0.00382672911408217,0.00195949171120445,-0.0141928330471511,-0.0023583220767458,-0.00155977196003233,-0.0131792930786751,-0.00851915279818589,-0.00230085485085608,-0.00259213761573432,0.000641825233250843,0.00255860357396637,-0.00104011350108988
